GO_term p.value
GO:0071266 0.128792899535684
GO:0005840 0.997698352706306
GO:0007049 0.997803137813487
GO:0005783 0.999999931344173
GO:0005750 0.17289608028078
GO:0034399 0.652853602696318
GO:0034551 0.128792899535684
GO:0045153 0.033795608458923
GO:0004460 0.0170357751277683
GO:0006089 0.0170357751277683
GO:0098869 0.396124507403126
GO:0055114 0.99886907302352
GO:0004022 0.0981593662527546
GO:0004455 0.0170357751277683
GO:0009082 0.201110762396337
GO:0009097 0.158436221544431
GO:0009099 0.113601842858015
GO:0016829 0.830855252924258
GO:0016831 0.280371340264905
GO:0047433 0.0824615310265189
GO:0030976 0.14373641755394
GO:0050177 0.0665043402617622
GO:0047434 0.0665043402617622
GO:0004096 0.033795608458923
GO:0004601 0.17289608028078
GO:0020037 0.406672550941936
GO:0006979 0.214872850899415
GO:0042744 0.0665043402617622
GO:0019170 0.0170357751277683
GO:0000947 0.0981593662527546
GO:0006116 0.158436221544431
GO:0043458 0.033795608458923
GO:0006067 0.17289608028078
GO:0004365 0.0502837380074058
GO:1990841 0.0981593662527546
GO:0006094 0.0436103959364757
GO:0006096 0.363401043871027
GO:0006915 0.328997521273762
GO:0072593 0.0665043402617622
GO:0005811 0.626824554347216
GO:0004852 0.0170357751277683
GO:0006779 0.14373641755394
GO:0006782 0.113601842858015
GO:0006783 0.228409525883908
GO:0004408 0.033795608458923
GO:0033014 0.0665043402617622
GO:0016780 0.0824615310265189
GO:0003881 0.0170357751277683
GO:0008654 0.502959672062104
GO:0006629 0.942548496898824
GO:0005741 0.824390670746415
GO:0009083 0.14373641755394
GO:0006559 0.0981593662527546
GO:0006569 0.14373641755394
GO:0015886 0.0665043402617622
GO:0005751 0.254820587159182
GO:0003852 0.033795608458923
GO:0006468 0.914943520854911
GO:0004672 0.902597894463323
GO:0006342 0.214872850899415
GO:0055085 0.992547941072134
GO:0016301 0.980050373312958
GO:0006139 0.228409525883908
GO:0006886 0.879699991625499
GO:0015986 0.305088379468033
GO:0005789 0.999522508232967
GO:0031090 0.128792899535684
GO:0043231 0.494044150484742
GO:0050421 0.0170357751277683
GO:0004070 0.033795608458923
GO:0051539 0.396124507403126
GO:0006508 0.962268652265574
GO:0003677 0.999983483550083
GO:0004130 0.0170357751277683
GO:0034599 0.796108048382877
GO:0001320 0.033795608458923
GO:0006801 0.0824615310265189
GO:0006878 0.267701821607597
GO:0006882 0.17289608028078
GO:0036091 0.0170357751277683
GO:0050821 0.158436221544431
GO:0051091 0.113601842858015
GO:1901856 0.0170357751277683
GO:0001324 0.0824615310265189
GO:0003879 0.0170357751277683
GO:0046677 0.113601842858015
GO:0004339 0.0170357751277683
GO:0033499 0.0824615310265189
GO:0003899 0.447140248305153
GO:0009423 0.0665043402617622
GO:0003779 0.528819424492597
GO:0016459 0.113601842858015
GO:0005975 0.80718664739913
GO:0010133 0.033795608458923
GO:0004496 0.0170357751277683
GO:0006486 0.677151826282252
GO:0009085 0.158436221544431
GO:0006730 0.267701821607597
GO:0000105 0.158436221544431
GO:0000235 0.14373641755394
GO:0005816 0.731027055283921
GO:0000993 0.241724288163737
GO:0004674 0.894797771648
GO:0006278 0.613124888305302
GO:0090501 0.694305713474669
GO:0004693 0.14373641755394
GO:0042393 0.427245838741413
GO:0000706 0.128792899535684
GO:0007130 0.228409525883908
GO:0010568 0.0170357751277683
GO:0010569 0.0170357751277683
GO:0010570 0.033795608458923
GO:0010571 0.0170357751277683
GO:0004518 0.862558322285628
GO:0009058 0.427245838741413
GO:0006397 0.959911102845969
GO:0010696 0.113601842858015
GO:0010898 0.0170357751277683
GO:0018105 0.553397683055725
GO:0018107 0.0436103959364757
GO:0032210 0.0665043402617622
GO:0034504 0.0665043402617622
GO:0045819 0.0170357751277683
GO:0045875 0.0170357751277683
GO:0045892 0.0665043402617622
GO:0045893 0.241724288163737
GO:0045930 0.0170357751277683
GO:0045931 0.033795608458923
GO:0051446 0.0170357751277683
GO:0051447 0.0170357751277683
GO:0060303 0.0981593662527546
GO:0070816 0.228409525883908
GO:0090169 0.0170357751277683
GO:1901319 0.0170357751277683
GO:1990139 0.0170357751277683
GO:1990758 0.17289608028078
GO:2001033 0.033795608458923
GO:0000307 0.317142353805101
GO:0010494 0.80718664739913
GO:0004743 0.033795608458923
GO:0090502 0.767859188466763
GO:0006090 0.214872850899415
GO:0004618 0.0170357751277683
GO:0004798 0.0170357751277683
GO:0009041 0.033795608458923
GO:0006227 0.0170357751277683
GO:0017111 0.0981593662527546
GO:0047429 0.0824615310265189
GO:0006796 0.128792899535684
GO:0016036 0.0665043402617622
GO:0004564 0.0170357751277683
GO:0051670 0.0170357751277683
GO:0005987 0.128792899535684
GO:0030659 0.214872850899415
GO:0006950 0.561316163852609
GO:0003941 0.0665043402617622
GO:0016787 0.999999963687851
GO:0000015 0.0824615310265189
GO:0032508 0.511725815411979
GO:0010147 0.0170357751277683
GO:0034484 0.0170357751277683
GO:1902927 0.0170357751277683
GO:0005576 0.865141812468228
GO:0004185 0.0502837380074058
GO:0007039 0.201110762396337
GO:0046938 0.033795608458923
GO:0000324 0.99659460832161
GO:0004053 0.0170357751277683
GO:0008270 0.974407113897218
GO:0030145 0.113601842858015
GO:0090369 0.0170357751277683
GO:0019547 0.0170357751277683
GO:0090368 0.0170357751277683
GO:0004399 0.0170357751277683
GO:0004635 0.0170357751277683
GO:0004636 0.0170357751277683
GO:0005622 0.984166832584404
GO:0016887 0.906288779046496
GO:0046933 0.254820587159182
GO:0046961 0.267701821607597
GO:0005754 0.033795608458923
GO:0010273 0.033795608458923
GO:0043565 0.952920911120412
GO:0016779 0.827651753926612
GO:1903507 0.14373641755394
GO:0009374 0.033795608458923
GO:0035023 0.113601842858015
GO:0016192 0.958262372581146
GO:0046983 0.0436103959364757
GO:0004067 0.201110762396337
GO:0004420 0.033795608458923
GO:0000276 0.201110762396337
GO:0004108 0.0502837380074058
GO:0006099 0.417045408442952
GO:0006101 0.033795608458923
GO:0006537 0.17289608028078
GO:0046356 0.0170357751277683
GO:0004049 0.033795608458923
GO:0015936 0.0502837380074058
GO:0004742 0.0170357751277683
GO:0000162 0.0981593662527546
GO:0005950 0.033795608458923
GO:0004634 0.0824615310265189
GO:0032889 0.228409525883908
GO:0004582 0.0502837380074058
GO:0006811 0.884211543715603
GO:0000139 0.927231125274131
GO:0009088 0.0981593662527546
GO:0005777 0.784426451409871
GO:0005773 0.981652717681584
GO:0004100 0.0502837380074058
GO:0018108 0.128792899535684
GO:0043085 0.456839542194536
GO:0006470 0.613124888305302
GO:0006417 0.584279128130548
GO:1903108 0.0170357751277683
GO:0006418 0.406672550941936
GO:0006865 0.561316163852609
GO:0004844 0.0170357751277683
GO:0051536 0.484976841353645
GO:0004385 0.0170357751277683
GO:0016874 0.817691817339129
GO:0004127 0.0170357751277683
GO:0009898 0.0665043402617622
GO:0004794 0.0502837380074058
GO:0006567 0.0665043402617622
GO:0004425 0.0170357751277683
GO:0004807 0.0170357751277683
GO:0004619 0.0502837380074058
GO:0004825 0.033795608458923
GO:0017102 0.0502837380074058
GO:0004866 0.0502837380074058
GO:0022900 0.385398477339239
GO:0045454 0.447140248305153
GO:0004604 0.0170357751277683
GO:0006338 0.705256698907661
GO:0008236 0.201110762396337
GO:0004315 0.033795608458923
GO:0006633 0.280371340264905
GO:0004149 0.0170357751277683
GO:0071897 0.633500322605764
GO:0004386 0.83709333991095
GO:0015031 0.999741460893656
GO:0016592 0.374491618019616
GO:0008380 0.862558322285628
GO:0004857 0.128792899535684
GO:0042030 0.0502837380074058
GO:0032780 0.0824615310265189
GO:0051117 0.0665043402617622
GO:0003924 0.788389200464836
GO:0007189 0.0502837380074058
GO:0045762 0.0502837380074058
GO:0097271 0.17289608028078
GO:0005886 0.999987390285446
GO:0000411 0.0665043402617622
GO:0007190 0.0170357751277683
GO:0016236 0.665212070660999
GO:0030437 0.633500322605764
GO:0032258 0.606097184187324
GO:0032880 0.385398477339239
GO:2000222 0.128792899535684
GO:0000149 0.417045408442952
GO:0006888 0.814252040307792
GO:0006890 0.437276559604085
GO:0032456 0.113601842858015
GO:0034498 0.17289608028078
GO:0035494 0.0502837380074058
GO:0048194 0.0824615310265189
GO:0048211 0.0502837380074058
GO:0061709 0.14373641755394
GO:0090114 0.0665043402617622
GO:1900101 0.0981593662527546
GO:1990261 0.0170357751277683
GO:0000407 0.494044150484742
GO:0005795 0.0824615310265189
GO:0005801 0.214872850899415
GO:0031410 0.620033372442707
GO:0000772 0.0665043402617622
GO:1903135 0.033795608458923
GO:0006364 0.980050373312958
GO:0016773 0.254820587159182
GO:0004768 0.0170357751277683
GO:0004591 0.0502837380074058
GO:0006189 0.14373641755394
GO:0006260 0.759128743038995
GO:0006571 0.0502837380074058
GO:0003755 0.241724288163737
GO:2000045 0.033795608458923
GO:0048500 0.0665043402617622
GO:0000122 0.865141812468228
GO:0006301 0.214872850899415
GO:0006333 0.267701821607597
GO:0000788 0.187119707447061
GO:0031298 0.374491618019616
GO:0030295 0.187119707447061
GO:0045860 0.0981593662527546
GO:0000502 0.561316163852609
GO:0006097 0.158436221544431
GO:0004142 0.033795608458923
GO:0000028 0.363401043871027
GO:0000070 0.437276559604085
GO:0030473 0.228409525883908
GO:0045143 0.158436221544431
GO:0005828 0.0981593662527546
GO:0005880 0.113601842858015
GO:0005881 0.241724288163737
GO:0045298 0.0502837380074058
GO:0042623 0.280371340264905
GO:0000492 0.128792899535684
GO:0006458 0.241724288163737
GO:0006626 0.187119707447061
GO:0006970 0.0436103959364757
GO:0032212 0.033795608458923
GO:0046854 0.17289608028078
GO:0004559 0.033795608458923
GO:0042128 0.0502837380074058
GO:0008353 0.113601842858015
GO:0009202 0.0170357751277683
GO:0042026 0.363401043871027
GO:0051604 0.113601842858015
GO:0003746 0.254820587159182
GO:0070125 0.34065699093017
GO:0001084 0.0170357751277683
GO:0001135 0.267701821607597
GO:0001190 0.0665043402617622
GO:0001191 0.158436221544431
GO:0003682 0.862558322285628
GO:0003700 0.726050682578721
GO:0001080 0.113601842858015
GO:0043022 0.417045408442952
GO:0010691 0.033795608458923
GO:0045899 0.187119707447061
GO:0060261 0.0981593662527546
GO:0006413 0.576754768458703
GO:0006452 0.14373641755394
GO:0045905 0.0502837380074058
GO:0045901 0.0665043402617622
GO:1903833 0.128792899535684
GO:0003690 0.553397683055725
GO:0003697 0.613124888305302
GO:0008301 0.317142353805101
GO:0009009 0.0170357751277683
GO:0042150 0.0170357751277683
GO:0030543 0.113601842858015
GO:0034613 0.317142353805101
GO:0000372 0.187119707447061
GO:0006315 0.0170357751277683
GO:0004373 0.033795608458923
GO:0016757 0.803558926748126
GO:0005978 0.201110762396337
GO:0006314 0.113601842858015
GO:0004519 0.796108048382877
GO:0004590 0.0170357751277683
GO:0006665 0.254820587159182
GO:0004069 0.033795608458923
GO:0008483 0.280371340264905
GO:1903874 0.0502837380074058
GO:0006207 0.14373641755394
GO:0006222 0.0665043402617622
GO:0004088 0.0502837380074058
GO:0006526 0.17289608028078
GO:0005951 0.033795608458923
GO:0022857 0.904460267418135
GO:0005215 0.671233436296592
GO:0015755 0.241724288163737
GO:0008643 0.447140248305153
GO:0015750 0.0665043402617622
GO:0015761 0.241724288163737
GO:0004721 0.553397683055725
GO:0004709 0.0665043402617622
GO:0001055 0.14373641755394
GO:0003968 0.187119707447061
GO:0019985 0.0665043402617622
GO:0005665 0.201110762396337
GO:0001056 0.254820587159182
GO:0042797 0.267701821607597
GO:0005666 0.254820587159182
GO:0004056 0.0170357751277683
GO:0030435 0.867679125497989
GO:0051321 0.914943520854911
GO:0004175 0.0436103959364757
GO:0004298 0.214872850899415
GO:0051603 0.34065699093017
GO:0019773 0.113601842858015
GO:0005839 0.241724288163737
GO:0000991 0.14373641755394
GO:0006357 0.906288779046496
GO:0032784 0.033795608458923
GO:0042450 0.033795608458923
GO:0008143 0.113601842858015
GO:0008428 0.0170357751277683
GO:0006446 0.17289608028078
GO:0060211 0.0665043402617622
GO:0004644 0.0170357751277683
GO:0046084 0.0502837380074058
GO:0003862 0.0170357751277683
GO:0005618 0.731027055283921
GO:0008033 0.803558926748126
GO:0043399 0.0170357751277683
GO:0019988 0.0170357751277683
GO:0000225 0.0170357751277683
GO:0006506 0.427245838741413
GO:0005507 0.0436103959364757
GO:0008535 0.0665043402617622
GO:0006825 0.187119707447061
GO:0016798 0.545343538476026
GO:0071555 0.810750665007279
GO:0004335 0.033795608458923
GO:0046835 0.241724288163737
GO:0000978 0.827651753926612
GO:0001077 0.710591419289423
GO:0001085 0.187119707447061
GO:0001133 0.14373641755394
GO:0000435 0.0665043402617622
GO:0006012 0.128792899535684
GO:0004631 0.0170357751277683
GO:0006694 0.352123825870514
GO:0008202 0.328997521273762
GO:0008299 0.187119707447061
GO:0016126 0.385398477339239
GO:0019287 0.0665043402617622
GO:0004697 0.0170357751277683
GO:0007165 0.767859188466763
GO:0009272 0.228409525883908
GO:0035556 0.720986924400879
GO:0015267 0.0665043402617622
GO:0006071 0.17289608028078
GO:0016791 0.52034495371009
GO:0001102 0.363401043871027
GO:0019210 0.0170357751277683
GO:0033673 0.0170357751277683
GO:0043433 0.0824615310265189
GO:0004034 0.0502837380074058
GO:0000027 0.511725815411979
GO:0016746 0.715834328360267
GO:0003838 0.0170357751277683
GO:0003743 0.475755298674211
GO:0006457 0.80718664739913
GO:0030687 0.803558926748126
GO:0003917 0.033795608458923
GO:0000019 0.0665043402617622
GO:0006265 0.17289608028078
GO:0006271 0.14373641755394
GO:0007076 0.17289608028078
GO:0007097 0.0824615310265189
GO:0005788 0.228409525883908
GO:0004747 0.0170357751277683
GO:0045859 0.17289608028078
GO:0004812 0.475755298674211
GO:0004816 0.033795608458923
GO:0000083 0.241724288163737
GO:0033309 0.113601842858015
GO:0031072 0.305088379468033
GO:0004829 0.033795608458923
GO:0006435 0.033795608458923
GO:0004815 0.033795608458923
GO:0006422 0.0170357751277683
GO:0004830 0.033795608458923
GO:0102337 0.0502837380074058
GO:1990426 0.0170357751277683
GO:0000781 0.80718664739913
GO:0001104 0.317142353805101
GO:0006421 0.033795608458923
GO:0070183 0.0170357751277683
GO:0004396 0.0824615310265189
GO:0006000 0.113601842858015
GO:0006013 0.0824615310265189
GO:0032445 0.033795608458923
GO:0046323 0.447140248305153
GO:0007155 0.113601842858015
GO:0004181 0.0502837380074058
GO:0046015 0.0170357751277683
GO:0015174 0.17289608028078
GO:0015181 0.0665043402617622
GO:0015802 0.113601842858015
GO:0015809 0.0665043402617622
GO:0045121 0.352123825870514
GO:0003910 0.033795608458923
GO:0000278 0.417045408442952
GO:0006266 0.0170357751277683
GO:0006273 0.17289608028078
GO:0006974 0.981264004073143
GO:0001172 0.187119707447061
GO:0016567 0.84012981074206
GO:0006541 0.305088379468033
GO:0051693 0.033795608458923
GO:0004725 0.0436103959364757
GO:0006284 0.254820587159182
GO:0006289 0.417045408442952
GO:0005657 0.254820587159182
GO:0005088 0.0981593662527546
GO:0007089 0.158436221544431
GO:0007265 0.201110762396337
GO:0008308 0.033795608458923
GO:0051027 0.033795608458923
GO:0016758 0.17289608028078
GO:0031307 0.374491618019616
GO:0061587 0.228409525883908
GO:0008553 0.128792899535684
GO:0006885 0.0824615310265189
GO:0004652 0.0824615310265189
GO:0031123 0.033795608458923
GO:0043631 0.0502837380074058
GO:1902906 0.0502837380074058
GO:0003729 0.969835174207024
GO:0003904 0.0170357751277683
GO:0000719 0.0170357751277683
GO:0003712 0.187119707447061
GO:0000821 0.033795608458923
GO:0004585 0.0170357751277683
GO:0015505 0.0170357751277683
GO:0015857 0.0170357751277683
GO:0070180 0.158436221544431
GO:0004735 0.0170357751277683
GO:0019538 0.0170357751277683
GO:0006561 0.0665043402617622
GO:0005794 0.993023456544879
GO:0009982 0.201110762396337
GO:0004655 0.0170357751277683
GO:0004163 0.0170357751277683
GO:0004608 0.033795608458923
GO:0006656 0.187119707447061
GO:0000773 0.0170357751277683
GO:0080101 0.0170357751277683
GO:0003747 0.0981593662527546
GO:0000288 0.17289608028078
GO:0006415 0.241724288163737
GO:0018444 0.033795608458923
GO:0035786 0.0981593662527546
GO:0000274 0.0502837380074058
GO:0003871 0.0170357751277683
GO:0000470 0.328997521273762
GO:0042273 0.613124888305302
GO:0005516 0.317142353805101
GO:0004407 0.187119707447061
GO:0030479 0.652853602696318
GO:0006108 0.0824615310265189
GO:0000448 0.14373641755394
GO:0008234 0.417045408442952
GO:0036459 0.305088379468033
GO:0016579 0.352123825870514
GO:0005768 0.927231125274131
GO:0005096 0.626824554347216
GO:0031902 0.352123825870514
GO:0043547 0.584279128130548
GO:0008670 0.0170357751277683
GO:0051123 0.511725815411979
GO:0031588 0.0824615310265189
GO:0043254 0.0981593662527546
GO:0003906 0.0981593662527546
GO:0000056 0.228409525883908
GO:0006407 0.267701821607597
GO:0005774 0.955668005639389
GO:0000959 0.0170357751277683
GO:0000752 0.0665043402617622
GO:0030688 0.241724288163737
GO:0045903 0.158436221544431
GO:0070181 0.128792899535684
GO:0004366 0.033795608458923
GO:0071951 0.0170357751277683
GO:0006897 0.872618338213097
GO:0008237 0.475755298674211
GO:0006914 0.710591419289423
GO:0004075 0.033795608458923
GO:0043874 0.0170357751277683
GO:0031389 0.0824615310265189
GO:0005672 0.033795608458923
GO:0031386 0.17289608028078
GO:0042147 0.417045408442952
GO:0002109 0.0170357751277683
GO:0004691 0.0502837380074058
GO:0010737 0.0502837380074058
GO:0005952 0.0665043402617622
GO:0004842 0.792282683436964
GO:0000289 0.14373641755394
GO:0000290 0.228409525883908
GO:0000749 0.158436221544431
GO:0031087 0.113601842858015
GO:0030015 0.158436221544431
GO:0000161 0.0170357751277683
GO:0030474 0.241724288163737
GO:0032872 0.0170357751277683
GO:0002183 0.0502837380074058
GO:0005852 0.128792899535684
GO:0008703 0.0170357751277683
GO:0001522 0.201110762396337
GO:0019551 0.0170357751277683
GO:0034314 0.113601842858015
GO:0006855 0.328997521273762
GO:0030163 0.328997521273762
GO:0033290 0.17289608028078
GO:0043614 0.158436221544431
GO:0000790 0.780393269958231
GO:0043142 0.113601842858015
GO:0000209 0.447140248305153
GO:0000724 0.352123825870514
GO:0006348 0.646513029229584
GO:0006353 0.201110762396337
GO:0006513 0.254820587159182
GO:0010390 0.033795608458923
GO:0030433 0.598948312756966
GO:0031571 0.0502837380074058
GO:0042138 0.201110762396337
GO:0042275 0.0502837380074058
GO:0042276 0.17289608028078
GO:0070534 0.0665043402617622
GO:0070987 0.187119707447061
GO:0071596 0.0502837380074058
GO:0000184 0.280371340264905
GO:0043666 0.363401043871027
GO:0005324 0.0502837380074058
GO:0006829 0.14373641755394
GO:0000030 0.385398477339239
GO:0071629 0.14373641755394
GO:0090089 0.033795608458923
GO:0097505 0.033795608458923
GO:1990304 0.0502837380074058
GO:0001965 0.033795608458923
GO:0008298 0.241724288163737
GO:0030466 0.511725815411979
GO:0043577 0.033795608458923
GO:0045141 0.0665043402617622
GO:0005844 0.417045408442952
GO:0042175 0.254820587159182
GO:0006555 0.128792899535684
GO:0000302 0.0502837380074058
GO:0071472 0.17289608028078
GO:0050790 0.484976841353645
GO:0005874 0.626824554347216
GO:0005905 0.14373641755394
GO:0051920 0.14373641755394
GO:0006605 0.033795608458923
GO:0000002 0.494044150484742
GO:0042645 0.34065699093017
GO:0004737 0.0824615310265189
GO:0000949 0.0824615310265189
GO:0019655 0.0665043402617622
GO:0051028 0.682968910493383
GO:0018063 0.0502837380074058
GO:0006661 0.0665043402617622
GO:0000266 0.158436221544431
GO:0071704 0.0665043402617622
GO:0007034 0.352123825870514
GO:0016042 0.363401043871027
GO:0008615 0.0981593662527546
GO:0019912 0.0502837380074058
GO:0000990 0.158436221544431
GO:0006360 0.305088379468033
GO:1900018 0.0170357751277683
GO:1901921 0.0170357751277683
GO:1903654 0.0170357751277683
GO:0005675 0.187119707447061
GO:0070985 0.0502837380074058
GO:0000727 0.363401043871027
GO:0001100 0.128792899535684
GO:0006270 0.484976841353645
GO:0006279 0.128792899535684
GO:0031938 0.17289608028078
GO:0060903 0.033795608458923
GO:0000775 0.731027055283921
GO:0031431 0.033795608458923
GO:0016241 0.0502837380074058
GO:0000981 0.776288471265862
GO:0009231 0.113601842858015
GO:0071949 0.201110762396337
GO:0006913 0.352123825870514
GO:0097502 0.466377039258723
GO:0006356 0.187119707447061
GO:0003864 0.0170357751277683
GO:0001403 0.528819424492597
GO:0004424 0.0170357751277683
GO:0004004 0.528819424492597
GO:0016586 0.280371340264905
GO:0004605 0.033795608458923
GO:0006869 0.447140248305153
GO:0033592 0.0502837380074058
GO:0000390 0.0981593662527546
GO:0031491 0.267701821607597
GO:0017136 0.0981593662527546
GO:0032041 0.0981593662527546
GO:0046969 0.0170357751277683
GO:0046970 0.0170357751277683
GO:0001300 0.328997521273762
GO:0007062 0.214872850899415
GO:0034398 0.228409525883908
GO:0045910 0.128792899535684
GO:1904524 0.033795608458923
GO:0000784 0.352123825870514
GO:0005677 0.0665043402617622
GO:0005720 0.033795608458923
GO:0015876 0.033795608458923
GO:0017183 0.113601842858015
GO:0030677 0.033795608458923
GO:0032585 0.0502837380074058
GO:0005681 0.735917472460577
GO:0005724 0.128792899535684
GO:0030869 0.0502837380074058
GO:0031493 0.0502837380074058
GO:0001308 0.0824615310265189
GO:0031507 0.0170357751277683
GO:0070481 0.317142353805101
GO:0000111 0.0665043402617622
GO:0005200 0.396124507403126
GO:0007020 0.267701821607597
GO:0043549 0.033795608458923
GO:0005825 0.0665043402617622
GO:0070390 0.0981593662527546
GO:0008184 0.0170357751277683
GO:0006614 0.17289608028078
GO:0005980 0.0502837380074058
GO:0004132 0.0170357751277683
GO:0006226 0.0665043402617622
GO:0006231 0.033795608458923
GO:0000436 0.14373641755394
GO:0043457 0.0981593662527546
GO:0016602 0.0665043402617622
GO:0005291 0.0170357751277683
GO:0006828 0.128792899535684
GO:0015817 0.0170357751277683
GO:0004115 0.033795608458923
GO:0019933 0.0981593662527546
GO:0000014 0.128792899535684
GO:0000710 0.17289608028078
GO:0000735 0.0665043402617622
GO:0000736 0.0665043402617622
GO:0008124 0.0170357751277683
GO:0035349 0.0170357751277683
GO:0006177 0.0665043402617622
GO:0006277 0.0824615310265189
GO:0006296 0.0665043402617622
GO:0006312 0.305088379468033
GO:0000110 0.0502837380074058
GO:0000150 0.113601842858015
GO:1990814 0.0170357751277683
GO:0000709 0.0502837380074058
GO:0000730 0.158436221544431
GO:0000733 0.14373641755394
GO:0045002 0.113601842858015
GO:0000228 0.305088379468033
GO:0003684 0.417045408442952
GO:0008094 0.363401043871027
GO:0000715 0.0502837380074058
GO:0031225 0.682968910493383
GO:0000113 0.0665043402617622
GO:0031463 0.0981593662527546
