ID,Recombination rate
YBR141C,-0.217591435072627
YBR141W-A,
YBR142W,-0.15200309344505
YBR143C,0.0840642647884745
YBR144C,0.176322772640463
YBR145W,0.137503523749935
YBR146W,0.070389327891398
YBR147W,-0.120294233717712
YBR148W,0.111031312388744
YBR149W,-0.120294233717712
YBR150C,-0.184424571137427
YBR151W,0.0
YBR152W,-0.251538766995965
YBR153W,-0.251538766995965
YBR154C,-0.0588936890535686
YBR155W,-0.0588936890535686
YBR156C,-0.0291463456595165
YBR157C,0.20163386116965
YBR158W,-0.104697378666693
YBR159W,-0.0439433475875971
YBR160W,-0.234465253637023
YBR161W,-0.104697378666693
YBR162C,-0.0144995696951151
YBR162WA,
YBR162W-A,0.0565835283663675
YBR163W,0.214124805352847
YBR164C,0.0285691521967709
YBR165W,-0.104697378666693
YBR166C,0.0285691521967709
YBR167C,-0.234465253637023
YBR168W,-0.15200309344505
YBR169C,-0.286304185156641
YBR170C,-0.286304185156641
YBR171W,-0.286304185156641
YBR172C,-0.251538766995965
YBR173C,-0.2688167584278
YBR174C,-0.234465253637023
YBR175W,-0.234465253637023
YBR176W,-0.0144995696951151
YBR177C,-0.120294233717712
YBR178W,-0.104697378666693
YBR179C,-0.0892673380970874
YBR180W,-0.3040061868901
YBR181C,0.150559676575381
YBR182C,0.176322772640463
YBR182C-A,
YBR183W,0.27500704749987
YBR184W,-0.234465253637023
YBR185C,-0.217591435072627
YBR186W,-0.2688167584278
YBR187W,-0.104697378666693
YBR188C,-0.200912693925996
YBR189W,0.250961573533219
YBR190W,0.22650852980868
YBR191W,0.298658315564515
YBR191W-A,
YBR192W,-0.2688167584278
YBR193C,-0.349235440883098
YBR194W,-0.395928676331139
YBR195C,-0.340075441597622
YBR196C,0.31034012061215
YBR196C-A,
YBR196C-B,
YBR197C,-0.15200309344505
YBR198C,0.238786859587116
YBR199W,0.238786859587116
YBR200W,-0.0588936890535686
YBR200W-A,
YBR201C-A,
YBR201W,0.344828496997441
YBR202W,0.238786859587116
YBR203W,0.0426443374084937
YBR204C,-0.0439433475875971
YBR205W,0.27500704749987
YBR206W,0.150559676575381
YBR207W,0.250961573533219
YBR208C,-0.295128035543647
YBR209W,0.344828496997441
YBR210W,0.263034405833794
YBR211C,0.367371065648529
YBR212W,-0.0892673380970874
YBR213W,0.632268215499513
YBR214W,1.09761079662642
YBR215W,0.137503523749935
YBR216C,-0.184424571137427
YBR217W,-0.104697378666693
YBR218C,0.137503523749935
YBR219C,0.782408564927373
YBR220C,0.669026765509631
YBR221C,0.400537929583729
YBR221W-A,
YBR222C,0.516015147003665
YBR223C,0.389566811762726
YBR223W-A,
YBR224W,-0.0892673380970874
YBR225W,-0.15200309344505
YBR226C,-0.340075441597622
YBR227C,-0.168122758808327
YBR228W,-0.2688167584278
YBR229C,0.367371065648529
YBR230C,1.10433665981474
YBR230W-A,
YBR231C,0.970853654340484
YBR232C,0.250961573533219
YBR233W,0.20163386116965
YBR233W-A,
YBR234C,-0.251538766995965
YBR235W,-0.168122758808327
YBR236C,-0.2688167584278
YBR237W,-0.0740005814437769
YBR238C,0.263034405833794
YBR239C,0.238786859587116
YBR240C,1.18269229751619
YBR241C,1.32192809488736
YBR242W,0.37851162325373
YBR243C,0.250961573533219
YBR244W,0.0285691521967709
YBR245C,0.0840642647884745
YBR246W,-0.168122758808327
YBR247C,-0.234465253637023
YBR248C,-0.15200309344505
YBR249C,0.37851162325373
YBR250W,0.070389327891398
YBR251W,0.263034405833794
YBR252W,0.0840642647884745
YBR253W,0.286881147788162
YBR254C,-0.0740005814437769
YBR255C-A,
YBR255W,-0.136061549576028
YBR256C,-0.168122758808327
YBR257W,0.0426443374084937
YBR258C,-0.286304185156641
YBR259W,0.0285691521967709
YBR260C,-0.0291463456595165
YBR261C,0.55581615506164
YBR262C,0.422233000683048
YBR263W,0.189033824390017
YBR264C,0.475084882948783
YBR265W,0.505890929729957
YBR266C,0.575312330687437
YBR267W,0.887525270741587
YBR268W,0.713695814843359
YBR269C,0.454175893185802
YBR270C,0.0143552929770701
YBR271W,-0.0892673380970874
YBR272C,0.0
YBR273C,-0.0439433475875971
YBR274W,-0.286304185156641
YBR275C,-0.234465253637023
YBR276C,-0.251538766995965
YBR277C,-0.120294233717712
YBR278W,-0.217591435072627
YBR279W,0.0143552929770701
YBR280C,-0.454031630894707
YBR281C,-0.0144995696951151
YBR282W,0.0285691521967709
YBR283C,-0.136061549576028
YBR284W,-0.168122758808327
YBR285W,0.0840642647884745
YBR286W,-0.0588936890535686
YBR287W,-0.286304185156641
YBR288C,-0.136061549576028
YBR289W,-0.0740005814437769
YBR290W,-0.321928094887362
YBR291C,-0.15200309344505
YBR292C,-0.184424571137427
YBR293W,0.124328135002202
YBR294W,-0.494109070270043
YBR295W,-0.286304185156641
YBR296C,-0.104697378666693
YBR296C-A,
YBR297W,-0.104697378666693
YBR298C,-0.473931188332412
YBR298C-A,
YBR299W,-0.434402824145775
YBR300C,0.0143552929770701
YBR301W,0.464668267003444
YBR302C,-0.0588936890535686
YCL001W,-0.168122758808327
YCL001W-A,
YCL001W-B,
YCL002C,-0.415037499278844
YCL003W,-0.340075441597622
YCL004W,-0.415037499278844
YCL005W,-0.184424571137427
YCL005W-A,
YCL006C,-0.184424571137427
YCL007C,0.111031312388744
YCL008C,0.505890929729957
YCL009C,0.748461233004035
YCL010C,0.613531652917927
YCL011C,0.622930350920177
YCL012C,
YCL012W,-0.454031630894707
YCL013W,-0.321928094887362
YCL014W,-0.395928676331139
YCL016C,-0.234465253637023
YCL017C,-0.377069649079823
YCL018W,0.20163386116965
YCL019W,-0.168122758808327
YCL020W,0.124328135002202
YCL021W,-0.168122758808327
YCL021W-A,
YCL022C,-0.2688167584278
YCL023C,0.356143810225275
YCL024W,-0.0439433475875971
YCL025C,0.263034405833794
YCL026C,0.37851162325373
YCL026CA,
YCL026C-A,
YCL026C-B,
YCL027W,0.16349873228288
YCL028W,0.464668267003444
YCL029C,0.613531652917927
YCL030C,1.85199883711245
YCL031C,0.622930350920177
YCL032W,0.516015147003665
YCL033C,0.887525270741587
YCL034W,0.941106310946431
YCL035C,0.575312330687437
YCL036W,0.55581615506164
YCL037C,0.22650852980868
YCL038C,0.150559676575381
YCL039W,0.250961573533219
YCL040W,0.807354922057604
YCL041C,0.475084882948783
YCL042W,0.321928094887362
YCL043C,0.176322772640463
YCL044C,0.189033824390017
YCL045C,-0.0816137655536519
YCL046W,0.0426443374084937
YCL047C,-0.321928094887362
YCL048W,0.097610796626422
YCL048W-A,
YCL049C,-0.0892673380970874
YCL050C,0.0143552929770701
YCL051W,-0.340075441597622
YCL052C,-0.340075441597622
YCL053C,-0.286304185156641
YCL054W,-0.168122758808327
YCL054W-A,
YCL055W,-0.234465253637023
YCL056C,-0.3040061868901
YCL057C-A,
YCL057W,-0.2688167584278
YCL058C,0.189033824390017
YCL058W-A,
YCL059C,-0.321928094887362
YCL060C,-0.3040061868901
YCL061C,-0.209227962138
YCL062W,-0.234465253637023
YCL063W,-0.340075441597622
YCL064C,-0.395928676331139
YCL065W,0.150559676575381
YCL066W,0.176322772640463
YCL067C,-0.0291463456595165
YCL068C,-0.200912693925996
YCL069W,-0.434402824145775
YCL073C,-0.120294233717712
YCL074W,-0.395928676331139
YCL075W,-0.120294233717712
YCL076W,-0.217591435072627
YCR001W,-0.120294233717712
YCR002C,-0.15200309344505
YCR003W,-0.104697378666693
YCR004C,-0.0588936890535686
YCR005C,-0.0740005814437769
YCR006C,0.27500704749987
YCR007C,0.0143552929770701
YCR008W,-0.144010302691519
YCR009C,-0.0740005814437769
YCR010C,-0.120294233717712
YCR011C,0.0143552929770701
YCR012W,0.22650852980868
YCR013C,0.0285691521967709
YCR014C,-0.0439433475875971
YCR015C,-0.321928094887362
YCR016W,-0.340075441597622
YCR017C,-0.0588936890535686
YCR018C,-0.2688167584278
YCR018C-A,
YCR019W,-0.415037499278844
YCR020C,-0.168122758808327
YCR020CA,
YCR020C-A,-0.0291463456595165
YCR020WB,
YCR020W-B,
YCR021C,0.286881147788162
YCR022C,0.0426443374084937
YCR023C,-0.377069649079823
YCR024C,-0.0588936890535686
YCR024CA,
YCR024C-A,0.321928094887362
YCR024C-B,
YCR025C,0.773996325111173
YCR026C,-0.434402824145775
YCR027C,-0.0892673380970874
YCR028C,-0.358453970912476
YCR028CA,
YCR028C-A,
YCR029C,-0.3040061868901
YCR029C-A,-0.104697378666693
YCR030C,-0.0144995696951151
YCR031C,-0.15200309344505
YCR032W,-0.217591435072627
YCR033W,-0.15200309344505
YCR034W,-0.234465253637023
YCR035C,-0.0588936890535686
YCR036W,-0.2688167584278
YCR037C,-0.340075441597622
YCR038C,-0.0892673380970874
YCR038W-A,
YCR039C,-0.15200309344505
YCR040W,0.189033824390017
YCR041W,0.137503523749935
YCR042C,0.0143552929770701
YCR043C,0.31034012061215
YCR044C,0.321928094887362
YCR045C,0.432959407276106
YCR045W-A,
YCR046C,1.28688114778816
YCR047C,0.815575428862573
YCR047W-A,
YCR048W,0.963474123974886
YCR049C,1.02856915219677
YCR050C,0.970853654340484
YCR051W,1.05658352836637
YCR052W,0.594548549550354
YCR053W,0.344828496997441
YCR054C,0.0565835283663675
YCR055C,0.16349873228288
YCR056W,0.22650852980868
YCR057C,0.111031312388744
YCR058C,0.070389327891398
YCR059C,0.137503523749935
YCR060W,0.839959587489532
YCR061W,0.970853654340484
YCR062W,0.37851162325373
YCR063W,0.53605290024021
YCR064C,0.400537929583729
YCR065W,-0.395928676331139
YCR066W,-0.286304185156641
YCR067C,-0.168122758808327
YCR068W,0.604071323668861
YCR069W,0.22650852980868
YCR070W,0.20163386116965
YCR071C,-0.0588936890535686
YCR072C,-0.0892673380970874
YCR073C,-0.0439433475875971
YCR073WA,
YCR073W-A,
YCR074C,0.150559676575381
YCR075C,0.31034012061215
YCR075W-A,
YCR076C,0.584962500721156
YCR077C,0.53605290024021
YCR079W,0.807354922057604
YCR080W,-0.0892673380970874
YCR081C-A,
YCR081W,-0.0588936890535686
YCR082W,0.0426443374084937
YCR083W,0.137503523749935
YCR084C,-0.0892673380970874
YCR085W,0.250961573533219
YCR086W,0.214124805352847
YCR087C-A,
YCR087W,-0.0144995696951151
YCR088W,-0.0588936890535686
YCR089W,-0.104697378666693
YCR090C,-0.104697378666693
YCR091W,-0.200912693925996
YCR092C,-0.0588936890535686
YCR093W,-0.120294233717712
YCR094W,-0.217591435072627
YCR095C,-0.0291463456595165
YCR095W-A,
YCR096C,-0.0439433475875971
YCR097W,
YCR097WA,0.124328135002202
YCR097W-A,
YCR097WB,-0.120294233717712
YCR098C,-0.454031630894707
YCR099C,-0.2688167584278
YCR100C,-0.200912693925996
YCR101C,-0.184424571137427
YCR102C,0.53605290024021
YCR102WA,
YCR102W-A,
YCR103C,0.263034405833794
YCR104W,0.137503523749935
YCR105W,-0.0740005814437769
YCR106W,-0.168122758808327
YCR107W,-0.217591435072627
YCR108C,
YDL001W,-0.415037499278844
YDL002C,-0.0072315692310758
YDL003W,-0.168122758808327
YDL004W,-0.0588936890535686
YDL005C,-0.395928676331139
YDL006W,-0.415037499278844
YDL007C-A,
YDL007W,-0.2688167584278
YDL008W,-0.0892673380970874
YDL009C,-0.0144995696951151
YDL010W,-0.0740005814437769
YDL011C,-0.0439433475875971
YDL012C,-0.330973234490369
YDL013W,-0.0588936890535686
YDL014W,0.063502942306158
YDL015C,-0.104697378666693
YDL016C,-0.0892673380970874
YDL017W,-0.2688167584278
YDL018C,-0.234465253637023
YDL019C,
YDL020C,-0.15200309344505
YDL021W,-0.120294233717712
YDL022C-A,
YDL022W,0.298658315564515
YDL023C,0.27500704749987
YDL024C,-0.184424571137427
YDL025C,-0.234465253637023
YDL025W-A,
YDL026W,-0.217591435072627
YDL027C,-0.168122758808327
YDL028C,-0.454031630894707
YDL029W,-0.599462070416271
YDL030W,0.0565835283663675
YDL031W,-0.184424571137427
YDL032W,-0.168122758808327
YDL033C,-0.321928094887362
YDL034W,-0.3040061868901
YDL035C,0.111031312388744
YDL036C,0.0
YDL037C,-0.377069649079823
YDL038C,-0.3040061868901
YDL039C,-0.2688167584278
YDL040C,-0.234465253637023
YDL041W,-0.286304185156641
YDL042C,-0.184424571137427
YDL043C,-0.200912693925996
YDL044C,-0.340075441597622
YDL045C,-0.184424571137427
YDL045WA,
YDL045W-A,
YDL046W,-0.0892673380970874
YDL047W,0.137503523749935
YDL048C,0.286881147788162
YDL049C,0.150559676575381
YDL050C,-0.0439433475875971
YDL051W,-0.0740005814437769
YDL052C,-0.0439433475875971
YDL053C,0.286881147788162
YDL054C,0.0565835283663675
YDL055C,0.137503523749935
YDL056W,0.070389327891398
YDL057W,-0.234465253637023
YDL058W,-0.104697378666693
YDL059C,0.0356239097307212
YDL060W,-0.405451450449646
YDL061C,-0.514573172829758
YDL062W,-0.136061549576028
YDL063C,-0.358453970912476
YDL064W,-0.104697378666693
YDL065C,-0.234465253637023
YDL066W,-0.104697378666693
YDL067C,-0.0291463456595165
YDL068W,0.286881147788162
YDL069C,0.189033824390017
YDL070W,0.20163386116965
YDL071C,0.367371065648529
YDL072C,0.454175893185802
YDL073W,-0.377069649079823
YDL074C,-0.234465253637023
YDL075W,0.0840642647884745
YDL076C,0.20163386116965
YDL077C,-0.104697378666693
YDL078C,0.111031312388744
YDL079C,0.344828496997441
YDL080C,0.37851162325373
YDL081C,0.485426827170242
YDL082W,0.298658315564515
YDL083C,0.27500704749987
YDL084W,0.111031312388744
YDL085C-A,
YDL085W,0.622930350920177
YDL086C-A,
YDL086W,1.0496307677246
YDL087C,0.411426245726465
YDL088C,0.0840642647884745
YDL089W,-0.260151897300673
YDL090C,-0.15200309344505
YDL091C,-0.2688167584278
YDL092W,-0.184424571137427
YDL093W,-0.454031630894707
YDL094C,-0.3040061868901
YDL095W,-0.0892673380970874
YDL096C,-0.0291463456595165
YDL097C,0.070389327891398
YDL098C,0.0976107966264223
YDL099W,-0.104697378666693
YDL100C,-0.136061549576028
YDL101C,-0.234465253637023
YDL102W,-0.0740005814437769
YDL103C,-0.3040061868901
YDL104C,0.0143552929770701
YDL105W,0.0
YDL106C,-0.0892673380970874
YDL107W,-0.0892673380970874
YDL108W,0.0
YDL109C,-0.0740005814437769
YDL110C,0.250961573533219
YDL111C,0.545968369105293
YDL112W,-0.0439433475875971
YDL113C,-0.251538766995965
YDL114W,0.0285691521967709
YDL114W-A,
YDL115C,0.137503523749935
YDL116W,-0.0144995696951151
YDL117W,-0.340075441597622
YDL118W,-0.3040061868901
YDL119C,-0.0740005814437769
YDL120W,-0.184424571137427
YDL121C,-0.120294233717712
YDL122W,-0.0144995696951151
YDL123W,-0.0439433475875971
YDL124W,0.687060688339892
YDL125C,0.475084882948783
YDL126C,0.124328135002202
YDL127W,0.0285691521967709
YDL128W,0.111031312388744
YDL129W,0.321928094887362
YDL130W,0.344828496997441
YDL130WA,
YDL130W-A,
YDL131W,0.641546029087524
YDL132W,0.0
YDL133CA,
YDL133C-A,
YDL133W,-0.0439433475875971
YDL134C,-0.15200309344505
YDL134C-A,0.0285691521967709
YDL135C,-0.0144995696951151
YDL136W,-0.15200309344505
YDL137W,0.0840642647884745
YDL138W,-0.2688167584278
YDL139C,0.485426827170242
YDL140C,-0.415037499278844
YDL141W,-0.0439433475875971
YDL142C,-0.0588936890535686
YDL143W,0.400537929583729
YDL144C,0.895302621333307
YDL145C,-0.104697378666693
YDL146W,-0.251538766995965
YDL147W,-0.184424571137427
YDL148C,-0.200912693925996
