Gene	HL_IB	HL_MS	PP
YLL018C	NA	652.6	NA
YLL018C-A	5.0	NA	0.9427
YLL019C	34.0	1047.1	0.5086
YLL019W-A	NA	NA	NA
YLL020C	NA	NA	1.728
YLL021W	NA	529.5	0.8366
YLL022C	188.0	369.8	NA
YLL023C	NA	551.7	0.5599
YLL024C	NA	891.7	0.3776
YLL025W	NA	NA	0.419
YLL026W	61.0	1420.8	0.8506
YLL027W	85.0	83.3	0.6791
YLL028W	181.0	115.6	0.7684
YLL029W	NA	1831.2	0.6455
YLL030C	NA	NA	1.216
YLL031C	NA	759.0	NA
YLL032C	27.0	622.9	0.693
YLL033W	NA	350.2	0.1999
YLL034C	20.0	521.9	NA
YLL035W	NA	585.7	NA
YLL036C	253.0	540.1	NA
YLL037W	NA	NA	NA
YLL038C	55.0	748.5	0.7966
YLL039C	13.0	NA	0.284
YLL040C	NA	612.0	0.8682
YLL041C	NA	705.2	0.615
YLL042C	NA	NA	0.3963
YLL043W	30.0	166.3	0.9139
YLL044W	NA	NA	1.146
YLL045C	80.0	604.2	1.196
YLL046C	NA	NA	0.5869
YLL047W	NA	NA	0.4025
YLL048C	NA	707.4	0.8139
YLL049W	NA	NA	0.8374
YLL050C	NA	671.8	NA
YLL051C	NA	NA	0.4774
YLL052C	NA	NA	0.4608
YLL053C	NA	NA	0.809
YLL054C	45.0	NA	0.2788
YLL055W	NA	NA	0.4555
YLL056C	NA	NA	0.666
YLL057C	NA	NA	0.6109
YLL058W	38.0	NA	0.4916
YLL059C	NA	NA	0.5359
YLL060C	24.0	NA	0.4255
YLL061W	2.0	NA	0.4232
YLL062C	463.0	621.2	0.7355
YLL063C	NA	NA	0.5365
YLL064C	NA	NA	NA
YLL065W	NA	NA	NA
YLL066C	NA	NA	NA
YLL066W-A	NA	NA	NA
YLL066W-B	NA	NA	NA
YLL067C	NA	NA	NA
YLL067W-A	NA	NA	NA
YLR001C	36.0	NA	0.4984
YLR002C	44.0	501.2	NA
YLR003C	31.0	614.1	0.492
YLR004C	NA	NA	0.5803
YLR005W	16.0	588.6	NA
YLR006C	11.0	482.7	0.9264
YLR007W	NA	386.9	NA
YLR008C	NA	453.4	NA
YLR009W	NA	365.3	NA
YLR010C	NA	NA	NA
YLR011W	84.0	497.7	0.6629
YLR012C	NA	NA	0.6507
YLR013W	NA	NA	0.6089
YLR014C	NA	NA	0.4791
YLR015W	33.0	441.1	0.6142
YLR016C	40.0	NA	0.8073
YLR017W	26.0	492.7	0.7918
YLR018C	NA	528.3	0.9767
YLR019W	NA	232.7	0.4591
YLR020C	61.0	412.3	0.7649
YLR021W	29.0	581.4	1.387
YLR022C	21.0	742.0	NA
YLR023C	NA	NA	1.049
YLR024C	NA	NA	1.213
YLR025W	324.0	611.3	1.006
YLR026C	49.0	471.9	NA
YLR027C	205.0	762.4	0.7106
YLR028C	59.0	579.5	0.744
YLR029C	NA	589.0	NA
YLR030W	NA	NA	0.7123
YLR031W	NA	NA	0.5622
YLR032W	84.0	370.8	0.9708
YLR033W	46.0	618.2	NA
YLR034C	NA	303.4	0.7493
YLR035C	21.0	NA	0.6508
YLR036C	58.0	121.8	0.6107
YLR037C	NA	NA	0.6284
YLR038C	7.0	276.5	0.3328
YLR039C	54.0	NA	0.5224
YLR040C	NA	NA	0.4733
YLR041W	NA	NA	0.1651
YLR042C	NA	NA	0.4107
YLR043C	NA	542.2	0.4745
YLR044C	29.0	689.3	0.6445
YLR045C	19.0	443.8	NA
YLR046C	NA	NA	0.5519
YLR047C	NA	782.7	1.129
YLR048W	NA	NA	0.5228
YLR049C	11.0	NA	0.643
YLR050C	60.0	334.9	0.6117
YLR051C	NA	400.6	NA
YLR052W	65.0	473.4	0.8538
YLR053C	NA	NA	0.9106
YLR054C	NA	NA	0.3356
YLR055C	NA	544.9	0.6865
YLR056W	45.0	128.9	0.7539
YLR057W	NA	NA	0.576
YLR058C	NA	510.3	0.4166
YLR059C	66.0	613.3	0.7169
YLR060W	44.0	667.8	NA
YLR061W	207.0	659.6	1.0
YLR062C	NA	NA	0.8158
YLR063W	NA	457.3	0.6197
YLR064W	9.0	NA	1.447
YLR065C	NA	972.2	1.048
YLR066W	NA	699.1	NA
YLR067C	46.0	NA	0.7201
YLR068W	34.0	335.2	0.4223
YLR069C	NA	528.2	0.5467
YLR070C	NA	NA	0.5971
YLR071C	61.0	698.1	NA
YLR072W	10.0	366.8	0.9887
YLR073C	8.0	NA	0.528
YLR074C	49.0	158.6	0.8037
YLR075W	NA	526.7	NA
YLR076C	NA	NA	NA
YLR077W	43.0	526.6	0.581
YLR078C	NA	518.5	NA
YLR079W	33.0	36.5	0.79
YLR080W	NA	812.5	0.3375
YLR081W	NA	NA	0.6096
YLR082C	67.0	388.7	0.6454
YLR083C	NA	422.4	0.5536
YLR084C	55.0	NA	0.4336
YLR085C	21.0	1009.1	0.9969
YLR086W	36.0	NA	NA
YLR087C	NA	NA	0.9515
YLR088W	52.0	563.8	NA
YLR089C	78.0	510.6	0.5657
YLR090W	NA	484.7	0.5832
YLR091W	171.0	200.1	0.4164
YLR092W	NA	NA	0.6775
YLR093C	46.0	421.7	0.7415
YLR094C	2.0	NA	0.8544
YLR095C	12.0	535.4	0.4988
YLR096W	NA	498.2	0.8526
YLR097C	26.0	377.4	0.2209
YLR098C	65.0	154.4	0.4388
YLR099C	NA	495.7	0.4967
YLR099W-A	NA	NA	NA
YLR100W	32.0	807.1	NA
YLR101C	NA	NA	NA
YLR102C	NA	NA	0.3538
YLR103C	78.0	NA	NA
YLR104W	85.0	612.7	0.7093
YLR105C	28.0	NA	NA
YLR106C	NA	524.1	NA
YLR107W	80.0	323.9	0.2797
YLR108C	18.0	193.1	0.5079
YLR109W	NA	657.1	0.6079
YLR110C	26.0	10.0	1.297
YLR111W	NA	NA	1.44
YLR112W	NA	NA	0.7412
YLR113W	273.0	645.5	0.9514
YLR114C	112.0	499.1	0.7651
YLR115W	12.0	612.8	NA
YLR116W	39.0	464.3	NA
YLR117C	31.0	257.3	NA
YLR118C	NA	625.4	0.7373
YLR119W	66.0	761.4	-0.055
YLR120C	11.0	645.0	1.023
YLR120W-A	NA	NA	NA
YLR121C	7.0	NA	0.4648
YLR122C	NA	NA	0.3979
YLR123C	NA	NA	0.3553
YLR124W	NA	NA	0.1917
YLR125W	NA	NA	0.6239
YLR126C	27.0	620.3	0.5835
YLR127C	30.0	NA	NA
YLR128W	NA	560.6	0.8036
YLR129W	41.0	564.4	NA
YLR130C	55.0	134.1	0.6237
YLR131C	3.0	203.4	NA
YLR132C	29.0	NA	NA
YLR133W	64.0	645.2	0.6647
YLR134W	NA	NA	0.4953
YLR135W	31.0	NA	0.2534
YLR136C	NA	NA	0.8951
YLR137W	48.0	NA	0.3547
YLR138W	NA	NA	0.05651
YLR139C	NA	365.3	0.464
YLR140W	NA	NA	NA
YLR141W	11.0	NA	NA
YLR142W	NA	NA	0.4476
YLR143W	27.0	601.1	0.686
YLR144C	22.0	479.7	0.4431
YLR145W	NA	NA	NA
YLR146C	82.0	534.1	1.109
YLR146W-A	NA	NA	NA
YLR147C	NA	600.0	NA
YLR148W	52.0	531.0	1.13
YLR149C	3.0	NA	0.855
YLR149C-A	NA	NA	NA
YLR150W	184.0	557.1	0.6902
YLR151C	31.0	579.8	0.9057
YLR152C	NA	NA	0.4782
YLR153C	NA	523.9	NA
YLR154C	18.0	NA	0.4782
YLR154C-G	NA	NA	NA
YLR154C-H	NA	NA	NA
YLR154W-A	NA	NA	NA
YLR154W-B	NA	NA	NA
YLR154W-C	NA	NA	NA
YLR154W-E	NA	NA	NA
YLR154W-F	NA	NA	NA
YLR155C	NA	NA	NA
YLR156C-A	NA	NA	NA
YLR156W	NA	NA	NA
YLR157C	NA	NA	NA
YLR157C-C	NA	NA	NA
YLR157W-D	NA	NA	NA
YLR157W-E	NA	NA	NA
YLR158C	NA	NA	NA
YLR159C-A	NA	NA	NA
YLR159W	NA	NA	NA
YLR160C	NA	NA	NA
YLR161W	NA	NA	NA
YLR162W	NA	NA	NA
YLR162W-A	NA	NA	NA
YLR163C	1961.0	324.2	NA
YLR163W-A	NA	NA	NA
YLR164W	NA	NA	0.2764
YLR165C	NA	NA	0.5817
YLR166C	58.0	454.0	NA
YLR167W	NA	177.8	NA
YLR168C	72.0	NA	0.7688
YLR169W	NA	NA	1.04
YLR170C	NA	2155.1	0.912
YLR171W	NA	NA	0.644
YLR172C	403.0	584.8	0.3672
YLR173W	NA	694.3	1.388
YLR174W	69.0	NA	1.15
YLR175W	30.0	444.1	NA
YLR176C	53.0	372.7	0.6832
YLR177W	13.0	NA	0.4
YLR178C	55.0	NA	0.3863
YLR179C	66.0	879.7	0.5056
YLR180W	NA	510.7	1.24
YLR181C	32.0	595.9	1.009
YLR182W	17.0	486.5	4.061
YLR183C	17.0	NA	0.5839
YLR184W	NA	NA	0.6615
YLR185W	316.0	567.4	1.143
YLR186W	NA	626.0	NA
YLR187W	14.0	329.5	0.6327
YLR188W	22.0	NA	1.157
YLR189C	220.0	586.7	0.4846
YLR190W	26.0	33.7	0.7013
YLR191W	44.0	203.8	0.2668
YLR192C	36.0	560.6	0.4433
YLR193C	6.0	NA	1.03
YLR194C	2.0	NA	0.5465
YLR195C	NA	683.1	NA
YLR196W	46.0	525.0	NA
YLR197W	18.0	506.2	NA
YLR198C	NA	NA	NA
YLR199C	95.0	678.1	0.5038
YLR200W	112.0	702.0	1.261
YLR201C	NA	560.7	0.383
YLR202C	NA	NA	0.7122
YLR203C	87.0	446.5	0.595
YLR204W	NA	NA	0.2405
YLR205C	NA	NA	0.8067
YLR206W	18.0	23.2	0.7039
YLR207W	NA	544.7	0.9152
YLR208W	NA	806.7	NA
YLR209C	31.0	728.6	0.7816
YLR210W	NA	NA	0.4672
YLR211C	22.0	310.4	0.4825
YLR212C	41.0	NA	NA
YLR213C	NA	NA	0.3199
YLR214W	220.0	253.5	0.4306
YLR215C	93.0	527.7	NA
YLR216C	89.0	1127.7	0.3617
YLR217W	NA	NA	0.2876
YLR218C	437.0	483.9	1.012
YLR219W	92.0	502.8	0.6661
YLR220W	2.0	540.5	0.03432
YLR221C	83.0	536.4	0.5757
YLR222C	53.0	526.5	NA
YLR222C-A	NA	NA	NA
YLR223C	62.0	38.8	NA
YLR224W	NA	NA	0.5649
YLR225C	167.0	632.0	0.6358
YLR226W	115.0	526.7	0.7636
YLR227C	NA	NA	0.6651
YLR228C	2.0	NA	0.6558
YLR229C	NA	474.2	NA
YLR230W	NA	NA	NA
YLR231C	64.0	783.8	0.3723
YLR232W	NA	NA	0.2758
YLR233C	NA	587.8	4.121
YLR234W	27.0	NA	1.743
YLR235C	NA	NA	0.7114
YLR236C	NA	NA	0.5027
YLR237W	33.0	59.0	0.45
YLR238W	2.0	618.7	NA
YLR239C	NA	NA	0.7042
YLR240W	22.0	392.8	1.111
YLR241W	NA	NA	0.6495
YLR242C	NA	NA	1.167
YLR243W	NA	620.4	NA
YLR244C	669.0	446.6	1.021
YLR245C	NA	432.6	NA
YLR246W	NA	NA	0.2624
YLR247C	NA	1285.8	0.5895
YLR248W	72.0	561.6	0.6294
YLR249W	191.0	NA	NA
YLR250W	26.0	550.7	0.7454
YLR251W	44.0	NA	0.6964
YLR252W	NA	NA	0.7005
YLR253W	53.0	786.8	0.3502
YLR254C	45.0	NA	0.4042
YLR255C	NA	NA	0.1537
YLR256W	NA	134.0	NA
YLR257W	21.0	353.5	0.439
YLR258W	NA	545.3	0.3902
YLR259C	NA	767.8	NA
YLR260W	3.0	459.2	0.6784
YLR261C	NA	NA	0.5226
YLR262C	NA	561.8	0.7315
YLR262C-A	NA	491.5	0.1736
YLR263W	NA	NA	0.3292
YLR264C-A	NA	NA	NA
YLR264W	110.0	NA	0.5677
YLR265C	28.0	255.0	0.4934
YLR266C	NA	NA	1.051
YLR267W	NA	NA	0.2106
YLR268W	17.0	600.6	0.9544
YLR269C	NA	NA	0.4437
YLR270W	38.0	666.4	0.7149
YLR271W	19.0	312.2	0.4311
YLR272C	NA	379.5	NA
YLR273C	NA	NA	0.9065
YLR274W	43.0	474.1	NA
YLR275W	44.0	642.8	NA
YLR276C	NA	469.1	NA
YLR277C	34.0	461.0	NA
YLR278C	25.0	233.3	0.5181
YLR279W	NA	NA	0.7196
YLR280C	NA	NA	0.5596
YLR281C	115.0	NA	0.7439
YLR282C	NA	NA	0.2333
YLR283W	NA	NA	0.3582
YLR284C	NA	497.9	0.3669
YLR285C-A	NA	NA	NA
YLR285W	NA	633.3	1.091
YLR286C	NA	83.4	0.7797
YLR286W-A	NA	NA	NA
YLR287C	83.0	632.9	1.079
YLR287C-A	NA	NA	0.965
YLR288C	NA	NA	0.8098
YLR289W	NA	209.5	0.7641
YLR290C	34.0	643.4	0.6975
YLR291C	124.0	604.7	NA
YLR292C	NA	598.3	0.7585
YLR293C	NA	638.1	NA
YLR294C	NA	NA	0.6301
YLR295C	142.0	308.3	1.246
YLR296W	NA	NA	0.5998
YLR297W	NA	NA	0.3607
YLR298C	74.0	628.0	NA
YLR299C-A	NA	NA	NA
YLR299W	18.0	297.7	0.7019
YLR300W	15.0	92.8	0.3752
YLR301W	NA	622.5	NA
YLR302C	NA	NA	NA
YLR303W	NA	2073.9	0.3211
YLR304C	72.0	1084.5	0.3566
YLR305C	27.0	502.6	NA
YLR306W	NA	574.9	0.3721
YLR307C-A	NA	NA	NA
YLR307W	NA	NA	0.5275
YLR308W	NA	NA	0.6725
YLR309C	219.0	447.2	0.6984
YLR310C	16.0	401.7	NA
YLR311C	NA	NA	1.118
YLR312C	NA	NA	0.6801
YLR312W-A	453.0	505.5	0.516
YLR313C	31.0	NA	0.4319
YLR314C	NA	607.6	NA
YLR315W	NA	NA	0.9271
YLR316C	25.0	399.9	NA
YLR317W	NA	NA	NA
YLR318W	NA	NA	1.612
YLR319C	35.0	514.7	0.7301
YLR320W	NA	NA	1.041
YLR321C	5.0	632.3	NA
YLR322W	NA	NA	2.766
YLR323C	45.0	338.2	NA
YLR324W	54.0	533.0	0.5521
YLR325C	NA	546.0	0.8218
YLR326W	115.0	512.3	0.3581
YLR327C	NA	40.1	0.5042
YLR328W	60.0	627.5	0.4702
YLR329W	NA	NA	1.065
YLR330W	228.0	556.4	0.9423
YLR331C	NA	NA	1.206
YLR332W	53.0	1182.7	0.5371
YLR333C	427.0	573.9	0.4833
YLR334C	NA	NA	1.0
YLR335W	21.0	718.4	0.4913
YLR336C	51.0	334.4	NA
YLR337C	NA	533.1	NA
YLR338W	NA	NA	1.274
YLR339C	NA	NA	NA
YLR340W	NA	618.5	NA
YLR341W	NA	NA	0.615
YLR342W	NA	NA	0.8461
YLR342W-A	NA	NA	NA
YLR343W	NA	NA	0.5898
YLR344W	358.0	NA	0.4767
YLR345W	73.0	608.8	0.9923
YLR346C	NA	NA	0.5672
YLR347C	36.0	590.3	NA
YLR347W-A	NA	NA	NA
YLR348C	398.0	437.6	0.3225
YLR349W	NA	NA	0.9105
YLR350W	76.0	219.3	0.7045
YLR351C	NA	732.8	0.4974
YLR352W	7.0	NA	0.7366
YLR353W	NA	NA	0.8417
YLR354C	136.0	1217.3	0.3796
YLR355C	350.0	720.8	NA
YLR356W	15.0	504.7	0.6316
YLR357W	23.0	681.5	1.261
YLR358C	169.0	NA	1.8
YLR359W	NA	477.1	NA
YLR360W	40.0	472.7	0.5212
YLR361C	10.0	498.8	0.5012
YLR361C-A	NA	597.4	NA
YLR362W	79.0	446.9	0.7467
YLR363C	93.0	374.7	0.3958
YLR363W-A	302.0	221.3	NA
YLR364C-A	NA	NA	NA
YLR364W	16.0	781.5	0.4951
YLR365W	NA	NA	0.9191
YLR366W	NA	NA	0.5416
YLR367W	181.0	NA	0.9491
YLR368W	NA	NA	0.64
YLR369W	61.0	604.9	0.7666
YLR370C	51.0	1201.3	2.544
YLR371W	NA	NA	0.9231
YLR372W	91.0	524.2	0.9818
YLR373C	22.0	682.8	1.366
YLR374C	NA	NA	1.041
YLR375W	20.0	231.3	0.3861
YLR376C	39.0	NA	0.4288
YLR377C	81.0	NA	0.5481
YLR378C	174.0	1148.5	NA
YLR379W	NA	NA	NA
YLR380W	66.0	853.7	0.5927
YLR381W	26.0	NA	0.6517
YLR382C	46.0	387.9	0.3582
YLR383W	57.0	347.1	NA
YLR384C	165.0	559.2	0.9504
YLR385C	NA	651.6	0.6299
YLR386W	60.0	615.8	0.8401
YLR387C	43.0	381.0	0.5805
YLR388W	NA	529.2	0.87
YLR389C	NA	649.1	0.4363
YLR390W	190.0	623.3	0.388
YLR390W-A	NA	132.7	NA
YLR392C	NA	204.0	0.6399
YLR393W	126.0	408.5	0.829
YLR394W	NA	NA	0.4005
YLR395C	NA	231.6	0.5378
YLR396C	34.0	787.4	0.8212
YLR397C	NA	590.7	NA
YLR398C	40.0	565.6	0.2522
YLR399C	59.0	671.5	1.626
YLR399W-A	NA	NA	NA
YLR400W	NA	NA	0.4284
YLR401C	19.0	536.2	0.4154
YLR402W	NA	NA	0.7374
YLR403W	15.0	158.6	1.431
YLR404W	NA	NA	0.5229
YLR405W	116.0	763.2	0.7728
YLR406C	265.0	619.5	1.006
YLR406C-A	NA	NA	NA
YLR407W	46.0	138.7	0.4836
YLR408C	61.0	NA	0.7145
YLR409C	NA	NA	NA
YLR410W	NA	691.9	0.5765
YLR411W	NA	NA	NA
YLR412C-A	NA	NA	NA
YLR412W	NA	599.0	0.6778
YLR413W	72.0	530.8	0.5964
YLR414C	NA	271.9	1.008
YLR415C	NA	NA	0.6184
YLR416C	NA	NA	0.5784
YLR417W	166.0	3381.6	0.9306
YLR418C	130.0	624.6	0.883
YLR419W	26.0	494.5	NA
YLR420W	94.0	667.0	0.273
YLR421C	NA	482.8	0.5695
YLR422W	NA	362.5	0.2482
YLR423C	43.0	355.7	0.98
YLR424W	28.0	445.8	NA
YLR425W	NA	NA	NA
YLR426W	51.0	NA	0.4744
YLR427W	24.0	554.7	1.435
YLR428C	NA	NA	0.8107
YLR429W	23.0	671.0	0.4055
YLR430W	NA	398.2	NA
YLR431C	24.0	1918.5	0.5165
YLR432W	650.0	625.1	0.5954
YLR433C	32.0	629.4	0.7698
YLR434C	NA	NA	0.5308
YLR435W	27.0	585.2	0.3041
YLR436C	40.0	NA	0.5339
YLR437C	NA	NA	0.5585
YLR437C-A	NA	NA	NA
YLR438C-A	NA	547.3	NA
YLR438W	NA	NA	0.5745
YLR439W	NA	592.6	0.3093
YLR440C	35.0	534.9	NA
YLR441C	334.0	580.7	0.3785
YLR442C	NA	591.9	0.276
YLR443W	NA	NA	0.5057
YLR444C	NA	NA	0.272
YLR445W	NA	NA	0.9202
YLR446W	NA	NA	0.3012
YLR447C	1348.0	601.3	1.676
YLR448W	NA	606.1	0.5267
YLR449W	11.0	541.3	0.5074
YLR450W	93.0	771.7	0.6594
YLR451W	12.0	NA	0.572
YLR452C	60.0	275.8	1.89
YLR453C	58.0	NA	0.3591
YLR454W	NA	376.4	0.7156
YLR455W	104.0	442.4	0.4173
YLR456W	NA	NA	0.6976
YLR457C	31.0	NA	NA
YLR458W	NA	NA	NA
YLR459W	NA	NA	NA
YLR460C	9.0	NA	0.4041
YLR461W	NA	NA	0.3012
YLR462W	2.0	NA	NA
YLR463C	NA	NA	NA
YLR464W	NA	NA	NA
YLR465C	NA	NA	NA
YLR466C-A	NA	NA	NA
YLR466C-B	NA	NA	NA
YLR466W	NA	NA	NA
YLR467C-A	NA	NA	NA
YLR467W	NA	NA	NA
YML001W	NA	575.1	0.2446
YML002W	NA	NA	0.1495
YML003W	27.0	NA	1.176
YML004C	85.0	242.7	0.3413
YML005W	63.0	NA	0.6806
YML006C	50.0	NA	0.3857
YML007C-A	2981.0	NA	NA
YML007W	23.0	178.6	0.1773
YML008C	135.0	601.6	0.7191
YML009C	664.0	186.9	0.7563
YML009C-A	NA	NA	NA
YML009W-B	NA	NA	NA
YML010W	3.0	445.7	NA
YML011C	4.0	309.2	0.2976
YML012C-A	NA	NA	NA
YML012W	215.0	558.6	0.8746
YML013W	51.0	305.2	1.106
YML014W	47.0	528.7	0.7764
YML015C	NA	448.4	NA
YML016C	50.0	573.1	0.5974
YML017W	20.0	651.1	0.4145
YML018C	80.0	NA	0.3456
YML019W	24.0	NA	0.6821
YML020W	19.0	515.5	0.6362
YML021C	36.0	395.5	0.6738
YML022W	NA	505.3	0.5306
YML023C	36.0	NA	NA
YML024W	NA	NA	1.007
YML025C	50.0	314.6	NA
YML026C	321.0	NA	0.4569
YML027W	3.0	NA	0.6351
YML028W	NA	655.9	1.388
YML029W	18.0	400.5	0.6494
YML030W	63.0	597.6	0.4687
YML031C-A	NA	NA	NA
YML031W	98.0	NA	NA
YML032C	27.0	403.0	3.266
YML034C-A	NA	NA	NA
YML034W	31.0	426.3	0.3205
YML035C	33.0	537.0	0.5354
YML036W	NA	1865.9	0.6371
YML037C	2.0	339.5	0.8242
YML038C	NA	134.4	0.1505
YML041C	75.0	NA	1.486
YML042W	47.0	NA	0.7555
YML043C	23.0	NA	NA
YML046W	62.0	415.4	NA
YML047C	NA	NA	0.2782
YML047W-A	NA	NA	NA
YML048W	108.0	493.6	0.7012
YML049C	NA	713.5	NA
YML050W	NA	NA	0.5283
YML051W	2856.0	NA	0.5005
YML052W	207.0	431.6	1.038
YML053C	12.0	NA	0.8714
YML054C	54.0	NA	0.391
YML054C-A	NA	NA	NA
YML055W	76.0	359.2	0.3933
YML056C	65.0	733.9	0.6545
YML057C-A	NA	NA	NA
YML057W	47.0	570.9	0.5376
YML058W	NA	36.0	0.507
YML058W-A	3.0	NA	NA
YML059C	NA	NA	0.5345
YML060W	36.0	89.0	0.8352
YML061C	166.0	NA	0.4747
YML062C	43.0	456.1	0.8975
YML063W	NA	680.4	0.7578
YML064C	26.0	164.3	NA
YML065W	85.0	34.3	NA
YML066C	NA	NA	0.3808
YML067C	166.0	402.4	0.3831
YML068W	NA	NA	0.5132
YML069W	NA	664.2	NA
YML070W	42.0	611.4	0.8253
YML071C	31.0	NA	0.3237
YML072C	32.0	530.9	0.4362
YML073C	NA	604.6	0.6934
YML074C	NA	516.5	0.3965
YML075C	NA	865.9	0.6388
YML076C	3.0	353.1	0.3082
YML077W	NA	NA	NA
YML078W	58.0	634.9	0.4564
YML079W	76.0	723.3	0.2011
YML080W	37.0	434.5	0.6083
YML081C-A	63.0	265.5	0.6307
YML081W	3.0	360.9	0.9451
YML082W	58.0	585.6	0.8173
YML083C	NA	NA	0.3507
YML084W	NA	NA	0.4978
YML085C	41.0	1182.1	NA
YML086C	39.0	560.9	0.7536
YML087C	NA	NA	0.5521
YML088W	NA	NA	0.7225
YML089C	NA	NA	0.6287
YML090W	NA	NA	0.4055
YML091C	2.0	NA	NA
YML092C	7987.0	696.7	NA
YML093W	9.0	247.3	NA
YML094C-A	NA	NA	NA
YML094W	51.0	578.3	0.5452
YML095C	42.0	534.0	0.5348
YML096W	34.0	450.1	0.5179
YML097C	85.0	561.8	0.7445
YML098W	32.0	423.5	NA
YML099C	NA	NA	0.6999
YML099W-A	NA	NA	NA
YML100W	39.0	642.3	0.5466
YML100W-A	NA	NA	0.9732
YML101C	NA	671.4	0.7244
YML101C-A	NA	NA	NA
YML102W	45.0	NA	0.9023
YML103C	46.0	497.4	0.803
YML104C	3.0	NA	0.5992
YML105C	66.0	582.6	NA
YML106W	NA	643.0	0.5949
YML107C	182.0	326.9	0.6681
YML108W	59.0	464.5	0.519
YML109W	47.0	263.5	1.243
YML110C	73.0	483.7	0.8951
YML111W	2.0	331.8	1.322
YML112W	94.0	542.0	2.542
YML113W	42.0	NA	0.3288
YML114C	24.0	559.7	NA
YML115C	2.0	NA	0.52
YML116W	19.0	NA	0.4144
YML116W-A	NA	NA	NA
YML117W	139.0	428.6	0.5869
YML118W	68.0	NA	0.2965
YML119W	NA	NA	0.5276
YML120C	43.0	501.2	0.5971
YML121W	NA	657.6	0.5702
YML122C	NA	NA	0.6345
YML123C	25.0	NA	0.3818
YML124C	448.0	774.7	0.5527
YML125C	NA	554.1	NA
YML126C	46.0	638.0	NA
YML127W	NA	508.1	NA
YML128C	34.0	248.1	1.804
YML129C	NA	264.7	0.6623
YML130C	NA	1324.7	NA
YML131W	NA	667.0	0.5321
YML132W	33.0	NA	NA
YML133C	NA	NA	NA
YML133W-A	NA	NA	NA
YML133W-B	NA	NA	NA
YMR001C	10.0	NA	NA
YMR001C-A	NA	NA	NA
YMR002W	NA	NA	0.3779
YMR003W	21.0	NA	0.5823
YMR004W	18.0	546.7	0.6629
YMR005W	23.0	505.0	NA
YMR006C	2.0	NA	0.5699
YMR007W	NA	NA	0.9072
YMR008C	NA	NA	0.8792
YMR009W	NA	290.3	0.782
YMR010W	NA	324.3	0.6323
YMR011W	NA	67.1	0.6557
YMR012W	44.0	599.0	0.2966
YMR013C	NA	510.6	NA
YMR013C-A	NA	NA	NA
YMR013W-A	NA	NA	NA
YMR014W	98.0	389.4	1.409
YMR015C	NA	126.7	0.7326
YMR016C	3.0	NA	0.9752
YMR017W	NA	NA	1.405
YMR018W	NA	NA	0.456
YMR019W	3.0	NA	0.7275
YMR020W	54.0	NA	0.3001
YMR021C	93.0	NA	0.6966
YMR022W	31.0	451.3	1.074
YMR023C	32.0	NA	0.6118
YMR024W	94.0	505.2	0.9929
YMR025W	NA	NA	0.1597
YMR026C	33.0	478.4	0.418
YMR027W	26.0	696.7	0.5181
YMR028W	NA	8.2	NA
YMR029C	29.0	501.9	0.5861
YMR030W	NA	NA	0.581
YMR030W-A	NA	NA	NA
YMR031C	9.0	331.4	0.9651
YMR031W-A	NA	NA	2.152
YMR032W	32.0	278.8	1.471
YMR033W	NA	NA	NA
YMR034C	NA	NA	0.7712
YMR035W	NA	NA	1.824
YMR036C	12.0	NA	0.72
YMR037C	2.0	384.3	0.6872
YMR038C	NA	585.0	0.9008
YMR039C	46.0	601.3	1.551
YMR040W	NA	NA	0.5221
YMR041C	NA	535.2	0.9415
YMR042W	NA	181.0	0.7797
YMR043W	NA	NA	NA
YMR044W	16.0	474.8	0.5628
YMR046W-A	NA	NA	NA
YMR047C	NA	681.7	NA
YMR048W	2.0	293.6	0.7643
YMR049C	17.0	576.2	NA
YMR052C-A	NA	NA	0.7421
YMR052W	7.0	391.9	0.4244
YMR053C	NA	NA	0.5425
YMR054W	33.0	470.9	0.4643
YMR055C	NA	156.2	0.9053
YMR056C	NA	NA	0.5731
YMR057C	NA	NA	0.3903
YMR058W	46.0	143.9	0.2745
YMR059W	NA	416.5	NA
YMR060C	21.0	463.5	1.543
YMR061W	7.0	674.9	NA
YMR062C	NA	34800.2	0.6713
YMR063W	NA	NA	0.8456
YMR064W	84.0	NA	0.4298
YMR065W	NA	NA	0.4443
YMR066W	38.0	NA	0.4552
YMR067C	22.0	481.3	1.124
YMR068W	58.0	NA	0.4734
YMR069W	30.0	NA	0.3532
YMR070W	5.0	NA	0.6318
YMR071C	44.0	2376.4	0.3985
YMR072W	91.0	575.6	0.6503
YMR073C	114.0	395.0	1.147
YMR074C	NA	476.2	0.9992
YMR075C-A	NA	NA	0.6769
YMR075W	37.0	489.2	0.484
YMR076C	35.0	522.8	NA
YMR077C	124.0	526.0	0.3057
YMR078C	35.0	368.4	2.443
YMR079W	149.0	681.6	NA
YMR080C	18.0	543.5	0.7893
YMR081C	NA	NA	0.4774
YMR082C	NA	NA	0.4924
YMR083W	NA	415.8	0.3603
YMR084W	NA	NA	0.4626
YMR085W	NA	NA	0.2923
YMR086C-A	NA	NA	0.57
YMR086W	40.0	536.3	0.4987
YMR087W	NA	NA	0.9491
YMR088C	NA	NA	0.6902
YMR089C	29.0	464.1	0.6784
YMR090W	109.0	2171.7	0.8561
YMR091C	116.0	571.2	2.143
