Gene	HL_IB	HL_MS	PP	HL_IB_quantile	HL_IB_pt	HL_MS_quantile	HL_MS_pt
YDR195W	NA	384.5	1.732	NA	NA	-0.7115446554822188	-0.343947172157736
YDR196C	NA	820.0	NA	NA	NA	1.43221703339551	0.8804248726022921
YDR197W	73.0	NA	0.3063	0.5731153914071755	0.41346075213267736	NA	NA
YDR198C	28.0	477.3	0.8426	-0.49213682280838095	-0.3916563966546011	-0.25100878916073566	-0.0073161077444298854
YDR199W	NA	NA	0.5016	NA	NA	NA	NA
YDR200C	29.0	NA	3.135	-0.4528584793924642	-0.3625193200055658	NA	NA
YDR201W	NA	480.5	NA	NA	NA	-0.23346594596405326	0.0032483322201795933
YDR202C	1058.0	470.4	0.3573	2.1616658732860996	2.700501209700055	-0.2887499011570307	-0.030305180277990305
YDR203W	NA	NA	0.3377	NA	NA	NA	NA
YDR204W	NA	503.0	1.1079999999999999	NA	NA	-0.099269598054787	0.07586220217410948
YDR205W	NA	NA	0.462	NA	NA	NA	NA
YDR206W	NA	483.5	0.509	NA	NA	-0.21832480598086215	0.01309752387121753
YDR207C	NA	612.7	0.3545	NA	NA	0.5909490574270496	0.39417879386712223
YDR208W	NA	213.3	NA	NA	NA	-1.3841099692663006	-1.2119408438889683
YDR209C	NA	NA	0.5872	NA	NA	NA	NA
YDR210W	NA	772.2	0.5504	NA	NA	1.310432886997646	0.778621433851178
YDR211W	NA	663.8	NA	NA	NA	0.9008634643945631	0.5259062148401129
YDR212W	NA	596.6	NA	NA	NA	0.4820605864942379	0.3507094576221647
YDR213W	33.0	NA	0.4803	-0.2939857808389507	-0.2549464527825869	NA	NA
YDR214W	34.0	1062.6	0.1556	-0.2639845916795205	-0.23003274734247062	1.7668699847774372	1.32942905928789
YDR215C	NA	NA	0.35	NA	NA	NA	NA
YDR216W	58.0	152.8	0.4733	0.32822341801540306	0.21876892339182852	-1.6067550689692431	-1.6726052653999302
YDR217C	NA	104.6	0.3553	NA	NA	-1.8242019979874609	-2.1702856049153394
YDR218C	NA	NA	0.2514	NA	NA	NA	NA
YDR219C	53.0	102.5	0.8164	0.23292993127648456	0.14266071951358944	-1.8318241060945555	-2.19616552829792
YDR220C	NA	NA	0.5617	NA	NA	NA	NA
YDR221W	26.0	346.9	0.3682	-0.5672113899131166	-0.45307263358079974	-0.8596543914398584	-0.5006865589938414
YDR222W	76.0	117.6	0.45399999999999996	0.6135094449805308	0.44761602754818824	-1.7789645818228328	-2.0193141967937467
YDR223W	NA	NA	0.4304	NA	NA	NA	NA
YDR224C	NA	NA	NA	NA	NA	NA	NA
YDR225W	NA	NA	1.22	NA	NA	NA	NA
YDR226W	217.0	730.2	1.011	1.4319708910352653	1.3420489034047896	1.1790255034618848	0.6845769637856206
YDR227W	NA	266.6	0.4344	NA	NA	-1.1875242557811725	-0.8916940665345108
YDR228C	34.0	443.0	NA	-0.2639845916795205	-0.23003274734247062	-0.43795273752605146	-0.12456561431937699
YDR229W	36.0	284.3	0.5507	-0.1995381015268431	-0.18227260096171144	-1.120916565796423	-0.7975431338340244
YDR230W	3.0	NA	0.5441	-1.8312243273394466	-2.0942510821168634	NA	NA
YDR231C	NA	556.2	0.871	NA	NA	0.21094427750465228	0.23700141231811317
YDR232W	NA	520.7	NA	NA	NA	-0.006563619462410654	0.1310415123038208
YDR233C	NA	579.8	0.4322	NA	NA	0.36808730436540277	0.304257285688581
YDR234W	40.0	630.8	0.8429	-0.07912030015842841	-0.09404528997145382	0.7023154143045922	0.4418864679083626
YDR235W	90.0	860.3	NA	0.7799242980174864	0.5911926953965199	1.4975945940429825	0.9623487208402112
YDR236C	NA	96.9	NA	NA	NA	-1.8540878214393022	-2.2674662692522287
YDR237W	NA	433.1	0.2089	NA	NA	-0.4801716663258151	-0.15986280541512435
YDR238C	NA	686.8	NA	NA	NA	1.0034828104162121	0.5823584850773947
YDR239C	NA	NA	0.9432	NA	NA	NA	NA
YDR240C	268.0	NA	NA	1.5763614436960833	1.522721748234359	NA	NA
YDR241W	NA	NA	1.203	NA	NA	NA	NA
YDR242W	NA	NA	0.5018	NA	NA	NA	NA
YDR243C	31.0	353.7	NA	-0.3695581856124021	-0.3070510228336964	-0.8296768761241399	-0.47128921571871185
YDR244W	23.0	148.2	0.7514	-0.6975071194373863	-0.5543027214506029	-1.627895983785268	-1.7137470312137182
YDR245W	84.0	535.4	3.6189999999999998	0.7168389528871789	0.532570301756839	0.08268483728106052	0.1756517112038917
YDR246W	NA	542.7	NA	NA	NA	0.12609891122711592	0.19741365897712917
YDR246W-A	NA	NA	NA	NA	NA	NA	NA
YDR247W	28.0	113.2	0.6073	-0.49213682280838095	-0.3916563966546011	-1.794438835174727	-2.0687365565360887
YDR248C	44.0	634.3	0.7303	0.03136936165920781	-0.014037665528083094	0.7286427042273178	0.4509751283500178
YDR249C	NA	NA	0.4425	NA	NA	NA	NA
YDR250C	NA	NA	0.4181	NA	NA	NA	NA
YDR251W	112.0	489.9	0.9619	0.9475799380826426	0.7772904594218676	-0.17239349173089905	0.033934186316101185
YDR252W	262.0	NA	1.111	1.5607203669919798	1.503334477085812	NA	NA
YDR253C	NA	NA	0.9355	NA	NA	NA	NA
YDR254W	35.0	NA	0.9871	-0.2316410556979774	-0.2058209349638933	NA	NA
YDR255C	NA	603.8	0.5148	NA	NA	0.5343265559629807	0.3702727270963261
YDR256C	31.0	NA	0.4459	-0.3695581856124021	-0.3070510228336964	NA	NA
YDR257C	NA	544.3	0.4247	NA	NA	0.1346243008227539	0.20214963409850517
YDR258C	57.0	2685.4	0.564	0.31105901776634404	0.2040769564397877	2.4608803732205713	3.071977280063583
YDR259C	21.0	NA	0.8887	-0.7936015541273999	-0.6290855526867786	NA	NA
YDR260C	NA	NA	0.9706	NA	NA	NA	NA
YDR261C	11.0	280.0	0.6377	-1.2924648930969886	-1.150036074544992	-1.1415724925552242	-0.8199415829258395
YDR262W	83.0	59.5	0.4319	0.7039217888285135	0.5223989907935911	-2.0679645073044837	-2.862443422351781
YDR263C	NA	NA	0.5589999999999999	NA	NA	NA	NA
YDR264C	90.0	602.6	2.325	0.7799242980174864	0.5911926953965199	0.526416867571128	0.3670262102940932
YDR265W	NA	619.8	0.5076	NA	NA	0.6311637190239212	0.4130359931744749
YDR266C	22.0	467.4	0.5759	-0.7463509261747352	-0.5908810262331535	-0.30184184114706936	-0.0403912556626326
YDR267C	97.0	577.9	NA	0.839121020439341	0.6548855634566864	0.3534139303574925	0.29893091343164413
YDR268W	NA	586.4	0.5247	NA	NA	0.4103628591161732	0.3226431478043
YDR269C	NA	NA	0.4202	NA	NA	NA	NA
YDR270W	NA	NA	0.6153	NA	NA	NA	NA
YDR271C	NA	NA	0.491	NA	NA	NA	NA
YDR272W	298.0	429.7	0.682	1.627664473941299	1.6135945241396523	-0.490793502660596	-0.17214567612786447
YDR273W	NA	NA	0.4677	NA	NA	NA	NA
YDR274C	NA	NA	0.6332	NA	NA	NA	NA
YDR275W	73.0	NA	0.9096	0.5731153914071755	0.41346075213267736	NA	NA
YDR276C	77.0	NA	1.272	0.6256698215946752	0.4587059907241978	NA	NA
YDR277C	28.0	NA	0.7012	-0.49213682280838095	-0.3916563966546011	NA	NA
YDR278C	NA	NA	0.4772	NA	NA	NA	NA
YDR279W	31.0	585.6	0.5651	-0.3695581856124021	-0.3070510228336964	0.4010652384623902	0.32042409672995975
YDR280W	NA	545.2	NA	NA	NA	0.14257292861639145	0.20480834437763656
YDR281C	NA	NA	0.4773	NA	NA	NA	NA
YDR282C	NA	NA	0.3052	NA	NA	NA	NA
YDR283C	29.0	666.8	0.4027	-0.4528584793924642	-0.3625193200055658	0.9107292187434125	0.5333644065057103
YDR284C	NA	1724.5	0.3796	NA	NA	2.1406605934467344	2.2120765233519557
YDR285W	NA	NA	0.6124	NA	NA	NA	NA
YDR286C	NA	NA	0.5339	NA	NA	NA	NA
YDR287W	NA	487.9	0.8441	NA	NA	-0.1880329125389142	0.02744807869754515
YDR288W	22.0	430.0	NA	-0.7463509261747352	-0.5908810262331535	-0.4890109562298971	-0.1710585287359858
YDR289C	86.0	504.8	0.7719	0.741387603841135	0.5525586109172701	-0.08667363855178388	0.08154949524856626
YDR290W	NA	NA	0.6515	NA	NA	NA	NA
YDR291W	16.0	804.4	0.8524	-1.0509244426943405	-0.8506798058769761	1.3911452614225492	0.8477767167176591
YDR292C	49.0	594.1	NA	0.15112149093066193	0.07651564804715083	0.4659026122260835	0.34386899025789136
YDR293C	18.0	678.4	0.5994	-0.9515182841460368	-0.7550857199573989	0.9629556922453845	0.5619329495121881
YDR294C	32.0	511.3	0.1552	-0.32822341801540306	-0.28060389820929577	-0.04878226453393053	0.1019423529644867
YDR295C	41.0	562.9	0.4324	-0.050203829430400866	-0.07333436230079808	0.2471336338581233	0.25634171869995465
YDR296W	1417.0	417.3	0.6186	2.3362277463937273	2.9513972870549554	-0.5565475794796275	-0.21766410630648483
YDR297W	NA	390.6	0.7549	NA	NA	-0.6740363343750537	-0.3197761726619444
YDR298C	NA	434.9	0.7448	NA	NA	-0.47188254458655937	-0.1533937358734549
YDR299W	20.0	502.0	NA	-0.8444850779006299	-0.6690678474044145	-0.10370983206839378	0.07269500471770184
YDR300C	NA	652.6	1.806	NA	NA	0.8447834843666273	0.49780277185639366
YDR301W	NA	731.8	NA	NA	NA	1.1861071726598627	0.6882441374800645
YDR302W	305.0	NA	NA	1.63668530345172	1.633483694370383	NA	NA
YDR303C	25.0	551.3	NA	-0.6135094449805312	-0.4855090168476737	0.18292756400592136	0.22272934272181313
YDR304C	NA	642.9	0.6065	NA	NA	0.7861114915372961	0.47312478982221384
YDR305C	126.0	561.2	0.395	1.053106263987631	0.8776748961816049	0.23985498530069835	0.25145335895584003
YDR306C	NA	NA	0.7351	NA	NA	NA	NA
YDR307W	29.0	NA	0.4141	-0.4528584793924642	-0.3625193200055658	NA	NA
YDR308C	NA	316.7	NA	NA	NA	-0.9871944469830648	-0.6375674432779505
YDR309C	13.0	30.1	0.41200000000000003	-1.1971932730470463	-1.0175495018818967	-2.5217463794469563	-3.623600944986143
YDR310C	12.0	545.9	0.86	-1.2447784131572894	-1.0812423699420628	0.14477960565136005	0.20687361356899167
YDR311W	35.0	489.1	NA	-0.2316410556979774	-0.2058209349638933	-0.1790900968490937	0.03134248899802856
YDR312W	50.0	589.3	0.4408	0.16891199278645583	0.09353520169489546	0.4311910577726472	0.3306653718641249
YDR313C	NA	119.1	0.2989	NA	NA	-1.774255953278812	-2.0028276306921136
YDR314C	11.0	NA	0.3105	-1.2924648930969886	-1.150036074544992	NA	NA
YDR315C	NA	NA	0.7346	NA	NA	NA	NA
YDR316W	24.0	462.5	0.9808	-0.6533766109715354	-0.519217705047238	-0.32567918064684703	-0.05698589495240324
YDR317W	NA	NA	0.4533	NA	NA	NA	NA
YDR318W	104.0	275.3	0.8699	0.8920383589928601	0.7141822602294013	-1.1651689167150652	-0.8447650542796729
YDR319C	44.0	NA	0.5136	0.03136936165920781	-0.014037665528083094	NA	NA
YDR320C	22.0	574.7	2.6889999999999996	-0.7463509261747352	-0.5908810262331535	0.33080212603629	0.2899259305081761
YDR320C-A	NA	NA	NA	NA	NA	NA	NA
YDR320W-B	NA	NA	NA	NA	NA	NA	NA
YDR321W	NA	650.9	0.4035	NA	NA	0.8331197707053151	0.4935007444547491
YDR322C-A	NA	407.7	NA	NA	NA	-0.6040425089757732	-0.25371225004406045
YDR322W	1206.0	552.4	0.2698	2.2376542928933385	2.8129299043399336	0.1914295803092628	0.2259427757239268
YDR323C	3.0	522.6	0.8187	-1.8312243273394466	-2.0942510821168634	0.00420365641007946	0.1368681356132837
YDR324C	46.0	632.7	NA	0.0879329975415462	0.023336126858160514	0.715217795675016	0.4468256962198217
YDR325W	23.0	300.7	NA	-0.6975071194373863	-0.5543027214506029	-1.044408794872596	-0.7147105035823137
YDR326C	NA	152.8	0.4893	NA	NA	-1.6067550689692431	-1.6726052653999302
YDR327W	NA	NA	NA	NA	NA	NA	NA
YDR328C	NA	635.5	NA	NA	NA	0.7393911949608342	0.45408127897420647
YDR329C	2.0	508.8	0.466	-5.199337582605575	-2.34150278073377	-0.06151263655249821	0.09412555705503786
YDR330W	41.0	400.8	0.4106	-0.050203829430400866	-0.07333436230079808	-0.6324757018521383	-0.2800766893799195
YDR331W	21.0	NA	NA	-0.7936015541273999	-0.6290855526867786	NA	NA
YDR332W	46.0	800.7	0.8586	0.0879329975415462	0.023336126858160514	1.3840107882722292	0.839953114579301
YDR333C	19.0	578.1	0.281	-0.8957798188835894	-0.7110011064922753	0.3549226987106931	0.29949229514750836
YDR334W	NA	461.2	2.312	NA	NA	-0.33373574612945694	-0.061413999119319336
YDR335W	NA	NA	0.9214	NA	NA	NA	NA
YDR336W	NA	NA	0.3374	NA	NA	NA	NA
YDR337W	50.0	429.5	0.6001	0.16891199278645583	0.09353520169489546	-0.49201233623527896	-0.17287080472791422
YDR338C	18.0	NA	0.5142	-0.9515182841460368	-0.7550857199573989	NA	NA
YDR339C	NA	608.5	NA	NA	NA	0.5694602370468852	0.3829348813642851
YDR340W	NA	NA	0.359	NA	NA	NA	NA
YDR341C	NA	625.5	NA	NA	NA	0.6678215202988477	0.4280404481920643
YDR342C	81.0	NA	NA	0.6752774632720802	0.501688063122935	NA	NA
YDR343C	NA	NA	NA	NA	NA	NA	NA
YDR344C	NA	NA	0.6879	NA	NA	NA	NA
YDR345C	NA	378.7	0.3794	NA	NA	-0.7368410469955624	-0.36723800276170365
YDR346C	55.0	571.5	0.5618	0.2756944187159562	0.17391733631610876	0.30977611344881306	0.28087758020963555
YDR347W	44.0	510.2	0.4087	0.03136936165920781	-0.014037665528083094	-0.05648561480015194	0.09850703391303169
YDR348C	31.0	505.6	0.9756	-0.3695581856124021	-0.3070510228336964	-0.07929009290566845	0.08407156756299541
YDR349C	NA	NA	0.7096	NA	NA	NA	NA
YDR350C	NA	NA	0.6462	NA	NA	NA	NA
YDR351W	NA	148.1	0.2618	NA	NA	-1.628602485649596	-1.7146535284520772
YDR352W	NA	NA	0.5385	NA	NA	NA	NA
YDR353W	NA	464.1	NA	NA	NA	-0.31764959351109384	-0.05155063329911452
YDR354C-A	NA	NA	NA	NA	NA	NA	NA
YDR354W	24.0	858.6	0.7413	-0.6533766109715354	-0.519217705047238	1.4930049943398818	0.9589604989738951
YDR355C	NA	NA	NA	NA	NA	NA	NA
YDR356W	36.0	390.0	NA	-0.1995381015268431	-0.18227260096171144	-0.6781242446939395	-0.32213916068126736
YDR357C	22.0	NA	0.4441	-0.7463509261747352	-0.5908810262331535	NA	NA
YDR358W	NA	558.6	0.3942	NA	NA	0.2259180094123296	0.2439522745837606
YDR359C	NA	424.0	0.3441	NA	NA	-0.5186428714701968	-0.192926848890388
YDR360W	NA	NA	0.9215	NA	NA	NA	NA
YDR361C	169.0	633.3	NA	1.2529876254001933	1.1283036548512284	0.7190257904467361	0.4483827933107913
YDR362C	11.0	550.2	NA	-1.2924648930969886	-1.150036074544992	0.1708211930387093	0.2195103731498354
YDR363W	NA	739.4	1.224	NA	NA	1.2155593630240074	0.7055692685891705
YDR363W-A	37.0	475.8	0.9383	-0.1701847241123691	-0.15935223485378258	-0.25744826102613366	-0.012289233221662884
YDR364C	38.0	NA	1.466	-0.1409772839403474	-0.13702736237019134	NA	NA
YDR365C	2.0	564.2	NA	-5.199337582605575	-2.34150278073377	0.25903748502087326	0.26007128892915815
YDR366C	NA	NA	NA	NA	NA	NA	NA
YDR367W	173.0	862.4	NA	1.280981397513278	1.1482920960208864	1.5032911661411132	0.9665262001415583
YDR368W	74.0	806.2	0.8457	0.5894557978497783	0.4249973025246332	1.3981822715393677	0.851571566693496
YDR369C	NA	31.0	3.2060000000000004	NA	NA	-2.486294252978813	-3.5923595496630663
YDR370C	54.0	174.4	0.4927	0.2561982008475938	0.15843106984342087	-1.5046813380422146	-1.4925838126033593
YDR371C-A	NA	NA	NA	NA	NA	NA	NA
YDR371W	62.0	391.3	0.7811	0.40471680821774897	0.27514729217668465	-0.6710703609341776	-0.3170233051744197
YDR372C	127.0	571.4	0.3627	1.0574850143828458	0.8844158153643088	0.3092065598397945	0.2805941155488181
YDR373W	34.0	264.4	NA	-0.2639845916795205	-0.23003274734247062	-1.20238167971012	-0.9037698701904644
YDR374C	NA	NA	0.5758	NA	NA	NA	NA
YDR374W-A	NA	NA	NA	NA	NA	NA	NA
YDR375C	NA	337.9	1.074	NA	NA	-0.8937711420375576	-0.5403680987370132
YDR376W	78.0	549.7	NA	0.6379234322697154	0.4696547040269992	0.1666724486470075	0.21804536931958765
YDR377W	50.0	374.0	0.624	0.16891199278645583	0.09353520169489546	-0.7577340453180804	-0.3863382580683917
YDR378C	NA	NA	1.145	NA	NA	NA	NA
YDR379C-A	11.0	NA	NA	-1.2924648930969886	-1.150036074544992	NA	NA
YDR379W	NA	413.6	0.4409	NA	NA	-0.5733715606506775	-0.23147212891500396
YDR380W	30.0	NA	0.9672	-0.41016940620520764	-0.33433772614370716	NA	NA
YDR381C-A	NA	309.7	NA	NA	NA	-1.010883918119576	-0.6708944676357178
YDR381W	NA	618.2	NA	NA	NA	0.6226049366512475	0.40880281553384423
YDR382W	NA	574.5	0.8456	NA	NA	0.32953438391475665	0.28936168380729466
YDR383C	NA	NA	0.7299	NA	NA	NA	NA
YDR384C	36.0	56.3	0.7815	-0.1995381015268431	-0.18227260096171144	-2.1196083939111534	-2.927212335203353
YDR385W	NA	NA	0.7548	NA	NA	NA	NA
YDR386W	20.0	NA	0.3948	-0.8444850779006299	-0.6690678474044145	NA	NA
YDR387C	NA	NA	0.5086	NA	NA	NA	NA
YDR388W	41.0	592.0	0.8493	-0.050203829430400866	-0.07333436230079808	0.4528584793924642	0.3381037759983359
YDR389W	16.0	328.9	0.4317	-1.0509244426943405	-0.8506798058769761	-0.9384172921731805	-0.5809711629815667
YDR390C	47.0	547.2	NA	0.11062728256906962	0.04143076365301315	0.15482847598128174	0.21070305927933192
YDR391C	40.0	437.4	0.556	-0.07912030015842841	-0.09404528997145382	-0.4645983865597461	-0.14444711462746024
YDR392W	329.0	503.8	1.131	1.684463684524537	1.6983795625189084	-0.09464932682866127	0.07839205180454417
YDR393W	NA	NA	0.5859	NA	NA	NA	NA
YDR394W	NA	541.9	NA	NA	NA	0.12007527198209368	0.19504115247648193
YDR395W	196.0	639.9	0.5945	1.3707139801517034	1.254992778279113	0.769230529547643	0.46542736316214284
YDR396W	NA	NA	NA	NA	NA	NA	NA
YDR397C	99.0	412.6	NA	0.8552868016470969	0.6722490011415396	-0.5777011465782413	-0.23522230657433235
YDR398W	NA	521.0	NA	NA	NA	-0.005021849950656438	0.13196272354777966
YDR399W	NA	738.3	0.5918	NA	NA	1.212396302482675	0.7030712249819239
YDR400W	106.0	682.8	0.2543	0.9051888168927786	0.7303990657659514	0.9860794459482486	0.572659090259832
YDR401W	NA	NA	0.6952	NA	NA	NA	NA
YDR402C	NA	NA	0.3813	NA	NA	NA	NA
YDR403W	NA	NA	0.6672	NA	NA	NA	NA
YDR404C	35.0	696.0	NA	-0.2316410556979774	-0.2058209349638933	1.0437866887166893	0.6044833883791157
YDR405W	5525.0	NA	0.7838	2.8344886722403495	4.120451466633217	NA	NA
YDR406W	NA	485.2	0.4792	NA	NA	-0.20315695901186967	0.01865535777393217
YDR406W-A	NA	NA	NA	NA	NA	NA	NA
YDR407C	NA	592.8	NA	NA	NA	0.4610945770614566	0.3403021257355832
YDR408C	346.0	515.5	0.507	1.7136290644194498	1.7415521242326355	-0.03005451388553768	0.11500065489835704
YDR409W	7.0	447.6	0.6679999999999999	-1.5175450472144199	-1.4985177290224745	-0.4118317942242135	-0.10839586986147867
YDR410C	249.0	NA	0.7014	1.5212653107104694	1.4597657556809662	NA	NA
YDR411C	82.0	339.1	0.6676	0.6895289039903834	0.5121059673227748	-0.8883093448377877	-0.5350249765501344
YDR412W	82.0	421.2	NA	0.6895289039903834	0.5121059673227748	-0.5379803848163829	-0.2032235167386427
YDR413C	NA	NA	NA	NA	NA	NA	NA
YDR414C	NA	NA	1.858	NA	NA	NA	NA
YDR415C	NA	290.2	0.8270000000000001	NA	NA	-1.0983379577259735	-0.7672805461247406
YDR416W	26.0	477.6	NA	-0.5672113899131166	-0.45307263358079974	-0.24961227017202905	-0.006323100617231604
YDR417C	NA	NA	0.8078	NA	NA	NA	NA
YDR418W	4849.0	NA	0.4927	2.747893115235311	4.008304083656709	NA	NA
YDR419W	61.0	NA	0.4883	0.3789773215364033	0.261395626950682	NA	NA
YDR420W	NA	NA	0.3874	NA	NA	NA	NA
YDR421W	4.0	NA	0.7415	-1.679302556120626	-1.9024678126810535	NA	NA
YDR422C	23.0	328.8	0.4227	-0.6975071194373863	-0.5543027214506029	-0.9387852015084747	-0.5814276597991743
YDR423C	26.0	NA	0.4881	-0.5672113899131166	-0.45307263358079974	NA	NA
YDR424C	10.0	492.3	0.309	-1.349497642122869	-1.2248190377903945	-0.1620603174490874	0.04168743442599403
YDR425W	54.0	493.1	0.4961	0.2561982008475938	0.15843106984342087	-0.15754212929931977	0.04426460586896813
YDR426C	NA	NA	0.7654	NA	NA	NA	NA
YDR427W	116.0	732.9	NA	0.9835733673308725	0.8071877772109077	1.1932095874415847	0.6907613069713355
YDR428C	NA	263.0	0.2332	NA	NA	-1.2140294765398245	-0.9114995977121602
YDR429C	NA	688.8	NA	NA	NA	1.0124653578836473	0.5871899120786535
YDR430C	NA	636.7	0.6811	NA	NA	0.7450721090663005	0.4571823721491272
YDR431W	NA	NA	0.5547	NA	NA	NA	NA
YDR432W	NA	595.1	1.183	NA	NA	0.47029424093216593	0.34660815228547454
YDR433W	NA	NA	1.7730000000000001	NA	NA	NA	NA
YDR434W	83.0	680.8	NA	0.7039217888285135	0.5223989907935911	0.9714679673390917	0.5677909895140452
YDR435C	NA	778.2	0.14300000000000002	NA	NA	1.3228421929434142	0.7916938630309628
YDR436W	43.0	359.2	0.6637	0.0025091400448746387	-0.03335219959238933	-0.8163635736888569	-0.4478661761716427
YDR437W	NA	NA	NA	NA	NA	NA	NA
YDR438W	NA	NA	0.4618	NA	NA	NA	NA
YDR439W	38.0	482.6	0.5777	-0.1409772839403474	-0.13702736237019134	-0.2229177058231487	0.010148314028661131
YDR440W	63.0	369.9	0.4862	0.4238548524557396	0.28868246226992	-0.7679698468905342	-0.4031699140698027
YDR441C	28.0	NA	0.4593	-0.49213682280838095	-0.3916563966546011	NA	NA
YDR442W	NA	NA	1.982	NA	NA	NA	NA
YDR443C	NA	449.8	1.056	NA	NA	-0.3966327615376267	-0.10071311858792865
YDR444W	4.0	NA	0.6358	-1.679302556120626	-1.9024678126810535	NA	NA
YDR445C	NA	NA	0.3133	NA	NA	NA	NA
YDR446W	NA	NA	0.6239	NA	NA	NA	NA
YDR447C	140.0	NA	0.09737	1.1210601441231973	0.967551134430032	NA	NA
YDR448W	59.0	NA	0.8306	0.3441536589470717	0.23321403308882296	NA	NA
YDR449C	34.0	513.2	NA	-0.2639845916795205	-0.23003274734247062	-0.03936887841473423	0.10786109760135651
YDR450W	63.0	NA	0.3957	0.4238548524557396	0.28868246226992	NA	NA
YDR451C	3.0	1293.4	0.4563	-1.8312243273394466	-2.0942510821168634	1.9778576481938832	1.6807066353763402
YDR452W	9.0	323.9	0.568	-1.401176963756683	-1.3067344595866646	-0.9624492321817628	-0.603943918792007
YDR453C	149.0	281.6	0.4771	1.164443705970982	1.0207307876282496	-1.1281823815280165	-0.8115728892012777
YDR454C	NA	640.2	NA	NA	NA	0.7709122199535103	0.4661985056035795
YDR455C	NA	NA	1.069	NA	NA	NA	NA
YDR456W	147.0	NA	0.6582	1.1587026642704195	1.009194105227066	NA	NA
YDR457W	46.0	472.8	0.4865	0.0879329975415462	0.023336126858160514	-0.275881306606403	-0.022276187417371612
YDR458C	28.0	494.3	0.3713	-0.49213682280838095	-0.3916563966546011	-0.1499332821843103	0.04812360877630439
YDR459C	NA	NA	1.074	NA	NA	NA	NA
YDR460W	82.0	583.8	NA	0.6895289039903834	0.5121059673227748	0.38978343113916375	0.31542165220397167
YDR461C-A	NA	97.1	NA	NA	NA	-1.8517337570813284	-2.264859827904298
YDR461W	93.0	NA	0.9791	0.8039576712814882	0.6190694799525497	NA	NA
YDR462W	8.0	NA	1.817	-1.4532795741807998	-1.3972877731618984	NA	NA
YDR463W	23.0	NA	0.5484	-0.6975071194373863	-0.5543027214506029	NA	NA
YDR464C-A	NA	NA	NA	NA	NA	NA	NA
YDR464W	NA	209.2	NA	NA	NA	-1.397836528971104	-1.2393392134580097
YDR465C	69.0	424.5	0.6554	0.5163562651199474	0.3657006057519182	-0.5159259000365735	-0.191094331380705
YDR466W	NA	469.7	0.4663	NA	NA	-0.2916566408348925	-0.03265362493459452
YDR467C	NA	NA	0.8278	NA	NA	NA	NA
YDR468C	NA	448.4	NA	NA	NA	-0.40453785632500616	-0.1055983818524154
YDR469W	179.0	531.7	0.7334	1.306638055722245	1.1774291726699224	0.059176039388739964	0.1645237604769968
YDR470C	NA	NA	0.5001	NA	NA	NA	NA
YDR471W	NA	NA	0.5754	NA	NA	NA	NA
YDR472W	NA	636.7	NA	NA	NA	0.7450721090663005	0.4571823721491272
YDR473C	NA	879.6	NA	NA	NA	1.5315449689560394	1.000415094161601
YDR475C	NA	NA	NA	NA	NA	NA	NA
YDR476C	50.0	684.5	0.7498	0.16891199278645583	0.09353520169489546	0.9940498781963008	0.5767873093557707
YDR477W	34.0	550.9	0.7366	-0.2639845916795205	-0.23003274734247062	0.17780961834197068	0.2215594500086123
YDR478W	75.0	756.9	NA	0.602943093848241	0.4363811182406066	1.259002689975362	0.744885523756965
YDR479C	52.0	NA	0.6898	0.20978711012927295	0.12659559257920344	NA	NA
YDR480W	40.0	531.4	0.7482	-0.07912030015842841	-0.09404528997145382	0.055605639949470084	0.16361856907830608
YDR481C	3.0	530.7	0.3068	-1.8312243273394466	-2.0942510821168634	0.0497332645758077	0.16150474012995228
YDR482C	2.0	NA	0.4898	-5.199337582605575	-2.34150278073377	NA	NA
YDR483W	2.0	226.5	NA	-5.199337582605575	-2.34150278073377	-1.3431515264058103	-1.1267066890891306
YDR484W	29.0	669.8	0.7232	-0.4528584793924642	-0.3625193200055658	0.9223302184168565	0.5407936948866326
YDR485C	1855.0	1622.3	1.006	2.418830595068487	3.18274385392096	2.1061497790399706	2.0974789200525246
YDR486C	191.0	NA	0.1705	1.352622764219689	1.2328974698417912	NA	NA
YDR487C	20.0	NA	NA	-0.8444850779006299	-0.6690678474044145	NA	NA
YDR488C	55.0	NA	0.8795	0.2756944187159562	0.17391733631610876	NA	NA
YDR489W	NA	566.3	NA	NA	NA	0.27476694617089836	0.2660803460635374
YDR490C	13.0	597.4	0.2979	-1.1971932730470463	-1.0175495018818967	0.48648036042064524	0.3528931835542154
YDR491C	NA	NA	0.8875	NA	NA	NA	NA
YDR492W	49.0	144.1	0.4447	0.15112149093066193	0.07651564804715083	-1.6549272464758316	-1.7513515926082663
YDR493W	210.0	533.8	1.03	1.418189210400413	1.3139986587240917	0.07255934496429121	0.17084779189575
YDR494W	NA	271.0	0.5838	NA	NA	-1.1761529147467389	-0.8677976821992285
YDR495C	54.0	601.7	0.319	0.2561982008475938	0.15843106984342087	0.521317115477491	0.36458765968416096
YDR496C	NA	608.9	0.6193	NA	NA	0.5728864472425081	0.3840086105278633
YDR497C	59.0	22.1	0.41600000000000004	0.3441536589470717	0.23321403308882296	-2.7594911764278134	-3.9421604223690703
YDR498C	39.0	647.5	NA	-0.10936510116177109	-0.115267621388659	0.8157829234105874	0.4848675195393662
YDR499W	14.0	470.4	NA	-1.1473154975252742	-0.9582528051091819	-0.2887499011570307	-0.030305180277990305
