Gene	HL_IB	HL_MS	PP	HL_IB_quantile	HL_IB_pt	HL_MS_quantile	HL_MS_pt
YOL038C-A	NA	NA	NA	NA	NA	NA	NA
YOL038W	NA	651.2	NA	NA	NA	0.8373383608517686	0.49426062981155844
YOL039W	159.0	621.1	0.7616	1.2076379331291203	1.076199084800119	0.6416386291916493	0.41646851202767937
YOL040C	NA	657.5	NA	NA	NA	0.8707747248307337	0.510148844434605
YOL041C	35.0	394.6	0.5522	-0.2316410556979774	-0.2058209349638933	-0.6575766752669364	-0.30410240969818014
YOL042W	47.0	531.5	0.5705	0.11062728256906962	0.04143076365301315	0.05648561480015194	0.16392034851833037
YOL043C	NA	NA	0.5332	NA	NA	NA	NA
YOL044W	143.0	NA	0.174	1.1423892605419734	0.9856457712248847	NA	NA
YOL045W	45.0	246.8	0.7664	0.06151263655249807	0.004852326861235329	-1.2796623176924902	-1.0036206270016128
YOL046C	NA	NA	0.4119	NA	NA	NA	NA
YOL047C	35.0	NA	0.6596	-0.2316410556979774	-0.2058209349638933	NA	NA
YOL048C	112.0	NA	0.3556	0.9475799380826426	0.7772904594218676	NA	NA
YOL049W	75.0	576.1	0.5015	0.602943093848241	0.4363811182406066	0.3432663880508645	0.2938709203061303
YOL050C	NA	NA	0.7242	NA	NA	NA	NA
YOL051W	3.0	269.4	1.13	-1.8312243273394466	-2.0942510821168634	-1.1793022570717673	-0.8764483566993276
YOL052C	111.0	680.2	0.3795	0.9416998217386928	0.7696506894104975	0.9688974483130367	0.5663281524711222
YOL052C-A	NA	NA	NA	NA	NA	NA	NA
YOL053W	NA	462.9	0.9679	NA	NA	-0.3237300606911891	-0.055625561001759805
YOL054W	54.0	221.5	0.8235	0.2561982008475938	0.15843106984342087	-1.3584698921841005	-1.1584766544075866
YOL055C	50.0	NA	0.799	0.16891199278645583	0.09353520169489546	NA	NA
YOL056W	NA	506.0	1.047	NA	NA	-0.07743322023431655	0.08533131306555276
YOL057W	56.0	585.6	0.6902	0.29267606076175356	0.18912941962370014	0.4010652384623902	0.32042409672995975
YOL058W	135.0	NA	0.7107	1.0864560455350232	0.9365203854154183	NA	NA
YOL059W	116.0	633.6	0.7609	0.9835733673308725	0.8071877772109077	0.721299200084704	0.4491608645102948
YOL060C	8.0	300.4	0.7247	-1.4532795741807998	-1.3972877731618984	-1.0460353772873188	-0.7161903984900769
YOL061W	124.0	595.2	0.5249	1.0379371869749336	0.8640324025865774	0.47098564742970883	0.3468818499971981
YOL062C	2.0	929.0	1.3319999999999999	-5.199337582605575	-2.34150278073377	1.5889310849760214	1.0946612267096842
YOL063C	NA	342.9	0.9064	NA	NA	-0.8738651132005076	-0.518211920786273
YOL064C	31.0	731.5	0.8922	-0.3695581856124021	-0.3070510228336964	1.1847072153372658	0.6875570699220405
YOL065C	14.0	447.0	0.1663	-1.1473154975252742	-0.9582528051091819	-0.41517007407759604	-0.1104968170158516
YOL066C	42.0	857.5	NA	-0.02509400752630838	-0.053110812697323505	1.4901774201864115	0.9567650325984032
YOL067C	32.0	NA	0.5489	-0.32822341801540306	-0.28060389820929577	NA	NA
YOL068C	56.0	408.1	0.3439	0.29267606076175356	0.18912941962370014	-0.6023334125743401	-0.25219570526407736
YOL069W	114.0	532.6	NA	0.963422906816882	0.7923690814006619	0.06405157546398707	0.16723669347812456
YOL070C	53.0	269.1	0.7169	0.23292993127648456	0.14266071951358944	-1.1802246582458227	-0.8780752815319918
YOL071W	59.0	329.2	0.5522	0.3441536589470717	0.23321403308882296	-0.9372443840647185	-0.5796023897710175
YOL072W	66.0	460.8	2.65	0.4724065407146269	0.3280539502928516	-0.33753465679495076	-0.06277865844613816
YOL073C	NA	NA	NA	NA	NA	NA	NA
YOL075C	NA	NA	0.8035	NA	NA	NA	NA
YOL076W	139.0	602.6	1.465	1.116368890290762	0.9614339588463078	0.526416867571128	0.3670262102940932
YOL077C	170.0	667.7	NA	1.2640663695358172	1.1333445592047988	0.9178491432356666	0.5355962168611881
YOL077W-A	NA	157.6	NA	NA	NA	-1.5756145364264276	-1.6307934799806474
YOL078W	11.0	396.8	NA	-1.2924648930969886	-1.150036074544992	-0.6465760910389331	-0.29554013846573923
YOL079W	NA	NA	0.5313	NA	NA	NA	NA
YOL080C	97.0	344.7	0.06903	0.839121020439341	0.6548855634566864	-0.8681553066400595	-0.5103038229562448
YOL081W	13.0	480.3	0.7483	-1.1971932730470463	-1.0175495018818967	-0.2355088459892279	0.0025898353006326607
YOL082W	41.0	128.8	0.4181	-0.050203829430400866	-0.07333436230079808	-1.7182713869648771	-1.9003167910562258
YOL083C-A	NA	NA	NA	NA	NA	NA	NA
YOL083W	NA	426.5	0.5749	NA	NA	-0.5055328765435959	-0.18378282350255756
YOL084W	NA	NA	0.1543	NA	NA	NA	NA
YOL085C	NA	NA	0.3467	NA	NA	NA	NA
YOL085W-A	NA	NA	NA	NA	NA	NA	NA
YOL086C	NA	368.5	3.946	NA	NA	-0.7751567604075722	-0.4089541506233441
YOL086W-A	NA	1157.3	NA	NA	NA	1.853668171047528	1.4808448227519293
YOL087C	NA	537.8	0.6293	NA	NA	0.09736419681531536	0.18283441901623856
YOL088C	35.0	387.9	0.381	-0.2316410556979774	-0.2058209349638933	-0.6907155317004888	-0.3304343754411212
YOL089C	NA	458.5	0.9551	NA	NA	-0.3521513969789328	-0.07064533464750467
YOL090W	32.0	584.9	1.4769999999999999	-0.32822341801540306	-0.28060389820929577	0.3966767607534077	0.3184802802759014
YOL091W	NA	NA	1.037	NA	NA	NA	NA
YOL092W	13.0	NA	0.3569	-1.1971932730470463	-1.0175495018818967	NA	NA
YOL093W	NA	1211.1	0.851	NA	NA	1.9170306703350941	1.5621589959826128
YOL094C	NA	918.5	NA	NA	NA	1.5754925255966488	1.0749976074756267
YOL095C	NA	NA	0.7367	NA	NA	NA	NA
YOL096C	3.0	346.0	0.8575	-1.8312243273394466	-2.0942510821168634	-0.8639038843016176	-0.5046145229166171
YOL097C	153.0	683.7	NA	1.1869021327694704	1.0433495126518046	0.9896362015731244	0.574845721606442
YOL097W-A	NA	NA	NA	NA	NA	NA	NA
YOL098C	24.0	583.8	0.635	-0.6533766109715354	-0.519217705047238	0.38978343113916375	0.31542165220397167
YOL099C	NA	NA	0.5301	NA	NA	NA	NA
YOL100W	12.0	NA	0.6193	-1.2447784131572894	-1.0812423699420628	NA	NA
YOL101C	19.0	NA	0.6462	-0.8957798188835894	-0.7110011064922753	NA	NA
YOL102C	112.0	451.6	NA	0.9475799380826426	0.7772904594218676	-0.3870776830245226	-0.09445129795548272
YOL103W	71.0	NA	0.3212	0.5423352337895949	0.3899124181304959	NA	NA
YOL104C	13.0	NA	0.462	-1.1971932730470463	-1.0175495018818967	NA	NA
YOL105C	41.0	NA	0.5639	-0.050203829430400866	-0.07333436230079808	NA	NA
YOL106W	NA	NA	0.4991	NA	NA	NA	NA
YOL107W	32.0	NA	0.4747	-0.32822341801540306	-0.28060389820929577	NA	NA
YOL108C	42.0	230.6	0.5223	-0.02509400752630838	-0.053110812697323505	-1.3329876988781948	-1.1011025406404555
YOL109W	NA	515.1	0.613	NA	NA	-0.032243343885760105	0.11376096932983172
YOL110W	20.0	NA	0.8925	-0.8444850779006299	-0.6690678474044145	NA	NA
YOL111C	176.0	794.2	1.315	1.2982710982714525	1.1629840629729273	1.3716282484272793	0.8261330608372182
YOL112W	28.0	NA	0.4665	-0.49213682280838095	-0.3916563966546011	NA	NA
YOL113W	21.0	NA	1.18	-0.7936015541273999	-0.6290855526867786	NA	NA
YOL114C	NA	NA	0.6446	NA	NA	NA	NA
YOL115W	43.0	539.5	2.258	0.0025091400448746387	-0.03335219959238933	0.10685929680380145	0.1879054576387518
YOL116W	9.0	NA	0.6888	-1.401176963756683	-1.3067344595866646	NA	NA
YOL117W	51.0	NA	0.4792	0.18931001061841743	0.1102243362467151	NA	NA
YOL118C	NA	NA	0.3728	NA	NA	NA	NA
YOL119C	NA	NA	0.7537	NA	NA	NA	NA
YOL120C	NA	NA	NA	NA	NA	NA	NA
YOL121C	NA	589.5	1.012	NA	NA	0.4321188531309122	0.3312173721495446
YOL122C	NA	75.2	1.107	NA	NA	-1.9928654730378756	-2.5820799268115295
YOL123W	NA	553.1	NA	NA	NA	0.19490899109090487	0.2279848143419359
YOL124C	50.0	504.1	0.7121	0.16891199278645583	0.09353520169489546	-0.09317040529738793	0.07933985207156698
YOL125W	61.0	537.0	0.4146	0.3789773215364033	0.261395626950682	0.09166231453150295	0.18044326113765422
YOL126C	244.0	168.0	0.7174	1.5135889315270525	1.442402317996112	-1.532867927437999	-1.5438279263750179
YOL127W	NA	585.3	NA	NA	NA	0.39917484811660264	0.31959127816583005
YOL128C	NA	NA	0.7637	NA	NA	NA	NA
YOL129W	NA	NA	0.5885	NA	NA	NA	NA
YOL130W	13.0	NA	NA	-1.1971932730470463	-1.0175495018818967	NA	NA
YOL131W	NA	NA	0.7781	NA	NA	NA	NA
YOL132W	NA	NA	0.7295	NA	NA	NA	NA
YOL133W	NA	399.2	NA	NA	NA	-0.6394618524871729	-0.2862460322614258
YOL134C	NA	NA	NA	NA	NA	NA	NA
YOL135C	37.0	474.2	NA	-0.1701847241123691	-0.15935223485378258	-0.2652838681602035	-0.01760882770783851
YOL136C	52.0	NA	0.4907	0.20978711012927295	0.12659559257920344	NA	NA
YOL137W	129.0	NA	0.6035	1.0663039018153317	0.8977410907861413	NA	NA
YOL138C	NA	544.2	0.4224	NA	NA	0.1341419659309473	0.20185398776945596
YOL139C	NA	588.1	NA	NA	NA	0.42434660748414327	0.3273499714216295
YOL140W	81.0	NA	NA	0.6752774632720802	0.501688063122935	NA	NA
YOL141W	23.0	402.1	0.4629	-0.6975071194373863	-0.5543027214506029	-0.62638148210322	-0.2750797137721415
YOL142W	242.0	572.8	NA	1.5086041562893426	1.4353575135721706	0.3182194058721324	0.28455873172357854
YOL143C	61.0	494.6	1.266	0.3789773215364033	0.261395626950682	-0.14673594701673193	0.0490870967351818
YOL144W	268.0	504.3	NA	1.5763614436960833	1.522721748234359	-0.09217616540531948	0.07997144863880432
YOL145C	24.0	633.8	NA	-0.6533766109715354	-0.519217705047238	0.7230846345479615	0.4496794020389241
YOL146W	19.0	791.6	NA	-0.8957798188835894	-0.7110011064922753	1.3653830540706087	0.8205776868055015
YOL147C	NA	491.8	0.5954	NA	NA	-0.1640472450826314	0.04007486723390988
YOL148C	25.0	565.5	1.969	-0.6135094449805312	-0.4855090168476737	0.2672543867207064	0.26379345205283367
YOL149W	23.0	546.7	NA	-0.6975071194373863	-0.5543027214506029	0.1523905895074676	0.20923112537677016
YOL150C	NA	NA	1.798	NA	NA	NA	NA
YOL151W	90.0	330.0	0.6452	0.7799242980174864	0.5911926953965199	-0.933893363997578	-0.5759575757923123
YOL152W	NA	NA	0.6946	NA	NA	NA	NA
YOL154W	NA	NA	NA	NA	NA	NA	NA
YOL155C	NA	NA	0.5713	NA	NA	NA	NA
YOL155W-A	NA	NA	NA	NA	NA	NA	NA
YOL156W	NA	NA	NA	NA	NA	NA	NA
YOL157C	NA	NA	NA	NA	NA	NA	NA
YOL158C	NA	441.4	0.6378	NA	NA	-0.4452987583442239	-0.1302238239511514
YOL159C	NA	NA	0.4367	NA	NA	NA	NA
YOL159C-A	2.0	1076.9	NA	-5.199337582605575	-2.34150278073377	1.783284003484353	1.353022166925751
YOL160W	NA	NA	0.532	NA	NA	NA	NA
YOL161C	NA	NA	NA	NA	NA	NA	NA
YOL162W	NA	NA	0.2276	NA	NA	NA	NA
YOL163W	NA	NA	0.5051	NA	NA	NA	NA
YOL164W	NA	NA	NA	NA	NA	NA	NA
YOL164W-A	NA	NA	NA	NA	NA	NA	NA
YOL165C	NA	NA	NA	NA	NA	NA	NA
YOL166C	NA	NA	NA	NA	NA	NA	NA
YOL166W-A	NA	NA	NA	NA	NA	NA	NA
YOR001W	19.0	721.5	0.1877	-0.8957798188835894	-0.7110011064922753	1.1385768576835158	0.6645144627413503
YOR002W	NA	NA	0.5108	NA	NA	NA	NA
YOR003W	NA	NA	0.4704	NA	NA	NA	NA
YOR004W	NA	533.2	NA	NA	NA	0.06861351081553944	0.16904311909510025
YOR005C	NA	NA	0.5604	NA	NA	NA	NA
YOR006C	58.0	275.1	0.3821	0.32822341801540306	0.21876892339182852	-1.165640916061844	-0.8458294457833587
YOR007C	1551.0	609.6	0.4946	2.370239698959903	3.0290040596814722	0.5770846705037079	0.3858861728348352
YOR008C	25.0	323.1	0.4771	-0.6135094449805312	-0.4855090168476737	-0.965724355574968	-0.6076478780760332
YOR008C-A	NA	NA	0.4984	NA	NA	NA	NA
YOR008W-B	NA	NA	NA	NA	NA	NA	NA
YOR009W	NA	NA	0.6361	NA	NA	NA	NA
YOR010C	NA	NA	0.5148	NA	NA	NA	NA
YOR011W	NA	NA	0.4	NA	NA	NA	NA
YOR011W-A	NA	NA	NA	NA	NA	NA	NA
YOR012W	NA	NA	0.4849	NA	NA	NA	NA
YOR013W	NA	NA	0.6407	NA	NA	NA	NA
YOR014W	18.0	527.8	0.7465	-0.9515182841460368	-0.7550857199573989	0.03181310176195702	0.15272174350014778
YOR015W	NA	NA	0.4903	NA	NA	NA	NA
YOR016C	606.0	586.6	0.4072	1.9421388606856596	2.2221665666440567	0.41290027487906894	0.3231975024009764
YOR017W	19.0	402.5	0.5764	-0.8957798188835894	-0.7110011064922753	-0.623435407612527	-0.2735449850684715
YOR018W	16.0	486.3	0.3357	-1.0509244426943405	-0.8506798058769761	-0.1963849822714728	0.022242659491388542
YOR019W	NA	NA	0.1953	NA	NA	NA	NA
YOR020C	NA	795.5	NA	NA	NA	1.3749225831461755	0.8289048628156184
YOR020W-A	NA	278.6	NA	NA	NA	-1.147458031726777	-0.8272980439314889
YOR021C	129.0	550.6	0.4357	1.0663039018153317	0.8977410907861413	0.17458711520868242	0.2206815494331122
YOR022C	48.0	485.7	0.1926	0.12958231367213702	0.05915221036229713	-0.2008180598924123	0.020286818159958614
YOR023C	24.0	59.2	1.141	-0.6533766109715354	-0.519217705047238	-2.0723083807749965	-2.8683880337882863
YOR024W	NA	NA	0.4724	NA	NA	NA	NA
YOR025W	3.0	NA	1.033	-1.8312243273394466	-2.0942510821168634	NA	NA
YOR026W	22.0	604.9	1.7480000000000002	-0.7463509261747352	-0.5908810262331535	0.5467003923959779	0.37324381354969716
YOR027W	89.0	987.3	0.6791	0.7731401540191062	0.5816956875663061	1.6567191416795284	1.2004736245456447
YOR028C	NA	39.0	0.7378	NA	NA	-2.2910222721849696	-3.3437757551525604
YOR029W	NA	NA	0.616	NA	NA	NA	NA
YOR030W	NA	NA	0.5757	NA	NA	NA	NA
YOR031W	NA	NA	0.5660000000000001	NA	NA	NA	NA
YOR032C	NA	NA	0.4982	NA	NA	NA	NA
YOR032W-A	NA	NA	NA	NA	NA	NA	NA
YOR033C	2.0	NA	0.5009	-5.199337582605575	-2.34150278073377	NA	NA
YOR034C	NA	126.5	0.5727	NA	NA	-1.7343675136424674	-1.9240089838690788
YOR034C-A	NA	NA	NA	NA	NA	NA	NA
YOR035C	38.0	457.2	1.5130000000000001	-0.1409772839403474	-0.13702736237019134	-0.35883838077109126	-0.07510678385030814
YOR036W	NA	568.5	0.7209	NA	NA	0.2884486976979757	0.2723549626603905
YOR037W	147.0	506.1	0.3299	1.1587026642704195	1.009194105227066	-0.07697427359029642	0.08564611521225939
YOR038C	29.0	496.0	1.022	-0.4528584793924642	-0.3625193200055658	-0.1369491850766483	0.05357671948251149
YOR039W	NA	638.0	1.3730000000000002	NA	NA	0.7546642694731029	0.4605362031235546
YOR040W	252.0	374.2	0.4992	1.5382107948623436	1.4700178562913206	-0.7562954149306671	-0.38552127753088117
YOR041C	NA	NA	0.4913	NA	NA	NA	NA
YOR042W	3.0	597.9	0.6141	-1.8312243273394466	-2.0942510821168634	0.4896694497340031	0.35425673121778767
YOR043W	41.0	NA	0.6345	-0.050203829430400866	-0.07333436230079808	NA	NA
YOR044W	7.0	NA	0.4028	-1.5175450472144199	-1.4985177290224745	NA	NA
YOR045W	NA	480.2	0.2756	NA	NA	-0.23679888988190287	0.002260498145542066
YOR046C	70.0	605.6	NA	0.532189730919304	0.37789178990204075	0.552686140693256	0.3751320784338251
YOR047C	8.0	NA	0.4046	-1.4532795741807998	-1.3972877731618984	NA	NA
YOR048C	NA	480.8	NA	NA	NA	-0.2313778433945059	0.004235634466217735
YOR049C	NA	NA	0.3797	NA	NA	NA	NA
YOR050C	NA	NA	0.5678	NA	NA	NA	NA
YOR051C	NA	625.0	0.5456	NA	NA	0.6656579668538486	0.42672899958790506
YOR052C	103.0	37.9	0.6807	0.8827388667011026	0.7059576893411043	-2.307261014901398	-3.3752531183246592
YOR053W	NA	NA	0.39299999999999996	NA	NA	NA	NA
YOR054C	NA	387.9	0.7834	NA	NA	-0.6907155317004888	-0.3304343754411212
YOR055W	NA	NA	0.331	NA	NA	NA	NA
YOR056C	234.0	474.2	NA	1.486578441224714	1.4065862344919755	-0.2652838681602035	-0.01760882770783851
YOR057W	34.0	626.3	NA	-0.2639845916795205	-0.23003274734247062	0.6723752908374404	0.43013688549783785
YOR058C	3.0	4291.2	0.966	-1.8312243273394466	-2.0942510821168634	2.679610122156751	4.040272621196824
YOR059C	NA	NA	0.4643	NA	NA	NA	NA
YOR060C	21.0	NA	NA	-0.7936015541273999	-0.6290855526867786	NA	NA
YOR061W	54.0	628.1	0.5232	0.2561982008475938	0.15843106984342087	0.685508251003077	0.43484543330432
YOR062C	32.0	NA	1.034	-0.32822341801540306	-0.28060389820929577	NA	NA
YOR063W	120.0	553.3	NA	1.0103819916421055	0.8360799767433065	0.19587816508087597	0.22856784439760292
YOR064C	NA	NA	0.769	NA	NA	NA	NA
YOR065W	161.0	NA	1.094	1.2142466861626078	1.086875859094688	NA	NA
YOR066W	NA	NA	0.4908	NA	NA	NA	NA
YOR067C	NA	NA	0.5835	NA	NA	NA	NA
YOR068C	NA	NA	0.3403	NA	NA	NA	NA
YOR069W	18.0	624.0	0.5063	-0.9515182841460368	-0.7550857199573989	0.6573608710618605	0.4241033839783296
YOR070C	21.0	527.0	0.3258	-0.7936015541273999	-0.6290855526867786	0.02781900601791661	0.15029152211049945
YOR071C	11.0	NA	1.25	-1.2924648930969886	-1.150036074544992	NA	NA
YOR072W	NA	NA	0.7794	NA	NA	NA	NA
YOR072W-A	NA	NA	NA	NA	NA	NA	NA
YOR072W-B	NA	NA	NA	NA	NA	NA	NA
YOR073W	11.0	NA	0.4331	-1.2924648930969886	-1.150036074544992	NA	NA
YOR073W-A	NA	NA	NA	NA	NA	NA	NA
YOR074C	NA	623.2	NA	NA	NA	0.6507903218918167	0.42200027585417077
YOR075W	NA	250.5	NA	NA	NA	-1.2668780960667378	-0.9821315984867502
YOR076C	20.0	392.1	0.7185	-0.8444850779006299	-0.6690678474044145	-0.6672445883177814	-0.31388236483901405
YOR077W	38.0	NA	NA	-0.1409772839403474	-0.13702736237019134	NA	NA
YOR078W	83.0	189.8	0.8695	0.7039217888285135	0.5223989907935911	-1.4437167519697856	-1.3756037130784102
YOR079C	NA	NA	0.6673	NA	NA	NA	NA
YOR080W	NA	NA	4.141	NA	NA	NA	NA
YOR081C	17.0	127.9	0.3668	-1.002056477837372	-0.8015544200675093	-1.7276335604111395	-1.9095441009478942
YOR082C	NA	NA	0.4916	NA	NA	NA	NA
YOR083W	71.0	NA	0.7228	0.5423352337895949	0.3899124181304959	NA	NA
YOR084W	63.0	NA	0.2513	0.4238548524557396	0.28868246226992	NA	NA
YOR085W	117.0	541.5	0.6674	0.9937998476648138	0.8145024084954449	0.11641757492723183	0.19385376587037897
YOR086C	318.0	592.5	0.7771	1.648086332802861	1.6692424858698731	0.4593319960623817	0.33947804474541277
YOR087W	NA	899.8	NA	NA	NA	1.5588683234485965	1.0394919126640463
YOR089C	NA	313.2	0.3956	NA	NA	-1.0012845032991708	-0.6541507345555331
YOR090C	27.0	449.9	0.735	-0.5249763962160622	-0.421816148787508	-0.39560695475749325	-0.10036467322220567
YOR091W	45.0	411.0	0.373	0.06151263655249807	0.004852326861235329	-0.5874097209082562	-0.2412389236490938
YOR092W	3.0	NA	0.5838	-1.8312243273394466	-2.0942510821168634	NA	NA
YOR093C	NA	335.8	0.6344	NA	NA	-0.9049464503945743	-0.5497580365084548
YOR094W	NA	573.5	0.4953	NA	NA	0.3221015193945398	0.2865379054347227
YOR095C	NA	529.9	NA	NA	NA	0.04677603588968231	0.159085988251212
YOR096W	NA	596.7	0.8143	NA	NA	0.4829469803927606	0.3509825614943295
YOR097C	NA	284.9	0.5073	NA	NA	-1.118870010629171	-0.7944410028094483
YOR098C	21.0	298.7	NA	-0.7936015541273999	-0.6290855526867786	-1.052082389560622	-0.7246005986017332
YOR099W	3.0	184.7	0.6053	-1.8312243273394466	-2.0942510821168634	-1.4662641787502613	-1.4134100104822989
YOR100C	NA	NA	0.5274	NA	NA	NA	NA
YOR101W	106.0	420.8	0.5918	0.9051888168927786	0.7303990657659514	-0.5406424635723077	-0.20469928424047473
YOR102W	NA	NA	NA	NA	NA	NA	NA
YOR103C	NA	427.0	NA	NA	NA	-0.503497390391875	-0.18195956683249273
YOR104W	69.0	NA	0.7399	0.5163562651199474	0.3657006057519182	NA	NA
YOR105W	NA	NA	0.6073	NA	NA	NA	NA
YOR106W	13.0	467.6	0.4954	-1.1971932730470463	-1.0175495018818967	-0.3004050354956982	-0.03971711610848799
YOR107W	NA	NA	0.6607	NA	NA	NA	NA
YOR108C-A	NA	NA	NA	NA	NA	NA	NA
YOR108W	38.0	387.9	0.4023	-0.1409772839403474	-0.13702736237019134	-0.6907155317004888	-0.3304343754411212
YOR109W	68.0	631.0	0.7321	0.500651207993653	0.35333411334794523	0.7052042894949211	0.44240699079645834
YOR110W	32.0	405.6	NA	-0.32822341801540306	-0.28060389820929577	-0.6089726877092596	-0.2616952211308933
YOR111W	42.0	421.6	0.6551	-0.02509400752630838	-0.053110812697323505	-0.5356619689653368	-0.20174895722199698
YOR112W	39.0	677.4	0.6686	-0.10936510116177109	-0.115267621388659	0.9563367118580949	0.5594868192980678
YOR113W	6.0	184.5	0.7713	-1.5887709585727845	-1.6132828549762859	-1.4675524873944754	-1.4149108155517267
YOR114W	NA	NA	0.7579	NA	NA	NA	NA
YOR115C	NA	NA	0.1972	NA	NA	NA	NA
YOR116C	NA	306.6	NA	NA	NA	-1.0197475064105166	-0.6858613340002604
YOR117W	NA	590.6	NA	NA	NA	0.4392962548085553	0.3342504883559748
YOR118W	86.0	423.5	0.3747	0.741387603841135	0.5525586109172701	-0.5208342098146438	-0.19476123076014945
YOR119C	NA	NA	NA	NA	NA	NA	NA
YOR120W	45.0	284.2	0.4515	0.06151263655249807	0.004852326861235329	-1.1211748008599862	-0.7980607037927044
YOR121C	NA	NA	0.2757	NA	NA	NA	NA
YOR122C	NA	647.6	NA	NA	NA	0.8164128398452947	0.4851219957160867
YOR123C	49.0	550.6	0.861	0.15112149093066193	0.07651564804715083	0.17458711520868242	0.2206815494331122
YOR124C	80.0	666.5	0.6887	0.6611618742897374	0.4911423739910718	0.9091705721242322	0.5326198919824453
YOR125C	NA	484.6	0.6958	NA	NA	-0.20850480039233113	0.016695690023859698
YOR126C	NA	558.5	0.2945	NA	NA	0.22391579796511588	0.2436631702294688
YOR127W	37.0	NA	1.082	-0.1701847241123691	-0.15935223485378258	NA	NA
YOR128C	NA	637.3	0.7379	NA	NA	0.7478092259847821	0.4587310277369276
YOR129C	24.0	367.1	0.3282	-0.6533766109715354	-0.519217705047238	-0.7799449674615334	-0.4147573608785676
YOR130C	23.0	746.7	0.4036	-0.6975071194373863	-0.5543027214506029	1.239947511290486	0.7220663845326222
YOR131C	23.0	790.0	0.5818	-0.6975071194373863	-0.5543027214506029	1.3610785464767465	0.8171511611474893
YOR132W	20.0	706.6	0.7803	-0.8444850779006299	-0.6690678474044145	1.0862175648530756	0.629664319933126
YOR133W	155.0	NA	0.6123	1.1946284406765848	1.0544394758278142	NA	NA
YOR134W	NA	NA	0.5235	NA	NA	NA	NA
YOR135C	NA	NA	0.6405	NA	NA	NA	NA
YOR136W	NA	929.4	0.7855	NA	NA	1.5899574769626823	1.0954065155668218
YOR137C	NA	NA	0.6749	NA	NA	NA	NA
YOR138C	30.0	635.0	0.6641	-0.41016940620520764	-0.33433772614370716	0.7324944680016764	0.4527876651887445
YOR139C	NA	NA	0.4935	NA	NA	NA	NA
YOR140W	23.0	549.6	0.6394	-0.6975071194373863	-0.5543027214506029	0.16556215889235468	0.2177522306012349
YOR141C	199.0	689.6	1.23	1.3781137589543457	1.267982486245156	1.0156289427005163	0.5891190933018067
YOR142W	1026.0	503.1	0.6679	2.153322815049374	2.674130254399805	-0.09857853542789531	0.0761786231087468
YOR143C	82.0	623.6	NA	0.6895289039903834	0.5121059673227748	0.65392739667223	0.4230521209472627
YOR144C	2.0	NA	1.6540000000000001	-5.199337582605575	-2.34150278073377	NA	NA
YOR145C	NA	316.1	NA	NA	NA	-0.9908813533582312	-0.6403990418610953
YOR146W	NA	NA	NA	NA	NA	NA	NA
YOR147W	32.0	NA	0.7795	-0.32822341801540306	-0.28060389820929577	NA	NA
YOR148C	NA	186.9	NA	NA	NA	-1.4552194930542344	-1.3969927076030586
YOR149C	NA	760.2	NA	NA	NA	1.268956932524711	0.7522113636874374
YOR150W	NA	430.1	0.2494	NA	NA	-0.488481703212575	-0.17069629161503058
YOR151C	NA	396.9	NA	NA	NA	-0.6456307492759821	-0.2951519176636735
YOR152C	69.0	NA	0.595	0.5163562651199474	0.3657006057519182	NA	NA
YOR153W	89.0	490.4	0.6559999999999999	0.7731401540191062	0.5816956875663061	-0.17008554036524945	0.035552143934881146
YOR154W	21.0	NA	0.3453	-0.7936015541273999	-0.6290855526867786	NA	NA
YOR155C	50.0	735.7	0.688	0.16891199278645583	0.09353520169489546	1.203851615249876	0.6971539632982668
YOR156C	19.0	NA	0.7642	-0.8957798188835894	-0.7110011064922753	NA	NA
YOR157C	254.0	96.8	NA	1.5470309389055115	1.4767853093287109	-1.8552687170379896	-2.2687712162175337
YOR158W	54.0	384.8	0.7006	0.2561982008475938	0.15843106984342087	-0.7095998148224683	-0.3427507318813168
YOR159C	NA	NA	NA	NA	NA	NA	NA
YOR160W	68.0	526.1	NA	0.500651207993653	0.35333411334794523	0.01881964145130391	0.14755371590756514
YOR161C	43.0	NA	0.5884	0.0025091400448746387	-0.03335219959238933	NA	NA
YOR161C-C	NA	NA	NA	NA	NA	NA	NA
YOR161W-A	NA	NA	NA	NA	NA	NA	NA
YOR161W-B	NA	NA	NA	NA	NA	NA	NA
YOR162C	NA	NA	0.5839	NA	NA	NA	NA
YOR163W	NA	417.0	0.6625	NA	NA	-0.5572298796006346	-0.21877973462760358
YOR164C	272.0	451.6	0.7246	1.5844991770352503	1.5354077029683917	-0.3870776830245226	-0.09445129795548272
YOR165W	135.0	555.3	0.8439	1.0864560455350232	0.9365203854154183	0.20782281696666713	0.23438816621636008
YOR166C	NA	875.2	0.6408	NA	NA	1.5222173341293639	0.9918006742899648
YOR167C	117.0	608.4	1.055	0.9937998476648138	0.8145024084954449	0.5683602214032376	0.3826663539097561
YOR168W	25.0	638.5	NA	-0.6135094449805312	-0.4855090168476737	0.7612998175397978	0.46182456794865584
YOR169C	NA	NA	NA	NA	NA	NA	NA
YOR170W	NA	NA	0.6363	NA	NA	NA	NA
YOR171C	47.0	297.4	0.6164	0.11062728256906962	0.04143076365301315	-1.0626005199812274	-0.7310597952009883
YOR172W	92.0	NA	0.9184	0.7936015541273999	0.6098772814281643	NA	NA
YOR173W	NA	569.5	0.5223	NA	NA	0.2939857808389507	0.2752001377889383
