"","cor","beta","pval_beta","adjp_beta","ratio","iter"
"SAT4","-0.2508341","-0.02107897"," 1.26218e-86"," 83.11142","0.945269"," 46"
"CHL1"," 0.2482608"," 0.01708640"," 7.46290e-85"," 81.33963","0.891993"," 88"
"ATG21"," 0.2479595"," 0.01838145"," 1.20423e-84"," 81.13183","0.936940","108"
"ATG23","-0.2470020","-0.01984464"," 5.84045e-84"," 80.44609","0.919127"," 69"
"PIF1"," 0.2466135"," 0.02151151"," 1.01231e-83"," 80.20723","0.848346","107"
"FZF1","-0.2459197","-0.01928678"," 3.01783e-83"," 79.73284","0.925165"," 99"
"SAN1","-0.2438615","-0.02810095"," 7.55462e-82"," 78.33433","0.923986","328"
"UBC8","-0.2438372","-0.02510325"," 7.84588e-82"," 78.31790","0.914808","167"
"ENV11"," 0.2431444"," 0.02728048"," 2.30316e-81"," 77.85022","0.792735","163"
"SRP40","-0.2429580","-0.03492629"," 3.07565e-81"," 77.72460","0.864298","355"
"URE2","-0.2418841","-0.02771393"," 1.66919e-80"," 76.99003","0.914252"," 42"
"NGG1"," 0.2408389"," 0.05365530"," 8.09250e-80"," 76.30446","0.877395"," 93"
"SIR2","-0.2402973","-0.02741344"," 2.09237e-79"," 75.89190","0.946752"," 26"
"GCN5"," 0.2400400"," 0.05452813"," 2.75353e-79"," 75.77265","0.875786"," 93"
"RPS0B","-0.2399230","-0.03774673"," 3.29318e-79"," 75.69492","0.754737","641"
"SRO9"," 0.2397761"," 0.04222068"," 4.12247e-79"," 75.59738","0.911539","286"
"RPA14","-0.2394976","-0.02173936"," 6.30725e-79"," 75.41270","0.902185"," 87"
"POL32"," 0.2392220"," 0.02079246"," 9.60270e-79"," 75.23015","0.910939","135"
"STE5","-0.2372751","-0.01966447"," 2.06840e-77"," 73.89690","0.930832"," 32"
"STE20"," 0.2368719"," 0.01415861"," 3.58506e-77"," 73.65804","0.938932"," 41"
"DEF1"," 0.2363359"," 0.06882463"," 7.58254e-77"," 73.33272","0.846695","293"
"MIH1","-0.2351823","-0.02335487"," 4.27637e-76"," 72.58146","0.911310","147"
"RPH1"," 0.2339022"," 0.02063775"," 2.96624e-75"," 71.74033","0.833123","107"
"SWC3","-0.2288704","-0.02058915"," 4.67214e-72"," 68.54302","0.873245","121"
"PTK2"," 0.2287513"," 0.01801517"," 5.55323e-72"," 68.46799","0.929447"," 69"
"HCR1"," 0.2284583"," 0.03357577"," 8.49059e-72"," 68.28360","0.905529","130"
"UBA4","-0.2284474","-0.03419995"," 8.62636e-72"," 68.27671","0.888619","155"
"SCP160","-0.2281237","-0.02436468"," 1.37798e-71"," 68.07330","0.929606","204"
"SWT21","-0.2278993","-0.02995174"," 1.90571e-71"," 67.93248","0.913824"," 82"
"RCM1","-0.2276724","-0.03179758"," 2.64444e-71"," 67.79021","0.877240","174"
"SHR5"," 0.2260517"," 0.02156762"," 2.71515e-70"," 66.77875","0.923068"," 84"
"EBS1"," 0.2232408"," 0.01755564"," 1.47632e-68"," 65.04336","0.839797","132"
"MMS1"," 0.2226743"," 0.02540609"," 3.28098e-68"," 64.69654","0.897449","130"
"PIH1"," 0.2225710"," 0.02461715"," 3.79466e-68"," 64.63337","0.862543"," 98"
"SRB5"," 0.2219463"," 0.04175088"," 9.12719e-68"," 64.25220","0.871232","105"
"DEG1"," 0.2217647"," 0.03150192"," 1.17746e-67"," 64.14159","0.886373","126"
"IRS4"," 0.2217588"," 0.01793255"," 1.21764e-67"," 64.12702","0.909275"," 56"
"ACE2"," 0.2206916"," 0.02163498"," 5.54830e-67"," 63.46838","0.922480"," 50"
"STP2","-0.2202985","-0.01610256"," 9.12401e-67"," 63.25235","0.906649"," 56"
"ARG82"," 0.2202681"," 0.04317226"," 9.51813e-67"," 63.23399","0.894226"," 53"
"HIR2"," 0.2200432"," 0.01557336"," 1.30118e-66"," 63.09820","0.922935","106"
"RAD6"," 0.2196999"," 0.06329080"," 2.09585e-66"," 62.89118","0.847526","312"
"RTG1","-0.2187655","-0.01454500"," 8.42849e-66"," 62.28679","0.928691"," 40"
"YLR278C","-0.2175313","-0.01709400"," 4.17673e-65"," 61.59170","0.910913"," 83"
"SER2"," 0.2154142"," 0.01550388"," 7.69521e-64"," 60.32632","0.911871"," 63"
"SUB1"," 0.2134998"," 0.01968119"," 9.98241e-63"," 59.21330","0.934001"," 98"
"SPT7"," 0.2130779"," 0.05518464"," 1.75932e-62"," 58.96720","0.864332"," 83"
"PGD1"," 0.2120498"," 0.03545317"," 6.96386e-62"," 58.36969","0.838447"," 66"
"EAF5"," 0.2117200"," 0.02624359"," 1.08113e-61"," 58.17866","0.881411","142"
"MSN2","-0.2103994","-0.01557385"," 6.68423e-61"," 57.38749","0.942936"," 31"
"SWC5"," 0.2075478"," 0.02334385"," 2.64443e-59"," 55.79021","0.876623","113"
"KIN3"," 0.2061568"," 0.02267656"," 1.61138e-58"," 55.00534","0.930425"," 71"
"UBP15","-0.2045576","-0.02188286"," 1.26622e-57"," 54.11003","0.938545"," 36"
"SIW14"," 0.2037490"," 0.02175441"," 3.56727e-57"," 53.66020","0.919403","113"
"BUD13"," 0.2029747"," 0.02906038"," 9.57766e-57"," 53.23128","0.865998","125"
"APN2"," 0.2005028"," 0.01319347"," 2.18196e-55"," 51.87369","0.928423"," 64"
"PET112","-0.2001429","-0.01217327"," 3.49904e-55"," 51.66859","0.911196"," 76"
"UPF3"," 0.2000842"," 0.03559216"," 3.68942e-55"," 51.64558","0.744590"," 74"
"URA7"," 0.2000281"," 0.01716818"," 3.95853e-55"," 51.61501","0.931380"," 98"
"YAP1","-0.1997087","-0.01162861"," 6.15059e-55"," 51.42362","0.933808"," 48"
"PAF1"," 0.1995236"," 0.06882949"," 7.44230e-55"," 51.34083","0.842028","223"
"NUP170"," 0.1991224"," 0.02856595"," 1.22797e-54"," 51.12335","0.908596"," 87"
"IRA2","-0.1990343","-0.04774058"," 1.37054e-54"," 51.07565","0.708338","258"
"LTV1","-0.1989884","-0.03074435"," 1.45122e-54"," 51.05081","0.864101"," 82"
"MRE11"," 0.1982575"," 0.02328558"," 3.60152e-54"," 50.65605","0.858557"," 88"
"YAF9"," 0.1969279"," 0.02444623"," 1.86457e-53"," 49.94196","0.850332","111"
"BRE1"," 0.1967974"," 0.04502319"," 2.18989e-53"," 49.87212","0.887980","196"
"EAF1"," 0.1962589"," 0.03921992"," 4.24556e-53"," 49.58461","0.781199","197"
"VID28","-0.1959846","-0.01766560"," 5.94470e-53"," 49.43841","0.893237"," 60"
"PML39"," 0.1954425"," 0.01317427"," 1.15428e-52"," 49.15023","0.938377"," 72"
"CTR9"," 0.1935995"," 0.06866348"," 1.08564e-51"," 48.17685","0.853758","318"
"SWD1","-0.1908936","-0.02936415"," 2.79842e-50"," 46.76563","0.899974","123"
"VAM6"," 0.1905873"," 0.01691990"," 4.03043e-50"," 46.60719","0.928339"," 70"
"GIS4"," 0.1904704"," 0.01626652"," 4.71842e-50"," 46.53874","0.925567"," 46"
"BUL1","-0.1902875","-0.01585314"," 6.08509e-50"," 46.42827","0.942698"," 33"
"TMA22"," 0.1902141"," 0.02015170"," 6.28041e-50"," 46.41455","0.865565","193"
"TOM1","-0.1895724","-0.02542650"," 1.34363e-49"," 46.08426","0.937639"," 97"
"SAM4","-0.1868756","-0.02616626"," 3.18745e-48"," 44.70910","0.926924"," 82"
"SIR3"," 0.1864903"," 0.02006292"," 5.45556e-48"," 44.47570","0.934703"," 31"
"HXK2"," 0.1854571"," 0.02525448"," 1.65331e-47"," 43.99418","0.863822"," 74"
"LSM7"," 0.1854308"," 0.03206962"," 1.70449e-47"," 43.98095","0.912194","131"
"SLT2","-0.1840971","-0.01217778"," 8.05166e-47"," 43.30665","0.938317"," 52"
"ERF2"," 0.1839671"," 0.01395057"," 9.18537e-47"," 43.24944","0.928633"," 51"
"NCS6"," 0.1817582"," 0.02525760"," 1.13614e-45"," 42.15711","0.847707","163"
"RPN4"," 0.1810951"," 0.01821381"," 2.40232e-45"," 41.83191","0.877874"," 89"
"POG1"," 0.1779312"," 0.01528512"," 8.49034e-44"," 40.28361","0.941499"," 29"
"SNF4","-0.1759331","-0.01759583"," 7.51622e-43"," 39.33654","0.937768"," 82"
"SET2"," 0.1743351"," 0.02342861"," 4.20890e-42"," 38.58837","0.819369"," 99"
"SAE2"," 0.1736274"," 0.02295380"," 9.04108e-42"," 38.25632","0.925388","374"
"APQ12","-0.1732762","-0.01888498"," 1.31967e-41"," 38.09208","0.888131"," 78"
"RIM101"," 0.1730984"," 0.01420911"," 1.59762e-41"," 38.00907","0.940367"," 29"
"RCO1"," 0.1730979"," 0.01751095"," 1.59843e-41"," 38.00885","0.864316"," 98"
"HAP3"," 0.1722147"," 0.01472223"," 4.11923e-41"," 37.59772","0.934924"," 54"
"REV3","-0.1715285","-0.00985645"," 8.56319e-41"," 37.27990","0.935459"," 75"
"RTT103"," 0.1709181"," 0.01661593"," 1.66244e-40"," 36.99179","0.782154"," 90"
"LEU3","-0.1699682","-0.01158515"," 4.47135e-40"," 36.56210","0.945922"," 41"
"PDE2","-0.1697670","-0.02066526"," 5.52715e-40"," 36.47004","0.892610"," 67"
"HNT3","-0.1695407","-0.01294029"," 7.01329e-40"," 36.36662","0.894143"," 73"
"SPT2","-0.1694318","-0.01506027"," 7.97969e-40"," 36.31055","0.927424"," 80"
"UME1"," 0.1691828"," 0.01676656"," 1.02132e-39"," 36.20338","0.922655","110"
"ARP8"," 0.1690384"," 0.02770119"," 1.18834e-39"," 36.13760","0.814385","159"
"SRN2"," 0.1688497"," 0.01153064"," 1.44814e-39"," 36.05173","0.931007"," 43"
"MSH2"," 0.1683248"," 0.01886429"," 2.54297e-39"," 35.80720","0.933933"," 63"
"SAM3"," 0.1677051"," 0.01885318"," 4.77940e-39"," 35.53317","0.877580","133"
"SEM1"," 0.1673569"," 0.02506280"," 6.86136e-39"," 35.37613","0.856512"," 99"
"HIR1","-0.1664774","-0.01450258"," 1.70409e-38"," 34.98105","0.905128","125"
"GAT2"," 0.1662501"," 0.00851013"," 2.15412e-38"," 34.87927","0.939620"," 68"
"MSN5"," 0.1644372"," 0.02355874"," 1.37933e-37"," 34.07287","0.877608"," 81"
"DST1"," 0.1618590"," 0.01548626"," 1.88972e-36"," 32.93614","0.921412"," 94"
"PUF3"," 0.1616540"," 0.01026147"," 2.28952e-36"," 32.85279","0.903273"," 34"
"FUS3","-0.1616085","-0.02165421"," 2.39615e-36"," 32.83303","0.924997"," 64"
"PAP2"," 0.1612655"," 0.01973383"," 3.37535e-36"," 32.68422","0.820225"," 86"
"MUD2","-0.1606942","-0.01326425"," 5.96244e-36"," 32.43712","0.874309"," 90"
"SKN7","-0.1600283","-0.01320455"," 1.18495e-35"," 32.13884","0.904798"," 57"
"ELG1"," 0.1599655"," 0.01137781"," 1.22846e-35"," 32.12318","0.920173"," 60"
"CDC73"," 0.1582555"," 0.03577556"," 6.60869e-35"," 31.39242","0.824112","164"
"HOS2","-0.1573499","-0.01705615"," 1.59897e-34"," 31.00870","0.922578","190"
"YGR122W","-0.1572290","-0.01334912"," 1.79839e-34"," 30.95765","0.946257"," 36"
"RTS1"," 0.1570592"," 0.01651379"," 2.14768e-34"," 30.88057","0.885998"," 51"
"ELP6","-0.1564205","-0.03210318"," 3.93776e-34"," 30.61729","0.874494","106"
"ATG10","-0.1553483","-0.01357892"," 1.10625e-33"," 30.16869","0.886733"," 91"
"RAD5"," 0.1551741"," 0.01981575"," 1.30745e-33"," 30.09611","0.880797","138"
"RAS2"," 0.1545566"," 0.01225868"," 2.38936e-33"," 29.83426","0.922661"," 67"
"BUD22","-0.1545099","-0.02497253"," 2.46819e-33"," 29.82016","0.877395","108"
"MAC1"," 0.1535010"," 0.01042768"," 6.52257e-33"," 29.39812","0.920343"," 51"
"RTG2"," 0.1524774"," 0.01380710"," 1.69522e-32"," 28.98331","0.931606"," 41"
"RAD55"," 0.1523597"," 0.01097890"," 1.89364e-32"," 28.93524","0.892019","101"
"HTZ1"," 0.1520792"," 0.02077789"," 2.46491e-32"," 28.82074","0.865806","104"
"YPR153W","-0.1506593","-0.01038320"," 9.50884e-32"," 28.23441","0.910019"," 44"
"EFG1"," 0.1454705"," 0.01841100"," 1.06291e-29"," 26.18604","0.860352"," 98"
"VPS71"," 0.1453253"," 0.01561408"," 1.21073e-29"," 26.12949","0.869452","137"
"SPT4"," 0.1442883"," 0.02395150"," 3.05562e-29"," 25.72744","0.879203","103"
"UBR1"," 0.1431911"," 0.02354206"," 8.07781e-29"," 25.30525","0.897101","550"
"CAC2","-0.1423259","-0.02054415"," 1.72938e-28"," 24.97465","0.840070"," 84"
"NOP6"," 0.1417938"," 0.01272167"," 2.78360e-28"," 24.76793","0.940788"," 65"
"MBP1"," 0.1417178"," 0.01118123"," 2.97471e-28"," 24.73910","0.883302"," 73"
"MCK1"," 0.1414010"," 0.02409068"," 3.88158e-28"," 24.62353","0.884412","108"
"ADD66","-0.1412675","-0.01544129"," 4.40461e-28"," 24.56863","0.904082","106"
"SIR4"," 0.1404788"," 0.01507977"," 9.18292e-28"," 24.24956","0.942646"," 32"
"EAF3"," 0.1384278"," 0.01270798"," 5.03361e-27"," 23.51066","0.863800"," 97"
"RPD3"," 0.1383683"," 0.03122322"," 5.29525e-27"," 23.48865","0.838553","116"
"PEP5"," 0.1375424"," 0.01955238"," 1.06807e-26"," 23.18394","0.894476"," 70"
"MFT1"," 0.1372514"," 0.01431002"," 1.36628e-26"," 23.07700","0.916176"," 57"
"SDC1","-0.1364873","-0.01963995"," 2.60104e-26"," 22.79739","0.890282","128"
"TSR2","-0.1357228","-0.01919091"," 4.93579e-26"," 22.51918","0.889658","240"
"CAR2"," 0.1356652"," 0.01163715"," 5.27692e-26"," 22.49016","0.937401"," 57"
"RFM1"," 0.1336111"," 0.01230231"," 2.91965e-25"," 21.74721","0.934628"," 26"
"RME1","-0.1329376","-0.00987047"," 4.98037e-25"," 21.51528","0.939548"," 69"
"NPR2"," 0.1323762"," 0.00889158"," 7.80494e-25"," 21.32017","0.937953"," 54"
"SGF29"," 0.1316370"," 0.01787378"," 1.42272e-24"," 21.05942","0.868069"," 87"
"TPK3"," 0.1300762"," 0.01154850"," 5.04097e-24"," 20.51003","0.935199"," 81"
"DPB4"," 0.1299393"," 0.01115916"," 5.57608e-24"," 20.46621","0.893089"," 68"
"UBP6"," 0.1295457"," 0.01052660"," 7.69925e-24"," 20.32609","0.932528"," 61"
"NAM7"," 0.1282717"," 0.01721213"," 2.09610e-23"," 19.89113","0.740034"," 68"
"OCA2"," 0.1279403"," 0.01221090"," 2.74411e-23"," 19.77414","0.929730"," 96"
"TIF4631","-0.1275115","-0.01425855"," 3.84276e-23"," 19.62790","0.937436"," 68"
"NRP1"," 0.1271210"," 0.00829091"," 5.21671e-23"," 19.49514","0.895391"," 66"
"SIN3"," 0.1254998"," 0.02632952"," 1.82234e-22"," 18.95191","0.827896","125"
"SPT8","-0.1245148","-0.01675814"," 3.88490e-22"," 18.62316","0.892200"," 48"
"USA1"," 0.1234367"," 0.01088370"," 8.83481e-22"," 18.26634","0.947520","173"
"TIP41","-0.1230128","-0.01083272"," 1.21799e-21"," 18.12690","0.920894","112"
"PBS2"," 0.1219220"," 0.01002483"," 2.78964e-21"," 17.76699","0.895920"," 62"
"SOH1"," 0.1214507"," 0.01985227"," 3.93849e-21"," 17.61721","0.887314","123"
"ECM30","-0.1209855","-0.00847506"," 5.61142e-21"," 17.46347","0.925510"," 50"
"MSI1","-0.1205890","-0.01397899"," 7.47599e-21"," 17.33887","0.889463"," 49"
"RIM15","-0.1180099","-0.01223508"," 4.95248e-20"," 16.51772","0.943891"," 98"
"HAP4"," 0.1159690"," 0.01226165"," 2.14781e-19"," 15.88054","0.949184"," 69"
"RAD23"," 0.1137514"," 0.00824768"," 1.03399e-18"," 15.19802","0.940138"," 46"
"UBP13"," 0.1123527"," 0.00677122"," 2.82052e-18"," 14.76221","0.948890"," 26"
"CLA4"," 0.1109927"," 0.00869853"," 6.94292e-18"," 14.37100","0.935115"," 74"
"YCK3","-0.1097030","-0.00832347"," 1.66420e-17"," 13.99133","0.945295"," 46"
"BMH1","-0.1095690","-0.01527740"," 1.81026e-17"," 13.95480","0.933171"," 87"
"OCA6"," 0.1073020"," 0.00989611"," 8.24577e-17"," 13.29631","0.930216"," 66"
"YLR352W"," 0.1071541"," 0.01006088"," 9.03603e-17"," 13.25656","0.905973","114"
"PUS7","-0.1053142","-0.00991478"," 3.00314e-16"," 12.73496","0.936432"," 92"
"ARP6"," 0.1052294"," 0.01099527"," 3.17245e-16"," 12.71114","0.864178","122"
"CHD1","-0.1037942","-0.01172400"," 7.97479e-16"," 12.31082","0.824385","132"
"HHF1"," 0.1035253"," 0.00795680"," 9.46488e-16"," 12.23642","0.913339","134"
"CTF8"," 0.1030767"," 0.00925524"," 1.25830e-15"," 12.11275","0.902917"," 99"
"ITC1"," 0.1027750"," 0.00978527"," 1.53115e-15"," 12.02752","0.890698"," 57"
"STE11","-0.1012432","-0.00919571"," 4.02085e-15"," 11.60822","0.948201"," 45"
"SLX9","-0.0989520","-0.01012542"," 1.63773e-14"," 10.99830","0.929228"," 83"
"NCE102","-0.0988112","-0.00701307"," 1.80196e-14"," 10.95680","0.938823"," 44"
"PIN4","-0.0982619","-0.00905727"," 2.47614e-14"," 10.81877","0.889620"," 67"
"LGE1"," 0.0979897"," 0.02002211"," 2.91805e-14"," 10.74745","0.915950","170"
"BRE2","-0.0947235","-0.01373830"," 2.02171e-13","  9.90682","0.904022"," 84"
"RPA12"," 0.0933001"," 0.01036923"," 4.60552e-13","  9.54926","0.868176","156"
"LDB7","-0.0927877","-0.01094540"," 6.17606e-13","  9.42183","0.866357","135"
"HMO1","-0.0925250","-0.01350675"," 7.17380e-13","  9.35679","0.869527","194"
"NCS2","-0.0924570","-0.01289096"," 7.45708e-13","  9.33997","0.875050","147"
"RXT2"," 0.0914926"," 0.01461276"," 1.28729e-12","  9.10286","0.803131","106"
"TGS1"," 0.0909889"," 0.01146133"," 1.70821e-12","  8.98000","0.833657","112"
"ASI2"," 0.0898625"," 0.00821750"," 3.21149e-12","  8.70583","0.911522"," 75"
"KTI12"," 0.0898144"," 0.01029193"," 3.28448e-12","  8.69607","0.921248"," 88"
"PEX5"," 0.0894006"," 0.01008167"," 4.12699e-12","  8.59691","0.823463","137"
"CLN3"," 0.0893331"," 0.00853087"," 4.28328e-12","  8.58076","0.775240","182"
"RRD1","-0.0874117","-0.00743165"," 1.21911e-11","  8.12650","0.880082","107"
"SYC1"," 0.0867154"," 0.00830123"," 1.77126e-11","  7.96426","0.871603"," 62"
"RPA49"," 0.0852711"," 0.01199571"," 3.80877e-11","  7.63176","0.923054","184"
"DEP1"," 0.0822854"," 0.01546211"," 1.78198e-10","  6.96164","0.816123","118"
"PPZ1","-0.0817738","-0.00712030"," 2.31693e-10","  6.84763","0.945621"," 81"
"NKP2","-0.0816871","-0.00969314"," 2.41223e-10","  6.83012","0.827017","263"
"IES1","-0.0814246","-0.00642981"," 2.75308e-10","  6.77272","0.904761"," 93"
"EUG1","-0.0810590","-0.00797489"," 3.31830e-10","  6.69162","0.924004"," 62"
"RTC1","-0.0790663","-0.00593784"," 8.97573e-10","  6.25947","0.922427"," 41"
"RTR1"," 0.0789815"," 0.00886149"," 9.23547e-10","  6.24708","0.897561","167"
"SET1"," 0.0780965"," 0.01214845"," 1.41926e-09","  6.06048","0.888297","169"
"ETP1","-0.0775075","-0.00605545"," 1.88417e-09","  5.93742","0.900553"," 79"
"CLN2"," 0.0768729"," 0.00437820"," 2.55882e-09","  5.80450","0.939096"," 74"
"BRR1"," 0.0767953"," 0.00646813"," 2.64693e-09","  5.78980","0.850236"," 84"
"SAS2"," 0.0767133"," 0.00646312"," 2.76873e-09","  5.77026","0.944940"," 37"
"HEH2"," 0.0713109"," 0.00590600"," 3.28635e-08","  4.69583","0.945827"," 54"
"HDA1"," 0.0710152"," 0.00664805"," 3.73493e-08","  4.64026","0.901110"," 43"
"ASE1","-0.0700079","-0.00435947"," 5.80537e-08","  4.44871","0.930345"," 44"
"ITT1"," 0.0697635"," 0.00618603"," 6.45514e-08","  4.40263","0.709808","201"
"NRG1","-0.0692162","-0.00772375"," 8.17602e-08","  4.30000","0.933708","185"
"EST1"," 0.0686678"," 0.00504143"," 1.03421e-07","  4.19793","0.913260"," 53"
"RTF1"," 0.0684916"," 0.01655682"," 1.11491e-07","  4.16530","0.928717","137"
"FPK1"," 0.0677147"," 0.00524394"," 1.55308e-07","  4.02134","0.945074"," 58"
"HOS4","-0.0666941","-0.00522608"," 2.37460e-07","  3.83695","0.910237","110"
"IKI3","-0.0659377","-0.00841716"," 3.24546e-07","  3.70126","0.914184","130"
