,lambda_1,int_1,beta_1,sigma_1,lambda_2,int_2,beta_2,sigma_2,conv
IRA2,0.827875383291942,-0.0154066935838751,0.0351933910789954,0.268482532083873,0.172124616708058,-0.364336217158284,0.0433838964264687,0.56918636146624,Y
IPK1,0.886189126679623,-0.0183496706315775,-0.0055590561567673,0.212370908131254,0.113810873320377,0.356159344468029,0.0316486433203448,0.839099111297836,Y
IRA1,0.110208586641611,-0.256295190549412,0.0450576863082606,0.577473254130156,0.889791413358389,-0.00560489787005712,0.0107165275495794,0.138318070042066,Y
JJJ1,0.10227799303667,0.146478034964869,0.0262419408201908,0.41493146024194,0.89772200696333,-0.00576680431390702,-0.00596651516473999,0.134556425078417,Y
IST3,0.832990614692684,-0.00106641083732146,-0.00395581278504381,0.133240889179888,0.167009385307316,0.0230456845142386,0.00069586564253957,0.36047537512709,Y
IRS4,0.0817997988947464,0.0383578897573721,-0.0178559691047066,0.333544717097318,0.918200201105254,-0.0134582599829156,0.0065352419561809,0.0819761663581668,Y
JNM1,0.0603296962374496,0.258984598573018,0.0247481383799112,0.361120044989619,0.93967030376255,-0.00966553213267829,-0.00361058510518487,0.108384142357639,Y
KAR3,0.93909568109057,-0.00193076835579414,0.003457644593677,0.148664031917035,0.0609043189094304,0.221491026409774,0.231003805724463,0.755449295293281,Y
RRD1,0.906065556174477,-0.00116589379815264,0.000857177811155884,0.0879781242645456,0.0939344438255229,-0.0372796110407565,-0.0298597042526537,0.291855014015961,Y
RRP8,0.050482570447041,-0.00931319304204959,-0.0524650883050051,0.438632655373078,0.949517429552959,-0.00262283927731653,-0.00968287418759654,0.103929382805836,Y
RSA1,0.105231330191931,-0.403027976283901,-0.0702240022121173,0.650772801750178,0.894768669808069,-0.00298830259076199,0.013484200154589,0.219888215130582,Y
RRP6,0.0622736378985749,0.0313558661692638,-0.0778666796861494,0.629609551655489,0.937726362101425,-0.0196085435610999,-0.00585445393954182,0.178640417359245,Y
RRM3,0.942199850873388,-0.00334305813688198,0.00278723796652331,0.0928202271675431,0.0578001491266124,-0.0259889624880677,-0.0146425500645871,0.343601625576088,Y
RPB9,0.837799339315341,-0.0310385513436925,0.0079396832146991,0.267854804507385,0.162200660684659,-0.181453218569317,0.0169497802755932,0.719134374148724,Y
RNY1,0.128437120749139,0.318276511048048,0.0174565435674522,0.561777847423761,0.871562879250861,-0.0184724255775066,0.000247665854168013,0.180180394057817,Y
RPA49,0.969659814641629,-0.0185591166737024,-0.0116096701322499,0.151691727297161,0.0303401853583712,0.0225802278275954,-0.135447932153751,0.699099363630162,Y
RPA14,0.0569145718676155,-0.221254446217469,-0.013557143588507,0.405013407482067,0.943085428132384,0.00827041510051525,-0.00101447635210655,0.0969343243269125,Y
RPA12,0.918605422557142,-0.00436787610175601,-0.00741275995512006,0.116849082636599,0.0813945774428583,-0.0448244444007678,-0.0804411501564987,0.418330236702104,Y
