ID,Noise SD
YDR384C,-0.4862023145
YDR385W,2.6253115162
YDR386W,
YDR387C,
YDR388W,-0.6936903685
YDR389W,-0.1601798695
YDR390C,-0.3636865287
YDR391C,1.6112058294
YDR392W,
YDR393W,
YDR394W,3.3930306628
YDR395W,0.4435341936
YDR396W,
YDR397C,-0.9101360459
YDR398W,0.9447348569
YDR399W,-1.0863292872
YDR400W,
YDR401W,
YDR402C,
YDR403W,
YDR404C,
YDR405W,-0.5650307005
YDR406W,
YDR406W-A,
YDR407C,
YDR408C,0.602325741
YDR409W,
YDR410C,
YDR411C,-0.3549278309
YDR412W,
YDR413C,
YDR414C,
YDR415C,
YDR416W,
YDR417C,
YDR418W,-1.4401650679
YDR419W,
YDR420W,
YDR421W,
YDR422C,
YDR423C,
YDR424C,-0.1336363636
YDR425W,
YDR426C,
YDR427W,-3.055228436
YDR428C,
YDR429C,
YDR430C,0.0748201305
YDR431W,
YDR432W,
YDR433W,
YDR434W,3.3482263008
YDR435C,
YDR436W,
YDR437W,
YDR438W,
YDR439W,
YDR440W,
YDR441C,
YDR442W,
YDR443C,
YDR444W,
YDR445C,
YDR446W,
YDR447C,-2.4096188146
YDR448W,-1.8297439134
YDR449C,0.4390812613
YDR450W,-0.9022577569
YDR451C,
YDR452W,
YDR453C,6.9078529428
YDR454C,0.5331117708
YDR455C,
YDR456W,
YDR457W,
YDR458C,
YDR459C,
YDR460W,
YDR461C-A,
YDR461W,
YDR462W,-0.9330957825
YDR463W,
YDR464C-A,
YDR464W,
YDR465C,-0.5654330985
YDR466W,
YDR467C,
YDR468C,
YDR469W,
YDR470C,
YDR471W,-2.0677564936
YDR472W,
YDR473C,
YDR474C,
YDR475C,
YDR476C,0.1400756929
YDR477W,0.0900417812
YDR478W,
YDR479C,-1.087752454
YDR480W,
YDR481C,
YDR482C,
YDR483W,
YDR484W,
YDR485C,
YDR486C,-0.5390713477
YDR487C,-0.5900648246
YDR488C,
YDR489W,
YDR490C,
YDR491C,
YDR492W,
YDR493W,
YDR494W,
YDR495C,
YDR496C,0.0773807135
YDR497C,3.7440783678
YDR498C,
YDR499W,
YDR500C,-2.6740845772
YDR501W,
YDR502C,9.082890802
YDR503C,
YDR504C,
YDR505C,
YDR506C,
YDR507C,0.8598498515
YDR508C,0.3464692982
YDR509W,
YDR510C-A,
YDR510W,-1.3989757595
YDR511W,0.1597760021
YDR512C,
YDR513W,
YDR514C,
YDR515W,0.2623544484
YDR516C,4.090738908
YDR517W,-1.5309691139
YDR518W,
YDR519W,
YDR520C,
YDR521W,
YDR522C,
YDR523C,
YDR524C,
YDR524C-A,
YDR524C-B,
YDR524W-C,
YDR525W,
YDR525WA,
YDR525W-A,
YDR526C,
YDR527W,-0.7911701598
YDR528W,
YDR529C,5.4869811936
YDR530C,
YDR531W,-0.52569101
YDR532C,
YDR533C,6.8722834769
YDR534C,
YDR535C,
YDR536W,
YDR537C,
YDR538W,
YDR539W,
YDR540C,
YDR541C,
YDR542W,
YDR543C,
YDR544C,
YDR545C-A,
YDR545W,
YEL001C,2.3855728825
YEL002C,-1.5373277669
YEL003W,0.2897909418
YEL004W,
YEL005C,
YEL006W,
YEL007W,0.6263714163
YEL008C-A,
YEL008W,
YEL009C,
YEL009C-A,
YEL010W,
YEL011W,5.5609957433
YEL012W,-1.309081695
YEL013W,0.220373283
YEL014C,0.172584717
YEL015W,-0.052991991
YEL016C,
YEL017CA,
YEL017C-A,0.4564357352
YEL017W,-1.4338306071
YEL018C-A,
YEL018W,
YEL019C,
YEL020C,
YEL020C-B,
YEL020WA,
YEL020W-A,
YEL021W,
YEL022W,
YEL023C,
YEL024W,3.3842076031
YEL025C,
YEL026W,
YEL027W,
YEL028W,
YEL029C,
YEL030C-A,
YEL030W,
YEL031W,-0.5016675439
YEL032C-A,
YEL032W,
YEL033W,
YEL034C-A,
YEL034W,
YEL035C,
YEL036C,
YEL037C,
YEL038W,-0.6163001101
YEL039C,
YEL040W,-1.5423847937
YEL041W,
YEL042W,
YEL043W,
YEL044W,
YEL045C,
YEL046C,-0.9890790535
YEL047C,0.8426189011
YEL048C,
YEL049W,
YEL050C,
YEL050W-A,
YEL051W,1.2653109978
YEL052W,0.749688993
YEL053C,
YEL053W-A,
YEL054C,-1.9520185464
YEL055C,0.5471157983
YEL056W,
YEL057C,
YEL058W,16.5052560866
YEL059CA,
YEL059C-A,
YEL059W,
YEL060C,3.062481017
YEL061C,
YEL062W,
YEL063C,0.4209752782
YEL064C,
YEL065W,
YEL066W,
YEL067C,
YEL068C,
YEL069C,
YEL070W,
YEL071W,4.1558648052
YEL072W,
YEL073C,
YEL074W,
YEL075C,
YEL075W-A,
YEL076C,
YEL076C-A,
YEL076W-C,
YEL077C,
YEL077W-A,
YER001W,-0.2379618516
YER002W,-0.7984435877
YER003C,1.1659500689
YER004W,0.0001638316
YER005W,
YER006C-A,
YER006W,0.7937823678
YER007CA,
YER007C-A,1.1707464526
YER007W,
YER008C,
YER009W,
YER010C,
YER011W,
YER012W,
YER013W,
YER014C-A,
YER014W,
YER015W,
YER016W,-1.1142976228
YER017C,-1.1737242245
YER018C,
YER019CA,
YER019C-A,-0.5370585779
YER019W,
YER020W,-0.5890714603
YER021W,
YER022W,-0.0846370375
YER023C-A,
YER023W,-0.8145233987
YER024W,2.7998498515
YER025W,
YER026C,
YER027C,0.8057999266
YER028C,
YER029C,1.7877777778
YER030W,0.7315872963
YER031C,0.4459459267
YER032W,
YER033C,
YER034W,2.1097908536
YER035W,1.2787792574
YER036C,0.2958675621
YER037W,
YER038C,
YER038W-A,
YER039C,
YER039CA,
YER039C-A,
YER040W,
YER041W,
YER042W,0.6080997086
YER043C,-0.5711936176
YER044C,
YER044CA,
YER044C-A,
YER045C,
YER046W,
YER046W-A,
YER047C,
YER048C,
YER048WA,
YER048W-A,-1.7601732443
YER049W,
YER050C,
YER051W,
YER052C,2.1477854395
YER053C,1.6447525443
YER053C-A,8.4849100745
YER054C,
YER055C,
YER056C,3.6535887803
YER056CA,
YER056C-A,-3.1207332798
YER057C,
YER058W,
YER059W,-1.44069101
YER060W,
YER060w-A,
YER060W-A,
YER061C,0.3286144109
YER062C,8.871615951
YER063W,
YER064C,
YER065C,
YER066C-A,
YER066W,
YER067C-A,
YER067W,17.8581598638
YER068C-A,
YER068W,-0.582277489
YER069W,2.9609678484
YER070W,22.6200365808
YER071C,
YER072W,0.9202613919
YER073W,5.8889714606
YER074W,-1.0399629015
YER074W-A,
YER075C,
YER076C,
YER076W-A,
YER077C,
YER078C,-0.0421254113
YER078W-A,
YER079C-A,
YER079W,0.1970920971
YER080W,0.0063087858
YER081W,5.7173782833
YER082C,
YER083C,-1.2187333949
YER084W,0.5931955453
YER084W-A,
YER085C,
YER086W,4.1900260786
YER087C-A,
YER087C-B,
YER087W,
YER088C,0.1093933912
YER088C-A,
YER088W-B,
YER089C,-1.012675875
YER090C-A,
YER090W,2.5003666571
YER091C,8.3259238545
YER091C-A,
YER092W,1.0876162389
YER093C,
YER093CA,
YER093C-A,
YER094C,
YER095W,
YER096W,
YER097W,
YER098W,
YER099C,-0.8
YER100W,
YER101C,
YER102W,-1.7851272827
YER103W,
YER104W,
YER105C,0.5830997086
YER106W,
YER107C,-0.8624872809
YER107W-A,
YER108C,
YER109C,
YER110C,1.9417486177
YER111C,
YER112W,0.6480190029
YER113C,-0.3252729093
YER114C,-0.169906537
YER115C,
YER116C,
YER117W,
YER118C,
YER119C,
YER119CA,
YER119C-A,
YER120W,0.866218433
YER121W,
YER122C,-1.0530422541
YER123W,-0.238601403
YER124C,
YER125W,
YER126C,-3.456094687
YER127W,
YER128W,2.8641682648
YER129W,
YER130C,
YER131W,
YER132C,0.0620182294
YER133W,-2.1956849859
YER133W-A,
YER134C,1.1464250913
YER135C,
YER136W,-0.5853882225
YER137C,
YER137W-A,
YER138C,
YER138WA,
YER138W-A,
YER139C,-1.3640859227
YER140W,
YER141W,0.2370077167
YER142C,
YER143W,
YER144C,
YER145C,7.8564250913
YER145C-A,
YER146W,
YER147C,
YER147C-A,
YER148W,
YER148W-A,
YER149C,-0.8036497305
YER150W,
YER151C,-1.4509847118
YER152C,
YER152W-A,
YER153C,
YER154W,-0.5694153035
YER155C,-0.0108272023
YER156C,-1.501302224
YER157W,-1.2440176096
YER158C,
YER158W-A,
YER159C,-1.678901066
YER160C,
YER161C,-1.2103999081
YER162C,
YER163C,
YER164W,-0.0423076923
YER165C-A,
YER165W,-1.5096838471
YER166W,1.7642456358
YER167W,
YER168C,0.5734631641
YER169W,
YER170W,
YER171W,
YER172C,
YER172C-A,
YER173W,
YER174C,
YER175C,10.7376122633
YER175W-A,
YER176W,-0.9172278937
YER177W,-3.4987662428
YER178W,13.5626621325
YER179W,
YER180C,
YER180C-A,
YER181C,
YER182W,
YER183C,
YER184C,
YER185W,
YER186C,
YER187W,
YER188C-A,
YER188W,
YER189W,
YER190C-A,
YER190C-B,
YER190W,
YFL001W,
YFL002C,
YFL002W-A,
YFL002W-B,
YFL003C,
YFL004W,0.1551159255
YFL005W,
YFL006W,
YFL007W,
YFL008W,-0.9737559123
YFL009W,
YFL010C,
YFL010W-A,
YFL011W,
YFL011W-A,
YFL012W,
YFL012W-A,
YFL013C,0.1470536663
YFL013W-A,
YFL014W,
YFL015C,
YFL015W-A,
YFL016C,-0.014299944
YFL017C,
YFL017WA,
YFL017W-A,0.0778806364
YFL018C,6.9598057486
YFL018W-A,
YFL019C,
YFL020C,
YFL021C-A,
YFL021W,2.2413502695
YFL022C,
YFL023W,
YFL024C,
YFL025C,-0.1662742362
YFL026W,
YFL027C,
YFL028C,0.9551480036
YFL029C,
YFL030W,
YFL031C-A,
YFL031W,
YFL032W,
YFL033C,
YFL034CA,
YFL034C-A,1.8364444949
YFL034CB,
YFL034C-B,-0.829261092
YFL034W,
YFL035C,
YFL035C-A,
YFL035C-B,
YFL036W,
YFL037W,
YFL038C,
YFL039C,
YFL040W,
YFL041W,-0.3544126743
YFL041W-A,
YFL042C,
YFL043C,
YFL044C,
YFL045C,
YFL046W,
YFL047W,0.5883823828
YFL048C,0.0096695341
YFL049W,
YFL050C,
YFL051C,
YFL052W,
YFL053W,
YFL054C,
YFL055W,
YFL056C,
YFL057C,
YFL058W,
YFL059W,
YFL060C,
YFL061W,
YFL062W,
YFL063W,
YFL064C,
YFL065C,
YFL066C,
YFL067W,
YFL068W,
YFL-TYA,
YFL-TYB,
YFR001W,-0.1457921873
YFR002W,-1.08783484
YFR003C,
YFR004W,-2.5249259982
YFR005C,
YFR006W,
YFR007W,
YFR008W,
YFR009W,0.3012102422
YFR009W-A,
YFR010W,0.4691854672
YFR010W-A,
YFR011C,0.1594218083
YFR012W,
YFR012W-A,
YFR013W,
YFR014C,
YFR015C,6.0098506681
YFR016C,0.0293242024
YFR017C,0.5988298402
YFR018C,
YFR019W,
YFR020W,
YFR021W,
YFR022W,
YFR023W,
YFR024C,
YFR024CA,
YFR024C-A,-0.2188126121
YFR025C,-0.8782543135
YFR026C,
YFR027W,
YFR028C,
YFR029W,
YFR030W,
YFR031C,
YFR031CA,
YFR031C-A,-2.0563959585
YFR032C,
YFR032CA,
YFR032C-A,-0.3594046482
YFR032C-B,
YFR033C,4.6928418338
YFR034C,
YFR034W-A,
YFR035C,
YFR036W,-1.2847439134
YFR036W-A,
YFR037C,
YFR038W,
YFR039C,
YFR040W,-0.965388474
YFR041C,-0.2219002914
YFR042W,
YFR043C,
YFR044C,
YFR045W,
YFR046C,
YFR047C,1.8529187098
YFR048W,-0.8282310537
YFR049W,8.9234793722
YFR050C,
YFR051C,-1.5747063371
YFR052C-A,
YFR052W,-0.6259433031
YFR053C,
YFR054C,
YFR055W,
YFR056C,
YFR057W,
YGL001C,
YGL002W,
YGL003C,
YGL004C,
YGL005C,
YGL006W,
YGL006W-A,
YGL007C-A,
YGL007W,
YGL008C,4.8325709672
YGL009C,13.7721314187
YGL010W,
YGL011C,-2.5918670747
YGL012W,-1.2548756765
YGL013C,
YGL014C-A,
YGL014W,0.1704422712
YGL015C,
YGL016W,2.0011457649
YGL017W,
YGL018C,-0.0769707769
YGL019W,-1.7375578146
YGL020C,0.5787365459
YGL021W,
YGL022W,-0.691993888
YGL023C,
YGL024W,
YGL025C,
YGL026C,0.1359668563
YGL027C,
YGL028C,
YGL029W,0.133274313
YGL030W,
YGL031C,-0.2886365285
YGL032C,
YGL033W,
YGL034C,
YGL035C,
YGL036W,
YGL037C,3.4443849555
YGL038C,
YGL039W,
YGL040C,-0.3237353885
YGL041C,
YGL041C-B,
YGL041W-A,
YGL042C,
YGL043W,-0.1045049553
YGL044C,
YGL045W,
YGL046W,-0.6578842017
YGL047W,0.4503629625
YGL048C,-0.4609614006
YGL049C,-0.3691887947
YGL050W,
YGL051W,
YGL052W,
YGL053W,
YGL054C,-0.7168932544
YGL055W,-0.2305521244
YGL056C,0.9818628819
YGL057C,
YGL058W,1.0527509555
YGL059W,
YGL060W,0.2659140773
YGL061C,
YGL062W,5.3187977627
YGL063C-A,
YGL063W,
YGL064C,
YGL065C,
YGL066W,
YGL067W,-0.9093662569
YGL068W,0.8300042065
YGL069C,
YGL070C,-1.8415881365
YGL071W,
YGL072C,
YGL073W,
YGL074C,
YGL075C,
YGL076C,-1.1711956787
YGL077C,2.6384996934
YGL078C,1.0993675287
YGL079W,
YGL080W,-0.2929832428
YGL081W,
YGL082W,-2.4340803594
YGL083W,
YGL084C,
YGL085W,
YGL086W,
YGL087C,1.995093463
YGL088W,
YGL089C,
YGL090W,
YGL091C,
YGL092W,-0.3059123023
YGL093W,
YGL094C,
YGL095C,
YGL096W,
YGL097W,1.0148979973
YGL098W,
YGL099W,0.4040876977
YGL100W,
YGL101W,0.0620387612
YGL102C,
YGL103W,
YGL104C,
YGL105W,-2.6247678369
YGL106W,
YGL107C,0.7196154229
YGL108C,0.5677218552
YGL109W,
YGL110C,-0.315
YGL111W,-0.8120812902
YGL112C,0.4400703938
YGL113W,
YGL114W,
YGL115W,-1.8786819825
YGL116W,
YGL117W,
YGL118C,
YGL119W,-0.7301501485
YGL120C,0.5214050579
YGL121C,
YGL122C,-1.0605791029
YGL123C-A,
YGL123W,
YGL124C,
YGL125W,
YGL126W,-0.2394097842
YGL127C,-0.519748711
YGL128C,
YGL129C,0.7951797049
YGL130W,
YGL131C,
YGL132W,
YGL133W,
YGL134W,
YGL135W,
YGL136C,
YGL137W,-1.9969842269
YGL138C,
YGL139W,
YGL140C,
YGL141W,
YGL142C,
YGL143C,
YGL144C,
YGL145W,-0.2149809987
YGL146C,
YGL147C,
YGL148W,
YGL149W,
YGL150C,-0.1583133974
YGL151W,-0.6916176172
YGL152C,
YGL153W,0.6286998899
YGL154C,
YGL155W,
YGL156W,
YGL157W,
YGL158W,
YGL159W,
YGL160W,
YGL161C,
YGL162W,
YGL163C,
YGL164C,-1.2809557442
YGL165C,
YGL166W,
YGL167C,-1.426999002
YGL168W,
YGL169W,
YGL170C,
YGL171W,
YGL172W,-1.2452723141
YGL173C,-0.0671526479
YGL174W,
YGL175C,
YGL176C,
YGL177W,
YGL178W,0.0366866026
YGL179C,
YGL180W,
YGL181W,-1.8673214315
YGL182C,
YGL183C,
YGL184C,
YGL185C,
YGL186C,
YGL187C,6.3797257429
YGL188C,
YGL188C-A,
YGL189C,
YGL190C,-0.632415283
YGL191W,
YGL192W,
YGL193C,
YGL194C,-2.3748220238
YGL194C-A,
YGL195W,-0.3769748291
YGL196W,
YGL197W,
YGL198W,
YGL199C,
YGL200C,-2.0200153502
YGL201C,-0.6211795524
YGL202W,1.5000307554
YGL203C,-0.8045021284
YGL204C,
YGL205W,
YGL206C,0.4343213062
YGL207W,-0.7789959955
YGL208W,
YGL209W,1.0429048899
YGL210W,0.0111457649
YGL211W,
YGL212W,-0.4440859227
YGL213C,0.6413636364
YGL214W,
YGL215W,
YGL216W,2.1874036424
YGL217C,
YGL218W,
YGL219C,
YGL220W,2.5362440877
YGL221C,0.0764625011
YGL222C,
YGL223C,
YGL224C,
YGL225W,
YGL226CA,
YGL226C-A,
YGL226W,
YGL227W,
YGL228W,
YGL229C,0.4261693929
YGL230C,
YGL231C,0.5962440877
YGL232W,
YGL233W,
YGL234W,
YGL235W,
YGL236C,
YGL237C,
YGL238W,
YGL239C,
YGL240W,
YGL241W,
YGL242C,
YGL243W,
YGL244W,-0.2914658064
YGL245W,1.2304574051
YGL246C,-0.6729618516
YGL247W,0.671398597
YGL248W,
YGL249W,
YGL250W,
YGL251C,
YGL252C,0.5905445146
YGL253W,4.4404034141
YGL254W,
YGL255W,
YGL256W,
YGL257C,
YGL258W,
YGL258W-A,
YGL259W,
YGL260W,
YGL261C,
YGL262W,
YGL263W,
YGR001C,-0.3996959158
YGR002C,-1.9862742362
YGR003W,
YGR004W,
YGR005C,
YGR006W,
YGR007W,-0.799145637
YGR008C,7.8317483171
YGR009C,
YGR010W,
YGR011W,
YGR012W,-0.3813001101
YGR013W,
YGR014W,2.279611526
YGR015C,
YGR016W,
YGR017W,-1.1980378048
YGR018C,
YGR019W,17.4554998987
YGR020C,0.2286110258
YGR021W,-1.4497051581
YGR022C,
YGR023W,
YGR024C,1.4520536663
YGR025W,
YGR026W,
YGR027C,
YGR027W-A,
YGR027W-B,
YGR028W,
YGR029W,
YGR030C,-0.6093828608
YGR031C-A,
YGR031W,-1.3576767609
YGR032W,
YGR033C,-0.1803146254
YGR034W,-2.8900306519
YGR035C,
YGR035W-A,
YGR036C,-1.1064658064
YGR037C,
YGR038C-A,
YGR038C-B,
YGR038W,1.2299824217
YGR039W,
YGR040W,
YGR041W,
YGR042W,
YGR043C,
YGR044C,
YGR045C,
YGR046W,
YGR047C,
YGR048W,0.671501837
YGR049W,
YGR050C,
YGR051C,
YGR052W,
YGR053C,
YGR054W,
YGR055W,
YGR056W,
YGR057C,
YGR058W,
YGR059W,
YGR060W,4.9345438489
YGR061C,0.9590931565
YGR062C,
YGR063C,
YGR064W,
YGR065C,5.3793351068
YGR066C,
YGR067C,
YGR068C,
YGR068W-A,
YGR069W,
YGR070W,
YGR071C,
YGR072W,-1.1922573144
YGR073C,
YGR074W,-1.7160188665
YGR075C,-0.3125963576
YGR076C,1.0097908536
YGR077C,
YGR078C,-0.0830594428
YGR079W,
YGR080W,-0.0753870956
YGR081C,-0.2800175783
YGR082W,2.8840620974
YGR083C,0.1743072055
YGR084C,-1.49101339
YGR085C,-1.2976571764
YGR086C,1.289838347
YGR087C,
YGR088W,
YGR089W,
YGR090W,-0.5034980401
YGR091W,
YGR092W,1.0819001378
YGR093W,
YGR094W,-0.8287177559
YGR095C,2.1412532633
YGR096W,
YGR097W,
YGR098C,
YGR099W,
YGR100W,
YGR101W,
YGR102C,-1.4940713477
YGR103W,-0.0487981788
YGR104C,
YGR105W,
YGR106C,1.0987995323
YGR107W,
YGR108W,
YGR109C,
YGR109W-A,
YGR109W-B,
YGR110W,
YGR111W,-0.8771254113
YGR112W,-1.4574872809
YGR113W,
YGR114C,
YGR115C,
YGR116W,-0.754017253
YGR117C,-1.7448220238
YGR118W,-0.5778904445
YGR119C,0.1067557846
YGR120C,
YGR121C,2.4820920971
YGR121W-A,
YGR122C-A,
YGR122W,
YGR123C,-0.097036544
YGR124W,-0.0576371286
YGR125W,0.2679048899
YGR126W,-0.4224872809
YGR127W,
YGR128C,0.0960526316
YGR129W,
YGR130C,0.9150360846
YGR131W,
YGR132C,-0.8515847939
YGR133W,
YGR134W,
YGR135W,-1.5918869313
YGR136W,-0.4574399552
YGR137W,
YGR138C,6.5705873257
YGR139W,
YGR140W,
YGR141W,
YGR142W,
YGR143W,
YGR144W,
YGR145W,
YGR146C,
YGR146C-A,
YGR147C,-1.1521264264
YGR148C,-1.2217206301
YGR149W,
YGR150C,
YGR151C,0.2801159255
YGR152C,1.5566866026
YGR153W,
YGR154C,
YGR155W,0.340573073
YGR156W,-0.7729618516
YGR157W,-0.2529785374
YGR158C,-0.7777239485
YGR159C,1.2140602839
YGR160W,
YGR161C,-0.1827683268
YGR161C-D,
YGR161W-A,
YGR161W-B,
YGR161W-C,
YGR162W,-0.8731922321
YGR163W,0.138026982
YGR164W,
YGR165W,-0.6757921873
YGR166W,
YGR167W,-0.5254768249
YGR168C,
YGR169C,
YGR169C-A,
YGR170W,
YGR171C,
YGR172C,
YGR173W,-1.7369496216
YGR174C,
YGR174W-A,
YGR175C,-0.5088145223
YGR176W,
YGR177C,
YGR178C,-0.3439043317
YGR179C,
YGR180C,-0.0585506066
YGR181W,
YGR182C,
YGR183C,5.0508807502
YGR184C,
YGR185C,-2.3255935117
YGR186W,-0.1182503526
YGR187C,0.0062363981
YGR188C,
YGR189C,
YGR190C,
YGR191W,-0.1795195298
YGR192C,
YGR193C,
YGR194C,0.0047909418
YGR195W,-0.1102752468
YGR196C,
YGR197C,
YGR198W,
YGR199W,
YGR200C,1.0406188901
YGR201C,
YGR202C,-0.8387256622
YGR203W,-0.1749962313
YGR204C-A,
YGR204W,0.609493499
YGR205W,-0.3538148648
YGR206W,
YGR207C,-1.1712767568
YGR208W,-1.551561927
YGR209C,13.8192600752
YGR210C,0.2542456358
YGR211W,0.6909343931
YGR212W,
YGR213C,
YGR214W,
YGR215W,1.1828745887
YGR216C,
YGR217W,
YGR218W,-0.7376275756
YGR219W,
YGR220C,-0.9228169342
YGR221C,
YGR222W,
YGR223C,
YGR224W,
YGR225W,
YGR226C,
YGR227W,
YGR228W,
YGR229C,-1.1082740079
YGR230W,
YGR231C,
YGR232W,0.9512058294
YGR233C,
YGR234W,21.8960091147
YGR235C,-0.6229612388
YGR236C,
YGR237C,
YGR238C,
YGR239C,
YGR240C,-0.4257232878
YGR240C-A,
YGR241C,-0.1430378048
YGR242W,
YGR243W,-0.0087817539
YGR244C,1.3296734611
YGR245C,
YGR246C,
YGR247W,-1.4397439134
YGR248W,8.8006171392
YGR249W,
YGR250C,1.0537792574
YGR251W,
YGR252W,
YGR253C,
YGR254W,17.6609193072
YGR255C,
YGR256W,
YGR257C,
YGR258C,
YGR259C,
YGR260W,16.2055873257
YGR261C,-0.3017674419
YGR262C,-0.1337003291
YGR263C,
YGR264C,
YGR265W,
YGR266W,0.0150703938
YGR267C,0.460700056
YGR268C,0.380854363
YGR269W,1.3861457649
YGR270C-A,
YGR270W,
YGR271C-A,-1.1329360756
YGR271W,
YGR272C,
YGR273C,
YGR274C,
YGR275W,0.2062666051
YGR276C,
YGR277C,
YGR278W,
YGR279C,3.9488663578
YGR280C,-0.7197386081
YGR281W,
YGR282C,
YGR283C,
YGR284C,-1.0090114561
YGR285C,-2.0725210134
YGR286C,
YGR287C,
YGR288W,
YGR289C,
YGR290W,
YGR291C,
YGR292W,
YGR293C,
YGR294W,
YGR295C,1.8283935318
YGR296C-A,
YGR296C-B,
YGR296W,
YHL001W,-2.7147549055
YHL002C-A,
YHL002W,-0.7767966671
YHL003C,-0.4060878232
YHL004W,-1.1812730461
YHL005C,
YHL006C,
YHL006W-A,
YHL007C,0.2937268105
YHL008C,
YHL009C,-1.3149243071
YHL009W-A,
YHL009W-B,
YHL010C,
YHL011C,-1.9013581171
YHL012W,
YHL013C,-0.229483164
YHL014C,
YHL015W,
YHL015W-A,
YHL016C,
YHL017W,
YHL018W,0.8565019599
YHL019C,
YHL019W-A,
YHL020C,-0.8898840745
YHL021C,3.6222834507
YHL022C,
YHL023C,
YHL024W,
YHL025W,
YHL026C,
YHL027W,-0.0665847939
YHL028W,
YHL029C,0.2315532346
YHL030W,
YHL030W-A,
YHL031C,
YHL032C,
YHL033C,-2.3684740304
YHL034C,-2.9277476373
YHL034W-A,
YHL035C,
YHL036W,
YHL037C,
YHL038C,
YHL039W,0.91430899
YHL040C,
YHL041W,
YHL042W,
YHL043W,
YHL044W,
YHL045W,
YHL046C,
YHL046W-A,
YHL047C,
YHL048C-A,
YHL048W,
YHL049C,
YHL050C,
YHL050W-A,
YHR001W,
YHR001WA,
YHR001W-A,1.1284174285
YHR002W,
YHR003C,4.0748748763
YHR004C,
YHR005C,0.7730804479
YHR005CA,
YHR005C-A,
YHR006W,
YHR007C,0.7021802963
YHR007C-A,
YHR008C,2.4077454951
YHR009C,0.644688993
YHR010W,0.002963456
YHR011W,
YHR012W,
YHR013C,-0.7215056965
YHR014W,
YHR015W,
YHR016C,
YHR017W,
YHR018C,-0.3215829037
YHR019C,
YHR020W,
YHR021C,-3.0160097265
YHR021WA,
YHR021W-A,
YHR022C,
YHR022C-A,
YHR023W,
YHR024C,1.3861161247
YHR025W,
YHR026W,
YHR027C,-0.9808571033
YHR028C,
YHR028W-A,
YHR029C,
YHR030C,0.4012675316
YHR031C,
YHR032C-A,
YHR032W,
YHR032W-A,
YHR033W,
YHR034C,
YHR035W,
YHR036W,
YHR037W,1.1453796823
YHR038W,
YHR039C,2.544075937
YHR039CA,
YHR039C-A,0.3935983478
YHR039C-B,
YHR040W,
YHR041C,
YHR042W,-0.7689469342
YHR043C,
YHR044C,
YHR045W,
YHR046C,0.0167456865
YHR047C,4.9697257429
YHR048W,
YHR049CA,
YHR049C-A,
YHR049W,3.1886158366
YHR050W,
YHR050W-A,
YHR051W,2.225215047
YHR052W,-1.0418970853
YHR052W-A,
YHR053C,4.9838298402
YHR054C,
YHR054W-A,
YHR055C,4.3576387171
YHR056C,
YHR056W-A,
YHR057C,
YHR058C,
YHR059W,1.7376000747
YHR060W,
YHR061C,
YHR062C,-0.9826784064
YHR063C,3.9289683635
YHR063W-A,
YHR064C,-0.9044676435
YHR065C,
YHR066W,-0.5883091977
YHR067W,
YHR068W,-1.4995226207
YHR069C,-0.0351493319
YHR069C-A,
YHR070C-A,
YHR070W,0.0839608082
YHR071C-A,
YHR071W,
YHR072W,0.2340812613
YHR072W-A,-0.7088972752
YHR073C-B,
YHR073W,-0.3401501485
YHR073W-A,
YHR074W,
YHR075C,
YHR076W,
YHR077C,0.2563817072
YHR078W,
YHR079C,
YHR079C-A,
YHR079C-B,
YHR080C,
YHR081W,
YHR082C,-0.6216666667
YHR083W,
YHR084W,
YHR085W,-0.68222104
YHR086W,-0.1766564799
YHR086W-A,
YHR087W,17.8830304247
YHR088W,
YHR089C,-2.3304493419
YHR090C,
YHR091C,
YHR092C,
YHR093W,
YHR094C,
YHR095W,
YHR096C,
YHR097C,
YHR098C,-0.7216913673
YHR099W,
YHR100C,
YHR101C,
YHR102W,
YHR103W,
YHR104W,1.2620077167
YHR105W,
YHR106W,
YHR107C,
YHR108W,-0.5382054657
YHR109W,
YHR110W,
YHR111W,-1.1284595083
YHR112C,
YHR113W,
YHR114W,-0.1833281866
YHR115C,
YHR116W,1.4681548665
YHR117W,-0.9387333949
YHR118C,
YHR119W,
YHR120W,
YHR121W,-0.8096096985
YHR122W,-1.2118195703
YHR123W,4.365516836
YHR124W,
YHR125W,
YHR126C,
YHR127W,-2.2342976228
YHR128W,
YHR129C,
YHR130C,
YHR131C,
YHR131W-A,
YHR132C,
YHR132W-A,0.6242050431
YHR133C,1.0110911252
YHR134W,
YHR135C,-1.2307949569
YHR136C,
YHR137C-A,
YHR137W,
YHR138C,
YHR139C,
YHR139C-A,
YHR140W,
YHR141C,-2.0336098501
YHR142W,1.9146230216
YHR143W,
YHR143WA,
YHR143W-A,-1.088077337
YHR144C,
YHR145C,
YHR146W,-1.2368721659
YHR147C,0.94777896
YHR148W,
YHR149C,0.2596853746
YHR150W,
YHR151C,
YHR152W,
YHR153C,
YHR154W,
YHR155W,
YHR156C,
YHR157W,
YHR158C,-0.3847439134
YHR159W,
YHR160C,
YHR161C,-0.3436363636
YHR162W,0.3498021277
YHR163W,1.3750916878
YHR164C,
YHR165C,
YHR165W-A,
YHR166C,
YHR167W,
YHR168W,
YHR169W,-0.9625697465
YHR170W,-0.1956927945
