ID,Noise SD
YHR171W,
YHR172W,
YHR173C,
YHR174W,-1.1273798274
YHR175W,1.1582033329
YHR175W-A,
YHR176W,
YHR177W,
YHR178W,
YHR179W,8.5532207792
YHR180C-B,
YHR180W,
YHR180W-A,
YHR181W,0.2181548665
YHR182C-A,
YHR182W,
YHR183W,3.8974864069
YHR184W,
YHR185C,
YHR186C,
YHR187W,-1.4548220238
YHR188C,
YHR189W,
YHR190W,
YHR191C,
YHR192W,-1.7938306071
YHR193C,-0.0744223337
YHR193C-A,
YHR194W,
YHR195W,
YHR196W,1.2446129044
YHR197W,
YHR198C,
YHR199C,
YHR199C-A,
YHR200W,-0.8196370375
YHR201C,-1.0565056965
YHR202W,
YHR203C,-2.2531387002
YHR204W,
YHR205W,-0.167518983
YHR206W,
YHR207C,0.2702560866
YHR208W,
YHR209W,
YHR210C,
YHR211W,
YHR212C,
YHR212W-A,
YHR213W,
YHR213W-A,
YHR213W-B,
YHR214C-B,
YHR214C-C,
YHR214C-D,
YHR214C-E,
YHR214W,
YHR214WA,
YHR214W-A,
YHR215W,
YHR216W,4.2737923585
YHR217C,
YHR218W,
YHR218W-A,
YHR219C-A,
YHR219W,
YIL001W,
YIL002C,
YIL002W-A,
YIL003W,
YIL004C,
YIL005W,
YIL006W,
YIL007C,
YIL008W,
YIL009C-A,
YIL009W,5.5154422712
YIL010W,
YIL011W,
YIL012W,
YIL013C,
YIL014C-A,
YIL014W,
YIL015C-A,
YIL015W,
YIL016W,1.0160578992
YIL017C,
YIL017W,
YIL018W,
YIL019W,
YIL020C,1.2705478728
YIL020C-A,
YIL021C-A,
YIL021W,-2.1026781472
YIL022W,
YIL023C,
YIL024C,
YIL025C,
YIL026C,
YIL027C,-0.1688838098
YIL028W,
YIL029C,
YIL029W-A,
YIL030C,-0.3715940585
YIL030W-A,
YIL031W,
YIL032C,
YIL033C,4.4215168911
YIL034C,-0.8228197037
YIL035C,-1.296169629
YIL036W,
YIL037C,
YIL038C,
YIL039W,
YIL040W,3.7181275383
YIL041W,-1.806742546
YIL042C,
YIL043C,-0.9293348163
YIL044C,-2.0821785571
YIL045W,
YIL046W,
YIL046W-A,
YIL047C,-0.3230378048
YIL047C-A,
YIL048W,0.1028735736
YIL049W,
YIL050W,
YIL051C,
YIL052C,-0.3048388178
YIL053W,2.2746899315
YIL054W,
YIL055C,
YIL056W,
YIL057C,
YIL058W,
YIL059C,
YIL060W,
YIL061C,
YIL062C,
YIL063C,
YIL064W,
YIL065C,
YIL066C,
YIL066W-A,
YIL067C,
YIL068C,-0.5253146254
YIL068W-A,
YIL069C,-0.9307002157
YIL070C,0.3501794921
YIL071C,
YIL071W-A,
YIL072W,
YIL073C,
YIL074C,0.356315287
YIL075C,0.0659515817
YIL076W,
YIL077C,
YIL078W,-1.6570249988
YIL079C,
YIL080W,
YIL082W,
YIL082WA,
YIL082W-A,
YIL083C,-0.1718897256
YIL084C,-0.7263001101
YIL085C,
YIL086C,
YIL087C,
YIL088C,
YIL089W,
YIL090W,0.3775862761
YIL091C,0.3843663493
YIL092W,
YIL093C,-0.7663773335
YIL094C,7.422460957
YIL095W,-0.4712023145
YIL096C,
YIL097W,
YIL098C,-0.3818897256
YIL099W,
YIL100C-A,
YIL100W,
YIL101C,
YIL102C,
YIL102C-A,
YIL103W,-1.17722104
YIL104C,
YIL105C,-0.4677165231
YIL105W-A,
YIL106W,-0.0300175783
YIL107C,
YIL108W,
YIL109C,17.7701105219
YIL110W,
YIL111W,
YIL112W,
YIL113W,
YIL114C,
YIL115C,-0.7415825715
YIL115W-A,
YIL116W,1.9378031834
YIL117C,
YIL118W,
YIL119C,
YIL120W,
YIL121W,2.5568730082
YIL122W,
YIL123W,
YIL124W,0.5370979739
YIL125W,6.5427522792
YIL126W,-0.9097513201
YIL127C,0.1033365297
YIL128W,-0.20569101
YIL129C,
YIL130W,
YIL131C,
YIL132C,
YIL133C,-2.8008324153
YIL134C-A,
YIL134W,
YIL135C,-1.0537941706
YIL136W,2.4586998899
YIL137C,15.4727426856
YIL138C,
YIL139C,
YIL140W,-1.0900386472
YIL141W,
YIL142C-A,
YIL142W,
YIL143C,0.2552560866
YIL144W,-0.9873612829
YIL145C,-0.5959691139
YIL146C,
YIL147C,
YIL148W,1.9081908043
YIL149C,
YIL150C,
YIL151C,
YIL152W,
YIL153W,
YIL154C,
YIL155C,
YIL156W,
YIL156W-A,
YIL156W-B,
YIL157C,-0.3274872809
YIL158W,2.8770920971
YIL159W,
YIL160C,
YIL161W,-1.0348202951
YIL162W,
YIL163C,
YIL164C,
YIL165C,
YIL166C,
YIL167W,
YIL168W,
YIL169C,
YIL170W,
YIL171W,
YIL171W-A,
YIL172C,
YIL173W,
YIL174W,
YIL175W,
YIL176C,
YIL177C,
YIL177W-A,
YIR001C,1.5051779762
YIR002C,
YIR003W,0.312754444
YIR004W,
YIR005W,1.4009140773
YIR006C,-1.2588972752
YIR007W,
YIR008C,
YIR009W,
YIR010W,
YIR011C,
YIR012W,-1.1575412961
YIR013C,
YIR014W,
YIR015W,
YIR016W,
YIR017C,-0.6000386472
YIR017W-A,
YIR018C-A,
YIR018W,
YIR019C,
YIR020C,
YIR020C-B,
YIR020W-A,
YIR021W,
YIR021W-A,
YIR022W,0.5295822248
YIR023C-A,
YIR023W,
YIR024C,
YIR025W,
YIR026C,0.145918305
YIR027C,
YIR028W,
YIR029W,
YIR030C,
YIR030W-A,
YIR031C,
YIR032C,
YIR033W,
YIR034C,
YIR035C,
YIR036C,
YIR036W-A,
YIR037W,1.5252898168
YIR038C,
YIR039C,
YIR040C,
YIR041W,
YIR042C,
YIR043C,
YIR044C,
YJL001W,
YJL002C,-1.569974769
YJL003W,
YJL004C,
YJL005W,2.2263808073
YJL006C,
YJL007C,
YJL008C,
YJL009W,
YJL010C,0.9520387612
YJL011C,
YJL012C,
YJL012C-A,
YJL013C,
YJL014W,
YJL015C,
YJL016W,0.0515826042
YJL017W,
YJL018W,
YJL019W,
YJL020C,
YJL020W-A,
YJL021C,-0.509858085
YJL022W,
YJL023C,
YJL024C,0.2278243536
YJL025W,
YJL026C-A,
YJL026W,-1.5430440228
YJL027C,
YJL028W,
YJL029C,0.7265826042
YJL030W,
YJL031C,
YJL032W,
YJL033W,0.82277896
YJL034W,
YJL035C,
YJL036W,-1.6322278937
YJL037W,
YJL038C,
YJL039C,0.4219621952
YJL041W,-0.2153411477
YJL042W,0.2390308861
YJL043W,
YJL044C,-0.903601403
YJL045W,
YJL046W,
YJL047C,
YJL047C-A,
YJL048C,
YJL049W,
YJL050W,1.4710004304
YJL051W,
YJL052C-A,
YJL052W,18.5047845253
YJL053W,
YJL054W,
YJL055W,-0.7779028455
YJL056C,
YJL057C,
YJL058C,
YJL059W,
YJL060W,2.637247546
YJL061W,0.1666511901
YJL062W,0.9662666051
YJL062W-A,
YJL063C,-0.4129028455
YJL064W,
YJL065C,0.5505902158
YJL066C,
YJL067W,
YJL068C,
YJL069C,1.2186700928
YJL070C,
YJL071W,
YJL072C,
YJL073W,
YJL074C,-0.942752454
YJL075C,
YJL076W,
YJL077C,
YJL077W-A,
YJL077W-B,
YJL078C,8.7876474209
YJL079C,9.8026000747
YJL080C,-0.2020665823
YJL081C,
YJL082W,2.560950334
YJL083W,
YJL084C,
YJL085W,-1.0542976228
YJL086C,
YJL087C,
YJL088W,-0.3088026279
YJL089W,
YJL090C,
YJL091C,
YJL092W,
YJL093C,
YJL094C,
YJL095W,
YJL096W,-0.3019707769
YJL097W,
YJL098W,0.860516836
YJL099W,
YJL100W,
YJL101C,0.3525127191
YJL102W,
YJL103C,
YJL104W,-0.3883383063
YJL105W,
YJL106W,
YJL107C,
YJL108C,
YJL109C,0.8039372943
YJL110C,
YJL111W,
YJL112W,0.4467456865
YJL113W,
YJL114W,
YJL115W,-0.6269301216
YJL116C,
YJL117W,1.8029093216
YJL118W,
YJL119C,
YJL120W,
YJL121C,0.732630574
YJL122W,-0.2604778721
YJL123C,-1.9621193636
YJL124C,-0.0666341496
YJL125C,
YJL126W,
YJL127C,
YJL127C-B,
YJL127W-A,
YJL128C,-0.140924063
YJL129C,
YJL130C,3.6348847512
YJL131C,
YJL132W,
YJL133C-A,
YJL133W,
YJL134W,
YJL135W,
YJL136C,
YJL136W-A,
YJL137C,
YJL138C,-3.0035072546
YJL139C,
YJL140W,
YJL141C,
YJL142C,
YJL143W,58.2958768276
YJL144W,-0.0312023145
YJL145W,-0.0813855891
YJL146W,-0.5125963576
YJL147C,
YJL148W,-1.1276989947
YJL149W,
YJL150W,
YJL151C,3.0315361217
YJL152W,
YJL153C,
YJL154C,-0.5010188665
YJL155C,-1.6529079029
YJL156C,
YJL156W-A,
YJL157C,
YJL158C,
YJL159W,
YJL160C,
YJL161W,
YJL162C,
YJL163C,
YJL164C,-0.7702474557
YJL165C,
YJL166W,0.454013491
YJL167W,
YJL168C,
YJL169W,-0.7341099931
YJL170C,
YJL171C,0.792630574
YJL172W,
YJL173C,
YJL174W,
YJL175W,
YJL176C,-0.5709557442
YJL177W,-2.0472573902
YJL178C,0.5647921528
YJL179W,-0.2360048347
YJL180C,
YJL181W,
YJL182C,
YJL183W,-1.5643662569
YJL184W,
YJL185C,
YJL186W,-0.7287324684
YJL187C,
YJL188C,
YJL189W,
YJL190C,0.7664471155
YJL191W,-0.0566454731
YJL192C,0.8027530853
YJL193W,
YJL194W,
YJL195C,
YJL196C,4.4948064522
YJL197C-A,
YJL197W,-0.2069835405
YJL198W,
YJL199C,
YJL200C,2.0872264664
YJL201W,0.1789811335
YJL202C,
YJL203W,
YJL204C,
YJL205C,
YJL206C,
YJL206C-A,
YJL207C,0.615854363
YJL208C,
YJL209W,
YJL210W,
YJL211C,
YJL212C,
YJL213W,
YJL214W,
YJL215C,
YJL216C,
YJL217W,
YJL218W,
YJL219W,
YJL220W,
YJL221C,
YJL222W,
YJL222W-A,
YJL222W-B,
YJL223C,
YJL225C,
YJL225W-A,
YJR001W,
YJR002W,
YJR003C,0.9577777778
YJR004C,
YJR005C-A,
YJR005W,-0.1716564799
YJR006W,
YJR007W,
YJR008W,
YJR009C,6.7923012993
YJR010CA,
YJR010C-A,
YJR010W,1.664953677
YJR011C,
YJR012C,
YJR013W,-1.0348574545
YJR014W,0.1962357005
YJR015W,
YJR016C,2.4173193672
YJR017C,0.7384631641
YJR018W,
YJR019C,
YJR020W,
YJR021C,
YJR022W,
YJR023C,
YJR024C,
YJR025C,4.8920971545
YJR026W,
YJR027W,
YJR028W,
YJR029W,
YJR030C,
YJR031C,
YJR032W,-1.2982543135
YJR033C,
YJR034W,
YJR035W,
YJR036C,
YJR037W,
YJR038C,
YJR039W,
YJR040W,
YJR041C,-0.4618044547
YJR042W,-0.5243348163
YJR043C,
YJR044C,
YJR045C,
YJR046W,
YJR047C,1.4946853746
YJR048W,4.0912675316
YJR049C,0.6512132076
YJR050W,
YJR051W,
YJR052W,
YJR053W,
YJR054W,
YJR055W,
YJR056C,
YJR057W,
YJR058C,
YJR059W,-0.4880549483
YJR060W,-0.7353870956
YJR061W,
YJR062C,
YJR063W,0.8522153735
YJR064W,
YJR065C,
YJR066W,
YJR067C,
YJR068W,-1.4802090582
YJR069C,4.0204688886
YJR070C,-0.2472463057
YJR071W,
YJR072C,0.2733985108
YJR073C,8.3507272804
YJR074W,
YJR075W,
YJR076C,
YJR077C,5.5220335235
YJR078W,
YJR079W,
YJR080C,0.0352873966
YJR082C,
YJR083C,
YJR084W,
YJR085C,
YJR086W,1.6226923077
YJR087W,
YJR088C,-1.7016888861
YJR089W,
YJR090C,
YJR091C,0.5649824217
YJR092W,
YJR093C,
YJR094C,
YJR094WA,
YJR094W-A,
YJR095W,
YJR096W,
YJR097W,
YJR098C,
YJR099W,
YJR100C,
YJR101W,-0.1418724617
YJR102C,
YJR103W,
YJR104C,4.4582917636
YJR105W,0.3856166482
YJR106W,
YJR107W,
YJR108W,
YJR109C,4.5909476919
YJR110W,
YJR111C,-0.7901501485
YJR112W,0.8740086052
YJR112W-A,
YJR113C,-1.4302723141
YJR114W,
YJR115W,
YJR116W,
YJR117W,0.7208397831
YJR118C,
YJR119C,
YJR120W,
YJR121W,8.8219880541
YJR122W,
YJR123W,
YJR124C,
YJR125C,
YJR126C,
YJR127C,
YJR128W,
YJR129C,
YJR130C,1.5084793722
YJR131W,-0.8436865287
YJR132W,4.2733823828
YJR133W,
YJR134C,
YJR135C,
YJR135W-A,
YJR136C,
YJR137C,
YJR138W,
YJR139C,-1.2760406451
YJR140C,
YJR140W-A,
YJR141W,
YJR142W,
YJR143C,-0.3448220238
YJR144W,
YJR145C,-3.3541768269
YJR146W,
YJR147W,
YJR148W,9.5636444527
YJR149W,
YJR150C,
YJR151C,
YJR151W-A,
YJR152W,
YJR153W,
YJR154W,
YJR155W,
YJR156C,
YJR157W,
YJR158W,
YJR159W,
YJR160C,
YJR161C,
YJR162C,
YKL001C,
YKL002W,
YKL003C,
YKL004W,0.0827347662
YKL005C,
YKL006CA,
YKL006C-A,
YKL006W,-2.4163929067
YKL007W,-1.7144153035
YKL008C,1.2619001378
YKL009W,-0.2379620542
YKL010C,
YKL011C,
YKL012W,
YKL013C,1.0616187082
YKL014C,0.8257829681
YKL015W,
YKL016C,3.1916511901
YKL017C,
YKL018C-A,
YKL018W,
YKL019W,
YKL020C,
YKL021C,
YKL022C,
YKL023C-A,
YKL023W,-1.1252239979
YKL024C,2.292963456
YKL025C,-0.6773837611
YKL026C,
YKL027W,-1.0703240862
YKL028W,-1.0179618516
YKL029C,3.0450916878
YKL030W,
YKL031W,
YKL032C,0.4724419306
YKL033W,
YKL033WA,
YKL033W-A,
YKL034W,
YKL035W,2.7298332458
YKL036C,
YKL037W,
YKL038W,
YKL039W,
YKL040C,-0.3041166078
YKL041W,
YKL042W,-0.1747439134
YKL043W,
YKL044W,
YKL045W,
YKL046C,-0.970207338
YKL047W,
YKL048C,
YKL049C,
YKL050C,
YKL051W,0.9902208402
YKL052C,
YKL053CA,
YKL053C-A,
YKL053W,
YKL054C,-0.8658207416
YKL055C,
YKL056C,-0.4179918128
YKL057C,
YKL058W,
YKL059C,0.2080033924
YKL060C,
YKL061W,0.520516836
YKL062W,
YKL063C,-1.6879558538
YKL064W,0.3192456358
YKL065C,0.211615951
YKL065W-A,
YKL066W,
YKL067W,0.7198064522
YKL068W,0.4872322494
YKL068W-A,
YKL069W,0.5404175776
YKL070W,
YKL071W,-2.6307655126
YKL072W,
YKL073W,
YKL074C,
YKL075C,-1.1825963576
YKL076C,
YKL077W,-0.7964346767
YKL078W,
YKL079W,0.4446853746
YKL080W,0.6012478597
YKL081W,-0.1846982957
YKL082C,
YKL083W,
YKL084W,
YKL085W,5.4759706166
YKL086W,1.6943933912
YKL087C,
YKL088W,0.1793564885
YKL089W,
YKL090W,
YKL091C,
YKL092C,-1.8416634703
YKL093W,
YKL094W,-1.3869981496
YKL095W,
YKL096C-B,
YKL096W,15.5012360863
YKL096WA,
YKL096W-A,
YKL097C,
YKL097W-A,
YKL098W,
YKL099C,
YKL100C,
YKL100W-A,
YKL101W,
YKL102C,
YKL103C,18.2129048899
YKL104C,
YKL105C,
YKL106C-A,
YKL106W,0.4339683635
YKL107W,
YKL108W,
YKL109W,
YKL110C,
YKL111C,
YKL112W,2.247899373
YKL113C,-1.3951501485
YKL114C,
YKL115C,
YKL116C,0.0742456358
YKL117W,-2.2911469776
YKL118W,
YKL119C,
YKL120W,5.2781333026
YKL121W,
YKL122C,-0.7261824661
YKL123W,
YKL124W,
YKL125W,
YKL126W,-0.8314647278
YKL127W,1.1932360648
YKL128C,3.6025076401
YKL129C,1.0905445146
YKL130C,-0.3960190325
YKL131W,
YKL132C,
YKL133C,
YKL134C,
YKL135C,0.2599515779
YKL136W,
YKL137W,
YKL138C,0.20034213
YKL138C-A,
YKL139W,
YKL140W,
YKL141W,
YKL142W,0.3704429481
YKL143W,-0.04722774
YKL144C,
YKL145W,
YKL145W-A,
YKL146W,0.4862675316
YKL147C,
YKL148C,
YKL149C,
YKL150W,
YKL151C,-0.5879463337
YKL152C,-2.444709268
YKL153W,
YKL154W,-0.0770720185
YKL155C,
YKL156C-A,
YKL156W,-0.2578291274
YKL157W,2.5502941176
YKL158W,
YKL159C,
YKL160W,-0.7148205079
YKL161C,
YKL162C,
YKL162C-A,
YKL163W,
YKL164C,42.2578190728
YKL165C,0.1409300786
YKL165C-A,
YKL166C,
YKL167C,-1.5188716923
YKL168C,
YKL169C,
YKL170W,-0.5248361684
YKL171W,
YKL172W,
YKL173W,
YKL174C,
YKL175W,
YKL176C,
YKL177W,
YKL178C,
YKL179C,
YKL180W,-0.8149541663
YKL181W,-0.9556741276
YKL182W,
YKL183C-A,
YKL183W,
YKL184W,
YKL185W,
YKL186C,
YKL187C,
YKL188C,
YKL189W,
YKL190W,-0.480207338
YKL191W,0.8039809675
YKL192C,4.0217591659
YKL193C,-0.1392000734
YKL194C,
YKL195W,0.0605873257
YKL196C,
YKL197C,
YKL198C,
YKL199C,
YKL200C,
YKL201C,
YKL202W,
YKL203C,
YKL204W,0.7347605189
YKL205W,
YKL206C,-1.2311109225
YKL207W,
YKL208W,
YKL209C,5.1021830658
YKL210W,0.7028104103
YKL211C,0.8656419974
YKL212W,-0.3628551818
YKL213C,0.0080292231
YKL214C,
YKL215C,1.1498201305
YKL216W,
YKL217W,
YKL218C,
YKL219W,
YKL220C,
YKL221W,
YKL222C,
YKL223W,
YKL224C,
YKL225W,
YKR001C,
YKR002W,
YKR003W,-0.2115493513
YKR004C,
YKR005C,
YKR006C,-1.022241582
YKR007W,1.2566908023
YKR008W,2.2319405572
YKR009C,
YKR010C,
YKR011C,
YKR012C,
YKR013W,
YKR014C,-1.0970167465
YKR015C,
YKR016W,
YKR017C,
YKR018C,0.1574330543
YKR019C,
YKR020W,-0.3801251237
YKR021W,
YKR022C,
YKR023W,
YKR024C,-1.9798220238
YKR025W,-0.1897502742
YKR026C,2.1614446129
YKR027W,
YKR028W,
YKR029C,
YKR030W,
YKR031C,-0.032752454
YKR032W,
YKR033C,
YKR034W,
YKR035C,
YKR035W-A,4.3128970776
YKR036C,
YKR037C,
YKR038C,-0.7350484221
YKR039W,13.3656543929
YKR040C,
YKR041W,
YKR042W,
YKR043C,0.4044324715
YKR044W,
YKR045C,
YKR046C,7.0961851352
YKR047W,
YKR048C,-1.6431750936
YKR049C,
YKR050W,
YKR051W,
YKR052C,
YKR053C,
YKR054C,
YKR055W,
YKR056W,
YKR057W,
YKR058W,
YKR059W,-2.7547419217
YKR060W,-0.6787867924
YKR061W,
YKR062W,
YKR063C,
YKR064W,
YKR065C,4.2010004304
YKR066C,1.3888298402
YKR067W,0.0110004304
YKR068C,0.870854363
YKR069W,
YKR070W,
YKR071C,0.7097658284
YKR072C,0.1963180175
YKR073C,
YKR074W,1.3163193586
YKR075C,0.8295669015
YKR075W-A,
YKR076W,
YKR077W,
YKR078W,
YKR079C,
YKR080W,0.173561409
YKR081C,
YKR082W,
YKR083C,
YKR084C,0.9342964829
YKR085C,0.4540086052
YKR086W,
YKR087C,
YKR088C,-0.3320282737
YKR089C,0.4093663493
YKR090W,-0.3272577569
YKR091W,
YKR092C,-0.7374154922
YKR093W,
YKR094C,-0.7441838398
YKR095W,-0.6590713477
YKR095W-A,
YKR096W,
YKR097W,
YKR098C,
YKR099W,
YKR100C,-0.9649278309
YKR101W,
YKR102W,
YKR103W,
YKR104W,
YKR105C,
YKR106W,
YLL001W,0.3882033329
YLL002W,
YLL003W,
YLL004W,
YLL005C,
YLL006W,
YLL006W-A,
YLL007C,
YLL008W,
YLL009C,0.0736374017
YLL010C,-1.802752454
YLL011W,1.4006643724
YLL012W,1.8614625011
YLL013C,-0.280500235
YLL014W,-1.2010921305
YLL015W,
YLL016W,
YLL017W,
YLL018C,-0.3867558923
YLL018CA,
YLL018C-A,-0.2456435115
YLL019C,
YLL019W-A,
YLL020C,
YLL021W,
YLL022C,-0.9219966076
YLL023C,5.1129279815
YLL024C,2.3434831128
YLL025W,
YLL026W,3.6423669976
YLL027W,-0.6892687495
YLL028W,7.3228187637
YLL029W,
YLL030C,
YLL031C,0.4283333333
YLL032C,0.4601159255
YLL033W,
YLL034C,
YLL035W,
YLL036C,0.4493933912
YLL037W,
YLL038C,-0.7713218804
YLL039C,1.7807023772
YLL040C,-0.4708272023
YLL041C,2.6055846965
YLL042C,
YLL043W,0.1197525443
YLL044W,
YLL045C,-2.8732017506
YLL046C,
YLL047W,
YLL048C,0.9351480036
YLL049W,
YLL050C,
YLL051C,
YLL052C,
YLL053C,
YLL054C,
YLL055W,
YLL056C,
YLL057C,
YLL058W,
YLL059C,
YLL060C,
YLL061W,
YLL062C,
YLL063C,
YLL064C,
YLL065W,
YLL066C,
YLL066W-A,
YLL066W-B,
YLL067C,
YLL067W-A,
YLR001C,-0.657752454
YLR002C,0.0130698784
YLR003C,
YLR004C,
YLR005W,
YLR006C,
YLR007W,
YLR008C,
YLR009W,
YLR010C,
YLR011W,
YLR012C,
YLR013W,
YLR014C,
YLR015W,
YLR016C,
YLR017W,0.627598176
YLR018C,-0.1122781448
YLR019W,
YLR020C,0.5320873827
YLR021W,
YLR022C,-0.3912207426
YLR023C,
YLR024C,
YLR025W,
YLR026C,
YLR027C,
YLR028C,-1.2707645044
YLR029C,
YLR030W,
YLR031W,
YLR032W,
YLR033W,-0.5593662569
YLR034C,0.7307023772
YLR035C,
YLR035C-A,
YLR036C,
YLR037C,
YLR038C,
YLR039C,
YLR040C,
YLR041W,
YLR042C,-0.1468044547
YLR043C,1.3238755972
YLR044C,0.1597350591
YLR045C,-0.6858145328
YLR046C,
YLR047C,
YLR048W,-2.7328987002
YLR049C,
YLR050C,0.5515590671
YLR051C,0.9559140773
YLR052W,-0.9025963576
YLR053C,
YLR054C,
YLR055C,
YLR056W,0.9683333333
YLR057W,
YLR058C,-2.1667155136
YLR059C,1.6130190029
YLR060W,0.2333879439
YLR061W,-3.0399516208
YLR062C,
YLR063W,
YLR064W,-1.3838972752
YLR065C,
YLR066W,
YLR067C,
YLR068W,
YLR069C,-0.0133488099
YLR070C,
YLR071C,
YLR072W,
YLR073C,
YLR074C,1.1828735736
YLR075W,-2.8832485211
YLR076C,
YLR077W,
YLR078C,
YLR079W,
YLR080W,
YLR081W,
YLR082C,
YLR083C,1.6753468082
YLR084C,1.5402873966
YLR085C,
YLR086W,
YLR087C,
YLR088W,
YLR089C,
YLR090W,-0.6058145328
YLR091W,
YLR092W,
YLR093C,
YLR094C,
YLR095C,
YLR096W,0.1450703938
YLR097C,
YLR098C,
YLR099C,
YLR099W-A,
YLR100W,-0.4287256622
YLR101C,
YLR102C,
YLR103C,
YLR104W,
YLR105C,
YLR106C,
YLR107W,
YLR108C,
YLR109W,1.7474393304
YLR110C,3.8557925207
YLR111W,
YLR112W,
YLR113W,-1.1831867216
YLR114C,-0.13222774
YLR115W,
YLR116W,-1.066973018
YLR117C,
YLR118C,-1.1379817706
YLR119W,
YLR120C,
YLR120W-A,
YLR121C,
YLR122C,
YLR123C,
YLR124W,
YLR125W,
YLR126C,
YLR127C,
YLR128W,
YLR129W,
YLR130C,
YLR131C,
YLR132C,
YLR133W,
YLR134W,
YLR135W,
YLR136C,
YLR137W,
YLR138W,-0.7374137239
YLR139C,
YLR140W,
YLR141W,
YLR142W,
YLR143W,
YLR144C,
YLR145W,
YLR146C,
YLR146W-A,
YLR147C,
YLR148W,-0.2449020981
YLR149C,
YLR149C-A,
YLR150W,-0.8840214366
YLR151C,
YLR152C,
YLR153C,1.2781282152
YLR154C,
YLR154C-G,
YLR154C-H,
YLR154W-A,
YLR154W-B,
YLR154W-C,
YLR154W-E,
YLR154W-F,
YLR155C,
YLR156C-A,
YLR156W,
YLR157C,
YLR157C-B,
YLR157C-C,
YLR157W-D,
YLR157W-E,
YLR158C,
YLR159C-A,
YLR159W,
YLR160C,
YLR161W,
YLR162W,
YLR162W-A,
YLR163C,-0.7517674419
YLR163W-A,
YLR164W,
YLR165C,
YLR166C,-0.8983333333
YLR167W,
YLR168C,0.5602948419
YLR169W,
YLR170C,
YLR171W,
YLR172C,0.8948020354
YLR173W,
YLR174W,
YLR175W,0.1148670109
YLR176C,
YLR177W,
YLR178C,0.8876387171
YLR179C,
YLR180W,2.020583742
YLR181C,-1.6669966076
YLR182W,0.7327721063
YLR183C,
YLR184W,
YLR185W,-2.5728113737
YLR186W,0.9188298402
YLR187W,-0.5486191927
YLR188W,-0.3086865287
YLR189C,
YLR190W,
YLR191W,
YLR192C,-1.4842490815
YLR193C,-0.9897386081
YLR194C,4.7901779762
YLR195C,
YLR196W,0.018000998
YLR197W,
YLR198C,
YLR199C,
YLR200W,-0.4644097842
YLR201C,0.0914625011
YLR202C,
YLR203C,2.5041055796
YLR204W,
YLR205C,
YLR206W,0.2493130967
YLR207W,
YLR208W,
YLR209C,
YLR210W,
YLR211C,
YLR212C,
YLR213C,
YLR214W,
YLR215C,
YLR216C,0.3673726811
YLR217W,
YLR218C,1.3677218552
YLR219W,0.4739715454
YLR220W,
YLR221C,-1.1033168792
YLR222C,
YLR222C-A,
YLR223C,
YLR224W,
YLR225C,-0.8408145328
YLR226W,-1.8968195703
YLR227C,
YLR227W-B,
YLR228C,
YLR229C,
YLR230W,
YLR231C,5.894928069
YLR232W,
YLR233C,
YLR234W,
YLR235C,
YLR236C,
YLR237W,
YLR238W,
YLR239C,
YLR240W,
YLR241W,
YLR242C,
YLR243W,
YLR244C,-0.1861507914
YLR245C,-0.3452752468
YLR246W,
YLR247C,
YLR248W,0.430141915
YLR249W,-0.4287192475
YLR250W,-1.2533488099
YLR251W,
YLR252W,
YLR253W,-1.1486497305
YLR254C,-1.1421756464
YLR255C,
YLR256W,
YLR256W-A,
YLR257W,-0.4982294967
YLR258W,5.817071882
YLR259C,
YLR260W,
YLR261C,
YLR262C,
YLR262CA,
YLR262C-A,3.2036837859
YLR263W,
YLR264C-A,
YLR264W,0.179748681
YLR265C,
YLR266C,
YLR267W,
YLR268W,
YLR269C,
YLR270W,0.6755478728
YLR271W,
YLR272C,
YLR273C,
YLR274W,
YLR275W,
YLR276C,
YLR277C,
YLR278C,
YLR279W,
YLR280C,
YLR281C,
YLR282C,
YLR283W,
YLR284C,
YLR285C-A,
YLR285W,3.5990308861
YLR286C,0.935738908
YLR286W-A,
YLR287C,-1.2937403254
YLR287C-A,-0.9462924217
YLR288C,
YLR289W,
YLR290C,-1.3466176172
YLR291C,-0.506169629
YLR292C,
YLR293C,
YLR294C,
YLR295C,2.2005747488
YLR296W,
YLR297W,
YLR298C,
YLR299C-A,
YLR299W,
YLR300W,-0.0323465335
YLR301W,-0.0213961897
YLR302C,
YLR303W,
YLR304C,
YLR305C,
YLR306W,
YLR307C-A,
YLR307W,
YLR308W,
YLR309C,0.4061693929
YLR310C,
YLR311C,
YLR312C,
YLR312WA,
YLR312W-A,-0.8662207426
YLR313C,
YLR314C,
YLR315W,-0.9840564191
YLR316C,
YLR317W,
YLR318W,
YLR319C,-0.0253517499
YLR320W,
YLR321C,-0.0807035171
YLR322W,
YLR323C,
YLR324W,0.8320873827
YLR325C,-1.1067498962
YLR326W,
YLR327C,7.1010652456
YLR328W,-0.219145637
YLR329W,
YLR330W,
YLR331C,
YLR332W,-0.4299904993
YLR333C,1.6324839188
YLR334C,
YLR335W,-0.3757921873
YLR336C,-0.2623837611
YLR337C,
YLR338W,
YLR339C,
YLR340W,
YLR341W,
YLR342W,0.5542456358
YLR342W-A,
YLR343W,
YLR344W,-2.6522162681
YLR345W,-0.2223612829
YLR346C,-0.4198220238
YLR347C,-0.4114112156
YLR347W-A,
YLR348C,
YLR349W,
YLR350W,0.5392964829
YLR351C,-0.7890564191
YLR352W,
