,lambda_1,int_1,beta_1,sigma_1,lambda_2,int_2,beta_2,sigma_2,conv
PUF6,0.87786723385264,0.0133325957069055,-0.00224235688798569,0.108311648293574,0.12213276614736,0.144461739252387,-0.00179008961313939,0.434828574076221,Y
PUS9,0.0252845648053947,-0.180228209299482,0.0232392217423233,0.321607389306268,0.974715435194605,0.00415443147769844,0.00132318337406823,0.0602419186714184,Y
PUF3,0.897405766739813,-0.00554276010580615,-0.00364156515936359,0.0625375394055334,0.102594233260187,0.227756406909442,-0.00242040740829506,0.278271480550567,Y
PTK2,0.928490354291805,0.00236077954821479,0.00030886195360451,0.078230281130742,0.0715096457081953,0.040925712254496,-0.0287823656288712,0.339494496730087,Y
PTP3,0.0643638636095706,-0.0109628133839001,-0.0124680130506191,0.429845772720732,0.935636136390429,0.0001860770556938,-0.00104455139457781,0.080074305004317,Y
PSY2,0.0679475212168796,-0.0851689917852072,0.0246996104368299,0.437323789702105,0.93205247878312,0.0059350338846729,-0.000128819235380334,0.095889939678942,Y
PTC1,0.792529259723056,-0.0090297354282491,-0.0181231933733845,0.196686161161085,0.207470740276944,0.420141829504703,-0.0958503208908503,0.650738108107928,Y
PPH3,0.12186930458803,-0.0810165096414851,0.00336191979819828,0.384193948738383,0.87813069541197,-0.00459302484818049,0.000544767090084534,0.103162392879464,Y
POL32,0.879097818866901,0.000745889335370892,-0.0013295716626154,0.0807465967237811,0.120902181133099,0.0679023777074594,0.00580832570133854,0.274882495068339,Y
POG1,0.934701008793895,-0.00552169622635309,-0.00201595829184973,0.0824778088007909,0.0652989912061047,0.0294422237450091,0.00670705915222977,0.553113474906705,Y
PMS1,0.0545951859380822,-0.00491415298761968,0.00511158918171723,0.347045936260925,0.945404814061918,-0.00613597801077204,-0.00209302644418395,0.0555263076482758,Y
PLC1,0.8514695718936,0.013769788495013,-0.0113911981650296,0.186257033023217,0.1485304281064,0.419138145944239,-0.0646931648614031,0.788227548187227,Y
PML39,0.926005465531409,0.0019463050179453,0.000133739536559262,0.0660524525421536,0.0739945344685916,0.00937465394303356,0.00262964443212915,0.322828366633506,Y
PIH1,0.844449659506899,0.00323268168962958,0.00178710134927807,0.105016492918136,0.155550340493101,0.0403124710199228,-0.00193998909195349,0.355760469585766,Y
PIN4,0.87759249967658,-0.00623590734122272,-0.00302126432465429,0.0912527266953203,0.12240750032342,0.0783170380841273,0.00529096528588926,0.361220921100907,Y
PIF1,0.173314001812717,0.0690394695566452,-0.0140193829657538,0.265850397738081,0.826685998187283,-0.000751936846393818,-0.00498564778244327,0.0845288234037311,Y
PIB2,0.0671847068674515,-0.0477171945982436,0.00801833600660587,0.40602145803763,0.932815293132549,0.00754513324139752,-0.000701641558722266,0.0787063890093351,Y
PHO80,0.957045569682195,-0.0077157891023673,0.000819958145682966,0.0745976280062174,0.0429544303178051,0.0592917000452667,-0.0180277351380538,0.466596318989921,Y
PFK2,0.835023171895428,0.00345418108895985,-0.019020005317435,0.219873504208703,0.164976828104572,0.478321369821652,-0.0508583336966973,0.714498629822307,Y
PFK1,0.9135132288619,0.0113595945389021,-0.00618701147833881,0.137999397465166,0.0864867711380996,0.0925244702281658,-0.00944652273898616,0.589198582804391,Y
PHO85,0.904430211204769,0.00483659780503822,-0.0173782226214194,0.198367509625225,0.0955697887952306,0.340400558625968,-0.036309924116356,0.823569369346633,Y
PFK27,0.811383313279093,-0.00205744286572766,-0.0135443563030776,0.178942711421548,0.188616686720907,0.28021438013248,-0.0762864590696582,0.593276595484211,Y
PHO13,0.0415767488208825,0.11793412901576,0.0534745939755254,0.553607534129872,0.958423251179118,-0.000885561140892519,0.000377156430645198,0.060635827985556,Y
PET112,0.892106142672297,0.000199863430686234,-0.000573854248735643,0.0589542236826387,0.107893857327703,-0.0941379884230147,0.0105545940856512,0.263368628102682,Y
PDE2,0.887421296151802,-0.006826694793108,0.00170506967753517,0.118595836261381,0.112578703848198,-0.115732748664869,-0.0198183549692262,0.616054164750549,Y
PCL8,0.876491175161988,-0.00196812454897346,-0.000314888207114388,0.0758032811186037,0.123508824838012,-0.190167597183699,0.0157649647436272,0.38658368043251,Y
PCL6,0.964417650060156,-0.00366334814875315,0.00287789264492265,0.0939220753317283,0.0355823499398443,0.146837025770105,-0.0878048814689178,0.682976120589996,Y
PBS2,0.108435595587062,-0.0582364921672703,0.0388851995598709,0.45648735053898,0.891564404412938,-0.00037563887853008,-0.000145652530369358,0.079999643048049,Y
PBP1,0.0598855199941624,-0.16825365421651,0.051820620674093,0.356736990015064,0.940114480005838,-0.000391517650998155,-0.00232287787508622,0.100196131188335,Y
PAT1,0.935490086773055,0.00389420104434141,-0.00387146654828741,0.221758344141795,0.0645099132269454,0.160250964813358,0.00290056887564622,0.790609115667581,Y
PAP2,0.186031663168555,0.0554379933080714,-0.00658769642861375,0.477273894898841,0.813968336831445,0.00131389676587397,-0.00161933923157652,0.119227343266282,Y
OPI1,0.138943376994196,0.398895137336442,-0.0841542669384101,0.819241293253576,0.861056623005804,0.0139402959544858,-0.00699222433302802,0.201216000418524,Y
OCA6,0.094874521673397,0.104049655945809,-0.0125950475997276,0.368692117240697,0.905125478326603,-0.0067652813757096,0.000495490317080773,0.0879657566448576,Y
OCA4,0.886347062096163,-0.00339360652092889,0.00186490895813933,0.0832848137651521,0.113652937903837,0.109199760906228,-0.0149389175769969,0.335968939358535,Y
OCA5,0.875245984864161,-0.00503843835711439,0.00270067275541623,0.080845805021651,0.124754015135839,0.106361658805182,-0.0177605640756534,0.300314888078103,Y
OCA2,0.0921235452366743,0.0654236851127749,0.00535099516371784,0.377034288117058,0.907876454763326,-0.00348407981516792,0.00150314278216022,0.0910798787518899,Y
