"","cor","beta","pval_beta","adjp_beta","ratio","iter"
"NMD2","0.1047150","0.0190064","8.64766e-14","10.29151","0.758809","55"
"NAM7","0.0857574","0.0147078","1.03481e-09"," 6.21355","0.743982","64"
