,lambda_1,int_1,beta_1,sigma_1,lambda_2,int_2,beta_2,sigma_2,conv
BUD21,0.0631895985842115,-0.0446019786501327,-0.0311604106552788,0.563052684899148,0.936810401415789,-0.00102554130042867,-0.00186428568307094,0.119792512108095,Y
CCE1,0.783869316815408,-0.00556588695680416,-0.00399464341836432,0.127637888323195,0.216130683184592,0.0985169556881845,-0.00560331151733589,0.379480523122949,Y
CDC40,0.125465813365964,-0.18533332311769,-0.0277737220185423,0.633650601619584,0.874534186634036,-0.00820166027531117,0.0127791366338726,0.238117064998801,Y
SSN3,0.100049282805762,0.683018005805384,0.0294686070041828,1.1328174187551,0.899950717194238,-0.011358741085983,-0.0280475227062568,0.248584145347998,Y
CGR1,0.930066889646092,-0.00225235983702144,-0.0015076106106868,0.109953948954325,0.0699331103539082,0.0963089254542676,0.0269853167733498,0.435803635406336,Y
CHL1,0.101953720546052,0.0900148555864726,-0.00303987873251208,0.225700678035402,0.898046279453948,-0.0089452239890759,-0.000134488148568428,0.0669449041061239,Y
CGI121,0.11804937175709,0.00314245064075996,-0.0200279480209225,0.382001012073206,0.88195062824291,-0.00278438961578294,-0.00942798178036235,0.136198473817156,Y
CIN8,0.862330049247803,-0.0169449771596872,-0.00149788554131809,0.100449251306611,0.137669950752197,0.143806425630133,0.000976082442574353,0.351111412861055,Y
CKB1,0.0665619062235333,-0.254352770536415,0.0266139124062004,0.596311310221261,0.933438093776467,-0.00431145001777127,0.00236366965273546,0.111928609725241,Y
CKA2,0.104743940462554,0.202546328091996,0.0486526339428701,0.644904732194188,0.895256059537446,-0.0118744892918303,-0.00308315991763688,0.12754529784083,Y
CLB5,0.914463103272204,-0.0135280815683159,0.00964890882881123,0.108813909764365,0.0855368967277957,0.151972819116922,0.0167176711435579,0.3560289746928,Y
CLB2,0.925680487953535,-0.005567926462494,0.00678026536995979,0.0826006718103306,0.074319512046465,0.00330216713024522,0.00594313023506495,0.373583078552044,Y
CKB2,0.920928854420783,-0.00334812537661432,0.00182204188700178,0.133837426921126,0.0790711455792167,-0.22254712800632,-0.0283288203135372,0.548158011047076,Y
CLA4,0.957564394285625,-0.0022991857013538,0.00147372376084896,0.0820803825342503,0.0424356057143753,0.0705689397085087,-0.0408380270469999,0.511662357848771,Y
CLB1,0.0796905518426526,-0.149968322881768,-0.00999889345258634,0.40590945753462,0.920309448157347,-0.000301745954434785,0.00147157016749516,0.0823365589600506,Y
CLN3,0.20788597585316,0.0453208147004188,-0.00580041176028138,0.246859815544541,0.79211402414684,-0.0112749840457072,-0.00819006513552389,0.0968117884783441,Y
CLN2,0.956854422734079,-0.00413643926325269,0.00373624661884895,0.059565253083666,0.0431455772659213,0.0611443201128634,-0.0121496579135505,0.371560011392091,Y
CSM1,0.938749254111584,-0.00342512486759526,-0.00078533514999826,0.0991791049965455,0.0612507458884161,0.457669328606569,0.0495150595213566,0.565347566079961,Y
CTF18,0.862849872550947,-0.0202015225478847,-0.00209081481808333,0.120309656363758,0.137150127449053,0.212345637887099,-0.00693156742751477,0.379477149846659,Y
CTF19,0.929740250091936,-0.00956477022032107,0.00118939297753556,0.066089464310519,0.0702597499080642,0.175431262661523,-4.68043456903272e-05,0.257058229049033,Y
CSM3,0.0149833336587775,-0.0930952624931953,0.0477484404292799,0.477329542790318,0.985016666341223,0.00394891239599365,0.000423556919134895,0.0858387143487145,Y
CTF4,0.158925326612091,0.205967328115927,0.0155118075111792,0.451651431837032,0.841074673387909,-0.0325424408593852,-0.00141352524059537,0.151805598444459,Y
SSN8,0.904341429215885,-0.0126456653134924,-0.0172071763314224,0.196614923387615,0.0956585707841147,0.567737879353896,0.0148268238849938,1.03231594701025,Y
DCC1,0.874390916873261,-0.0100221292831809,0.000324208968968789,0.112622565309605,0.125609083126739,0.181721246749941,8.64624668588376e-05,0.35440947621988,Y
DBR1,0.941589559879551,-0.000647986787671685,-0.00508070571185114,0.107307269906876,0.0584104401204486,0.107983014596598,-0.0166827409528711,0.416480578015118,Y
DCS1,0.0602917080846566,0.0143944267676328,0.00770051517827655,0.521345586490395,0.939708291915343,-0.00888990242479435,0.000105108306268897,0.0906979010547136,Y
DBP3,0.923248577542124,-0.00701248233643836,-0.000577544246865241,0.143912697386327,0.076751422457876,0.204916186855968,-0.00294551640230675,0.531444766530389,Y
DDR48,0.937067284323821,-0.00419377324206529,0.00146793855615086,0.0729300161944827,0.0629327156761793,-0.0808563114163029,-0.0197069869642576,0.633379704058222,Y
DHH1,0.102645708008804,0.105295477907729,-0.0462851571966601,0.630642888354232,0.897354291991196,0.0026680617888648,0.011146463736536,0.223118433213756,Y
DIG1,0.117003474139104,-0.219987918047956,-0.0816998115640369,0.668074312110017,0.882996525860896,-0.00241276522712075,0.0018482112188123,0.176555549248766,Y
DEG1,0.899054885051862,-0.00276992339567215,-0.0039717151548584,0.147465942275987,0.100945114948138,0.0320050238771146,-0.0125627269001947,0.519154946378631,Y
DIG2,0.0388957171996821,0.034274933708944,0.033551029802466,0.267476235703348,0.961104282800318,-0.00193075135647228,-0.00230096411992972,0.0611212673180126,Y
DSS1,0.0495009684100242,-0.0936636182747051,0.0116531833195738,0.332464029554459,0.950499031589976,0.00404515374649498,0.00411949719166003,0.0740781092353926,Y
DPB3,0.921785880875978,-0.00525345565553042,-0.001646945948617,0.0928770668968971,0.0782141191240219,0.137391456543985,-0.0156079556662485,0.325195271863178,Y
DST1,0.0443361866667262,-0.0772249803340388,-0.00328483629430249,0.507808725633531,0.955663813333274,0.000230218095641552,-0.00210864080843538,0.0999603887306929,Y
DUN1,0.921098822502274,-0.0112897737806782,-0.00279546660211409,0.0946603170549815,0.0789011774977261,0.220195027197219,-0.0142550659636707,0.460076047075317,Y
EBS1,0.835637533372827,-0.0315297443604787,0.00469704472842456,0.0768419782871829,0.164362466627173,0.114507275388795,0.00345737669199939,0.175719675114638,Y
EDC1,0.939691448739484,-0.00149028890014692,-0.00480486987556857,0.0943789554384957,0.0603085512605164,-0.0810411763557771,-0.015617903468036,0.493762370970161,Y
EFG1,0.869696364820126,-0.00101630176883646,-0.00582847927207904,0.126826731208787,0.130303635179874,0.0470303214773322,-0.00804233286743391,0.434270328240583,Y
ELG1,0.91596987221748,-0.00202455510420443,-0.00339583413812751,0.0677190300704719,0.0840301277825203,0.0342607576741253,0.0053727141726827,0.289003371282013,Y
ELF1,0.0432643361605819,-0.147343554791625,0.00408101300201183,0.694076729602919,0.956735663839418,-0.00883562068470565,0.0228115672600113,0.190121704741582,Y
ELM1,0.0817782527104436,0.215437546428255,0.0128278842445393,0.493080105453112,0.918221747289556,-0.0152327294550166,-1.90067312426883e-05,0.134430224302009,Y
ERF2,0.0662723098383003,0.135171586927683,0.0575922005226409,0.314052224033805,0.9337276901617,0.00277330142413152,-0.0047083234390541,0.0717607586674206,Y
ERG2,0.875648540607467,-0.0156985445929412,-0.000912834372942108,0.124546043907907,0.124351459392533,0.267182687438786,-0.0326717433188798,0.572609844854774,Y
EST1,0.133061783298575,0.0209001734378108,-0.0111335910725761,0.223190615492129,0.866938216701425,-0.00316438618801692,-0.00181441518509124,0.0666955086126142,Y
EXO1,0.0610756481782324,0.0219805023945183,0.0433748298029983,0.506149860955665,0.938924351821768,-0.00740313162708162,-0.000115673595615998,0.0764417794835381,Y
FAB1,0.912247286622617,-0.00835848910431058,0.000703773043469253,0.0984224987110301,0.0877527133773828,0.16761084212498,0.0027044832720579,0.404085027751748,Y
FKS1,0.862538004029627,-0.00707292933683069,-0.0137125872056668,0.147150636342798,0.137461995970373,0.262968232124313,-0.0502282966566954,0.502060415356075,Y
GEP3,0.81910176164672,-0.0121128234393542,-0.00551847589117527,0.208192657768529,0.18089823835328,0.28663439802533,0.0195519984444328,0.632215007394177,Y
FIN1,0.968667147375998,0.00572422636722863,-0.000724244793119594,0.0729244521792906,0.0313328526240016,0.101003773863224,0.0185908208077882,0.486017681142034,Y
FRA2,0.953561001136437,-0.0022695589816415,-6.74387719374946e-05,0.0460364384367751,0.0464389988635625,0.0220941085739858,0.000571317311391258,0.380694313539504,Y
GAL80,0.0115651638402433,0.0750430172356714,-0.5647127960431,0.497968872366418,0.988434836159757,-0.00466913135311275,0.00368638914705029,0.0654009996810519,Y
FUS3,0.0859190807097217,0.0251938628747837,-0.0275348449728852,0.531908648126739,0.914080919290278,-0.00324600377354704,0.0075661880668206,0.130385247776349,Y
GCR2,0.863902161439646,-0.0136586422430924,-0.0133905853735682,0.143616276547592,0.136097838560354,0.112245522344237,-0.0613782185105332,0.489225094650905,Y
GPA2,0.908681056845508,-0.00422660988509423,-0.000316804588018353,0.105592935072706,0.0913189431544924,0.251478461370096,0.0625457704064736,0.510013239788635,Y
GPR1,0.0836963125617031,0.310007185987222,0.0845587687990265,0.722360593817833,0.916303687438297,-0.0098579093008853,-0.00975101416184515,0.160101238490404,Y
GPG1,0.0628702671759151,-0.140966503757443,-0.000569258405849293,0.252458072016997,0.937129732824085,0.00904844611594502,-0.00552826185154632,0.106055429246959,Y
GPH1,0.907013495166422,-0.000346306640654337,0.000451641557916424,0.0886724411565065,0.0929865048335778,-0.144472515322718,-0.0605853202740359,0.392607321783498,Y
GIS4,0.954123744541544,-0.00486508303687509,-0.00412018813321112,0.0886771265069392,0.0458762554584564,0.168144968262056,-0.0355672848353451,0.573023806674334,Y
GTR1,0.912101460196194,-0.00408916221749852,0.00253999833584821,0.0964747170664045,0.0878985398038059,0.0636817732403481,-0.0369367856807996,0.520550980733858,Y
GSY2,0.0912432418133518,0.0553199228081698,0.0275174828000016,0.249644544318767,0.908756758186648,0.00236086229212321,-0.00716856421749675,0.0835301143122425,Y
GSY1,0.0299608321590288,-0.025255333571582,0.0292108062389435,0.324869319373557,0.970039167840971,0.00671058107878754,-0.00539714655635868,0.0809392473122644,Y
HAP4,0.0413955566252364,-0.00755718284389969,-0.0224422210808558,0.42659285759408,0.958604443374764,-0.00045064489738768,-0.01031782540839,0.110790552979357,Y
HCR1,0.909433163232722,-0.000360780569614332,-0.00455125904195572,0.144189827404623,0.0905668367672776,-0.0608246226038762,0.0053119698219656,0.492889131613834,Y
HFM1,0.114856554704816,0.131716029606783,-0.0147553135067625,0.406196700287346,0.885143445295184,-0.0105072917842405,-0.0032234715556556,0.117101163154402,Y
HHT1,0.927283938900515,-0.00292385270546246,-0.00411942663434023,0.0640728806807741,0.0727160610994853,0.0190688158429753,-0.0130250635752965,0.240468221162572,Y
HNT3,0.110635900894115,-0.047180152620297,-0.0112907429228834,0.26671368945299,0.889364099105885,0.00343434948792244,0.00527414064266542,0.0740824808079127,Y
HOG1,0.0690045573872757,-0.139389184216974,-0.0430910674588292,0.450004177754134,0.930995442612724,-0.000831265570848391,0.00516704806044958,0.0774079906952246,Y
HHF1,0.934994745012276,-0.00689499635860397,-0.00193589387172256,0.0745327683223937,0.0650052549877244,0.118768520730316,-0.0192307924944979,0.247532313460142,Y
HOS3,0.079369538514635,-0.0986090265327848,-0.0236277899637441,0.31344722307707,0.920630461485365,0.0053568045671217,0.00258939448852215,0.0724686808246334,Y
HOM2,0.888033221259608,-0.0112661649547373,-0.00175911208102008,0.105156556866086,0.111966778740392,0.313495895519786,-0.0323908912787402,0.441388828333018,Y
HUR1,0.833478827690078,-0.0142655150816553,-0.00304686983444364,0.150598208685267,0.166521172309922,0.250956033995197,-0.0248757075802951,0.497798449984519,Y
KKQ8,0.0861783974616838,-0.0942173487330323,0.000654047741375625,0.309298387397763,0.913821602538316,0.0051303102045332,0.00397130752267503,0.0747415533658018,Y
INP52,0.112047166186004,-0.191276646161748,-0.0436163395754049,0.414501124077407,0.887952833813996,-0.00744068689895118,0.00486810072438479,0.118861773314888,Y
IRC3,0.842413649410351,-0.0151325274364964,-0.0036940377812323,0.173294886362584,0.157586350589649,0.227182709228404,0.0109895528204042,0.494734611430641,Y
IRE1,0.0449496436538017,-0.220564902066213,-0.0292074865281998,0.530033770078303,0.955050356346198,0.00580829525682159,0.0117751005947079,0.159973658178855,Y
IRA2,0.197143528258163,-0.265851502814477,-0.0581932245773568,0.57735503115323,0.802856471741837,-0.0142538466862447,-0.00813921743578882,0.260741484027403,Y
IPK1,0.12851565716442,0.378918863959981,0.0200601199585499,0.801272100552002,0.87148434283558,-0.0112446420818692,-0.0104269418852863,0.199995120261246,Y
IRA1,0.853901353321768,-0.00702494988137538,-0.00132456166308711,0.132609323184782,0.146098646678232,-0.13473043239969,-0.0647980632858839,0.510870374741052,Y
JJJ1,0.124755861492185,0.113737102761261,0.0135592785318385,0.379661667065793,0.875244138507815,-0.00130066198878354,-0.00130473913374248,0.120365081644251,Y
IST3,0.812191492716914,-0.00320603178660706,-0.00195185870315663,0.120163668115858,0.187808507283086,0.0157179166452797,-0.0186827008620711,0.339687387407163,Y
IRS4,0.072145776834765,0.0742563761380505,-0.0366984081915468,0.416309202914482,0.927854223165235,-0.010765938956842,0.00123824688688465,0.0856757078254182,Y
JNM1,0.919424491034406,-0.00838709173782961,-0.00226046714433812,0.101775422833824,0.0805755089655939,0.208205559018214,0.00917986170332471,0.344173935242165,Y
KAR3,0.0832714385317437,0.213009327853969,0.0991088549714647,0.645380095734996,0.916728561468256,-0.00669765949767016,0.00542688260448286,0.141419951790215,Y
RRD1,0.881181046955528,0.000301280522944909,0.000266458131102626,0.0843512059336404,0.118818953044472,-0.0359893008442275,0.00567272585752695,0.273004070776468,Y
RRP8,0.0469849553954174,-0.0113136235343517,-0.0583369731890262,0.475395000239407,0.953015044604583,0.00306808856122848,-0.00883430380337115,0.105342193051842,Y
RSA1,0.871976817489835,0.00315209246532107,0.0025617317791921,0.21009635607523,0.128023182510165,-0.298086814646654,-0.068369949004948,0.600787196628489,Y
RRP6,0.0873826457371917,0.116188836072643,-0.0240855650108657,0.610003871311657,0.912617354262808,-0.0124953369997924,-0.00218129687113526,0.174857173097902,Y
RRM3,0.933827097671278,-0.00545094961622554,-0.00403463488099421,0.0907884614294704,0.0661729023287221,0.012255071079087,0.0110328228598957,0.369985713184143,Y
RPB9,0.854343811108416,-0.025183975361628,-0.00498598706804603,0.276576631899933,0.145656188891584,-0.146423258812843,-0.0347940635130103,0.767912424002069,Y
RNY1,0.867218335373067,-0.013404795430304,-0.00806361349654929,0.175173611854758,0.132781664626933,0.350957791763476,-0.0106819108447598,0.589387144911501,Y
RPA49,0.964973373387932,-0.0124374462642629,-0.00353334321021521,0.149511897463619,0.0350266266120681,0.0192108296559331,-0.0918436224746495,0.658379115908998,Y
RPA14,0.120090837078278,-0.120545781458905,-0.00490457950354532,0.263955471911444,0.879909162921722,0.00881174854895507,0.000900033829359941,0.0872506481570594,Y
RPA12,0.93195869913693,-0.00141856970432304,-0.00711623611521669,0.117682404423187,0.06804130086307,-0.0362364234846086,-0.0312747175776016,0.451101207654673,Y
RNR4,0.109662829380621,0.33041766937725,-0.0339679513626978,0.69898961727812,0.890337170619379,-0.0263351645448374,0.00242206894941808,0.201435087734855,Y
RMI1,0.921822618273412,-0.013287030962328,-0.00298322380573195,0.0979773419186621,0.0781773817265879,0.354200230655083,0.0272572580687475,0.444735821633735,Y
RIM1,0.884673528798717,-0.0160831354692199,-0.0141526807562874,0.218512509054971,0.115326471201283,0.305291192985927,0.0264092256895444,0.644367671780138,Y
RGP1,0.873768090034181,-0.0200512940721734,-0.00218639244620378,0.227534736791107,0.126231909965819,0.44392377648859,-0.0161209782695692,0.746501287291857,Y
RGT2,0.050186497591371,0.0600379427815434,0.0477356493262992,0.327655962865138,0.949813502408629,-0.00494804319727636,0.0124069344397419,0.0760780367346361,Y
RIC1,0.111257540410068,0.271104709869278,-0.027680773187839,0.525610643074753,0.888742459589932,-0.00189513879610609,-0.00319559349359818,0.135882672061407,Y
RIF1,0.95595972139291,0.00164858787219311,-0.0019718663382936,0.0495210267099703,0.0440402786070896,-0.051272941125732,-0.0338796270137076,0.214504845060498,Y
REG1,0.866841422043769,-0.0261525561527457,-0.0251072185760221,0.263519745259359,0.133158577956231,0.598265657537877,0.0281350504821232,1.03319246025893,Y
REV3,0.940404496516087,0.00344803900136714,0.00413859723321316,0.0579188174502728,0.0595955034839129,-0.0792069476287612,0.0285990915597865,0.21320522933049,Y
RCE1,0.79538470674745,0.0110664351110782,-0.0111969640659912,0.0964205863675284,0.20461529325255,-0.0580733572679658,-0.0142426035238196,0.182527494098195,Y
RAS2,0.0683728786941451,0.0919436835405769,-0.00967751443069903,0.450013935899703,0.931627121305855,-0.0031213182097348,-0.00154925076256231,0.076833020903946,Y
RAI1,0.856364235553228,-0.00926116384827191,0.000645888873442579,0.187143081121134,0.143635764446772,0.182785606962998,-0.00754052202952642,0.597947087107395,Y
RAM1,0.869696966701535,-0.0257633231723303,-0.032520599992139,0.380348925737529,0.130303033298465,0.641235485503282,0.068018876098392,1.27002771421102,Y
RAD57,0.903821577624106,-0.00346078240842952,-0.00207098829581165,0.10673745312713,0.0961784223758936,0.235018119208002,0.0235017036799706,0.377676627500571,Y
RAD54,0.923892334382605,-0.0112838505170005,-0.00427545900206672,0.118927126217683,0.0761076656173954,0.266120707611242,0.0227284818688756,0.398175366212604,Y
RAD50,0.902070497967731,-0.0111830217318123,-0.00248940152146355,0.172812685548922,0.0979295020322692,0.46551868981054,0.0419983748403219,0.582337506784956,Y
RAD55,0.0896070129919141,0.129153936231437,-0.000135913797875695,0.249099334152719,0.910392987008086,-0.00717573405820135,0.000272927077326792,0.0711089040458433,Y
RAD52,0.118623236624671,0.323219580014507,0.040047870020131,0.507660660599624,0.881376763375329,-0.0255153956550426,0.00287147539337485,0.156842283129381,Y
RAD27,0.107587821311922,0.183283246088978,0.0554939120454012,0.524852273433102,0.892412178688078,-0.0176363271888495,0.00736584293044245,0.144482014229905,Y
RAD1,0.111082648999011,-0.108268576482279,-0.0385809719558987,0.405643103228024,0.888917351000989,-0.00809933562435463,0.00780408008316855,0.105099655466476,Y
PUS7,0.0510107727943674,-0.0867998599351903,0.00245761255424527,0.42262244898603,0.948989227205633,-0.00534770313294851,0.00513822866471321,0.0961658999423691,Y
PUF4,0.950253245442346,-5.26707349724874e-05,-0.000881604078330059,0.079246420943435,0.0497467545576538,0.0497114605322359,0.0448879650438624,0.339588107303229,Y
PUS1,0.900193809891346,-0.00119111356931082,0.00120154775744188,0.118042181317909,0.0998061901086539,-0.176842088431453,-0.0382706862895238,0.496421293443967,Y
PUF6,0.122916288264011,0.124745636988892,0.00621012286849887,0.36326088999155,0.877083711735989,0.00254167597329327,-0.00569706177931321,0.117921051736744,Y
PUS9,0.978242984872866,0.00914879713939626,-0.00522139374669528,0.0644022648549916,0.0217570151271344,-0.237784375136584,-0.0183058509824794,0.34718430831356,Y
PUF3,0.902207765037792,-0.0145561379249872,8.02887562138446e-05,0.064568624564781,0.0977922349622079,0.221300710364178,0.0647105106650972,0.242287323150483,Y
PTK2,0.949847118861975,0.000748111393116667,-0.000711620523540389,0.079091722959422,0.0501528811380247,0.0650549642935665,-0.0401645044911847,0.328995283890412,Y
PTP3,0.972316180546762,-0.00844402785607396,-0.00420137390413518,0.0936291515402573,0.0276838194532384,0.00659216988805541,-0.0915633430439715,0.610263893555465,Y
PSY2,0.0378029476874402,-0.0536352061397813,-0.0595124864126108,0.514905663860329,0.96219705231256,0.00738461094013492,-0.00575360524467892,0.101969165159311,Y
PTC1,0.843674878839379,-0.0413859424012105,-0.00563188228905194,0.213052084905077,0.156325121160621,0.383455278200728,-0.0554860357535547,0.609983258965893,Y
PPH3,0.0658773847048696,-0.104732283911232,-0.0628110811332803,0.448725456830561,0.93412261529513,0.000659833074431193,-0.00910517105099366,0.111902895078535,Y
POL32,0.0692788920293061,0.0846769923226269,0.00105458512696693,0.323017044985329,0.930721107970694,-0.00255409069148013,-0.000777181686717957,0.0858906206895151,Y
POG1,0.935704781843007,-0.0124034722553669,0.00452576266102214,0.0847651832272662,0.0642952181569931,0.0104578143985705,-0.00781120283146043,0.482391772854562,Y
PMS1,0.953776707434846,-0.00936104667744645,-0.000881687090572102,0.055860601935482,0.046223292565154,0.0236771533671081,0.0490712459451497,0.393358686905784,Y
PLC1,0.903671656164933,-0.00596805403834253,-0.012225981483097,0.207390432224588,0.0963283438350672,0.514496782908057,0.0436091104841114,0.838560581345995,Y
PML39,0.0463803258992791,0.0391394028178478,-0.0423522432661774,0.348107382147538,0.953619674100721,0.00293282295931104,-0.00580853384942585,0.0669942682341551,Y
PIH1,0.886795065984212,0.000664335918093825,-0.00770200256360193,0.113226841775272,0.113204934015788,0.045097673486428,-0.00898859008683751,0.377645011819068,Y
PIN4,0.905982842236876,-0.012918357771483,-0.00667574483650215,0.0953470011962563,0.0940171577631243,0.0826561417605527,-0.000583524662926677,0.400143099014803,Y
PIF1,0.865688680608907,-0.0104915202020961,0.00382319164719647,0.0929032228644153,0.134311319391093,0.0771213651092186,0.016529540554239,0.287659088529741,Y
PIB2,0.0414650813297568,-0.0537684458920018,0.00540712962166967,0.428327241937503,0.958534918670243,0.00189361456415414,0.000269402709171577,0.0872567184684404,Y
PHO80,0.981243364292877,-0.00329590585991677,-0.00429093681636543,0.0760290251003082,0.0187566357071233,0.0987287505985292,-0.123411657791495,0.688870923998733,Y
PFK2,0.86056760112443,-0.0391759006674384,-0.0117728012039841,0.241715268244695,0.13943239887557,0.47668847237698,0.0376692116074705,0.688356835004278,Y
PFK1,0.860927383178705,-0.00983346768989929,-0.0135178761769502,0.144987146728083,0.139072616821295,0.0557293955875628,-0.00346529730843042,0.423001393747764,Y
PHO85,0.0575312302691974,0.427129356433976,-0.146149859706826,0.917172983354269,0.942468769730803,-0.0167113382389524,-0.0117140860481539,0.206110049243949,Y
PFK27,0.165806062626439,0.208039628980895,-0.00803723998648295,0.553608552580766,0.834193937373561,-0.0265473414416524,0.00122733668434628,0.17848995597873,Y
PHO13,0.966547540066184,5.59745446319862e-05,0.00162311092110413,0.0598298924531984,0.033452459933816,0.131255757625813,0.0557993040956427,0.524807391027835,Y
PET112,0.912496008205001,-0.000378483399632612,0.00209382620797651,0.0597206652982212,0.0875039917949986,-0.0864058856205444,-0.0102834582061961,0.235868151028324,Y
PDE2,0.082562828112222,-0.145341107364801,-0.0793933273443922,0.650229413194866,0.917437171887778,-0.00798261796547049,0.00595211285941619,0.116578552709372,Y
PCL8,0.110865827608097,-0.187162007534796,-0.0154775787757384,0.402652234825313,0.889134172391904,-0.000596427730138471,0.00448504777593167,0.0790830357671415,Y
PCL6,0.978669174635484,0.000347434901669442,-0.00629558602701593,0.096047209773081,0.0213308253645161,0.223815018850741,-0.238160537004988,0.862836138523247,Y
PBS2,0.0877623141199602,-0.0957975729271158,-0.00070550803894698,0.453490836084542,0.91223768588004,-0.00667173394100592,0.00434692721549643,0.0780703325019659,Y
PBP1,0.937755388600371,0.0032938337612526,0.000711000903845096,0.104288676492142,0.0622446113996291,-0.154190752224144,-0.00310916949371712,0.292482126358832,Y
PAT1,0.0531843083975672,0.0954998139670161,0.0174363088831179,0.839134933085257,0.946815691602433,-0.0106148701037742,0.0241959218720257,0.220146904948931,Y
PAP2,0.835265966310999,-0.00643707364032165,-0.00665775881700253,0.121707869678403,0.164734033689001,0.00386040460588809,-0.0368106820911005,0.44615234725023,Y
OPI1,0.120090087387045,0.371885017619026,0.0322133045501727,0.851754772022907,0.879909912612955,-0.0091472799332873,-0.00394492776422366,0.219651948727024,Y
OCA6,0.95051814539126,-0.00667596497658193,0.00252672283608838,0.0918862755842317,0.0494818546087398,0.143263194559308,0.00719180053909033,0.473669871414955,Y
OCA4,0.929186832373817,-0.00846545530178215,0.000225469002668154,0.0858648276702297,0.0708131676261828,0.15471437986713,0.0217912577840567,0.4033751905516,Y
OCA5,0.92016018672201,-0.0101055384237256,3.22929024430025e-05,0.0837781183222359,0.0798398132779899,0.145237572125433,0.0413738214652718,0.340799420887275,Y
OCA2,0.901917424780749,-0.00706769411253614,0.00275327168827468,0.0892617554101314,0.0980825752192515,0.0715922865938584,0.0325471379944225,0.29055351388472,Y
OCA1,0.964298926455442,-0.00281686835152039,-0.00199571103834243,0.113732337249726,0.0357010735445576,0.0708860525557187,0.0130711393840749,0.534091746309525,Y
