"","cor_c1","pval_cor_c1","beta_c1","pval_beta_c1","cor_c2","pval_cor_c2","beta_c2","pval_beta_c2","adjp_c1","adjp_c2","em_beta_1","em_beta_2","ratio_1","ratio_2"
"RPS0B","-0.0825141","3.20084e-09","-0.0108162","3.20084e-09","0.1731","5.52246e-08","0.0809686","5.52246e-08","5.65026","4.41339","-0.00766035","0.0287718","0.692118","0.307882"
