,cor_c1,pval_cor_c1,beta_c1,pval_beta_c1,cor_c2,pval_cor_c2,beta_c2,pval_beta_c2,adjp_c1,adjp_c2,em_beta_1,em_beta_2,ratio_1,ratio_2
KAP122,-4.23779e-02,4.54292e-01,-2.28267e-02,4.54292e-01, 1.98570e-02,1.30745e-01, 2.23045e-03,1.30745e-01, 0.00000000, 0.0000000,-1.94856e-02, 2.44863e-03,0.1013569,0.8986431
XRN1,-1.81591e-02,1.80321e-01,-7.34967e-03,1.80321e-01, 7.75322e-03,8.42176e-01, 1.06559e-02,8.42176e-01, 0.00000000, 0.0000000,-6.85891e-03,-1.61734e-02,0.7712915,0.2287085
YVH1,-1.65336e-02,2.10289e-01,-3.77401e-03,2.10289e-01, 1.03314e-01,4.88853e-02, 9.76409e-02,4.88853e-02, 0.00000000, 0.0000000,-3.97654e-03, 4.09002e-02,0.8702990,0.1297010
ZWF1,-1.76376e-02,7.72557e-01,-1.05526e-02,7.72557e-01,-6.33242e-02,1.28932e-06,-7.29677e-03,1.28932e-06, 0.00000000, 3.0451616,-5.38953e-02,-7.04850e-03,0.0734338,0.9265662
YPT7,-3.03720e-04,9.81401e-01,-2.42343e-05,9.81401e-01, 1.38831e-01,4.29635e-02, 7.84013e-02,4.29635e-02, 0.00000000, 0.0000000,-9.85583e-05, 2.86033e-02,0.9436595,0.0563405
YTA7,-1.06810e-01,1.48194e-02,-9.42664e-02,1.48194e-02, 9.42649e-03,4.81151e-01, 1.62572e-03,4.81151e-01, 0.00000000, 0.0000000,-6.92812e-02, 1.08815e-03,0.1396095,0.8603905
YPT6,-6.47261e-02,6.83200e-02,-5.68447e-02,6.83200e-02, 5.48680e-03,6.89272e-01, 9.69028e-04,6.89272e-01, 0.00000000, 0.0000000,-5.44623e-02, 2.09843e-03,0.2041482,0.7958518
YPR153W, 9.90962e-03,4.53819e-01, 6.41385e-04,4.53819e-01, 9.88483e-04,9.84455e-01, 5.07283e-04,9.84455e-01, 0.00000000, 0.0000000, 8.33334e-04, 1.71542e-03,0.9065221,0.0934779
YPK1,-3.53906e-02,4.44493e-01,-2.93195e-02,4.44493e-01, 1.05813e-02,4.26985e-01, 1.97058e-03,4.26985e-01, 0.00000000, 0.0000000,-6.76435e-02, 1.53545e-03,0.1308388,0.8691612
SWM2, 9.99587e-02,1.05794e-01, 4.38343e-02,1.05794e-01,-1.44493e-03,9.12064e-01,-1.53298e-04,9.12064e-01, 0.00000000, 0.0000000, 2.91386e-02,-1.53787e-04,0.0998201,0.9001799
RRG9, 1.91312e-03,8.88162e-01, 3.44056e-04,8.88162e-01,-7.51513e-02,4.67012e-02,-6.92756e-02,4.67012e-02, 0.00000000, 0.0000000, 1.82885e-04,-5.52924e-02,0.8188149,0.1811851
HER2,-6.10307e-02,4.40842e-06,-3.04577e-03,4.40842e-06, 6.98932e-02,1.36162e-01, 2.06677e-02,1.36162e-01, 2.51124025, 0.0000000,-3.17069e-03, 1.33343e-02,0.8799412,0.1200588
YLH47, 2.07339e-02,1.13834e-01, 1.53367e-03,1.13834e-01, 1.03794e-01,7.76166e-02, 5.85887e-02,7.76166e-02, 0.00000000, 0.0000000, 1.74123e-03, 5.38193e-02,0.9310168,0.0689832
YKR023W,-4.01184e-02,2.77670e-03,-4.38954e-03,2.77670e-03, 1.12424e-02,7.92685e-01, 6.62558e-03,7.92685e-01, 0.00000000, 0.0000000,-4.03021e-03, 1.86856e-02,0.8533245,0.1466755
YIL001W, 6.05080e-02,4.34519e-01, 2.35725e-02,4.34519e-01,-1.16803e-02,3.68169e-01,-8.10367e-04,3.68169e-01, 0.00000000, 0.0000000,-7.41686e-04,-6.84872e-04,0.0571379,0.9428621
YHR033W, 2.04621e-02,1.13428e-01, 1.44843e-03,1.13428e-01, 2.88351e-02,7.53552e-01, 2.46533e-02,7.53552e-01, 0.00000000, 0.0000000, 1.41577e-03, 1.33353e-02,0.9731145,0.0268855
YGR122W,-2.45523e-03,8.50684e-01,-2.03229e-04,8.50684e-01,-8.55312e-02,2.00181e-01,-6.65221e-02,2.00181e-01, 0.00000000, 0.0000000,-2.59759e-04,-4.20760e-02,0.9473499,0.0526501
VHR2, 4.95237e-02,5.13934e-01, 2.27205e-02,5.13934e-01, 1.98078e-02,1.27188e-01, 1.12599e-03,1.27188e-01, 0.00000000, 0.0000000, 6.36016e-03, 1.05924e-03,0.0431811,0.9568189
YCK3, 1.42079e-03,9.84354e-01, 9.58886e-04,9.84354e-01,-1.78991e-02,1.68728e-01,-1.36948e-03,1.68728e-01, 0.00000000, 0.0000000,-2.69258e-02,-1.23858e-03,0.0478118,0.9521882
YBR285W,-5.58001e-02,2.91026e-01,-3.44765e-02,2.91026e-01,-3.11380e-03,8.13430e-01,-3.75177e-04,8.13430e-01, 0.00000000, 0.0000000, 2.67453e-03,-9.41142e-04,0.1018643,0.8981357
YBP2, 3.69279e-03,7.80182e-01, 2.61452e-04,7.80182e-01, 5.82018e-02,2.49688e-01, 2.16905e-02,2.49688e-01, 0.00000000, 0.0000000, 1.78360e-04,-1.45394e-03,0.8878079,0.1121921
VPS4,-2.99893e-02,2.19397e-02,-3.55052e-03,2.19397e-02,-3.14835e-02,6.07189e-01,-1.96426e-02,6.07189e-01, 0.00000000, 0.0000000,-3.42485e-03,-2.07550e-02,0.9145143,0.0854857
VPS15,-1.58234e-02,2.36318e-01,-3.72883e-03,2.36318e-01, 5.61687e-02,2.08086e-01, 5.43790e-02,2.08086e-01, 0.00000000, 0.0000000,-1.93350e-03,-6.23148e-02,0.8622866,0.1377134
VPS1,-1.71075e-02,1.94768e-01,-2.31105e-03,1.94768e-01, 3.36996e-02,5.23309e-01, 2.07962e-02,5.23309e-01, 0.00000000, 0.0000000,-2.12356e-03,-4.21810e-03,0.8885547,0.1114453
VHR1,-2.76954e-02,7.12087e-01,-1.83843e-02,7.12087e-01,-6.44068e-03,6.20071e-01,-3.30915e-04,6.20071e-01, 0.00000000, 0.0000000,-1.38233e-02,-3.00753e-04,0.0369221,0.9630779
VAM3, 6.60057e-02,3.08522e-01, 2.45799e-02,3.08522e-01,-3.17377e-02,1.50536e-02,-2.37010e-03,1.50536e-02, 0.00000000, 0.0000000, 6.07651e-03,-2.12987e-03,0.0751405,0.9248595
URN1,-3.72526e-02,5.33899e-03,-3.83657e-03,5.33899e-03, 7.27955e-03,8.68975e-01, 3.79412e-03,8.68975e-01, 0.00000000, 0.0000000,-3.85305e-03, 4.22251e-03,0.8496424,0.1503576
UPF3, 5.78631e-03,8.65371e-01, 3.74567e-03,8.65371e-01,-4.11237e-02,2.89086e-03,-7.98012e-03,2.89086e-03, 0.00000000, 0.0000000,-3.00589e-02,-7.93590e-03,0.2243542,0.7756458
VAC8, 1.04484e-02,8.25259e-01, 7.19912e-03,8.25259e-01, 1.49433e-02,2.61078e-01, 1.76834e-03,2.61078e-01, 0.00000000, 0.0000000, 1.63394e-02, 1.49368e-03,0.1175529,0.8824471
URA7,-2.12086e-02,1.04481e-01,-1.74778e-03,1.04481e-01, 1.02548e-01,1.08617e-01, 4.98866e-02,1.08617e-01, 0.00000000, 0.0000000,-1.68214e-03, 5.57320e-03,0.9281681,0.0718319
UAF30, 3.44600e-04,9.93439e-01, 2.30937e-04,9.93439e-01,-1.04359e-02,4.37599e-01,-1.56362e-03,4.37599e-01, 0.00000000, 0.0000000, 4.92819e-03,-2.04417e-03,0.1765650,0.8234350
TSR2, 8.21606e-03,8.91135e-01, 4.64770e-03,8.91135e-01,-4.40163e-03,7.36926e-01,-6.19943e-04,7.36926e-01, 0.00000000, 0.0000000, 7.75046e-03,-1.18667e-03,0.1088142,0.8911858
TRM10, 1.73964e-02,7.11014e-01, 1.14816e-02,7.11014e-01,-4.94654e-02,1.99280e-04,-6.19564e-03,1.99280e-04, 0.00000000, 0.8560582, 3.18939e-02,-5.66775e-03,0.1217768,0.8782232
TUB3,-1.09472e-02,4.14681e-01,-1.44119e-03,4.14681e-01,-2.40871e-02,5.71916e-01,-1.69443e-02,5.71916e-01, 0.00000000, 0.0000000,-1.42637e-03,-3.87790e-02,0.8620380,0.1379620
TSL1, 2.51132e-02,6.67074e-02, 4.51335e-03,6.67074e-02,-1.01163e-01,4.81827e-03,-7.54717e-02,4.81827e-03, 0.00000000, 0.0000000, 3.07226e-03,-3.90048e-02,0.7654646,0.2345354
TRM1, 1.03676e-01,2.27960e-01, 5.65929e-02,2.27960e-01, 2.38180e-04,9.85320e-01, 1.64978e-05,9.85320e-01, 0.00000000, 0.0000000, 3.61513e-02, 6.95370e-05,0.0328148,0.9671852
TPS2,-5.20142e-02,2.69269e-01,-4.09633e-02,2.69269e-01,-1.54319e-03,9.07643e-01,-2.30424e-04,9.07643e-01, 0.00000000, 0.0000000,-5.81792e-03, 2.15733e-05,0.1226012,0.8773988
TPK3, 1.15261e-01,9.98301e-02, 5.97774e-02,9.98301e-02,-1.54566e-02,2.35122e-01,-1.34100e-03,2.35122e-01, 0.00000000, 0.0000000, 2.12951e-02,-1.14212e-03,0.0591953,0.9408047
TMA22,-2.61536e-02,4.81138e-02,-2.69230e-03,4.81138e-02, 4.82156e-02,3.38566e-01, 2.04095e-02,3.38566e-01, 0.00000000, 0.0000000,-2.80471e-03, 3.52358e-03,0.8633458,0.1366542
TOP3,-1.61148e-02,2.18643e-01,-1.89707e-03,2.18643e-01,-1.86512e-02,7.56862e-01,-1.00540e-02,7.56862e-01, 0.00000000, 0.0000000,-1.62945e-03,-5.75706e-02,0.9241515,0.0758485
TMA23,-2.35707e-02,5.93563e-01,-1.36988e-02,5.93563e-01,-4.17475e-03,7.54951e-01,-5.27025e-04,7.54951e-01, 0.00000000, 0.0000000,-1.02928e-02,-7.84654e-04,0.1562148,0.8437852
THR4,-8.50936e-03,5.17612e-01,-9.39840e-04,5.17612e-01, 3.90882e-02,4.83899e-01, 2.47018e-02,4.83899e-01, 0.00000000, 0.0000000,-9.54336e-04,-1.43542e-02,0.9181369,0.0818631
TLC1,-4.30583e-02,2.36387e-01,-4.43181e-02,2.36387e-01,-2.21173e-02,1.05790e-01,-5.99534e-03,1.05790e-01, 0.00000000, 0.0000000,-5.10232e-02,-6.46045e-03,0.2112124,0.7887876
THP2, 6.19587e-03,6.32199e-01, 6.31365e-04,6.32199e-01,-9.93834e-02,2.47903e-01,-8.02287e-02,2.47903e-01, 0.00000000, 0.0000000, 4.48662e-04,-3.47336e-02,0.9617415,0.0382585
THR1, 9.62868e-03,8.62926e-01, 6.68701e-03,8.62926e-01,-6.06284e-03,6.44828e-01,-6.64518e-04,6.44828e-01, 0.00000000, 0.0000000,-1.73462e-02,-1.18814e-03,0.0776881,0.9223119
TIP41,-4.01813e-02,2.12799e-03,-3.42872e-03,2.12799e-03, 1.85139e-01,2.47977e-03, 7.78108e-02,2.47977e-03, 0.00000000, 0.0000000,-3.08777e-03, 3.57261e-02,0.9132399,0.0867601
TIF2,-1.76515e-02,1.70845e-01,-1.69463e-03,1.70845e-01, 1.47024e-01,1.76746e-01, 1.04172e-01,1.76746e-01, 0.00000000, 0.0000000,-1.70620e-03, 9.92598e-02,0.9740549,0.0259451
TGS1, 2.69113e-02,4.49311e-02, 3.24314e-03,4.49311e-02,-4.10098e-02,3.35306e-01,-1.99235e-02,3.35306e-01, 0.00000000, 0.0000000, 3.36352e-03,-4.78121e-03,0.8289352,0.1710648
THP1, 4.05447e-02,2.43421e-03, 1.00487e-02,2.43421e-03,-1.00782e-01,2.16596e-02,-9.94073e-02,2.16596e-02, 0.00000000, 0.0000000, 8.85865e-03,-6.73954e-02,0.8314475,0.1685525
TCO89, 1.16804e-02,7.98947e-01, 9.05851e-03,7.98947e-01,-3.74088e-02,5.00029e-03,-5.37871e-03,5.00029e-03, 0.00000000, 0.0000000,-1.29415e-02,-5.63221e-03,0.1317821,0.8682179
SXM1,-5.56594e-03,6.70806e-01,-5.45327e-04,6.70806e-01,-5.18389e-03,9.32055e-01,-3.07391e-03,9.32055e-01, 0.00000000, 0.0000000,-7.63730e-04,-7.55579e-03,0.9204026,0.0795974
SYC1,-2.39902e-03,9.58720e-01,-1.23873e-03,9.58720e-01, 2.74715e-02,3.91261e-02, 2.56924e-03,3.91261e-02, 0.00000000, 0.0000000, 7.08945e-04, 2.39163e-03,0.1290488,0.8709512
SWI6,-8.46002e-02,3.34683e-02,-6.08090e-02,3.34683e-02,-7.49723e-02,2.79214e-08,-1.28913e-02,2.79214e-08, 0.00000000, 4.7095852,-5.80080e-02,-1.32997e-02,0.1835408,0.8164592
SUB1, 1.51985e-03,9.81274e-01, 7.52496e-04,9.81274e-01,-1.69190e-02,1.95099e-01,-1.51110e-03,1.95099e-01, 0.00000000, 0.0000000,-4.35490e-03,-1.28574e-03,0.0713892,0.9286108
STE7,-7.06336e-02,4.65484e-01,-8.52437e-02,4.65484e-01,-2.39354e-02,6.37966e-02,-2.82538e-03,6.37966e-02, 0.00000000, 0.0000000,-2.49649e-02,-2.68380e-03,0.0266772,0.9733228
STM1,-1.22462e-02,9.11965e-01,-1.16357e-02,9.11965e-01,-1.88698e-02,1.43120e-01,-2.18806e-03,1.43120e-01, 0.00000000, 0.0000000,-7.83125e-03,-2.30015e-03,0.0245552,0.9754448
STE50,-1.32677e-02,3.07412e-01,-8.32186e-04,3.07412e-01, 4.95494e-02,5.00662e-01, 3.29567e-02,5.00662e-01, 0.00000000, 0.0000000,-8.38603e-04, 3.96790e-02,0.9596830,0.0403170
STE20, 3.40660e-02,5.70274e-01, 1.82601e-02,5.70274e-01,-9.04353e-03,4.90067e-01,-5.22561e-04,4.90067e-01, 0.00000000, 0.0000000, 1.16634e-02,-5.94812e-04,0.0644093,0.9355907
STE11,-1.54887e-02,8.18490e-01,-1.31120e-02,8.18490e-01,-2.99638e-02,2.15241e-02,-2.72136e-03,2.15241e-02, 0.00000000, 0.0000000, 1.78903e-02,-2.76613e-03,0.0511167,0.9488833
STE14, 8.17388e-02,3.38777e-01, 5.09357e-02,3.38777e-01,-3.76674e-03,7.71104e-01,-3.42289e-04,7.71104e-01, 0.00000000, 0.0000000, 3.92251e-02,-4.02266e-04,0.0384111,0.9615889
SSK2,-3.64702e-03,9.45719e-01,-1.94637e-03,9.45719e-01,-5.05962e-03,7.01139e-01,-4.05030e-04,7.01139e-01, 0.00000000, 0.0000000, 1.66153e-03,-1.34399e-04,0.0891174,0.9108826
SSK1, 4.84519e-02,3.44948e-01, 1.96829e-02,3.44948e-01, 2.87233e-03,8.27987e-01, 1.84537e-04,8.27987e-01, 0.00000000, 0.0000000, 1.20026e-02, 5.01059e-04,0.0962672,0.9037328
SSF1, 7.68789e-03,5.62431e-01, 7.61869e-04,5.62431e-01,-3.85127e-02,4.26776e-01,-1.76861e-02,4.26776e-01, 0.00000000, 0.0000000, 7.37382e-04,-1.73864e-02,0.8737868,0.1262132
SRO9,-1.11237e-02,3.92834e-01,-1.94343e-03,3.92834e-01,-3.25826e-02,6.43626e-01,-2.13462e-02,6.43626e-01, 0.00000000, 0.0000000,-1.68797e-03,-2.30543e-02,0.9096917,0.0903083
SPT4,-7.43136e-02,1.53140e-01,-5.96543e-02,1.53140e-01, 1.01162e-02,4.43667e-01, 1.64922e-03,4.43667e-01, 0.00000000, 0.0000000,-1.50021e-02, 1.41032e-03,0.1120858,0.8879142
SPT23, 1.80153e-02,8.10827e-01, 9.02723e-03,8.10827e-01,-1.97876e-02,1.27672e-01,-1.48861e-03,1.27672e-01, 0.00000000, 0.0000000, 2.98257e-02,-1.34043e-03,0.0492566,0.9507434
SPT21,-4.26604e-02,1.32370e-03,-8.90072e-03,1.32370e-03,-1.45034e-03,9.75661e-01,-9.66644e-04,9.75661e-01, 0.03373205, 0.0000000,-9.34499e-03,-8.52600e-02,0.8677171,0.1322829
SNF4, 2.79849e-02,6.74250e-01, 1.65076e-02,6.74250e-01, 5.27873e-03,6.85727e-01, 5.19033e-04,6.85727e-01, 0.00000000, 0.0000000, 1.63778e-02, 2.68449e-04,0.0654310,0.9345690
SNT309,-1.12499e-03,9.33037e-01,-1.94413e-04,9.33037e-01,-4.06918e-02,3.51636e-01,-2.96224e-02,3.51636e-01, 0.00000000, 0.0000000,-7.31537e-05,-1.82415e-02,0.8265970,0.1734030
SNF1,-3.96218e-03,7.59956e-01,-4.43350e-04,7.59956e-01, 3.37616e-02,6.73663e-01, 2.58322e-02,6.73663e-01, 0.00000000, 0.0000000,-5.26931e-04, 1.75859e-02,0.9572621,0.0427379
SMI1,-5.27613e-02,3.56881e-01,-2.78495e-02,3.56881e-01,-2.66164e-02,4.26658e-02,-2.44421e-03,4.26658e-02, 0.00000000, 0.0000000,-4.37574e-02,-2.39857e-03,0.0804412,0.9195588
SLX9,-3.62368e-02,5.70848e-01,-2.18941e-02,5.70848e-01,-7.73756e-03,5.53718e-01,-7.92186e-04,5.53718e-01, 0.00000000, 0.0000000,-1.74082e-02,-7.41307e-04,0.0718701,0.9281299
SKI3,-8.97953e-03,4.88321e-01,-1.05478e-03,4.88321e-01,-3.22050e-02,6.96608e-01,-1.95433e-02,6.96608e-01, 0.00000000, 0.0000000,-1.25900e-03,-7.89101e-04,0.9478935,0.0521065
SLT2,-2.06001e-02,7.45849e-01,-8.66616e-03,7.45849e-01,-6.50257e-05,9.96030e-01,-4.23012e-06,9.96030e-01, 0.00000000, 0.0000000,-8.27945e-03,-9.24652e-05,0.0681410,0.9318590
SKY1, 8.21545e-03,5.28620e-01, 1.02063e-03,5.28620e-01,-1.03868e-01,1.22822e-01,-6.67769e-02,1.22822e-01, 0.00000000, 0.0000000, 4.39959e-04,-5.17062e-02,0.9322262,0.0677738
SIW14, 9.14938e-02,1.35926e-01, 4.66480e-02,1.35926e-01, 2.25877e-02,8.43471e-02, 2.30860e-03,8.43471e-02, 0.00000000, 0.0000000, 9.23534e-03, 2.29785e-03,0.0815863,0.9184137
SIT4,-2.51954e-02,6.04480e-01,-2.42767e-02,6.04480e-01, 1.82739e-02,1.68425e-01, 3.66224e-03,1.68425e-01, 0.00000000, 0.0000000,-1.21510e-02, 3.09349e-03,0.1293157,0.8706843
SIS2,-5.83558e-02,5.01660e-02,-4.08844e-02,5.01660e-02, 1.27772e-02,3.67330e-01, 1.93562e-03,3.67330e-01, 0.00000000, 0.0000000,-2.96187e-02, 1.92943e-03,0.2926777,0.7073223
SHR5,-2.40982e-02,6.59022e-02,-2.16655e-03,6.59022e-02,-2.95182e-02,6.21588e-01,-1.63586e-02,6.21588e-01, 0.00000000, 0.0000000,-2.02003e-03,-2.63765e-02,0.9228365,0.0771635
SGS1,-6.66549e-03,6.11848e-01,-7.59923e-04,6.11848e-01, 5.84080e-02,3.06104e-01, 3.26065e-02,3.06104e-01, 0.00000000, 0.0000000,-1.02851e-03,-2.38998e-02,0.9150974,0.0849026
SER2,-3.07126e-02,1.93958e-02,-2.20181e-03,1.93958e-02,-4.32623e-02,4.45652e-01,-1.71509e-02,4.45652e-01, 0.00000000, 0.0000000,-1.96816e-03,-3.56790e-02,0.9209834,0.0790166
SEH1,-2.57948e-02,6.64561e-01,-2.33482e-02,6.64561e-01,-3.23222e-02,1.36494e-02,-4.69877e-03,1.36494e-02, 0.00000000, 0.0000000,-2.96753e-02,-4.29773e-03,0.0795844,0.9204156
SET4, 8.12370e-03,8.55498e-01, 4.16894e-03,8.55498e-01,-4.06460e-03,7.61010e-01,-3.86317e-04,7.61010e-01, 0.00000000, 0.0000000, 1.64988e-02,-1.92093e-04,0.1291108,0.8708892
SAT4, 4.66061e-02,4.81839e-01, 2.66720e-02,4.81839e-01,-2.96437e-02,2.30535e-02,-2.40417e-03,2.30535e-02, 0.00000000, 0.0000000, 2.28369e-02,-2.25011e-03,0.0602201,0.9397799
SAP190,-1.05384e-01,2.27340e-01,-8.75299e-02,2.27340e-01, 3.60268e-02,5.35460e-03, 3.66959e-03,5.35460e-03, 0.00000000, 0.0000000,-6.58999e-02, 3.84121e-03,0.0331780,0.9668220
SBP1, 7.36112e-03,5.72224e-01, 7.71963e-04,5.72224e-01,-1.56508e-01,2.07895e-02,-1.12253e-01,2.07895e-02, 0.00000000, 0.0000000, 5.60532e-04,-6.60602e-02,0.9410313,0.0589687
SCS2, 4.64245e-03,7.21791e-01, 4.09698e-04,7.21791e-01,-9.42523e-02,1.61658e-01,-4.63640e-02,1.61658e-01, 0.00000000, 0.0000000, 3.73051e-04,-2.90015e-02,0.9356270,0.0643730
SAP155,-3.92887e-02,4.23037e-01,-2.46873e-02,4.23037e-01,-4.63277e-02,4.73355e-04,-4.90323e-03,4.73355e-04, 0.00000000, 0.4803357,-2.50233e-02,-4.51319e-03,0.1106783,0.8893217
SCP160, 1.14305e-01,1.34274e-01, 5.48547e-02,1.34274e-01,-7.34641e-03,5.71530e-01,-7.72458e-04,5.71530e-01, 0.00000000, 0.0000000, 2.61212e-02,-7.35997e-04,0.0745110,0.9254890
SAM4,-1.04306e-02,4.25872e-01,-1.39750e-03,4.25872e-01,-6.58642e-02,2.74645e-01,-5.31596e-02,2.74645e-01, 0.00000000, 0.0000000,-9.68197e-04,-1.82456e-02,0.9233634,0.0766366
RTT103,-2.39857e-02,4.82894e-01,-1.17219e-02,4.82894e-01,-2.99735e-03,8.28125e-01,-2.80521e-04,8.28125e-01, 0.00000000, 0.0000000, 2.49764e-03,-1.73793e-04,0.2146153,0.7853847
SAM1,-1.86005e-02,1.52334e-01,-1.11221e-03,1.52334e-01, 1.52508e-02,8.37201e-01, 1.07662e-02,8.37201e-01, 0.00000000, 0.0000000,-8.79021e-04,-8.41349e-03,0.9608932,0.0391068
SAC1,-6.21338e-03,8.93699e-01,-3.19237e-03,8.93699e-01,-2.28115e-02,8.66593e-02,-2.06595e-03,8.66593e-02, 0.00000000, 0.0000000,-1.75498e-02,-1.64621e-03,0.1242655,0.8757345
RTS1, 8.32725e-02,8.42106e-02, 5.00504e-02,8.42106e-02,-3.24245e-02,1.45680e-02,-3.24739e-03,1.45680e-02, 0.00000000, 0.0000000, 1.10899e-02,-3.04076e-03,0.1123995,0.8876005
SAC3,-1.00044e-01,4.01913e-02,-8.13971e-02,4.01913e-02, 1.16764e-02,3.78698e-01, 2.14906e-03,3.78698e-01, 0.00000000, 0.0000000,-5.54405e-02, 2.68775e-03,0.1334608,0.8665392
RTR1,-1.26786e-01,3.91601e-02,-5.64765e-02,3.91601e-02, 9.18698e-02,1.98885e-12, 1.02588e-02,1.98883e-12, 0.00000000, 8.8569200,-1.10067e-02, 9.84785e-03,0.1043627,0.8956373
RTT107,-1.29688e-02,3.21857e-01,-1.13556e-03,3.21857e-01,-6.34744e-02,2.98712e-01,-2.71309e-02,2.98712e-01, 0.00000000, 0.0000000,-1.37135e-03,-3.24881e-02,0.9220614,0.0779386
KAP120,-3.05850e-02,4.89862e-01,-2.07074e-02,4.89862e-01,-5.65838e-03,6.72183e-01,-9.03026e-04,6.72183e-01, 0.00000000, 0.0000000,-1.60901e-02,-1.17581e-03,0.1542566,0.8457434
ACO1,-5.48815e-03,6.83820e-01,-1.46159e-03,6.83820e-01,-5.56475e-02,1.74143e-01,-6.51736e-02,1.74143e-01, 0.00000000, 0.0000000,-2.37916e-03,-6.69666e-02,0.8258898,0.1741102
AIM1,-1.50439e-02,2.43616e-01,-6.93493e-04,2.43616e-01,-3.17412e-01,1.44915e-03,-1.71128e-01,1.44915e-03, 0.00000000, 0.0000000,-6.92973e-04,-1.55082e-01,0.9780960,0.0219040
APN2, 4.47264e-02,4.78791e-01, 1.76013e-02,4.78791e-01,-2.59471e-02,4.71264e-02,-1.68565e-03,4.71264e-02, 0.00000000, 0.0000000, 1.33937e-02,-1.92946e-03,0.0713617,0.9286383
ASK10,-1.27494e-02,3.27801e-01,-1.35106e-03,3.27801e-01,-6.46530e-02,3.46583e-01,-4.78088e-02,3.46583e-01, 0.00000000, 0.0000000,-9.06279e-04,-3.90705e-02,0.9432916,0.0567084
APQ12, 2.02890e-02,1.25222e-01, 2.10854e-03,1.25222e-01,-5.64135e-04,9.91083e-01,-3.19440e-04,9.91083e-01, 0.00000000, 0.0000000, 2.23226e-03, 4.76186e-03,0.8939124,0.1060876
ARG82, 2.46967e-03,8.52581e-01, 4.63061e-04,8.52581e-01,-2.04307e-02,6.68035e-01,-2.51697e-02,6.68035e-01, 0.00000000, 0.0000000, 5.80478e-04,-5.64003e-02,0.8935896,0.1064104
ATG21, 5.02137e-03,6.99754e-01, 3.67774e-04,6.99754e-01,-4.13358e-02,5.55243e-01,-1.63734e-02,5.55243e-01, 0.00000000, 0.0000000, 4.36890e-04,-1.16375e-02,0.9299838,0.0700162
ATG23, 2.49454e-02,6.45243e-01, 1.44941e-02,6.45243e-01, 1.09445e-02,4.06109e-01, 8.17891e-04,4.06109e-01, 0.00000000, 0.0000000, 2.00316e-02, 9.81666e-04,0.0816363,0.9183637
ASC1,-4.10342e-02,4.54124e-01,-3.78002e-02,4.54124e-01,-3.06088e-02,2.00452e-02,-6.31182e-03,2.00452e-02, 0.00000000, 0.0000000,-7.61249e-02,-5.10803e-03,0.1060622,0.8939378
ATG32, 1.09482e-02,4.02870e-01, 8.79956e-04,4.02870e-01,-1.52375e-02,8.04267e-01,-9.50133e-03,8.04267e-01, 0.00000000, 0.0000000, 1.05541e-03,-6.48123e-03,0.9324498,0.0675502
ARX1,-8.80058e-03,5.02499e-01,-9.30720e-04,5.02499e-01,-5.15943e-02,3.74001e-01,-2.84760e-02,3.74001e-01, 0.00000000, 0.0000000,-1.96112e-04,-2.41902e-02,0.9132553,0.0867447
BCS1,-1.40158e-01,1.44177e-01,-7.06943e-02,1.44177e-01,-1.55899e-02,2.27390e-01,-1.68527e-03,2.27390e-01, 0.00000000, 0.0000000,-2.69920e-02,-1.69609e-03,0.0503506,0.9496494
BCY1,-3.53642e-02,3.95673e-01,-4.37419e-02,3.95673e-01,-3.43528e-03,7.98447e-01,-9.84532e-04,7.98447e-01, 0.00000000, 0.0000000, 5.76671e-03,-2.13340e-03,0.1787105,0.8212895
BIK1,-9.54206e-03,4.62130e-01,-7.64480e-04,4.62130e-01, 1.28180e-01,9.98051e-02, 4.90363e-02,9.98051e-02, 0.00000000, 0.0000000,-8.52752e-04, 1.31164e-02,0.9338110,0.0661890
RTC1, 2.07420e-02,1.15101e-01, 1.52430e-03,1.15101e-01,-3.73986e-02,4.95121e-01,-2.59115e-02,4.95121e-01, 0.00000000, 0.0000000, 1.38109e-03,-3.73962e-02,0.9251493,0.0748507
ASI2, 2.73558e-02,6.40397e-01, 1.32167e-02,6.40397e-01,-3.26179e-03,8.03642e-01,-2.92452e-04,8.03642e-01, 0.00000000, 0.0000000, 2.75484e-02,-4.91833e-04,0.0857088,0.9142912
ADD66,-2.90220e-02,6.09575e-01,-1.66786e-02,6.09575e-01,-6.37179e-03,6.27710e-01,-6.73830e-04,6.27710e-01, 0.00000000, 0.0000000,-1.69449e-03,-8.33153e-04,0.0877351,0.9122649
APC9, 4.55178e-02,3.57335e-01, 1.66699e-02,3.57335e-01,-9.76964e-03,4.61008e-01,-6.46514e-04,4.61008e-01, 0.00000000, 0.0000000,-1.01609e-02,-5.89575e-04,0.1079800,0.8920200
ASE1,-2.51470e-02,6.76895e-01,-1.06928e-02,6.76895e-01,-2.51606e-02,5.47300e-02,-1.55165e-03,5.47300e-02, 0.00000000, 0.0000000,-2.03316e-02,-1.62727e-03,0.0702237,0.9297763
BUL1, 4.15267e-02,5.23770e-01, 3.03841e-02,5.23770e-01, 1.18468e-02,3.64189e-01, 9.71386e-04,3.64189e-01, 0.00000000, 0.0000000, 2.47347e-02, 6.63764e-04,0.0544173,0.9455827
