ID,Transcription responsiveness
YDR033W,5546.3506966023
YDR034C,1819.5349912568
YDR034CA,894.5621507451
YDR034C-A,
YDR034C-C,
YDR034C-D,
YDR034WB,715.505946239
YDR034W-B,
YDR035W,2195.4049181822
YDR036C,1123.5906108802
YDR037W,1698.7585281865
YDR038C,1469.8251818421
YDR039C,
YDR040C,
YDR041W,1008.5085656921
YDR042C,4790.6803634878
YDR043C,1857.918924951
YDR044W,2438.129034798
YDR045C,1024.6718429455
YDR046C,2245.4714613509
YDR047W,877.0325239059
YDR048C,
YDR049W,661.0817142871
YDR050C,1935.8060567782
YDR051C,957.6796772706
YDR052C,924.9443999618
YDR053W,
YDR054C,786.8350636634
YDR055W,4925.3934223282
YDR056C,773.3272098428
YDR057W,756.7663732818
YDR058C,1275.9088397247
YDR059C,2247.2453495448
YDR060W,4330.266792536
YDR061W,745.875163044
YDR062W,912.0032310778
YDR063W,1296.7475561981
YDR064W,2284.7297814445
YDR065W,1277.92617786
YDR066C,626.579082059
YDR067C,735.4166439477
YDR068W,704.4270768309
YDR069C,956.1551459726
YDR070C,3928.8035440054
YDR071C,891.2344317023
YDR072C,977.3265219844
YDR073W,648.8877554184
YDR074W,4753.0806820537
YDR075W,1088.8045432512
YDR076W,850.7898345471
YDR077W,3593.9752575133
YDR078C,970.3805654392
YDR079C-A,
YDR079W,858.3253713691
YDR080W,1030.2651680097
YDR081C,542.1945716792
YDR082W,731.5903506924
YDR083W,1780.5764201051
YDR084C,737.2146721378
YDR085C,4761.5890441737
YDR086C,1299.9092699142
YDR087C,2021.0313861846
YDR088C,891.6960747903
YDR089W,1130.7266155512
YDR090C,752.379485761
YDR091C,1550.7939002551
YDR092W,982.3757493537
YDR093W,672.6428987195
YDR094W,1161.6911686037
YDR095C,897.4531062707
YDR096W,1129.8006317717
YDR097C,1500.1791504195
YDR098C,
YDR098C-A,
YDR098C-B,
YDR099W,950.7496487123
YDR100W,1072.786696878
YDR101C,2588.4841331203
YDR102C,
YDR103W,1582.8687045008
YDR104C,791.6960434405
YDR105C,778.0477627652
YDR106W,1003.1736044286
YDR107C,957.4161700931
YDR108W,510.7425231716
YDR109C,538.3250487433
YDR110W,950.5681389183
YDR111C,1470.3683911148
YDR112W,2118.8533370096
YDR113C,2555.2583222526
YDR114C,903.0678829863
YDR115W,962.9189275659
YDR116C,901.2263147067
YDR117C,646.3629859857
YDR118W,1034.6598783879
YDR118W-A,
YDR119W,1137.5663699776
YDR119W-A,
YDR120C,1519.9553358769
YDR121W,858.2366421327
YDR122W,936.8178696072
YDR123C,1052.5993630482
YDR124W,5734.3125958595
YDR125C,3157.7163551051
YDR126W,1039.3855331895
YDR127W,1755.6905210328
YDR128W,746.3126069274
YDR129C,1446.2875399073
YDR130C,854.1101249882
YDR131C,550.1065678441
YDR132C,964.0892558912
YDR133C,2008.9185925121
YDR134C,1563.2322718613
YDR135C,970.5011252179
YDR136C,1349.8353705871
YDR137W,570.6441274351
YDR138W,665.2923805072
YDR139C,809.900430253
YDR140W,753.9797791517
YDR141C,737.021697665
YDR142C,572.4895102538
YDR143C,813.4633657211
YDR144C,1423.608376371
YDR145W,784.5963887682
YDR146C,2070.787861053
YDR147W,724.812010984
YDR148C,1913.8389249065
YDR149C,2088.3226329864
YDR150W,1016.8221204047
YDR151C,976.953681192
YDR152W,1148.7313098559
YDR153C,673.3291262753
YDR154C,2144.6780743519
YDR155C,2033.6580056557
YDR156W,1538.5055453796
YDR157W,1304.6701970957
YDR158W,2430.54785552
YDR159W,716.9007226118
YDR160W,742.5786470696
YDR161W,1396.444303335
YDR162C,631.6954934927
YDR163W,641.7128027018
YDR164C,498.0530649137
YDR165W,1631.4337836292
YDR166C,700.6602862714
YDR167W,799.4855776819
YDR168W,936.5600519037
YDR169C,989.5022137225
YDR169C-A,
YDR170C,894.6117673383
YDR170W-A,
YDR171W,7108.7830504438
YDR172W,926.7409032667
YDR173C,806.8537168297
YDR174W,1002.7679693143
YDR175C,866.0710010424
YDR176W,952.4745471166
YDR177W,1195.5497539156
YDR178W,2325.5379255015
YDR179C,942.6988117454
YDR179WA,715.9863622153
YDR179W-A,
YDR180W,1135.053963572
YDR181C,609.5762895507
YDR182W,785.1822017561
YDR182W-A,
YDR183C-A,
YDR183W,835.8310447334
YDR184C,1459.0832389541
YDR185C,749.9245226394
YDR186C,1007.5900116684
YDR187C,852.6420496993
YDR188W,830.4153506146
YDR189W,640.5463948382
YDR190C,776.6915798866
YDR191W,1089.8614656893
YDR192C,577.0656165409
YDR193W,695.7157270458
YDR194C,1140.4807418322
YDR194W-A,
YDR195W,615.7734794449
YDR196C,947.685213531
YDR197W,579.9403011974
YDR198C,505.8727999762
YDR199W,
YDR200C,597.4333111608
YDR201W,729.9483014947
YDR202C,915.4248334121
YDR203W,1105.8430411416
YDR204W,1308.2249159981
YDR205W,518.6024983904
YDR206W,742.0971202699
YDR207C,682.1196772578
YDR208W,768.0368460469
YDR209C,1200.3679073992
YDR210C-C,
YDR210C-D,
YDR210W,
YDR210W-A,
YDR210W-B,
YDR211W,917.5911377637
YDR212W,829.1707844104
YDR213W,1005.7015763236
YDR214W,2498.9188802353
YDR215C,
YDR216W,1317.6624318098
YDR217C,680.8164942486
YDR218C,4947.0714960805
YDR219C,932.5538749544
YDR220C,1732.7451244407
YDR221W,634.9167682524
YDR222W,2248.8676103609
YDR223W,1261.4332890657
YDR224C,3623.7382963262
YDR225W,3989.2859196754
YDR226W,1414.5908502765
YDR227W,1693.3295492164
YDR228C,558.9700082377
YDR229W,787.4078463264
YDR230W,974.2557054648
YDR231C,1177.121184042
YDR232W,1050.7950541582
YDR233C,1121.6208325665
YDR234W,1982.5295452082
YDR235W,560.6327135216
YDR236C,591.3414468573
YDR237W,945.0673072493
YDR238C,
YDR239C,631.3770242772
YDR240C,644.6800541826
YDR241W,808.3758376336
YDR242W,
YDR243C,
YDR244W,
YDR245W,
YDR246W,1060.7378787122
YDR246W-A,
YDR247W,1508.4037089316
YDR248C,1000.9310561544
YDR249C,1201.1403097354
YDR250C,
YDR251W,1231.430358589
YDR252W,873.909335427
YDR253C,1100.6396374229
YDR254W,879.714964232
YDR255C,876.0132798464
YDR256C,2335.4265966253
YDR257C,797.6958754659
YDR258C,5966.2830496806
YDR259C,1259.5884791731
YDR260C,1147.3265215028
YDR261C,1055.0114781803
YDR261C-C,
YDR261C-D,
YDR261W-A,
YDR261W-B,
YDR262W,1189.9518165289
YDR263C,1368.6895036515
YDR264C,1097.7796354293
YDR265W,575.5512589038
YDR266C,917.5740348028
YDR267C,627.3376330683
YDR268W,650.0528310878
YDR269C,1504.7582399986
YDR270W,1481.0828900166
YDR271C,
YDR272W,1227.4151956546
YDR273W,2968.1499727134
YDR274C,1354.5942598359
YDR275W,1154.6003242643
YDR276C,1502.3728869145
YDR277C,2280.4446548663
YDR278C,
YDR279W,765.091678953
YDR280W,1009.9058013582
YDR281C,3078.9771874277
YDR282C,894.1348146188
YDR283C,628.3292865293
YDR284C,1143.0709081998
YDR285W,1795.9598029001
YDR286C,736.6582991637
YDR287W,792.968969654
YDR288W,648.5427882975
YDR289C,655.6502977901
YDR290W,
YDR291W,665.132188369
YDR292C,678.9020836278
YDR293C,1185.1834895967
YDR294C,1145.2195488367
YDR295C,644.3768027628
YDR296W,770.7099245061
YDR297W,1620.898028461
YDR298C,1888.546147158
YDR299W,1857.7179090756
YDR300C,999.4303664748
YDR301W,562.5950058275
YDR302W,1009.5982322899
YDR303C,814.6114303126
YDR304C,1051.5326362516
YDR305C,578.6508217399
YDR306C,906.1897555914
YDR307W,693.3088883484
YDR308C,642.8963225809
YDR309C,2772.1692512971
YDR310C,1051.6724075878
YDR311W,891.6611015673
YDR312W,2042.1900325536
YDR313C,1099.7630931071
YDR314C,1496.4177419979
YDR315C,704.3377663223
YDR316W,1013.8846877611
YDR316W-A,
YDR316W-B,
YDR317W,2314.0392350058
YDR318W,669.8443362153
YDR319C,697.6093592338
YDR320C,877.4101410687
YDR320C-A,
YDR320W-B,
YDR321W,1819.9666557238
YDR322CA,285.8887646426
YDR322C-A,
YDR322W,947.723799957
YDR323C,581.2395693679
YDR324C,1758.016134851
YDR325W,1102.5623210385
YDR326C,1261.8902786879
YDR327W,770.8309999286
YDR328C,809.3193489193
YDR329C,813.8274413868
YDR330W,1409.478732947
YDR331W,882.4608935104
YDR332W,573.1574500622
YDR333C,551.2930771488
YDR334W,893.2864488647
YDR335W,652.4066905172
YDR336W,575.3649985017
YDR337W,930.0849319064
YDR338C,992.5484135879
YDR339C,1071.1760162961
YDR340W,
YDR341C,1605.9649962998
YDR342C,4740.6767548634
YDR343C,
YDR344C,1360.3773973338
YDR345C,
YDR346C,1273.857750496
YDR347W,936.6995051351
YDR348C,781.3910809304
YDR349C,1233.1079643735
YDR350C,742.0917423671
YDR351W,763.0292819002
YDR352W,578.8939984611
YDR353W,1635.7053009768
YDR354C-A,
YDR354W,1554.456065414
YDR355C,2604.0402663573
YDR356W,897.6020678001
YDR357C,1113.6025487977
YDR358W,1791.6055079936
YDR359C,837.2253052398
YDR360W,
YDR361C,1694.3669663021
YDR362C,696.9837241334
YDR363W,664.1249905032
YDR363WA,273.4878736955
YDR363W-A,
YDR364C,714.2038421923
YDR365C,1899.7495899845
YDR365W-B,
YDR366C,
YDR367W,
YDR368W,1612.4579699141
YDR369C,708.6628883379
YDR370C,712.5423762909
YDR371C-A,
YDR371W,3317.3151837446
YDR372C,764.0715468154
YDR373W,842.9876115343
YDR374C,18861.7755043436
YDR374W-A,
YDR375C,715.8765258459
YDR376W,554.1388729029
YDR377W,1390.9591055428
YDR378C,814.4524529618
YDR379C-A,
YDR379W,700.1741857419
YDR380W,5519.7919195353
YDR381C-A,
YDR381W,1177.3827178301
YDR382W,2248.2602065174
YDR383C,998.4737246964
YDR384C,2895.7972239783
YDR385W,1760.158553803
YDR386W,671.0051362937
YDR387C,584.511165002
YDR388W,1459.3521726541
YDR389W,691.7180696475
YDR390C,559.132293505
YDR391C,2058.0001808281
YDR392W,652.7887826538
YDR393W,877.6800393033
YDR394W,1391.3260202668
YDR395W,1116.3203780755
YDR396W,
YDR397C,
YDR398W,2034.8786075135
YDR399W,4555.3817780881
YDR400W,925.3948279431
YDR401W,1516.7512450927
YDR402C,2567.2908759217
YDR403W,3550.1797727209
YDR404C,665.214103067
YDR405W,1012.5234233278
YDR406W,2083.0754161687
YDR406W-A,
YDR407C,1284.971035773
YDR408C,1237.3324381937
YDR409W,734.9035258887
YDR410C,1261.7552127273
YDR411C,1170.5678373795
YDR412W,1350.1949233424
YDR413C,1434.2918897904
YDR414C,747.3757590334
YDR415C,491.5669841358
YDR416W,869.606633707
YDR417C,1812.0946982229
YDR418W,2248.4085661442
YDR419W,562.6827634199
YDR420W,1033.1036983099
YDR421W,771.4200238032
YDR422C,528.9738175806
YDR423C,
YDR424C,738.2548835416
YDR425W,1036.7958902141
YDR426C,
YDR427W,938.1400697173
YDR428C,757.0514445554
YDR429C,1468.2930856713
YDR430C,1289.9600765222
YDR431W,1062.9910211096
YDR432W,1608.7093098103
YDR433W,1613.4495918992
YDR434W,1021.7841166769
YDR435C,872.7238133023
YDR436W,936.5813753485
YDR437W,752.531484028
YDR438W,2882.2426792396
YDR439W,598.2749493704
YDR440W,764.4758167193
YDR441C,1554.3610858947
YDR442W,654.0930350089
YDR443C,821.7615901174
YDR444W,969.5685715119
YDR445C,
YDR446W,3266.3787137073
YDR447C,
YDR448W,1226.8493988554
YDR449C,1816.0963204947
YDR450W,
YDR451C,1692.4818836185
YDR452W,1184.2321552724
YDR453C,2913.7696204197
YDR454C,1513.4953566916
YDR455C,801.7923043928
YDR456W,906.4685755768
YDR457W,1056.1689731652
YDR458C,676.6485430619
YDR459C,595.5073905124
YDR460W,661.7341864177
YDR461C-A,
YDR461W,8927.7382218336
YDR462W,1028.9487949407
YDR463W,785.214539013
YDR464C-A,
YDR464W,754.8391862707
YDR465C,2380.4205961166
YDR466W,583.7578529
YDR467C,639.7269557834
YDR468C,612.685815491
YDR469W,706.8194541239
YDR470C,957.2493283932
YDR471W,2464.5797909121
YDR472W,660.2308756046
YDR473C,1030.5230843424
YDR474C,
YDR475C,2119.6978078985
YDR476C,1491.0435321249
YDR477W,750.7447593036
YDR478W,644.3843811638
YDR479C,717.9894847949
YDR480W,2195.0880686651
YDR481C,2361.5326640629
YDR482C,696.499099413
YDR483W,809.4526443649
YDR484W,811.3673769673
YDR485C,668.6601020701
YDR486C,749.0902632581
YDR487C,1518.4030456955
YDR488C,1748.8278819614
YDR489W,796.5969979868
YDR490C,1204.5347553964
YDR491C,
YDR492W,2147.9780522054
YDR493W,941.074534976
YDR494W,1047.1203650304
YDR495C,695.8367508205
YDR496C,2152.7221627562
YDR497C,2080.3559722914
YDR498C,588.1292110396
YDR499W,733.6347064704
YDR500C,1932.6213463222
YDR501W,1250.4147655601
YDR502C,2515.9452125083
YDR503C,1093.3315106895
YDR504C,
YDR505C,1154.2183449962
YDR506C,1094.1575919876
YDR507C,1393.6461764454
YDR508C,2015.107010639
YDR509W,1555.5764177095
YDR510C-A,
YDR510W,1410.9954393763
YDR511W,1227.4362816431
YDR512C,
YDR513W,2596.5556901471
YDR514C,789.3159585046
YDR515W,1256.1893400627
YDR516C,4504.3432693227
YDR517W,1136.8320542319
YDR518W,1190.1349431338
YDR519W,1048.7129642939
YDR520C,580.5349312755
YDR521W,719.498299306
YDR522C,5119.8732629828
YDR523C,5293.1350299625
YDR524C,882.8031171662
YDR524C-A,
YDR524C-B,
YDR524W-C,
YDR525W,
YDR525WA,359.4109978775
YDR525W-A,
YDR526C,
YDR527W,1016.2532286872
YDR528W,1437.907557079
YDR529C,2007.9346854057
YDR530C,1090.7516326338
YDR531W,952.6416048312
YDR532C,929.1373625498
YDR533C,5136.2765461663
YDR534C,
YDR535C,2318.506303353
YDR536W,2813.8604682342
YDR537C,
YDR538W,1030.6543817467
YDR539W,1691.3876687089
YDR540C,1225.7754279173
YDR541C,950.1517859052
YDR542W,
YDR543C,
YDR544C,
YDR545C-A,
YDR545W,
YEL001C,2349.0368854665
YEL002C,814.0627528968
YEL003W,1284.3632035562
YEL004W,1095.6521314055
YEL005C,862.6784769291
YEL006W,715.4546778473
YEL007W,860.8818241478
YEL008C-A,
YEL008W,781.9355029435
YEL009C,1627.4442331791
YEL009C-A,
YEL010W,837.5309785369
YEL011W,3809.2275884478
YEL012W,1780.1694283722
YEL013W,1141.092855933
YEL014C,542.9864845189
YEL015W,1269.738571025
YEL016C,709.6447876223
YEL017CA,992.6563697942
YEL017C-A,
YEL017W,1118.8137226281
YEL018C-A,
YEL018W,574.6967744108
YEL019C,1107.2712501826
YEL020C,1771.4697995393
YEL020C-B,
YEL020WA,475.5559046747
YEL020W-A,
YEL021W,4299.5294353179
YEL022W,885.82539832
YEL023C,2616.9160814946
YEL024W,2219.9229676802
YEL025C,725.0629162657
YEL026W,3084.1400656766
YEL027W,1273.6370896009
YEL028W,894.3756602053
YEL029C,820.5148953765
YEL030C-A,
YEL030W,1538.1656287557
YEL031W,1147.2627442088
YEL032C-A,
YEL032W,1391.1108397861
YEL033W,
YEL034C-A,
YEL034W,
YEL035C,
YEL036C,791.1283475832
YEL037C,969.9788019343
YEL038W,1362.3680599
YEL039C,2769.7216332595
YEL040W,2967.2794557615
YEL041W,1353.7743244849
YEL042W,1473.0041511317
YEL043W,705.6938280495
YEL044W,1015.2949222518
YEL045C,
YEL046C,1999.8217495352
YEL047C,2024.1952416126
YEL048C,992.7465429605
YEL049W,
YEL050C,946.6764857308
YEL050W-A,
YEL051W,1430.0887026132
YEL052W,1480.0242767012
YEL053C,1075.8995591629
YEL053W-A,
YEL054C,2643.4818524093
YEL055C,1128.065729645
YEL056W,740.902513369
YEL057C,2455.9241421635
YEL058W,1356.9655130093
YEL059CA,936.534234737
YEL059C-A,
YEL059W,
YEL060C,4913.2666547874
YEL061C,1355.5011492383
YEL062W,623.0149429908
YEL063C,1344.2473152747
YEL064C,772.0027753624
YEL065W,4652.4854944693
YEL066W,1387.0261742822
YEL067C,
YEL068C,
YEL069C,1062.5596145299
YEL070W,
YEL071W,2962.0120096159
YEL072W,1062.0815458087
YEL073C,1577.2845515931
YEL074W,1452.2961330344
YEL075C,
YEL075W-A,
YEL076C,
YEL076C-A,
YEL076W-C,
YEL077C,
YEL077W-A,
YER001W,4579.633095776
YER002W,1377.376539937
YER003C,1840.410002416
YER004W,1519.7792015125
YER005W,1739.5710620182
YER006C-A,
YER006W,2238.1155711456
YER007CA,797.6298893589
YER007C-A,
YER007W,
YER008C,708.6097961454
YER009W,1451.0008702401
YER010C,758.2336218126
YER011W,
YER012W,1198.4780015612
YER013W,557.4414266466
YER014C-A,
YER014W,805.2511547438
YER015W,1552.8027937613
YER016W,937.4400581566
YER017C,842.4329675343
YER018C,1051.5515258723
YER019CA,1126.1422776175
YER019C-A,
YER019W,1096.1135168743
YER020W,1470.3209726032
YER021W,1153.9269841678
YER022W,720.4902825909
YER023C-A,
YER023W,1346.5850176324
YER024W,3379.964996879
YER025W,1145.6399967415
YER026C,2050.7461986571
YER027C,942.0564810317
YER028C,
YER029C,743.5667008906
YER030W,1044.2895886708
YER031C,801.105590624
YER032W,1237.6178988481
YER033C,1321.3700745273
YER034W,856.4376205915
YER035W,1565.8878156344
YER036C,1678.4270691755
YER037W,4055.5120102256
YER038C,1690.1710780847
YER038W-A,
YER039C,1037.6516693587
YER039CA,469.8926336696
YER039C-A,
YER040W,963.8002006856
YER041W,948.6080535869
YER042W,2010.1737518703
YER043C,1970.3476145611
YER044C,2065.2493156585
YER044CA,1109.0849683687
YER044C-A,
YER045C,
YER046W,1151.8241480034
YER046W-A,
YER047C,621.172738657
YER048C,744.2702497045
YER048WA,235.7428121257
YER048W-A,
YER049W,1481.3343243632
YER050C,991.8355622533
YER051W,455.0471579255
YER052C,2449.6467515613
YER053C,4349.8114600158
YER053C-A,
YER054C,2497.8803212988
YER055C,4009.2271702402
YER056C,2414.6513172248
YER056CA,2192.2610693201
YER056C-A,
YER057C,1425.4397624164
YER058W,1595.5135676362
YER059W,652.9401386604
YER060W,849.5480370899
YER060w-A,
YER060W-A,
YER061C,1067.6894903847
YER062C,3990.5559204103
YER063W,788.7839835469
YER064C,1401.401133065
YER065C,2615.7714225361
YER066C-A,
YER066W,
YER067C-A,
YER067W,7485.6897514607
YER068C-A,
YER068W,571.3733152318
YER069W,3912.737426679
YER070W,4100.7998273698
YER071C,691.3572390146
YER072W,3633.8761126182
YER073W,3091.2940755474
YER074W,2564.0056886781
YER074W-A,
YER075C,833.2962754031
YER076C,705.5541180739
YER076W-A,
YER077C,590.1328450184
YER078C,670.737306701
YER078W-A,
YER079C-A,
YER079W,2307.361228536
YER080W,981.300197254
YER081W,
YER082C,1499.383743526
YER083C,920.4605895814
YER084W,1363.5504630094
YER084W-A,
YER085C,
YER086W,1416.9986577033
YER087C-A,
YER087C-B,
YER087W,827.8044989928
YER088C,1190.3132984792
YER088C-A,
YER088W-B,
YER089C,1333.9731056056
YER090C-A,
YER090W,1467.9321144455
YER091C,4398.2195506342
YER091C-A,
YER092W,831.1274825975
YER093C,599.1791568975
YER093CA,778.9053137336
YER093C-A,
YER094C,1093.2901235556
YER095W,2220.1252828832
YER096W,2495.4476013257
YER097W,
YER098W,1048.9420412792
YER099C,625.3175399104
YER100W,712.6905620553
YER101C,717.0903623481
YER102W,
YER103W,3873.7513089545
YER104W,583.4221186521
YER105C,563.0670113108
YER106W,7183.286932167
YER107C,1483.3918724504
YER107W-A,
YER108C,
YER109C,661.4563316429
YER110C,1718.3499083533
YER111C,1145.0297232685
YER112W,862.0578808412
YER113C,694.5647307605
YER114C,776.0155916951
YER115C,3469.691052701
YER116C,792.843269511
YER117W,2287.6634491533
YER118C,961.9427092195
YER119C,1223.2779913001
YER119CA,661.0822162095
YER119C-A,
YER120W,1659.9089579051
YER121W,1561.7409690072
YER122C,651.514622228
YER123W,828.3880009654
YER124C,5025.7685813125
YER125W,826.6918694658
YER126C,2193.0965124723
YER127W,1777.1481314527
YER128W,
YER129W,656.908796351
YER130C,1699.3914491454
YER131W,2568.2876564387
YER132C,934.3878726885
YER133W,943.0715559811
YER133W-A,
YER134C,649.5254188391
YER135C,2604.725837544
YER136W,1129.5082590558
YER137C,1027.6472505854
YER137W-A,
YER138C,
YER138WA,2849.2125886216
YER138W-A,
YER139C,779.0230775213
YER140W,482.0278573483
YER141W,1313.9556453581
YER142C,1217.7337713613
YER143W,1315.710333834
YER144C,2091.5032215648
YER145C,3174.3836444409
YER145C-A,
YER146W,1156.4062791566
YER147C,729.4565553488
YER147C-A,
YER148W,1026.4942329927
YER148W-A,
YER149C,683.6696525039
YER150W,7861.3703265826
YER151C,820.0469650991
YER152C,1623.7781038687
YER152W-A,
YER153C,1163.9885600603
YER154W,1019.6736456869
YER155C,1002.9045507197
YER156C,1858.1945401897
YER157W,577.7083113334
YER158C,1504.3145590145
YER158W-A,
YER159C,1156.4619173538
YER160C,
YER161C,740.5412293056
YER162C,1036.520369697
YER163C,871.0981123963
YER164W,682.3390511947
YER165C-A,
YER165W,1500.2742374288
YER166W,794.1955099767
YER167W,520.090544767
YER168C,648.9441778775
YER169W,1053.9428573307
YER170W,970.4408198976
YER171W,478.1493147614
YER172C,1243.069343901
YER172C-A,
YER173W,497.7795851235
YER174C,1379.7247237499
YER175C,4990.2396730119
YER175W-A,
YER176W,703.4047579035
YER177W,1289.920109633
YER178W,1740.8937070048
YER179W,3349.7780965899
YER180C,1795.0275230349
YER180C-A,
YER181C,3007.5516855987
YER182W,1101.1846339119
YER183C,695.8387805882
YER184C,1463.3525741344
YER185W,2375.650009905
YER186C,720.0600680583
YER187W,1802.0430670707
YER188C-A,
YER188W,1445.4304554662
YER189W,
YER190C-A,
YER190C-B,
YER190W,
YFL001W,825.6598308008
YFL002C,981.0538344984
YFL002W-A,
YFL002W-B,
YFL003C,1449.497792973
YFL004W,1185.065416016
YFL005W,835.4687470601
YFL006W,
YFL007W,915.0302788908
YFL008W,1027.2839758241
YFL009W,480.5032235491
YFL010C,1353.058635297
YFL010W-A,
YFL011W,15927.9486698494
YFL011W-A,
YFL012W,
YFL012W-A,
YFL013C,1036.4863077475
YFL013W-A,
YFL014W,20758.0706524064
YFL015C,
YFL015W-A,
YFL016C,1921.2968639179
YFL017C,1321.4694243859
YFL017WA,236.3974409252
YFL017W-A,
YFL018C,1462.6571586424
YFL018W-A,
YFL019C,1476.6696484566
YFL020C,
YFL021C-A,
YFL021W,2547.2899848597
YFL022C,1294.0775937106
YFL023W,1413.1882442948
YFL024C,859.6955025114
YFL025C,1224.6674499157
YFL026W,6083.3920943345
YFL027C,1142.5535874365
YFL028C,933.9789731588
YFL029C,1321.7770478092
YFL030W,3511.0227764994
YFL031C-A,
YFL031W,3323.5850852759
YFL032W,2543.817017392
YFL033C,808.581740067
YFL034CA,637.7150700957
YFL034C-A,
YFL034CB,321.7405314245
YFL034C-B,
YFL034W,796.1165724735
YFL035C,
YFL035C-A,
YFL035C-B,
YFL036W,779.2379335105
YFL037W,1531.5680079973
YFL038C,981.0745382581
YFL039C,1364.571645344
YFL040W,2715.2904314612
YFL041W,1044.2445525905
YFL041W-A,
YFL042C,1176.4081896063
YFL043C,
YFL044C,1081.7196483611
YFL045C,1696.4180370195
YFL046W,670.4177001735
YFL047W,781.4620374959
YFL048C,791.1617908199
YFL049W,539.559138355
YFL050C,810.2805401081
YFL051C,
YFL052W,1899.6780265607
YFL053W,2180.1205976677
YFL054C,1426.384839364
YFL055W,1269.3259562295
YFL056C,
YFL057C,1623.4783498024
YFL058W,
YFL059W,1599.3548861556
YFL060C,1371.6443390204
YFL061W,1857.4603897797
YFL062W,
YFL063W,
YFL064C,
YFL065C,
YFL066C,
YFL067W,2018.3733936994
YFL068W,1321.0415854117
YFL-TYA,
YFL-TYB,
YFR001W,1653.0221445449
YFR002W,653.7140205655
YFR003C,1107.6163844613
YFR004W,882.2530983468
YFR005C,910.3437664518
YFR006W,820.486986118
YFR007W,672.8121618876
YFR008W,816.3793012788
YFR009W,910.7024238889
YFR009W-A,
YFR010W,1301.126029701
YFR010W-A,
YFR011C,1148.2976720529
YFR012W,1739.1734288664
YFR012W-A,
YFR013W,539.6759779136
YFR014C,1372.8929067961
YFR015C,3666.4079587759
YFR016C,
YFR017C,3466.8844879765
YFR018C,1266.7099920925
YFR019W,816.7607699678
YFR020W,
YFR021W,785.6378672471
YFR022W,1535.7248835593
YFR023W,5379.9248640783
YFR024C,
YFR024CA,1086.3599938752
YFR024C-A,
YFR025C,973.5560969166
YFR026C,
YFR027W,1364.36112457
YFR028C,1263.2374247611
YFR029W,830.9826153876
YFR030W,3442.0603374136
YFR031C,981.7021039011
YFR031CA,2273.0470813242
YFR031C-A,
YFR032C,5545.4236349192
YFR032CA,344.3406708425
YFR032C-A,
YFR032C-B,
YFR033C,1549.0041853984
YFR034C,1358.9816637483
YFR034W-A,
YFR035C,927.8295199972
YFR036W,1853.7649956574
YFR036W-A,
YFR037C,788.4419426246
YFR038W,702.6825317637
YFR039C,729.4825165105
YFR040W,917.1620055241
YFR041C,873.8849037993
YFR042W,843.5486103733
YFR043C,710.2326225693
YFR044C,1723.7144560457
YFR045W,762.2045215767
YFR046C,618.1100088723
YFR047C,1399.6450526145
YFR048W,483.1606352901
YFR049W,1374.7131520209
YFR050C,1036.5391749669
YFR051C,1072.5603961868
YFR052C-A,
YFR052W,1171.280589802
YFR053C,6829.9579338075
YFR054C,1226.4442188031
YFR055W,2918.8902572925
YFR056C,
YFR057W,3623.0145841942
YGL001C,1281.4269790757
YGL002W,523.483051841
YGL003C,754.283157628
YGL004C,613.9066970859
YGL005C,723.8556229147
YGL006W,1870.6915137241
YGL006W-A,
YGL007C-A,
YGL007W,
YGL008C,2752.1999094205
YGL009C,4426.338945043
YGL010W,1206.2350170338
YGL011C,1124.8885867891
YGL012W,1967.5025945245
YGL013C,1013.399490734
YGL014C-A,
YGL014W,2525.3429683007
YGL015C,2907.9701139896
YGL016W,1026.2408836664
YGL017W,564.1060179686
YGL018C,698.7402636537
YGL019W,566.1549572669
YGL020C,670.6827464768
YGL021W,1651.7747935499
YGL022W,1356.8609887951
YGL023C,1037.2425053389
YGL024W,671.8754091432
YGL025C,657.752788731
YGL026C,1989.9432976372
YGL027C,920.8936545434
YGL028C,5160.0496367849
YGL029W,2644.4961431076
YGL030W,1917.5545640636
YGL031C,2301.31286152
YGL032C,10925.3119906595
YGL033W,3038.0022232251
YGL034C,
YGL035C,1291.631585164
YGL036W,924.9228038372
YGL037C,5298.8078971795
YGL038C,1196.5373828055
YGL039W,1337.6137627343
YGL040C,931.8272879323
YGL041C,
YGL041C-B,
YGL041W-A,
YGL042C,
YGL043W,689.8871364576
YGL044C,559.007447121
YGL045W,1144.9651644291
YGL046W,
YGL047W,1371.972994878
YGL048C,1146.4319459937
YGL049C,1239.6059158843
YGL050W,548.6127284776
YGL051W,
YGL052W,2062.677024979
YGL053W,
YGL054C,953.4337476609
YGL055W,5359.7873236471
YGL056C,1158.7763257761
YGL057C,549.0241042759
YGL058W,635.761891066
YGL059W,1523.0661605754
YGL060W,848.4482300559
YGL061C,883.2526998816
YGL062W,
YGL063C-A,
YGL063W,1921.1458756355
YGL064C,560.8218886158
YGL065C,628.9797792589
YGL066W,520.6183824435
YGL067W,595.3682558537
YGL068W,1260.4023419142
YGL069C,1182.9322364836
YGL070C,823.136509306
YGL071W,991.1146762389
YGL072C,754.9055018633
YGL073W,703.2383511389
YGL074C,900.2125016552
YGL075C,1197.5413403613
YGL076C,
YGL077C,1602.826017486
YGL078C,2575.6048589898
YGL079W,619.3763041262
YGL080W,987.488639971
