ID,Transcription responsiveness
YJL025W,835.2532167875
YJL026C-A,
YJL026W,1951.6302411879
YJL027C,
YJL028W,1292.5520246931
YJL029C,750.1325403707
YJL030W,721.8818078155
YJL031C,960.6347014032
YJL032W,772.4674248269
YJL033W,2033.9939391693
YJL034W,2297.7187420186
YJL035C,1001.4502683598
YJL036W,996.9226731166
YJL037W,5037.5038071069
YJL038C,3479.8868689293
YJL039C,749.4191287661
YJL041W,661.9905665762
YJL042W,1867.6594545351
YJL043W,2555.9122593138
YJL044C,703.6571517845
YJL045W,2001.6775960546
YJL046W,728.511458536
YJL047C,686.98867172
YJL047C-A,
YJL048C,2159.6965634737
YJL049W,773.8313927235
YJL050W,1798.9678879137
YJL051W,1312.114271411
YJL052C-A,
YJL052W,
YJL053W,868.3389432238
YJL054W,713.1918707694
YJL055W,951.9523763334
YJL056C,1267.3080207846
YJL057C,1406.2455178137
YJL058C,545.1761284515
YJL059W,787.3975741733
YJL060W,1732.0667090968
YJL061W,713.2887667185
YJL062W,716.2943015657
YJL062W-A,
YJL063C,1381.7923383925
YJL064W,
YJL065C,689.9326536713
YJL066C,2393.3439057135
YJL067W,1092.8153606232
YJL068C,1839.4497983118
YJL069C,1958.1323384828
YJL070C,1362.9949207961
YJL071W,855.36016346
YJL072C,749.9406673454
YJL073W,872.6259963914
YJL074C,1140.8704694378
YJL075C,782.3068644489
YJL076W,886.5076436624
YJL077C,
YJL077W-A,
YJL077W-B,
YJL078C,2454.3665186663
YJL079C,3687.6523194593
YJL080C,1330.4447188055
YJL081C,504.6454599639
YJL082W,1379.7284986912
YJL083W,883.6942428832
YJL084C,834.5317614345
YJL085W,678.955701402
YJL086C,
YJL087C,1080.1450338361
YJL088W,5466.1739180031
YJL089W,2819.4921541399
YJL090C,743.7499177621
YJL091C,878.2004550753
YJL092W,1276.67392201
YJL093C,913.3714180994
YJL094C,1238.4973327573
YJL095W,802.8310598482
YJL096W,990.3222460645
YJL097W,1067.4450922173
YJL098W,1571.5905884147
YJL099W,734.5920440246
YJL100W,914.3760245461
YJL101C,1379.4082849742
YJL102W,2141.8334510356
YJL103C,1497.2000498063
YJL104W,1003.665031516
YJL105W,717.2423041555
YJL106W,3064.6252456677
YJL107C,3188.4795434374
YJL108C,3482.3234739066
YJL109C,1780.6347286411
YJL110C,1126.5220947357
YJL111W,881.0964074803
YJL112W,793.2710900289
YJL113W,
YJL114W,
YJL115W,1699.5682532577
YJL116C,3098.8457881754
YJL117W,1260.5052207108
YJL118W,1111.8121805956
YJL119C,
YJL120W,
YJL121C,1175.2184251126
YJL122W,2723.55109992
YJL123C,598.7223691858
YJL124C,642.3389279335
YJL125C,1115.5090255551
YJL126W,686.075644926
YJL127C,802.606734911
YJL127C-B,
YJL127W-A,
YJL128C,664.7778917603
YJL129C,739.7409905181
YJL130C,1443.3938763802
YJL131C,951.4419021332
YJL132W,987.8723230222
YJL133C-A,
YJL133W,766.6804197283
YJL134W,896.5267411792
YJL135W,
YJL136C,2146.6218985491
YJL136W-A,
YJL137C,1266.9764227103
YJL138C,
YJL139C,406.175958231
YJL140W,712.3693912928
YJL141C,1603.2752668977
YJL142C,1416.4475809394
YJL143W,884.7456133416
YJL144W,3578.2892603772
YJL145W,986.6019421708
YJL146W,699.8598011517
YJL147C,594.2149570879
YJL148W,2472.450845625
YJL149W,926.8776597332
YJL150W,1567.7069889427
YJL151C,1179.0094268375
YJL152W,1048.9941701668
YJL153C,7461.354050378
YJL154C,858.7675814251
YJL155C,1516.8492410362
YJL156C,767.7560121065
YJL156W-A,
YJL157C,3925.3577488775
YJL158C,
YJL159W,3369.9720130012
YJL160C,3235.2975345705
YJL161W,2416.8668645302
YJL162C,884.6416843396
YJL163C,1833.6743142738
YJL164C,2527.2324194641
YJL165C,1323.4155507088
YJL166W,1810.8183949166
YJL167W,1430.6108822817
YJL168C,941.9572568764
YJL169W,
YJL170C,10642.7758853728
YJL171C,1840.5099535143
YJL172W,3062.1031730445
YJL173C,1239.520901565
YJL174W,816.9632221499
YJL175W,923.1696355138
YJL176C,786.998975537
YJL177W,2412.003083359
YJL178C,694.8004543498
YJL179W,827.1490064909
YJL180C,918.1397320459
YJL181W,817.8051555298
YJL182C,3342.8601676859
YJL183W,1162.7540557876
YJL184W,800.9789007869
YJL185C,904.4122484999
YJL186W,816.9804086243
YJL187C,1079.1591264361
YJL188C,2186.3705368496
YJL189W,
YJL190C,3183.5550876462
YJL191W,
YJL192C,812.2656834877
YJL193W,648.7304899789
YJL194W,1688.8694535587
YJL195C,1269.3093175328
YJL196C,2936.5521638958
YJL197C-A,
YJL197W,620.2964225587
YJL198W,1358.2300570832
YJL199C,1658.6497111544
YJL200C,2678.6852831409
YJL201W,968.944459213
YJL202C,646.8472188531
YJL203W,574.5100862811
YJL204C,518.0171053149
YJL205C,
YJL206C,601.6516176629
YJL206C-A,
YJL207C,1046.6909714241
YJL208C,1267.1297773886
YJL209W,653.6371394717
YJL210W,1071.5648445187
YJL211C,756.1970233436
YJL212C,2563.9932532446
YJL213W,2056.3809868662
YJL214W,
YJL215C,1293.7896413486
YJL216C,996.2229840516
YJL217W,2706.6283915338
YJL218W,1682.9070405239
YJL219W,
YJL220W,
YJL221C,
YJL222W,
YJL222W-A,
YJL222W-B,
YJL223C,
YJL225C,
YJL225W-A,
YJR001W,987.8129102787
YJR002W,1492.4922294752
YJR003C,1200.5061865221
YJR004C,2613.5048362946
YJR005C-A,
YJR005W,759.1632395617
YJR006W,690.0856638239
YJR007W,1156.6284816577
YJR008W,2167.6681302252
YJR009C,
YJR010CA,1517.3874551965
YJR010C-A,
YJR010W,3367.5539290416
YJR011C,844.7679801362
YJR012C,613.7341442141
YJR013W,565.8358730373
YJR014W,851.1586727047
YJR015W,892.4005430987
YJR016C,2224.4355590534
YJR017C,1353.1027483168
YJR018W,
YJR019C,1481.9519860952
YJR020W,853.7346185674
YJR021C,883.675016996
YJR022W,781.804841498
YJR023C,1065.6710120978
YJR024C,804.6146585959
YJR025C,4028.457212556
YJR026W,
YJR027W,
YJR028W,
YJR029W,
YJR030C,1085.9690072987
YJR031C,741.7611835261
YJR032W,807.620018235
YJR033C,918.4159442509
YJR034W,1414.1363330626
YJR035W,786.5789998583
YJR036C,2052.5141917425
YJR037W,1290.9847248009
YJR038C,1125.8426643724
YJR039W,833.6091866929
YJR040W,566.7545724397
YJR041C,1406.7990653032
YJR042W,768.6976011355
YJR043C,787.8363837544
YJR044C,1070.1719346655
YJR045C,1971.1796191658
YJR046W,1108.8549309264
YJR047C,1920.5771467318
YJR048W,3576.3190238496
YJR049C,670.4164081023
YJR050W,586.5221724606
YJR051W,664.3736608014
YJR052W,748.5314483138
YJR053W,1057.2951401925
YJR054W,1001.6625186818
YJR055W,842.4909968191
YJR056C,977.8799120063
YJR057W,724.397162608
YJR058C,624.9361455349
YJR059W,1659.4588275372
YJR060W,746.7070006052
YJR061W,814.8391546674
YJR062C,687.5729765239
YJR063W,1863.4150397716
YJR064W,1026.5210773654
YJR065C,1231.9501820598
YJR066W,1199.5871234776
YJR067C,706.5559245256
YJR068W,696.2155214826
YJR069C,783.6730755593
YJR070C,2720.0511921647
YJR071W,1505.4059303647
YJR072C,1225.1913289414
YJR073C,3573.0912888016
YJR074W,1029.8317780175
YJR075W,756.2681670549
YJR076C,718.5101875013
YJR077C,1699.970378422
YJR078W,2155.9608679311
YJR079W,1048.111790651
YJR080C,1319.2067664017
YJR082C,882.1670977774
YJR083C,728.3408172402
YJR084W,635.5862903402
YJR085C,1421.3483500006
YJR086W,1612.0704007669
YJR087W,
YJR088C,811.2033241527
YJR089W,611.8329292971
YJR090C,796.2849730139
YJR091C,1257.9054317792
YJR092W,1500.7702571864
YJR093C,625.0531402419
YJR094C,2463.2074701978
YJR094WA,1470.357951371
YJR094W-A,
YJR095W,5119.9216113564
YJR096W,2452.0431044887
YJR097W,1344.285494606
YJR098C,810.3546003458
YJR099W,1141.3224858785
YJR100C,603.8804216968
YJR101W,769.2032390101
YJR102C,551.3283273915
YJR103W,1064.8813449231
YJR104C,2480.5248988979
YJR105W,1535.112954509
YJR106W,909.2953639776
YJR107W,1290.5557598149
YJR108W,1198.701314549
YJR109C,5682.7105471228
YJR110W,1025.8637741024
YJR111C,1668.6115631773
YJR112W,992.6606784608
YJR112W-A,
YJR113C,1032.4398575444
YJR114W,
YJR115W,1028.8736341629
YJR116W,1041.6612126297
YJR117W,1130.6954401139
YJR118C,940.831250096
YJR119C,1163.1211423742
YJR120W,
YJR121W,2283.9255199705
YJR122W,1052.423855763
YJR123W,2337.6996514777
YJR124C,1145.922355842
YJR125C,1058.0230256499
YJR126C,860.6992092037
YJR127C,1019.8793737416
YJR128W,
YJR129C,972.1843137729
YJR130C,2532.80511317
YJR131W,739.1126660871
YJR132W,1316.0687354757
YJR133W,1237.457627509
YJR134C,669.015322877
YJR135C,782.6542309223
YJR135W-A,
YJR136C,662.2676085893
YJR137C,2628.5071420404
YJR138W,846.9907064597
YJR139C,1110.2861575384
YJR140C,647.659079618
YJR140W-A,
YJR141W,699.5538221325
YJR142W,829.8890552274
YJR143C,1921.1045101702
YJR144W,753.0311106504
YJR145C,
YJR146W,1097.3869019646
YJR147W,1884.4726472567
YJR148W,2768.3202310666
YJR149W,1524.7573208335
YJR150C,2934.0537884159
YJR151C,
YJR151W-A,
YJR152W,2598.7738942948
YJR153W,4775.8364933322
YJR154W,2441.0807193353
YJR155W,2409.0733696968
YJR156C,
YJR157W,2490.584149836
YJR158W,
YJR159W,
YJR160C,
YJR161C,
YJR162C,
YKL001C,3307.8295350855
YKL002W,817.9801623753
YKL003C,890.6572285809
YKL004W,1712.0671424031
YKL005C,742.9674338447
YKL006CA,1344.2505837452
YKL006C-A,
YKL006W,
YKL007W,1083.7579191373
YKL008C,1305.569714794
YKL009W,3259.4312508377
YKL010C,867.7917930154
YKL011C,615.2780085752
YKL012W,679.7566962669
YKL013C,1039.8605441926
YKL014C,1031.2790551386
YKL015W,1050.8688123926
YKL016C,1629.5698495717
YKL017C,657.7469655085
YKL018C-A,
YKL018W,802.661997073
YKL019W,729.9001519505
YKL020C,651.4322884889
YKL021C,1362.3786930089
YKL022C,1091.9467262745
YKL023C-A,
YKL023W,896.9946952268
YKL024C,1232.1822158081
YKL025C,636.0395861832
YKL026C,2215.1361794975
YKL027W,933.7721632783
YKL028W,673.8339641102
YKL029C,2937.0875195623
YKL030W,2674.6790048572
YKL031W,
YKL032C,1086.2319813044
YKL033W,683.1612193751
YKL033WA,495.0276524173
YKL033W-A,
YKL034W,905.7192284209
YKL035W,3482.3764335086
YKL036C,
YKL037W,1084.0917038712
YKL038W,1149.1481499367
YKL039W,858.1911340461
YKL040C,713.8885001901
YKL041W,591.6226346436
YKL042W,1208.1182216003
YKL043W,3274.8390757354
YKL044W,
YKL045W,1163.573717295
YKL046C,752.5250421223
YKL047W,586.6293621297
YKL048C,793.8477579699
YKL049C,959.3815877508
YKL050C,1990.6740673793
YKL051W,1696.7355759266
YKL052C,
YKL053CA,247.1943200331
YKL053C-A,
YKL053W,
YKL054C,1067.2791135568
YKL055C,1012.9608097231
YKL056C,2082.5084963862
YKL057C,756.942695903
YKL058W,794.8221553194
YKL059C,601.0789220516
YKL060C,1634.6605842306
YKL061W,826.5292833421
YKL062W,2162.2038687995
YKL063C,990.9989721116
YKL064W,891.1687599137
YKL065C,1776.4648323818
YKL065W-A,
YKL066W,
YKL067W,2010.2890417116
YKL068W,946.6854706245
YKL068W-A,
YKL069W,914.3314740656
YKL070W,695.397195074
YKL071W,2208.0049800006
YKL072W,688.8985481171
YKL073W,1134.6337653989
YKL074C,695.5504839039
YKL075C,533.3698713891
YKL076C,
YKL077W,712.2912174055
YKL078W,2493.7608707461
YKL079W,650.2393798835
YKL080W,1013.7120021979
YKL081W,2593.8793654028
YKL082C,1943.4838311634
YKL083W,
YKL084W,873.5505142057
YKL085W,2294.5214191383
YKL086W,1926.3283728389
YKL087C,1021.0301439082
YKL088W,578.0063637367
YKL089W,932.153742117
YKL090W,672.9267292342
YKL091C,2108.7265230762
YKL092C,1038.8555833365
YKL093W,1435.5730057066
YKL094W,829.1063400959
YKL095W,846.7992793077
YKL096C-B,
YKL096W,7468.8727001864
YKL096WA,1230.3472976901
YKL096W-A,
YKL097C,
YKL097W-A,
YKL098W,578.1450005224
YKL099C,1772.2369667809
YKL100C,1253.4135128375
YKL100W-A,
YKL101W,1536.9565527308
YKL102C,
YKL103C,4411.2907292929
YKL104C,3054.8541015727
YKL105C,
YKL106C-A,
YKL106W,1296.9712912635
YKL107W,2431.387534048
YKL108W,1031.7209916549
YKL109W,2750.1114328475
YKL110C,1144.4283674964
YKL111C,827.3816774991
YKL112W,1071.3241523109
YKL113C,1634.182342245
YKL114C,692.1186065688
YKL115C,
YKL116C,652.8651876673
YKL117W,1195.1321424898
YKL118W,
YKL119C,673.8618486915
YKL120W,3794.9541993899
YKL121W,1174.4559503897
YKL122C,894.3348758355
YKL123W,
YKL124W,906.2148847397
YKL125W,1225.8620466156
YKL126W,945.5623199712
YKL127W,1886.2793221434
YKL128C,2208.0439944001
YKL129C,964.427720184
YKL130C,706.00626335
YKL131W,
YKL132C,796.5031140432
YKL133C,1290.0959226833
YKL134C,604.4641344739
YKL135C,597.4239326557
YKL136W,620.0670096208
YKL137W,969.605658627
YKL138C,1098.8917343944
YKL138C-A,
YKL139W,666.2984690246
YKL140W,783.0329531884
YKL141W,2193.1523877872
YKL142W,2240.5102418962
YKL143W,2041.5135383633
YKL144C,992.484667959
YKL145W,1045.5612711355
YKL145W-A,
YKL146W,1393.2778679036
YKL147C,1012.065521948
YKL148C,3429.2546574499
YKL149C,614.5643206753
YKL150W,2823.270349677
YKL151C,2832.1006734083
YKL152C,2615.4976370905
YKL153W,
YKL154W,988.4278350129
YKL155C,767.383758452
YKL156C-A,
YKL156W,1917.3599253136
YKL157W,1203.053390479
YKL158W,
YKL159C,890.6946338356
YKL160W,761.8831888033
YKL161C,2609.8683287658
YKL162C,1022.7066018758
YKL162C-A,
YKL163W,4010.5106469472
YKL164C,3995.1006471345
YKL165C,1347.1541052468
YKL165C-A,
YKL166C,1046.3683726515
YKL167C,849.3745762189
YKL168C,669.0233791594
YKL169C,730.7854772098
YKL170W,883.1988262988
YKL171W,906.8033591904
YKL172W,2200.0483287004
YKL173W,699.9248679427
YKL174C,1281.9355815735
YKL175W,1069.3504200673
YKL176C,1449.0127778267
YKL177W,2018.9350514639
YKL178C,2487.2795485454
YKL179C,739.4939172317
YKL180W,2331.927013503
YKL181W,1597.2331239375
YKL182W,1927.0552439044
YKL183C-A,
YKL183W,953.301474559
YKL184W,1038.2893903932
YKL185W,3247.8584990266
YKL186C,662.8950681774
YKL187C,2494.7753694696
YKL188C,1238.2843380712
YKL189W,4850.7984843848
YKL190W,1490.5380307488
YKL191W,1726.9815037145
YKL192C,1283.6030689464
YKL193C,1441.9712623657
YKL194C,913.3111483865
YKL195W,1719.6909331162
YKL196C,1067.6446685654
YKL197C,635.3909671475
YKL198C,1171.5260677201
YKL199C,
YKL200C,
YKL201C,1391.6728923607
YKL202W,
YKL203C,820.2726248492
YKL204W,904.4717765816
YKL205W,907.7652830114
YKL206C,656.318116781
YKL207W,758.1458068981
YKL208W,692.0412610881
YKL209C,2554.8105155171
YKL210W,1541.0609623401
YKL211C,1532.1304202549
YKL212W,1053.1916925216
YKL213C,982.7023429724
YKL214C,669.9688672224
YKL215C,795.033990722
YKL216W,5252.5925006114
YKL217W,3758.3675102717
YKL218C,3407.5789239536
YKL219W,
YKL220C,1424.6060074581
YKL221W,2145.3298811636
YKL222C,607.0267543981
YKL223W,
YKL224C,
YKL225W,
YKR001C,848.0244942099
YKR002W,670.8597660172
YKR003W,1127.0655000636
YKR004C,1089.80183878
YKR005C,
YKR006C,1018.6937663317
YKR007W,762.1193907098
YKR008W,822.5628987142
YKR009C,2250.5788770241
YKR010C,894.7152912419
YKR011C,2388.9002258242
YKR012C,
YKR013W,
YKR014C,938.1934667897
YKR015C,1451.278905923
YKR016W,1877.0240974411
YKR017C,794.0899241714
YKR018C,1021.8616525064
YKR019C,679.3031962253
YKR020W,685.975452316
YKR021W,893.4849978743
YKR022C,1327.1343804239
YKR023W,725.6002609897
YKR024C,1727.5895257567
YKR025W,1291.4949524824
YKR026C,902.5586538648
YKR027W,612.0513321802
YKR028W,817.9051417112
YKR029C,1552.9189925801
YKR030W,591.3805438432
YKR031C,817.0287910252
YKR032W,
YKR033C,1927.3646675412
YKR034W,2646.654083723
YKR035C,
YKR035W-A,
YKR036C,2320.7074566703
YKR037C,826.128217231
YKR038C,815.8076452691
YKR039W,5291.6918660141
YKR040C,864.7245996839
YKR041W,1550.59686762
YKR042W,1635.3097412213
YKR043C,1054.1904951282
YKR044W,889.4954690157
YKR045C,668.4841905753
YKR046C,2181.6796519025
YKR047W,783.2275282271
YKR048C,843.0285882854
YKR049C,1980.093610054
YKR050W,819.7283576068
YKR051W,1107.2703539656
YKR052C,1068.1478102036
YKR053C,936.4476046088
YKR054C,1203.9204226359
YKR055W,966.2669181816
YKR056W,1937.3143976949
YKR057W,
YKR058W,
YKR059W,
YKR060W,1248.1591926026
YKR061W,1987.8413878343
YKR062W,701.3185625926
YKR063C,736.2042278442
YKR064W,538.8595851987
YKR065C,836.679320685
YKR066C,1745.4462396623
YKR067W,1375.0213355215
YKR068C,671.291333912
YKR069W,1520.4299804561
YKR070W,693.6849898303
YKR071C,1493.5363884504
YKR072C,804.8019231629
YKR073C,1483.5685867656
YKR074W,877.6483703286
YKR075C,1948.5365696456
YKR075W-A,
YKR076W,3922.6084599532
YKR077W,1641.4828619233
YKR078W,579.1558921614
YKR079C,1078.6897754803
YKR080W,2345.85224995
YKR081C,2013.6686860575
YKR082W,729.7993084885
YKR083C,720.1339966056
YKR084C,614.2249041597
YKR085C,1327.441109361
YKR086W,2010.7678393017
YKR087C,640.8315766237
YKR088C,592.2136486016
YKR089C,1164.6532337406
YKR090W,883.4015831944
YKR091W,
YKR092C,2427.8757167573
YKR093W,3056.0309752969
YKR094C,
YKR095W,914.9046902169
YKR095W-A,
YKR096W,868.6016674019
YKR097W,3911.5449346769
YKR098C,1162.6196809703
YKR099W,1844.7316350259
YKR100C,773.9448893616
YKR101W,923.6959080419
YKR102W,1866.5952953813
YKR103W,1358.3257213023
YKR104W,941.6112271006
YKR105C,
YKR106W,
YLL001W,1180.4376941444
YLL002W,1190.5138484716
YLL003W,572.5688522109
YLL004W,902.1238590394
YLL005C,982.4177647936
YLL006W,674.8508603154
YLL006W-A,
YLL007C,605.5042711862
YLL008W,1758.0214477283
YLL009C,1769.6465513799
YLL010C,953.2312952002
YLL011W,1515.8151856632
YLL012W,1794.2020973027
YLL013C,1487.4516495025
YLL014W,1012.0339231203
YLL015W,1124.6458141537
YLL016W,893.2565677249
YLL017W,702.3694294625
YLL018C,1294.8793359281
YLL018CA,254.458340632
YLL018C-A,
YLL019C,2125.0159611298
YLL019W-A,
YLL020C,1154.4509162422
YLL021W,1037.4749929773
YLL022C,1278.5761842941
YLL023C,1477.8503770797
YLL024C,
YLL025W,1172.0014124588
YLL026W,6232.1608934646
YLL027W,1491.2838154775
YLL028W,1812.4483316876
YLL029W,1542.0253701228
YLL030C,1123.4163879077
YLL031C,917.6823877623
YLL032C,1118.7588200319
YLL033W,917.624282789
YLL034C,1760.6429765086
YLL035W,1215.8722293096
YLL036C,1260.8510935355
YLL037W,942.534690242
YLL038C,1135.2429250965
YLL039C,
YLL040C,1276.5480888923
YLL041C,2435.3858670762
YLL042C,957.642602916
YLL043W,623.9735295033
YLL044W,1746.0346949091
YLL045C,
YLL046C,3552.8468723914
YLL047W,
YLL048C,1088.8536864416
YLL049W,875.5073447985
YLL050C,1098.6761299416
YLL051C,1165.1768172662
YLL052C,1746.7710179194
YLL053C,2016.4189942342
YLL054C,842.6181641094
YLL055W,1876.9448491973
YLL056C,2185.9135460866
YLL057C,1395.8295456617
YLL058W,897.8263079326
YLL059C,3404.7244459033
YLL060C,2328.8248391004
YLL061W,2236.3340189181
YLL062C,1796.6079576492
YLL063C,862.937506538
YLL064C,
YLL065W,
YLL066C,
YLL066W-A,
YLL066W-B,
YLL067C,
YLL067W-A,
YLR001C,796.8675828217
YLR002C,1396.2912481388
YLR003C,1649.0177540948
YLR004C,1352.3708741605
YLR005W,577.5317191586
YLR006C,975.4991940931
YLR007W,686.5985035543
YLR008C,949.7010588772
YLR009W,2055.950815074
YLR010C,676.3850244527
YLR011W,670.239491107
YLR012C,2996.2888139619
YLR013W,2006.6220816593
YLR014C,1295.5323027615
YLR015W,961.1192593004
YLR016C,1246.275676363
YLR017W,1330.9771345862
YLR018C,743.114573789
YLR019W,763.149606148
YLR020C,1192.4460333427
YLR021W,663.5187975608
YLR022C,1145.2350241015
YLR023C,1315.8024045102
YLR024C,969.5302959439
YLR025W,965.6275486482
YLR026C,583.1128023661
YLR027C,1573.5573718507
YLR028C,1837.3735791628
YLR029C,1641.2323874208
YLR030W,1234.0849780258
YLR031W,1595.1683658527
YLR032W,955.4654233238
YLR033W,722.2549132789
YLR034C,1158.210714221
YLR035C,989.7666137181
YLR035C-A,
YLR036C,
YLR037C,
YLR038C,2753.8240590545
YLR039C,768.935977808
YLR040C,1907.9894116365
YLR041W,955.733553697
YLR042C,5047.4245941539
YLR043C,1452.187183413
YLR044C,2081.1609156969
YLR045C,1536.8408692027
YLR046C,1226.2198836261
YLR047C,1134.2558108648
YLR048W,
YLR049C,3806.6804899002
YLR050C,1388.6566534251
YLR051C,1778.3735411568
YLR052W,569.7372823191
YLR053C,1215.5889998448
YLR054C,2472.3412431545
YLR055C,948.1486531147
YLR056W,3287.6436642408
YLR057W,740.8709784959
YLR058C,3751.588144275
YLR059C,1134.3652396037
YLR060W,1139.7668407161
YLR061W,2464.7937917526
YLR062C,
YLR063W,1235.0574932526
YLR064W,712.5346698623
YLR065C,750.5336515254
YLR066W,840.8015355902
YLR067C,686.3673847222
YLR068W,1534.7748697899
YLR069C,1377.5254142332
YLR070C,919.0578520684
YLR071C,700.6973027965
YLR072W,936.371843765
YLR073C,1720.3327055879
YLR074C,2187.7395307258
YLR075W,1675.4305841695
YLR076C,
YLR077W,795.9693052361
YLR078C,545.6269998411
YLR079W,1448.8780130976
YLR080W,1881.3443982767
YLR081W,5474.1094743919
YLR082C,711.96806212
YLR083C,1587.0244534527
YLR084C,1375.7001497398
YLR085C,467.9042107485
YLR086W,785.8527563346
YLR087C,737.2140293208
YLR088W,666.3995902475
YLR089C,1768.4328672162
YLR090W,869.7935647894
YLR091W,657.7190477156
YLR092W,2207.4422732743
YLR093C,1001.5976645548
YLR094C,793.7228787125
YLR095C,791.0395377379
YLR096W,941.4469457354
YLR097C,714.332516904
YLR098C,867.9900507102
YLR099C,1605.6130258994
YLR099W-A,
YLR100W,972.6838420279
YLR101C,
YLR102C,850.9241158374
YLR103C,1499.4076520453
YLR104W,614.5079068997
YLR105C,504.1470191575
YLR106C,1303.6901526616
YLR107W,1033.4058071547
YLR108C,2382.3543968946
YLR109W,3332.8889017163
YLR110C,2958.3364496637
YLR111W,1059.259866606
YLR112W,1067.0498921464
YLR113W,1172.3571431254
YLR114C,782.8923582942
YLR115W,685.198268299
YLR116W,825.9262083191
YLR117C,502.1902626738
YLR118C,709.1651282821
YLR119W,776.9766972565
YLR120C,2574.2533193375
YLR120W-A,
YLR121C,2862.8893815739
YLR122C,1059.102781533
YLR123C,996.7373161079
YLR124W,1346.6543498757
YLR125W,1361.2353067287
YLR126C,1332.8114965522
YLR127C,762.77839237
YLR128W,715.6092255237
YLR129W,1830.4734138532
YLR130C,2117.2674097282
YLR131C,1020.3716287104
YLR132C,1162.6400019322
YLR133W,1657.8589116151
YLR134W,
YLR135W,2073.5124223912
YLR136C,6166.2684184613
YLR137W,985.1502012055
YLR138W,849.044651447
YLR139C,1261.8059949663
YLR140W,674.4797801096
YLR141W,1031.9386642831
YLR142W,4073.0564562786
YLR143W,891.3546394279
YLR144C,538.9365165903
YLR145W,589.4625694491
YLR146C,856.9434925517
YLR146W-A,
YLR147C,763.568349502
YLR148W,867.482044795
YLR149C,2788.7001514197
YLR149C-A,
YLR150W,1946.4433293505
YLR151C,1008.8646041835
YLR152C,2147.7652006166
YLR153C,2327.8267110567
YLR154C,1024.7465981571
YLR154C-G,
YLR154C-H,
YLR154W-A,
YLR154W-B,
YLR154W-C,
YLR154W-E,
YLR154W-F,
YLR155C,
YLR156C-A,
YLR156W,
YLR157C,
YLR157C-B,
YLR157C-C,
YLR157W-D,
YLR157W-E,
YLR158C,
YLR159C-A,
YLR159W,
YLR160C,
YLR161W,
YLR162W,
YLR162W-A,
YLR163C,814.2635677419
YLR163W-A,
YLR164W,2066.6960792392
YLR165C,674.2029438287
YLR166C,822.918622405
YLR167W,1936.6216130921
YLR168C,1356.8429094
YLR169W,
YLR170C,796.5444577732
YLR171W,736.806806912
YLR172C,1521.3185378393
YLR173W,798.8663742685
YLR174W,3033.1331978512
YLR175W,2918.2908785637
YLR176C,986.9381250308
YLR177W,1479.065903145
YLR178C,6453.351263664
YLR179C,2214.8797018429
YLR180W,
YLR181C,611.0476999039
YLR182W,835.0812983941
YLR183C,3084.2298999498
YLR184W,2188.4845338664
YLR185W,2542.2717022647
YLR186W,1898.7748996126
YLR187W,1055.9549349959
YLR188W,854.4984638845
YLR189C,687.5370344912
YLR190W,1785.9107428407
YLR191W,551.9828407468
YLR192C,1331.2167030862
YLR193C,1094.065725596
YLR194C,3665.066872082
YLR195C,828.8249218557
YLR196W,2496.7410978839
YLR197W,2891.2072482591
YLR198C,
YLR199C,640.5873920894
YLR200W,701.8530965595
YLR201C,752.9203956721
YLR202C,
YLR203C,1078.1061558312
YLR204W,997.2580663883
YLR205C,2360.2610324243
YLR206W,764.2153004318
YLR207W,616.7999199475
YLR208W,729.3986404947
YLR209C,991.1093835084
YLR210W,1357.1099645736
YLR211C,1038.1668563874
YLR212C,1218.934823373
YLR213C,2212.3566234576
YLR214W,2997.298594662
YLR215C,757.4499008338
YLR216C,2627.3028267984
YLR217W,
YLR218C,1291.3595254794
YLR219W,1015.0464391188
YLR220W,1400.1595002545
YLR221C,1543.523754612
YLR222C,1812.1357626453
YLR222C-A,
YLR223C,1807.6781929714
YLR224W,835.4184368521
YLR225C,1237.1778172361
YLR226W,825.8517598424
YLR227C,1442.2241238873
YLR227W-B,
YLR228C,1498.0674067252
YLR229C,954.0713937804
YLR230W,1487.1017454283
YLR231C,1562.5554773879
YLR232W,1085.8157114562
YLR233C,762.4016249406
YLR234W,1542.7530589335
YLR235C,
YLR236C,1783.4482818233
YLR237W,2042.2229199361
YLR238W,1129.1353457427
YLR239C,822.3623259075
YLR240W,751.0488338471
YLR241W,1082.2890046678
YLR242C,600.1137026391
YLR243W,1005.7208335138
YLR244C,939.8680240924
YLR245C,712.0947429817
YLR246W,767.319748267
YLR247C,957.3920168533
YLR248W,807.2201516754
YLR249W,2646.8753296676
YLR250W,1113.9596075003
YLR251W,1925.0553773492
YLR252W,1640.9617378642
YLR253W,550.3793468153
YLR254C,795.0233345969
YLR255C,988.9805237507
YLR256W,1317.3146104309
YLR256W-A,
YLR257W,1463.584546465
YLR258W,5335.7249918878
YLR259C,2421.3395397833
YLR260W,876.6784475317
YLR261C,650.5377402846
YLR262C,816.4697905692
YLR262CA,305.5687466013
YLR262C-A,
YLR263W,1578.5774475285
YLR264C-A,
YLR264W,2369.0870206499
YLR265C,996.6594169804
YLR266C,855.3990235786
YLR267W,3247.2449636564
YLR268W,831.8644639218
YLR269C,
YLR270W,2573.7841368424
YLR271W,
YLR272C,683.5796203813
YLR273C,1173.2812918376
YLR274W,1032.332494715
YLR275W,802.8482487588
