ID,Replication time
YDR258C,39.05
YDR259C,38.78
YDR260C,38.6
YDR261C,38.07
YDR261C-C,
YDR261C-D,
YDR261W-A,
YDR261W-B,
YDR262W,31.62
YDR263C,29.91
YDR264C,28.47
YDR265W,28.47
YDR266C,27.55
YDR267C,26.97
YDR268W,26.97
YDR269C,26.23
YDR270W,26.23
YDR271C,24.67
YDR272W,24.67
YDR273W,24.09
YDR274C,22.97
YDR275W,22.97
YDR276C,22.04
YDR277C,21.41
YDR278C,21.23
YDR279W,21.62
YDR280W,21.96
YDR281C,22.75
YDR282C,23.66
YDR283C,26.5
YDR284C,27.25
YDR285W,27.51
YDR286C,28.08
YDR287W,28.08
YDR288W,28.19
YDR289C,28.3
YDR290W,28.3
YDR291W,28.3
YDR292C,27.8
YDR293C,27.02
YDR294C,26.46
YDR295C,25.35
YDR296W,25.35
YDR297W,24.76
YDR298C,24.46
YDR299W,24.42
YDR300C,24.84
YDR301W,25.15
YDR302W,27.06
YDR303C,29.52
YDR304C,30.12
YDR305C,30.68
YDR306C,31.17
YDR307W,31.59
YDR308C,32.47
YDR309C,32.68
YDR310C,33.2
YDR311W,33.2
YDR312W,33.11
YDR313C,32.84
YDR314C,32.23
YDR315C,31.98
YDR316W,31.98
YDR316W-A,
YDR316W-B,
YDR317W,30.06
YDR318W,29.62
YDR319C,29.19
YDR320C,28.8
YDR320C-A,28.63
YDR320W-B,28.63
YDR321W,28.63
YDR322CA,
YDR322C-A,28.48
YDR322W,28.43
YDR323C,28.61
YDR324C,29.38
YDR325W,29.38
YDR326C,32.12
YDR327W,32.26
YDR328C,32.26
YDR329C,32.31
YDR330W,32.31
YDR331W,32.03
YDR332W,31.78
YDR333C,29.96
YDR334W,29.96
YDR335W,27.59
YDR336W,25.27
YDR337W,23.95
YDR338C,21.97
YDR339C,21.34
YDR340W,21.34
YDR341C,19.57
YDR342C,18.52
YDR343C,17.03
YDR344C,17.09
YDR345C,17.49
YDR346C,19.51
YDR347W,19.51
YDR348C,21.12
YDR349C,21.96
YDR350C,22.93
YDR351W,23.23
YDR352W,24.74
YDR353W,26.13
YDR354C-A,26.9
YDR354W,26.9
YDR355C,28.54
YDR356W,27.71
YDR357C,30.74
YDR358W,30.74
YDR359C,33.02
YDR360W,33.02
YDR361C,33.3
YDR362C,33.96
YDR363W,33.96
YDR363WA,
YDR363W-A,34.66
YDR364C,35.12
YDR365C,35.72
YDR365W-B,
YDR366C,35.96
YDR367W,35.96
YDR368W,35.87
YDR369C,35.1
YDR370C,34.77
YDR371C-A,34.41
YDR371W,34.41
YDR372C,33.68
YDR373W,33.35
YDR374C,32.75
YDR374W-A,32.75
YDR375C,32.27
YDR376W,32.27
YDR377W,31.91
YDR378C,31.76
YDR379C-A,30.96
YDR379W,31.76
YDR380W,30.96
YDR381C-A,29.26
YDR381W,29.94
YDR382W,28.97
YDR383C,28.71
YDR384C,28.5
YDR385W,28.37
YDR386W,28.7
YDR387C,30.24
YDR388W,30.24
YDR389W,31.38
YDR390C,32.36
YDR391C,32.5
YDR392W,32.6
YDR393W,32.68
YDR394W,32.78
YDR395W,32.75
YDR396W,32.41
YDR397C,32.41
YDR398W,32.21
YDR399W,31.66
YDR400W,31.31
YDR401W,30.92
YDR402C,30.09
YDR403W,29.7
YDR404C,29.09
YDR405W,28.88
YDR406W,28.76
YDR406W-A,29.13
YDR407C,29.58
YDR408C,29.61
YDR409W,29.57
YDR410C,29.13
YDR411C,28.63
YDR412W,28.63
YDR413C,28.32
YDR414C,28.0
YDR415C,27.68
YDR416W,27.39
YDR417C,27.0
YDR418W,27.0
YDR419W,27.04
YDR420W,27.43
YDR421W,28.14
YDR422C,29.67
YDR423C,30.11
YDR424C,30.56
YDR425W,30.56
YDR426C,31.39
YDR427W,31.39
YDR428C,32.07
YDR429C,32.52
YDR430C,32.57
YDR431W,32.57
YDR432W,32.57
YDR433W,32.42
YDR434W,32.21
YDR435C,31.25
YDR436W,30.86
YDR437W,29.58
YDR438W,29.58
YDR439W,28.69
YDR440W,27.39
YDR441C,26.66
YDR442W,26.35
YDR443C,25.28
YDR444W,25.28
YDR445C,24.69
YDR446W,24.59
YDR447C,24.67
YDR448W,24.67
YDR449C,25.67
YDR450W,26.17
YDR451C,27.25
YDR452W,27.76
YDR453C,29.04
YDR454C,29.38
YDR455C,29.7
YDR456W,29.7
YDR457W,30.27
YDR458C,29.26
YDR459C,28.89
YDR460W,28.89
YDR461C-A,28.85
YDR461W,28.84
YDR462W,28.85
YDR463W,28.93
YDR464C-A,30.16
YDR464W,29.24
YDR465C,30.47
YDR466W,30.47
YDR467C,30.63
YDR468C,30.62
YDR469W,30.62
YDR470C,30.5
YDR471W,30.41
YDR472W,30.2
YDR473C,30.04
YDR474C,
YDR475C,30.33
YDR476C,30.57
YDR477W,31.23
YDR478W,32.06
YDR479C,32.91
YDR480W,33.29
YDR481C,33.88
YDR482C,34.06
YDR483W,34.06
YDR484W,34.22
YDR485C,33.98
YDR486C,33.86
YDR487C,33.71
YDR488C,33.32
YDR489W,33.32
YDR490C,32.3
YDR491C,31.86
YDR492W,31.86
YDR493W,31.39
YDR494W,30.94
YDR495C,29.56
YDR496C,29.33
YDR497C,29.32
YDR498C,29.27
YDR499W,29.15
YDR500C,28.34
YDR501W,27.96
YDR502C,26.86
YDR503C,26.56
YDR504C,26.32
YDR505C,26.0
YDR506C,25.99
YDR507C,26.8
YDR508C,27.7
YDR509W,27.4
YDR510C-A,28.0
YDR510W,28.0
YDR511W,28.0
YDR512C,28.31
YDR513W,28.31
YDR514C,28.91
YDR515W,29.18
YDR516C,29.64
YDR517W,29.64
YDR518W,29.67
YDR519W,29.58
YDR520C,29.22
YDR521W,29.37
YDR522C,28.89
YDR523C,28.77
YDR524C,28.64
YDR524C-A,28.63
YDR524C-B,28.63
YDR524W-C,28.63
YDR525W,28.63
YDR525WA,
YDR525W-A,28.65
YDR526C,28.69
YDR527W,28.65
YDR528W,28.8
YDR529C,28.74
YDR530C,28.7
YDR531W,28.7
YDR532C,28.77
YDR533C,28.88
YDR534C,29.5
YDR535C,30.24
YDR536W,30.24
YDR537C,30.7
YDR538W,30.63
YDR539W,30.7
YDR540C,30.82
YDR541C,30.85
YDR542W,30.85
YDR543C,30.85
YDR544C,30.85
YDR545C-A,30.85
YDR545W,30.85
YEL001C,22.5
YEL002C,22.44
YEL003W,22.47
YEL004W,22.53
YEL005C,22.61
YEL006W,22.78
YEL007W,22.87
YEL008C-A,22.93
YEL008W,22.93
YEL009C,23.02
YEL009C-A,23.73
YEL010W,23.73
YEL011W,25.07
YEL012W,26.12
YEL013W,27.42
YEL014C,27.42
YEL015W,27.97
YEL016C,27.97
YEL017CA,
YEL017C-A,28.44
YEL017W,28.44
YEL018C-A,28.52
YEL018W,28.59
YEL019C,28.59
YEL020C,28.63
YEL020C-B,28.64
YEL020WA,
YEL020W-A,28.64
YEL021W,28.58
YEL022W,27.26
YEL023C,26.76
YEL024W,24.97
YEL025C,24.32
YEL026W,22.04
YEL027W,21.22
YEL028W,20.51
YEL029C,20.19
YEL030C-A,19.67
YEL030W,19.56
YEL031W,21.06
YEL032C-A,23.38
YEL032W,23.38
YEL033W,24.09
YEL034C-A,24.09
YEL034W,24.71
YEL035C,24.71
YEL036C,25.22
YEL037C,25.82
YEL038W,26.03
YEL039C,26.03
YEL040W,26.07
YEL041W,26.03
YEL042W,25.74
YEL043W,24.91
YEL044W,24.52
YEL045C,24.52
YEL046C,24.1
YEL047C,23.17
YEL048C,22.67
YEL049W,21.64
YEL050C,20.45
YEL050W-A,20.25
YEL051W,20.17
YEL052W,20.39
YEL053C,20.39
YEL053W-A,21.6
YEL054C,21.6
YEL055C,22.84
YEL056W,25.53
YEL057C,26.57
YEL058W,27.37
YEL059CA,
YEL059C-A,27.69
YEL059W,27.69
YEL060C,27.69
YEL061C,28.39
YEL062W,29.65
YEL063C,30.02
YEL064C,30.82
YEL065W,31.98
YEL066W,32.12
YEL067C,32.12
YEL068C,32.12
YEL069C,32.04
YEL070W,30.7
YEL071W,29.81
YEL072W,29.14
YEL073C,28.68
YEL074W,28.68
YEL075C,28.68
YEL075W-A,28.68
YEL076C,28.68
YEL076C-A,28.68
YEL076W-C,
YEL077C,28.68
YEL077W-A,28.68
YER001W,22.86
YER002W,23.61
YER003C,23.94
YER004W,23.94
YER005W,23.9
YER006C-A,22.89
YER006W,23.54
YER007CA,
YER007C-A,22.13
YER007W,22.89
YER008C,20.28
YER009W,20.04
YER010C,19.88
YER011W,19.85
YER012W,20.17
YER013W,20.47
YER014C-A,23.4
YER014W,22.34
YER015W,23.4
YER016W,25.5
YER017C,26.99
YER018C,27.41
YER019CA,
YER019C-A,28.06
YER019W,27.41
YER020W,28.3
YER021W,28.65
YER022W,28.77
YER023C-A,29.02
YER023W,29.02
YER024W,29.05
YER025W,28.8
YER026C,28.09
YER027C,27.84
YER028C,27.89
YER029C,28.34
YER030W,28.34
YER031C,28.76
YER032W,29.3
YER033C,32.72
YER034W,32.72
YER035W,32.97
YER036C,33.46
YER037W,33.6
YER038C,33.91
YER038W-A,33.91
YER039C,34.11
YER039CA,
YER039C-A,34.11
YER040W,34.11
YER041W,35.12
YER042W,36.54
YER043C,37.34
YER044C,37.64
YER044CA,
YER044C-A,37.87
YER045C,38.05
YER046W,37.83
YER046W-A,37.83
YER047C,36.83
YER048C,36.01
YER048WA,
YER048W-A,35.29
YER049W,34.99
YER050C,34.25
YER051W,34.25
YER052C,33.38
YER053C,33.13
YER053C-A,32.59
YER054C,32.08
YER055C,31.65
YER056C,31.08
YER056CA,
YER056C-A,30.57
YER057C,30.26
YER058W,30.26
YER059W,29.9
YER060W,29.0
YER060w-A,
YER060W-A,27.84
YER061C,25.77
YER062C,25.1
YER063W,24.48
YER064C,23.08
YER065C,22.56
YER066C-A,23.29
YER066W,22.85
YER067C-A,23.29
YER067W,23.29
YER068C-A,24.18
YER068W,23.56
YER069W,24.18
YER070W,25.44
YER071C,26.1
YER072W,26.1
YER073W,26.42
YER074W,26.66
YER074W-A,26.75
YER075C,26.86
YER076C,26.88
YER076W-A,26.88
YER077C,27.02
YER078C,27.22
YER078W-A,27.22
YER079C-A,27.47
YER079W,27.34
YER080W,27.47
YER081W,27.73
YER082C,28.28
YER083C,28.44
YER084W,28.44
YER084W-A,28.44
YER085C,28.62
YER086W,28.62
YER087C-A,29.23
YER087C-B,29.23
YER087W,28.97
YER088C,29.2
YER088C-A,29.01
YER088W-B,29.01
YER089C,28.71
YER090C-A,28.3
YER090W,28.3
YER091C,25.8
YER091C-A,25.8
YER092W,25.8
YER093C,21.9
YER093CA,
YER093C-A,21.26
YER094C,20.72
YER095W,20.3
YER096W,19.98
YER097W,19.89
YER098W,19.89
YER099C,21.09
YER100W,21.09
YER101C,22.0
YER102W,22.52
YER103W,23.62
YER104W,24.65
YER105C,27.13
YER106W,27.13
YER107C,27.84
YER107W-A,27.84
YER108C,
YER109C,
YER110C,30.08
YER111C,30.25
YER112W,30.18
YER113C,29.92
YER114C,29.57
YER115C,29.43
YER116C,29.02
YER117W,29.02
YER118C,28.03
YER119C,27.62
YER119CA,
YER119C-A,27.19
YER120W,27.19
YER121W,26.74
YER122C,25.83
YER123W,25.83
YER124C,24.59
YER125W,24.65
YER126C,25.47
YER127W,25.47
YER128W,25.82
YER129W,26.68
YER130C,28.14
YER131W,28.13
YER132C,25.05
YER133W,23.48
YER133W-A,20.67
YER134C,20.67
YER135C,20.58
YER136W,20.67
YER137C,21.19
YER137W-A,21.19
YER138C,
YER138WA,
YER138W-A,26.05
YER139C,27.43
YER140W,27.43
YER141W,28.73
YER142C,30.64
YER143W,30.64
YER144C,33.16
YER145C,33.71
YER145C-A,34.18
YER146W,34.18
YER147C,34.9
YER147C-A,35.14
YER148W,35.14
YER148W-A,35.3
YER149C,35.39
YER150W,35.39
YER151C,34.55
YER152C,33.77
YER152W-A,34.18
YER153C,33.77
YER154W,33.36
YER155C,30.52
YER156C,29.49
YER157W,29.49
YER158C,26.31
YER158W-A,25.96
YER159C,25.67
YER160C,
YER161C,24.5
YER162C,24.45
YER163C,24.45
YER164W,24.69
YER165C-A,27.11
YER165W,26.17
YER166W,26.8
YER167W,28.86
YER168C,30.43
YER169W,30.8
YER170W,31.64
YER171W,31.79
YER172C,30.68
YER172C-A,30.68
YER173W,30.68
YER174C,30.26
YER175C,30.16
YER175W-A,30.16
YER176W,30.08
YER177W,29.34
YER178W,29.05
YER179W,28.49
YER180C,28.01
YER180C-A,27.83
YER181C,27.83
YER182W,27.68
YER183C,27.49
YER184C,27.11
YER185W,26.96
YER186C,26.61
YER187W,26.63
YER188C-A,26.63
YER188W,26.63
YER189W,26.63
YER190C-A,26.63
YER190C-B,26.63
YER190W,26.63
YFL001W,25.36
YFL002C,25.36
YFL002W-A,
YFL002W-B,
YFL003C,20.52
YFL004W,21.19
YFL005W,21.92
YFL006W,
YFL007W,22.24
YFL008W,22.05
YFL009W,23.29
YFL010C,23.29
YFL010W-A,23.74
YFL011W,25.17
YFL011W-A,
YFL012W,25.63
YFL012W-A,26.09
YFL013C,26.09
YFL013W-A,27.02
YFL014W,27.49
YFL015C,27.49
YFL015W-A,27.49
YFL016C,27.97
YFL017C,28.45
YFL017WA,
YFL017W-A,28.93
YFL018C,29.41
YFL018W-A,
YFL019C,30.34
YFL020C,30.79
YFL021C-A,32.01
YFL021W,32.36
YFL022C,32.67
YFL023W,33.42
YFL024C,33.44
YFL025C,33.11
YFL026W,32.27
YFL027C,32.05
YFL028C,31.64
YFL029C,31.44
YFL030W,31.02
YFL031C-A,30.8
YFL031W,30.58
YFL032W,30.58
YFL033C,30.58
YFL034CA,
YFL034C-A,30.92
YFL034CB,
YFL034C-B,31.19
YFL034W,30.66
YFL035C,
YFL035C-A,
YFL035C-B,
YFL036W,32.21
YFL037W,32.64
YFL038C,32.64
YFL039C,32.8
YFL040W,33.5
YFL041W,33.73
YFL041W-A,33.73
YFL042C,33.74
YFL043C,
YFL044C,33.57
YFL045C,33.4
YFL046W,32.99
YFL047W,32.57
YFL048C,32.39
YFL049W,32.08
YFL050C,32.07
YFL051C,32.46
YFL052W,32.74
YFL053W,32.96
YFL054C,32.94
YFL055W,32.55
YFL056C,
YFL057C,
YFL058W,32.29
YFL059W,32.24
YFL060C,32.19
YFL061W,32.16
YFL062W,32.1
YFL063W,32.1
YFL064C,32.1
YFL065C,32.1
YFL066C,32.1
YFL067W,32.1
YFL068W,32.1
YFL-TYA,
YFL-TYB,
YFR001W,25.64
YFR002W,25.63
YFR003C,25.12
YFR004W,24.84
YFR005C,24.23
YFR006W,24.23
YFR007W,23.3
YFR008W,22.71
YFR009W,22.08
YFR009W-A,21.76
YFR010W,21.44
YFR010W-A,20.9
YFR011C,20.9
YFR012W,20.74
YFR012W-A,20.69
YFR013W,20.75
YFR014C,21.9
YFR015C,23.33
YFR016C,25.05
YFR017C,25.38
YFR018C,25.41
YFR019W,25.33
YFR020W,21.95
YFR021W,21.05
YFR022W,20.54
YFR023W,20.52
YFR024C,
YFR024CA,
YFR024C-A,21.43
YFR025C,21.81
YFR026C,22.24
YFR027W,23.22
YFR028C,24.24
YFR029W,24.72
YFR030W,25.58
YFR031C,27.84
YFR031CA,
YFR031C-A,28.63
YFR032C,29.08
YFR032CA,
YFR032C-A,29.54
YFR032C-B,29.54
YFR033C,30.01
YFR034C,30.49
YFR034W-A,30.49
YFR035C,30.96
YFR036W,30.96
YFR036W-A,31.42
YFR037C,31.86
YFR038W,32.26
YFR039C,33.32
YFR040W,33.32
YFR041C,33.91
YFR042W,34.01
YFR043C,34.09
YFR044C,34.17
YFR045W,34.17
YFR046C,34.09
YFR047C,33.97
YFR048W,33.8
YFR049W,33.06
YFR050C,32.81
YFR051C,32.38
YFR052C-A,32.05
YFR052W,32.2
YFR053C,31.93
YFR054C,31.91
YFR055W,32.41
YFR056C,32.41
YFR057W,32.61
YGL001C,22.92
YGL002W,22.62
YGL003C,22.62
YGL004C,21.59
YGL005C,21.18
YGL006W,19.64
YGL006W-A,19.64
YGL007C-A,19.7
YGL007W,19.56
YGL008C,19.7
YGL009C,21.53
YGL010W,23.49
YGL011C,23.49
YGL012W,25.48
YGL013C,25.48
YGL014C-A,28.31
YGL014W,28.61
YGL015C,28.61
YGL016W,29.72
YGL017W,30.26
YGL018C,30.26
YGL019W,30.53
YGL020C,30.78
YGL021W,31.52
YGL022W,31.92
YGL023C,32.04
YGL024W,32.05
YGL025C,32.05
YGL026C,31.94
YGL027C,31.11
YGL028C,29.7
YGL029W,28.36
YGL030W,27.98
YGL031C,27.98
YGL032C,27.29
YGL033W,26.98
YGL034C,26.38
YGL035C,26.08
YGL036W,24.91
YGL037C,24.66
YGL038C,24.44
YGL039W,23.95
YGL040C,23.55
YGL041C,23.42
YGL041C-B,23.32
YGL041W-A,23.32
YGL042C,23.32
YGL043W,23.25
YGL044C,23.23
YGL045W,23.47
YGL046W,
YGL047W,24.02
YGL048C,24.02
YGL049C,24.82
YGL050W,26.28
YGL051W,26.65
YGL052W,26.65
YGL053W,26.73
YGL054C,26.72
YGL055W,26.07
YGL056C,25.67
YGL057C,24.86
YGL058W,24.34
YGL059W,24.2
YGL060W,24.3
YGL061C,24.3
YGL062W,25.48
YGL063C-A,25.82
YGL063W,26.16
YGL064C,26.16
YGL065C,26.83
YGL066W,28.26
YGL067W,28.94
YGL068W,29.24
YGL069C,28.94
YGL070C,29.24
YGL071W,29.83
YGL072C,29.83
YGL073W,29.86
YGL074C,29.86
YGL075C,29.8
YGL076C,29.67
YGL077C,29.59
YGL078C,29.6
YGL079W,29.6
YGL080W,29.56
YGL081W,29.48
YGL082W,29.14
YGL083W,28.35
YGL084C,28.35
YGL085W,28.3
YGL086W,29.3
YGL087C,29.3
YGL088W,29.74
YGL089C,29.74
YGL090W,30.74
YGL091C,31.26
YGL092W,33.27
YGL093W,33.82
YGL094C,33.82
YGL095C,34.35
YGL096W,35.35
YGL097W,34.82
YGL098W,33.29
YGL099W,32.26
YGL100W,32.01
YGL101W,31.79
YGL102C,31.62
YGL103W,31.47
YGL104C,31.47
YGL105W,31.08
YGL106W,30.91
YGL107C,30.91
YGL108C,30.03
YGL109W,30.03
YGL110C,30.03
YGL111W,27.89
YGL112C,27.89
YGL113W,25.06
YGL114W,23.58
YGL115W,22.26
YGL116W,21.25
YGL117W,20.89
YGL118C,20.89
YGL119W,20.67
YGL120C,20.93
YGL121C,21.72
YGL122C,22.21
YGL123C-A,23.89
YGL123W,23.89
YGL124C,24.51
YGL125W,26.86
YGL126W,27.76
YGL127C,27.76
YGL128C,28.13
YGL129C,28.45
YGL130W,29.29
YGL131C,29.29
YGL132W,30.73
YGL133W,32.37
YGL134W,32.97
YGL135W,33.17
YGL136C,33.32
YGL137W,33.49
YGL138C,33.49
YGL139W,33.68
YGL140C,33.73
YGL141W,33.74
YGL142C,33.67
YGL143C,33.47
YGL144C,33.32
YGL145W,32.41
YGL146C,32.12
YGL147C,31.83
YGL148W,31.27
YGL149W,31.0
YGL150C,31.0
YGL151W,28.03
YGL152C,28.03
YGL153W,27.43
YGL154C,26.81
YGL155W,25.54
YGL156W,23.75
YGL157W,22.88
YGL158W,22.31
YGL159W,21.91
YGL160W,22.05
YGL161C,22.22
YGL162W,22.81
YGL163C,23.22
YGL164C,24.61
YGL165C,25.4
YGL166W,25.75
YGL167C,25.75
YGL168W,26.68
YGL169W,27.28
YGL170C,27.28
YGL171W,28.1
YGL172W,28.41
YGL173C,28.46
YGL174W,27.89
YGL175C,27.89
YGL176C,27.43
YGL177W,25.48
YGL178W,25.48
YGL179C,24.18
YGL180W,24.37
YGL181W,24.94
YGL182C,24.94
YGL183C,24.94
YGL184C,25.38
YGL185C,25.52
YGL186C,25.81
YGL187C,26.36
YGL188C,26.77
YGL188C-A,27.25
YGL189C,27.25
YGL190C,27.8
YGL191W,29.63
YGL192W,30.67
YGL193C,30.67
YGL194C,31.08
YGL194C-A,31.74
YGL195W,33.01
YGL196W,32.8
YGL197W,31.42
YGL198W,31.09
YGL199C,31.09
YGL200C,31.09
YGL201C,30.06
YGL202W,28.38
YGL203C,28.21
YGL204C,28.3
YGL205W,29.07
YGL206C,29.42
YGL207W,32.66
YGL208W,32.99
YGL209W,33.58
YGL210W,34.03
YGL211W,34.22
YGL212W,34.37
YGL213C,34.37
YGL214W,34.59
YGL215W,34.65
YGL216W,34.28
YGL217C,34.46
YGL218W,34.04
YGL219C,34.28
YGL220W,33.76
YGL221C,33.76
YGL222C,33.44
YGL223C,33.07
YGL224C,32.24
YGL225W,31.31
YGL226CA,
YGL226C-A,29.9
YGL226W,29.9
YGL227W,27.8
YGL228W,26.5
YGL229C,25.95
YGL230C,25.33
YGL231C,25.27
YGL232W,25.55
YGL233W,27.11
YGL234W,28.6
YGL235W,29.19
YGL236C,29.19
YGL237C,30.01
YGL238W,30.9
YGL239C,30.9
YGL240W,31.03
YGL241W,31.35
YGL242C,31.35
YGL243W,31.47
YGL244W,31.47
YGL245W,31.23
YGL246C,31.23
YGL247W,30.97
YGL248W,30.81
YGL249W,30.3
YGL250W,30.13
YGL251C,30.13
YGL252C,29.82
YGL253W,29.83
YGL254W,29.84
YGL255W,29.86
YGL256W,29.88
YGL257C,29.81
YGL258W,29.12
YGL258W-A,28.91
YGL259W,28.91
YGL260W,28.91
YGL261C,28.91
YGL262W,28.91
YGL263W,28.91
YGR001C,22.92
YGR002C,22.6
YGR003W,22.6
YGR004W,21.47
YGR005C,20.36
YGR006W,20.36
YGR007W,20.11
YGR008C,19.87
YGR009C,20.02
YGR010W,20.24
YGR011W,20.54
YGR012W,20.92
YGR013W,21.36
YGR014W,22.42
YGR015C,25.47
YGR016W,26.12
YGR017W,26.77
YGR018C,27.44
YGR019W,28.1
YGR020C,29.36
YGR021W,29.36
YGR022C,30.35
YGR023W,30.35
YGR024C,31.34
YGR025W,31.34
YGR026W,31.34
YGR027C,31.81
YGR027W-A,
YGR027W-B,
YGR028W,32.52
YGR029W,32.36
YGR030C,31.62
YGR031C-A,31.29
YGR031W,31.62
YGR032W,30.93
YGR033C,28.41
YGR034W,27.93
YGR035C,26.86
YGR035W-A,26.86
YGR036C,26.27
YGR037C,25.69
YGR038C-A,
YGR038C-B,
YGR038W,25.16
YGR039W,21.34
YGR040W,21.52
YGR041W,22.04
YGR042W,22.71
YGR043C,23.44
YGR044C,24.27
YGR045C,24.74
YGR046W,24.74
YGR047C,28.01
YGR048W,28.01
YGR049W,29.43
YGR050C,30.07
YGR051C,30.66
YGR052W,30.66
YGR053C,31.68
YGR054W,32.1
YGR055W,32.98
YGR056W,33.42
YGR057C,34.32
YGR058W,34.32
YGR059W,34.75
YGR060W,35.34
YGR061C,35.78
YGR062C,35.7
YGR063C,35.7
YGR064W,35.7
YGR065C,35.52
YGR066C,35.23
YGR067C,34.6
YGR068C,34.11
YGR068W-A,34.11
YGR069W,34.11
YGR070W,33.88
YGR071C,32.85
YGR072W,32.59
YGR073C,32.28
YGR074W,32.28
YGR075C,31.9
YGR076C,31.44
YGR077C,30.32
YGR078C,29.7
YGR079W,29.7
YGR080W,29.09
YGR081C,28.07
YGR082W,28.07
YGR083C,27.12
YGR084C,26.89
YGR085C,26.66
YGR086C,26.16
YGR087C,25.5
YGR088W,24.62
YGR089W,23.73
YGR090W,23.22
YGR091W,24.75
YGR092W,25.95
YGR093W,27.26
YGR094W,28.55
YGR095C,30.58
YGR096W,30.58
YGR097W,31.06
YGR098C,32.34
YGR099W,32.34
YGR100W,32.34
YGR101W,31.55
YGR102C,31.13
YGR103W,30.66
YGR104C,28.89
YGR105W,28.89
YGR106C,28.2
YGR107W,25.97
YGR108W,25.3
YGR109C,24.1
YGR109W-A,
YGR109W-B,
YGR110W,22.61
YGR111W,22.09
YGR112W,22.02
YGR113W,22.17
YGR114C,22.78
YGR115C,23.21
YGR116W,22.78
YGR117C,26.23
YGR118W,26.23
YGR119C,28.45
YGR120C,29.23
YGR121C,30.78
YGR121W-A,31.53
YGR122C-A,32.92
YGR122W,31.53
YGR123C,34.64
YGR124W,35.08
YGR125W,35.84
YGR126W,35.74
YGR127W,35.53
YGR128C,34.41
YGR129W,33.88
YGR130C,32.05
YGR131W,31.42
YGR132C,30.19
YGR133W,30.19
YGR134W,29.6
YGR135W,27.39
YGR136W,26.84
YGR137W,26.84
YGR138C,25.1
YGR139W,25.1
YGR140W,23.77
YGR141W,21.93
YGR142W,21.15
YGR143W,20.7
YGR144W,22.05
YGR145W,22.57
YGR146C,24.17
YGR146C-A,24.68
YGR147C,25.16
YGR148C,26.03
YGR149W,26.03
YGR150C,27.12
YGR151C,27.45
YGR152C,27.61
YGR153W,27.61
YGR154C,27.93
YGR155W,28.08
YGR156W,28.31
YGR157W,28.37
YGR158C,27.87
YGR159C,27.06
YGR160W,27.52
YGR161C,26.12
YGR161C-D,
YGR161W-A,
YGR161W-B,
YGR161W-C,25.74
YGR162W,23.42
YGR163W,21.84
YGR164W,21.31
YGR165W,21.31
YGR166W,20.32
YGR167W,19.77
YGR168C,19.79
YGR169C,20.0
YGR169C-A,20.32
YGR170W,20.32
YGR171C,23.21
YGR172C,23.71
YGR173W,23.71
YGR174C,25.33
YGR174W-A,25.33
YGR175C,26.47
YGR176W,26.47
YGR177C,27.53
YGR178C,28.59
YGR179C,28.77
YGR180C,28.96
YGR181W,29.03
YGR182C,29.03
YGR183C,29.03
YGR184C,28.43
YGR185C,27.89
YGR186W,27.89
YGR187C,26.46
YGR188C,25.25
YGR189C,23.62
YGR190C,22.68
YGR191W,22.68
YGR192C,20.84
YGR193C,19.29
YGR194C,17.84
YGR195W,17.31
YGR196C,17.24
YGR197C,17.78
YGR198W,18.52
YGR199W,21.15
YGR200C,24.43
YGR201C,24.89
YGR202C,25.31
YGR203W,25.69
YGR204C-A,27.2
YGR204W,25.69
YGR205W,27.2
YGR206W,27.61
YGR207C,28.02
YGR208W,28.02
YGR209C,28.82
YGR210C,29.2
YGR211W,29.55
YGR212W,29.89
YGR213C,30.85
YGR214W,31.17
YGR215W,31.77
YGR216C,32.33
YGR217W,32.33
YGR218W,34.74
YGR219W,36.11
YGR220C,36.53
YGR221C,37.21
YGR222W,37.46
YGR223C,37.86
YGR224W,37.86
YGR225W,37.94
YGR226C,37.94
YGR227W,37.89
YGR228W,37.66
YGR229C,37.48
YGR230W,37.26
YGR231C,36.73
YGR232W,36.73
YGR233C,35.31
YGR234W,34.96
YGR235C,34.13
YGR236C,33.65
YGR237C,32.07
YGR238C,30.55
YGR239C,30.09
YGR240C,28.32
YGR240C-A,27.94
YGR241C,27.34
YGR242W,27.34
YGR243W,27.14
YGR244C,27.02
YGR245C,27.42
YGR246C,28.72
YGR247W,28.72
YGR248W,29.22
YGR249W,30.24
YGR250C,31.3
YGR251W,30.53
YGR252W,30.03
YGR253C,28.94
YGR254W,28.16
YGR255C,28.26
YGR256W,28.53
YGR257C,29.52
YGR258C,30.5
YGR259C,31.23
YGR260W,31.23
YGR261C,33.33
YGR262C,33.99
YGR263C,35.29
YGR264C,36.39
YGR265W,36.39
YGR266W,36.81
YGR267C,37.58
YGR268C,37.66
YGR269W,37.66
YGR270C-A,37.66
YGR270W,37.66
YGR271C-A,36.85
YGR271W,37.17
YGR272C,
YGR273C,36.91
YGR274C,37.09
YGR275W,37.07
YGR276C,36.88
YGR277C,36.71
YGR278W,36.71
YGR279C,36.04
YGR280C,35.48
YGR281W,35.15
YGR282C,32.61
YGR283C,32.22
YGR284C,31.57
YGR285C,31.1
YGR286C,30.93
YGR287C,30.43
YGR288W,30.23
YGR289C,29.65
YGR290W,29.65
YGR291C,29.48
YGR292W,29.48
YGR293C,28.81
YGR294W,28.81
YGR295C,28.81
YGR296C-A,28.81
