ID,Replication time
YGR296C-B,28.81
YGR296W,28.81
YHL001W,27.94
YHL002C-A,28.47
YHL002W,28.47
YHL003C,28.88
YHL004W,29.51
YHL005C,29.51
YHL006C,29.51
YHL006W-A,29.55
YHL007C,29.55
YHL008C,29.34
YHL009C,28.28
YHL009W-A,
YHL009W-B,
YHL010C,28.27
YHL011C,28.17
YHL012W,27.74
YHL013C,27.74
YHL014C,27.16
YHL015W,26.82
YHL015W-A,26.48
YHL016C,26.16
YHL017W,25.36
YHL018W,25.36
YHL019C,25.36
YHL019W-A,25.17
YHL020C,25.17
YHL021C,25.05
YHL022C,24.97
YHL023C,24.95
YHL024W,26.0
YHL025W,26.57
YHL026C,26.82
YHL027W,27.27
YHL028W,27.29
YHL029C,27.32
YHL030W,30.05
YHL030W-A,30.52
YHL031C,30.05
YHL032C,30.52
YHL033C,31.63
YHL034C,32.07
YHL034W-A,32.19
YHL035C,32.19
YHL036W,32.33
YHL037C,32.33
YHL038C,32.33
YHL039W,32.43
YHL040C,32.44
YHL041W,32.26
YHL042W,31.99
YHL043W,31.82
YHL044W,31.62
YHL045W,31.41
YHL046C,31.18
YHL046W-A,30.67
YHL047C,30.67
YHL048C-A,29.98
YHL048W,29.98
YHL049C,29.98
YHL050C,29.98
YHL050W-A,29.98
YHR001W,26.64
YHR001WA,
YHR001W-A,25.15
YHR002W,24.43
YHR003C,23.11
YHR004C,22.09
YHR005C,21.5
YHR005CA,
YHR005C-A,21.45
YHR006W,21.9
YHR007C,23.34
YHR007C-A,23.54
YHR008C,23.62
YHR009C,23.4
YHR010W,23.1
YHR011W,22.71
YHR012W,21.85
YHR013C,21.1
YHR014W,21.1
YHR015W,20.61
YHR016C,21.55
YHR017W,21.55
YHR018C,23.3
YHR019C,24.85
YHR020W,24.85
YHR021C,28.04
YHR021WA,
YHR021W-A,28.04
YHR022C,28.7
YHR022C-A,28.7
YHR023W,28.91
YHR024C,29.77
YHR025W,29.81
YHR026W,29.77
YHR027C,28.83
YHR028C,28.4
YHR028W-A,28.4
YHR029C,28.51
YHR030C,29.11
YHR031C,30.09
YHR032C-A,31.54
YHR032W,30.61
YHR032W-A,31.1
YHR033W,31.54
YHR034C,32.28
YHR035W,32.28
YHR036W,33.3
YHR037W,33.68
YHR038W,34.54
YHR039C,35.78
YHR039CA,
YHR039C-A,36.11
YHR039C-B,
YHR040W,36.11
YHR041C,36.59
YHR042W,36.74
YHR043C,36.88
YHR044C,36.86
YHR045W,36.83
YHR046C,36.72
YHR047C,36.44
YHR048W,36.08
YHR049CA,
YHR049C-A,35.91
YHR049W,35.96
YHR050W,35.91
YHR050W-A,35.81
YHR051W,35.81
YHR052W,35.75
YHR052W-A,35.62
YHR053C,35.62
YHR054C,35.53
YHR054W-A,35.42
YHR055C,35.42
YHR056C,35.04
YHR056W-A,35.04
YHR057C,34.9
YHR058C,34.77
YHR059W,34.77
YHR060W,34.63
YHR061C,34.35
YHR062C,34.2
YHR063C,34.04
YHR063W-A,33.85
YHR064C,33.64
YHR065C,33.07
YHR066W,32.7
YHR067W,32.27
YHR068W,31.81
YHR069C,30.39
YHR069C-A,30.39
YHR070C-A,29.55
YHR070W,30.39
YHR071C-A,28.79
YHR071W,29.55
YHR072W,28.79
YHR072W-A,27.78
YHR073C-B,27.08
YHR073W,27.5
YHR073W-A,27.5
YHR074W,27.08
YHR075C,27.69
YHR076W,27.99
YHR077C,29.63
YHR078W,29.84
YHR079C,30.44
YHR079C-A,30.5
YHR079C-B,
YHR080C,30.5
YHR081W,30.44
YHR082C,30.0
YHR083W,29.85
YHR084W,29.67
YHR085W,29.01
YHR086W,28.74
YHR086W-A,28.2
YHR087W,27.93
YHR088W,27.67
YHR089C,27.43
YHR090C,26.95
YHR091C,26.41
YHR092C,25.72
YHR093W,25.72
YHR094C,24.02
YHR095W,24.02
YHR096C,22.71
YHR097C,22.46
YHR098C,22.69
YHR099W,22.95
YHR100C,29.01
YHR101C,29.42
YHR102W,29.79
YHR103W,30.82
YHR104W,31.49
YHR105W,31.73
YHR106W,31.99
YHR107C,32.49
YHR108W,32.49
YHR109W,32.96
YHR110W,33.34
YHR111W,33.5
YHR112C,33.89
YHR113W,34.0
YHR114W,34.07
YHR115C,33.83
YHR116W,33.83
YHR117W,33.6
YHR118C,32.47
YHR119W,32.47
YHR120W,30.54
YHR121W,29.81
YHR122W,29.67
YHR123W,29.57
YHR124W,29.42
YHR125W,29.27
YHR126C,29.16
YHR127W,29.05
YHR128W,28.93
YHR129C,28.7
YHR130C,28.61
YHR131C,28.53
YHR131W-A,28.53
YHR132C,28.64
YHR132W-A,28.64
YHR133C,28.78
YHR134W,28.78
YHR135C,28.81
YHR136C,28.73
YHR137C-A,28.33
YHR137W,28.57
YHR138C,28.02
YHR139C,27.67
YHR139C-A,26.96
YHR140W,26.96
YHR141C,26.42
YHR142W,26.27
YHR143W,26.21
YHR143WA,
YHR143W-A,26.25
YHR144C,26.35
YHR145C,26.39
YHR146W,26.39
YHR147C,26.47
YHR148W,26.54
YHR149C,27.08
YHR150W,27.08
YHR151C,28.41
YHR152W,28.77
YHR153C,29.14
YHR154W,29.14
YHR155W,30.68
YHR156C,31.8
YHR157W,31.8
YHR158C,31.7
YHR159W,31.61
YHR160C,31.39
YHR161C,31.1
YHR162W,30.92
YHR163W,30.72
YHR164C,29.47
YHR165C,25.77
YHR165W-A,25.77
YHR166C,24.51
YHR167W,23.88
YHR168W,23.3
YHR169W,22.77
YHR170W,21.9
YHR171W,21.28
YHR172W,20.91
YHR173C,21.11
YHR174W,21.11
YHR175W,21.66
YHR175W-A,22.05
YHR176W,22.05
YHR177W,23.59
YHR178W,24.73
YHR179W,26.79
YHR180C-B,28.45
YHR180W,27.68
YHR180W-A,28.45
YHR181W,28.45
YHR182C-A,29.6
YHR182W,28.78
YHR183W,29.45
YHR184W,29.73
YHR185C,30.14
YHR186C,31.19
YHR187W,31.19
YHR188C,31.48
YHR189W,31.48
YHR190W,31.45
YHR191C,31.26
YHR192W,31.26
YHR193C,31.1
YHR193C-A,30.9
YHR194W,30.9
YHR195W,30.43
YHR196W,30.2
YHR197W,29.87
YHR198C,29.62
YHR199C,29.52
YHR199C-A,29.52
YHR200W,29.52
YHR201C,29.39
YHR202W,29.21
YHR203C,28.86
YHR204W,28.86
YHR205W,28.73
YHR206W,29.02
YHR207C,29.63
YHR208W,29.73
YHR209W,29.86
YHR210C,29.92
YHR211W,30.0
YHR212C,30.27
YHR212W-A,30.27
YHR213W,30.27
YHR213W-A,30.27
YHR213W-B,30.27
YHR214C-B,
YHR214C-C,
YHR214C-D,30.27
YHR214C-E,30.27
YHR214W,30.27
YHR214WA,
YHR214W-A,30.27
YHR215W,30.27
YHR216W,30.27
YHR217C,30.27
YHR218W,30.27
YHR218W-A,30.27
YHR219C-A,30.27
YHR219W,30.27
YIL001W,23.01
YIL002C,22.93
YIL002W-A,22.4
YIL003W,22.14
YIL004C,21.85
YIL005W,21.3
YIL006W,20.92
YIL007C,20.92
YIL008W,20.87
YIL009C-A,23.29
YIL009W,21.7
YIL010W,23.84
YIL011W,24.36
YIL012W,24.88
YIL013C,25.37
YIL014C-A,27.37
YIL014W,27.31
YIL015C-A,
YIL015W,27.0
YIL016W,26.81
YIL017C,26.81
YIL017W,
YIL018W,26.82
YIL019W,27.11
YIL020C,27.11
YIL020C-A,27.29
YIL021C-A,27.49
YIL021W,27.49
YIL022W,27.91
YIL023C,28.08
YIL024C,28.22
YIL025C,28.34
YIL026C,28.34
YIL027C,28.99
YIL028W,29.57
YIL029C,29.95
YIL029W-A,30.4
YIL030C,30.4
YIL030W-A,33.08
YIL031W,33.92
YIL032C,34.24
YIL033C,34.24
YIL034C,34.72
YIL035C,34.88
YIL036W,35.11
YIL037C,35.14
YIL038C,35.13
YIL039W,34.61
YIL040W,34.61
YIL041W,34.13
YIL042C,34.13
YIL043C,33.83
YIL044C,33.48
YIL045W,32.25
YIL046W,31.32
YIL046W-A,30.84
YIL047C,30.84
YIL047C-A,29.32
YIL048W,27.05
YIL049W,26.54
YIL050W,26.1
YIL051C,25.71
YIL052C,25.39
YIL053W,24.91
YIL054W,24.76
YIL055C,24.76
YIL056W,24.36
YIL057C,24.34
YIL058W,24.41
YIL059C,24.41
YIL060W,24.54
YIL061C,24.7
YIL062C,24.91
YIL063C,24.91
YIL064W,25.41
YIL065C,25.41
YIL066C,25.7
YIL066W-A,26.69
YIL067C,26.5
YIL068C,26.85
YIL068W-A,26.62
YIL069C,26.38
YIL070C,26.08
YIL071C,25.76
YIL071W-A,25.02
YIL072W,24.59
YIL073C,24.13
YIL074C,22.39
YIL075C,22.17
YIL076W,22.7
YIL077C,23.17
YIL078W,25.44
YIL079C,25.44
YIL080W,
YIL082W,25.97
YIL082WA,
YIL082W-A,
YIL083C,25.91
YIL084C,26.11
YIL085C,26.35
YIL086C,26.97
YIL087C,26.97
YIL088C,27.31
YIL089W,28.25
YIL090W,28.69
YIL091C,28.82
YIL092W,28.89
YIL093C,28.89
YIL094C,28.82
YIL095W,28.53
YIL096C,28.52
YIL097W,28.7
YIL098C,28.7
YIL099W,28.92
YIL100C-A,28.92
YIL100W,29.05
YIL101C,29.05
YIL102C,29.33
YIL102C-A,29.48
YIL103W,29.8
YIL104C,29.96
YIL105C,30.11
YIL105W-A,30.41
YIL106W,30.69
YIL107C,30.69
YIL108W,31.54
YIL109C,31.73
YIL110W,32.1
YIL111W,32.08
YIL112W,31.78
YIL113W,31.35
YIL114C,31.35
YIL115C,31.09
YIL115W-A,29.89
YIL116W,29.74
YIL117C,29.54
YIL118W,29.49
YIL119C,29.45
YIL120W,29.51
YIL121W,29.5
YIL122W,29.49
YIL123W,29.37
YIL124W,29.15
YIL125W,28.45
YIL126W,26.45
YIL127C,26.45
YIL128W,25.53
YIL129C,25.4
YIL130W,24.35
YIL131C,24.37
YIL132C,24.68
YIL133C,24.94
YIL134C-A,25.59
YIL134W,25.59
YIL135C,25.97
YIL136W,26.83
YIL137C,27.25
YIL138C,27.98
YIL139C,28.02
YIL140W,27.57
YIL141W,27.57
YIL142C-A,27.06
YIL142W,27.06
YIL143C,27.06
YIL144W,25.85
YIL145C,25.8
YIL146C,25.82
YIL147C,26.27
YIL148W,27.27
YIL149C,27.54
YIL150C,29.1
YIL151C,29.75
YIL152W,30.87
YIL153W,30.97
YIL154C,30.97
YIL155C,31.02
YIL156W,31.12
YIL156W-A,31.14
YIL156W-B,31.12
YIL157C,31.14
YIL158W,31.15
YIL159W,30.95
YIL160C,30.83
YIL161W,30.56
YIL162W,30.28
YIL163C,30.28
YIL164C,30.02
YIL165C,29.92
YIL166C,29.86
YIL167W,
YIL168W,
YIL169C,29.86
YIL170W,
YIL171W,
YIL171W-A,29.86
YIL172C,29.86
YIL173W,29.86
YIL174W,
YIL175W,
YIL176C,29.86
YIL177C,29.86
YIL177W-A,29.86
YIR001C,23.09
YIR002C,23.14
YIR003W,23.26
YIR004W,23.82
YIR005W,24.7
YIR006C,27.2
YIR007W,27.61
YIR008C,28.54
YIR009W,28.54
YIR010W,28.77
YIR011C,29.34
YIR012W,29.34
YIR013C,29.67
YIR014W,29.81
YIR015W,29.91
YIR016W,29.96
YIR017C,29.95
YIR017W-A,29.96
YIR018C-A,29.77
YIR018W,29.89
YIR019C,27.26
YIR020C,27.26
YIR020C-B,26.25
YIR020W-A,26.98
YIR021W,26.49
YIR021W-A,26.25
YIR022W,26.0
YIR023C-A,24.58
YIR023W,25.71
YIR024C,24.58
YIR025W,24.08
YIR026C,22.91
YIR027C,21.7
YIR028W,21.7
YIR029W,20.91
YIR030C,21.3
YIR030W-A,21.3
YIR031C,22.26
YIR032C,22.91
YIR033W,22.91
YIR034C,25.65
YIR035C,25.85
YIR036C,26.0
YIR036W-A,26.0
YIR037W,26.0
YIR038C,26.14
YIR039C,27.35
YIR040C,27.93
YIR041W,27.93
YIR042C,28.69
YIR043C,
YIR044C,
YJL001W,22.22
YJL002C,22.22
YJL003W,22.49
YJL004C,22.55
YJL005W,21.31
YJL006C,20.96
YJL007C,20.6
YJL008C,20.23
YJL009W,19.56
YJL010C,19.56
YJL011C,19.45
YJL012C,20.29
YJL012C-A,
YJL013C,21.46
YJL014W,23.3
YJL015C,23.89
YJL016W,24.46
YJL017W,
YJL018W,
YJL019W,26.07
YJL020C,26.54
YJL020W-A,26.93
YJL021C,
YJL022W,27.67
YJL023C,27.67
YJL024C,27.76
YJL025W,27.5
YJL026C-A,27.2
YJL026W,26.76
YJL027C,26.76
YJL028W,26.21
YJL029C,26.21
YJL030W,24.39
YJL031C,24.39
YJL032W,23.4
YJL033W,22.6
YJL034W,21.5
YJL035C,21.5
YJL036W,20.59
YJL037W,19.66
YJL038C,19.28
YJL039C,18.93
YJL041W,22.76
YJL042W,25.98
YJL043W,26.45
YJL044C,26.45
YJL045W,28.28
YJL046W,30.34
YJL047C,30.34
YJL047C-A,31.39
YJL048C,31.39
YJL049W,31.66
YJL050W,30.94
YJL051W,29.86
YJL052C-A,29.47
YJL052W,29.47
YJL053W,29.36
YJL054W,29.51
YJL055W,29.71
YJL056C,29.71
YJL057C,30.69
YJL058C,31.44
YJL059W,32.44
YJL060W,33.01
YJL061W,33.61
YJL062W,33.74
YJL062W-A,33.74
YJL063C,33.74
YJL064W,33.58
YJL065C,33.69
YJL066C,33.58
YJL067W,33.44
YJL068C,33.44
YJL069C,33.24
YJL070C,32.7
YJL071W,31.35
YJL072C,31.35
YJL073W,31.49
YJL074C,31.49
YJL075C,32.64
YJL076W,33.66
YJL077C,33.66
YJL077W-A,33.66
YJL077W-B,33.83
YJL078C,33.83
YJL079C,34.22
YJL080C,34.5
YJL081C,35.45
YJL082W,36.36
YJL083W,36.56
YJL084C,36.55
YJL085W,35.91
YJL086C,35.91
YJL087C,35.91
YJL088W,35.55
YJL089W,35.56
YJL090C,35.62
YJL091C,35.69
YJL092W,34.56
YJL093C,34.56
YJL094C,33.8
YJL095W,29.96
YJL096W,29.96
YJL097W,29.54
YJL098W,28.44
YJL099W,28.22
YJL100W,27.86
YJL101C,27.5
YJL102W,23.33
YJL103C,23.33
YJL104W,20.91
YJL105W,20.91
YJL106W,23.86
YJL107C,24.55
YJL108C,25.0
YJL109C,25.25
YJL110C,22.94
YJL111W,19.83
YJL112W,19.93
YJL113W,
YJL114W,
YJL115W,26.29
YJL116C,26.65
YJL117W,27.23
YJL118W,27.49
YJL119C,27.49
YJL120W,27.75
YJL121C,27.75
YJL122W,28.0
YJL123C,28.0
YJL124C,28.48
YJL125C,28.7
YJL126W,29.12
YJL127C,29.33
YJL127C-B,29.69
YJL127W-A,29.94
YJL128C,29.94
YJL129C,29.95
YJL130C,29.29
YJL131C,30.52
YJL132W,32.15
YJL133C-A,33.06
YJL133W,32.63
YJL134W,33.71
YJL135W,33.71
YJL136C,33.98
YJL136W-A,34.22
YJL137C,34.22
YJL138C,34.45
YJL139C,34.99
YJL140W,35.68
YJL141C,36.05
YJL142C,36.64
YJL143W,36.82
YJL144W,36.89
YJL145W,36.85
YJL146W,36.48
YJL147C,36.48
YJL148W,35.88
YJL149W,34.81
YJL150W,34.81
YJL151C,34.81
YJL152W,34.57
YJL153C,34.57
YJL154C,34.09
YJL155C,33.38
YJL156C,32.92
YJL156W-A,32.43
YJL157C,32.14
YJL158C,30.96
YJL159W,29.98
YJL160C,28.94
YJL161W,27.96
YJL162C,27.53
YJL163C,26.55
YJL164C,26.06
YJL165C,25.83
YJL166W,25.05
YJL167W,24.54
YJL168C,24.32
YJL169W,24.03
YJL170C,24.03
YJL171C,24.02
YJL172W,24.79
YJL173C,25.3
YJL174W,26.49
YJL175W,27.06
YJL176C,26.49
YJL177W,28.28
YJL178C,28.49
YJL179W,28.61
YJL180C,28.61
YJL181W,28.51
YJL182C,28.51
YJL183W,28.17
YJL184W,28.17
YJL185C,27.96
YJL186W,27.33
YJL187C,27.13
YJL188C,26.69
YJL189W,26.44
YJL190C,26.17
YJL191W,25.88
YJL192C,25.6
YJL193W,25.12
YJL194W,24.95
YJL195C,24.98
YJL196C,24.95
YJL197C-A,25.59
YJL197W,26.56
YJL198W,28.13
YJL199C,28.54
YJL200C,28.87
YJL201W,29.77
YJL202C,29.77
YJL203W,29.79
YJL204C,29.79
YJL205C,29.64
YJL206C,29.51
YJL206C-A,
YJL207C,29.31
YJL208C,31.55
YJL209W,33.16
YJL210W,33.53
YJL211C,33.53
YJL212C,33.77
YJL213W,33.66
YJL214W,32.03
YJL215C,32.03
YJL216C,31.66
YJL217W,31.31
YJL218W,31.31
YJL219W,31.31
YJL220W,31.31
YJL221C,31.31
YJL222W,31.31
YJL222W-A,31.31
YJL222W-B,31.31
YJL223C,31.31
YJL225C,31.31
YJL225W-A,31.31
YJR001W,21.81
YJR002W,21.48
YJR003C,21.83
YJR004C,22.44
YJR005C-A,23.47
YJR005W,22.75
YJR006W,23.47
YJR007W,23.76
YJR008W,23.87
YJR009C,24.29
YJR010CA,
YJR010C-A,25.52
YJR010W,24.59
YJR011C,26.13
YJR012C,26.82
YJR013W,26.82
YJR014W,28.35
YJR015W,29.14
YJR016C,31.16
YJR017C,31.59
YJR018W,31.59
YJR019C,31.87
YJR020W,31.87
YJR021C,32.12
YJR022W,32.12
YJR023C,32.12
YJR024C,32.21
YJR025C,32.34
YJR026W,
YJR027W,
YJR028W,
YJR029W,
YJR030C,35.32
YJR031C,36.89
YJR032W,36.89
YJR033C,36.56
YJR034W,36.56
YJR035W,36.56
YJR036C,35.41
YJR037W,35.41
YJR038C,35.16
YJR039W,35.16
YJR040W,33.83
YJR041C,31.54
YJR042W,31.54
YJR043C,30.6
YJR044C,30.39
YJR045C,29.39
YJR046W,29.39
YJR047C,27.6
YJR048W,26.89
YJR049C,24.6
YJR050W,24.6
YJR051W,23.84
YJR052W,22.45
YJR053W,21.53
YJR054W,21.12
YJR055W,21.17
YJR056C,22.12
YJR057W,22.5
YJR058C,22.91
YJR059W,23.33
YJR060W,24.44
YJR061W,24.92
YJR062C,25.12
YJR063W,25.12
YJR064W,25.2
YJR065C,25.97
YJR066W,25.97
YJR067C,31.28
YJR068W,31.28
YJR069C,31.69
YJR070C,32.36
YJR071W,32.05
YJR072C,32.64
YJR073C,32.89
YJR074W,32.89
YJR075W,33.11
YJR076C,33.55
YJR077C,33.63
YJR078W,33.67
YJR079W,33.67
YJR080C,33.55
YJR082C,33.55
YJR083C,33.25
YJR084W,33.25
YJR085C,32.76
YJR086W,32.76
YJR087W,32.76
YJR088C,32.42
YJR089W,32.03
YJR090C,28.84
YJR091C,27.14
YJR092W,26.8
YJR093C,24.91
YJR094C,23.6
YJR094WA,
YJR094W-A,21.99
YJR095W,20.62
YJR096W,20.16
YJR097W,19.86
YJR098C,19.93
YJR099W,20.28
YJR100C,20.78
YJR101W,21.39
YJR102C,22.77
YJR103W,23.45
YJR104C,24.69
YJR105W,25.24
YJR106W,25.75
YJR107W,26.63
YJR108W,27.41
YJR109C,28.81
YJR110W,29.14
YJR111C,30.05
YJR112W,30.05
YJR112W-A,30.27
YJR113C,30.45
YJR114W,30.45
YJR115W,30.56
YJR116W,30.6
YJR117W,30.59
YJR118C,30.39
YJR119C,29.86
YJR120W,29.86
YJR121W,29.66
YJR122W,29.28
YJR123W,28.9
YJR124C,28.52
YJR125C,28.19
YJR126C,27.96
YJR127C,27.67
YJR128W,27.67
YJR129C,27.22
YJR130C,26.56
YJR131W,26.14
YJR132W,25.11
YJR133W,23.17
YJR134C,21.24
YJR135C,20.66
YJR135W-A,20.66
YJR136C,19.6
YJR137C,18.33
YJR138W,18.52
YJR139C,21.65
YJR140C,24.75
YJR140W-A,21.65
YJR141W,24.75
YJR142W,25.27
YJR143C,27.32
YJR144W,27.32
YJR145C,28.35
YJR146W,28.81
YJR147W,28.81
YJR148W,29.54
YJR149W,29.8
YJR150C,30.18
YJR151C,30.78
YJR151W-A,31.16
YJR152W,31.54
YJR153W,31.98
YJR154W,32.06
YJR155W,32.03
YJR156C,31.87
YJR157W,31.81
YJR158W,31.73
YJR159W,31.73
YJR160C,31.73
YJR161C,31.73
YJR162C,31.73
YKL001C,23.55
YKL002W,24.17
YKL003C,24.72
YKL004W,25.21
YKL005C,25.6
YKL006CA,
YKL006C-A,26.06
YKL006W,26.09
YKL007W,25.82
YKL008C,25.82
YKL009W,25.11
YKL010C,25.11
YKL011C,23.77
YKL012W,23.34
YKL013C,23.34
YKL014C,23.32
YKL015W,26.3
YKL016C,26.87
YKL017C,27.38
YKL018C-A,28.4
YKL018W,28.4
YKL019W,28.57
YKL020C,28.68
YKL021C,28.58
YKL022C,28.24
YKL023C-A,27.44
YKL023W,27.62
YKL024C,27.44
YKL025C,27.31
YKL026C,27.2
YKL027W,27.37
YKL028W,27.81
YKL029C,28.09
YKL030W,28.96
YKL031W,28.96
YKL032C,28.96
YKL033W,31.01
YKL033WA,
YKL033W-A,31.01
YKL034W,31.88
YKL035W,32.29
YKL036C,32.29
YKL037W,32.43
YKL038W,32.61
YKL039W,32.62
YKL040C,32.64
YKL041W,32.69
YKL042W,32.68
YKL043W,32.63
YKL044W,32.53
YKL045W,31.94
YKL046C,31.94
YKL047W,30.63
YKL048C,30.63
YKL049C,29.92
YKL050C,29.56
YKL051W,27.58
YKL052C,27.58
YKL053CA,
YKL053C-A,26.55
YKL053W,27.09
YKL054C,26.55
YKL055C,24.64
YKL056C,23.92
YKL057C,23.22
YKL058W,21.63
YKL059C,21.66
YKL060C,22.12
YKL061W,22.5
YKL062W,23.88
YKL063C,24.29
YKL064W,24.99
YKL065C,24.92
YKL065W-A,24.78
YKL066W,24.56
YKL067W,24.56
YKL068W,22.48
YKL068W-A,22.0
YKL069W,21.19
YKL070W,20.86
YKL071W,20.58
YKL072W,20.62
YKL073W,22.39
YKL074C,22.39
YKL075C,23.36
YKL076C,23.84
YKL077W,24.76
YKL078W,25.68
YKL079W,26.62
YKL080W,27.56
YKL081W,28.42
YKL082C,28.79
YKL083W,29.1
YKL084W,29.1
YKL085W,29.52
YKL086W,29.63
YKL087C,29.63
YKL088W,29.49
YKL089W,29.11
YKL090W,28.86
YKL091C,28.59
YKL092C,28.01
YKL093W,26.67
YKL094W,25.97
YKL095W,25.63
YKL096C-B,24.9
YKL096W,25.33
YKL096WA,
YKL096W-A,24.9
YKL097C,24.9
YKL097W-A,
YKL098W,24.9
YKL099C,25.06
YKL100C,25.31
YKL100W-A,25.64
YKL101W,27.94
YKL102C,28.4
YKL103C,28.4
YKL104C,29.54
YKL105C,30.12
YKL106C-A,31.0
YKL106W,30.95
YKL107W,31.01
YKL108W,30.88
YKL109W,30.52
YKL110C,29.99
YKL111C,29.69
YKL112W,29.1
YKL113C,28.84
YKL114C,28.4
YKL115C,28.19
YKL116C,28.19
YKL117W,27.29
YKL118W,26.86
YKL119C,26.86
YKL120W,25.67
YKL121W,23.31
YKL122C,22.79
YKL123W,22.57
YKL124W,22.64
YKL125W,24.1
YKL126W,25.81
YKL127W,27.69
YKL128C,29.15
YKL129C,30.06
YKL130C,31.33
YKL131W,31.86
YKL132C,31.61
YKL133C,32.1
YKL134C,32.47
YKL135C,32.69
YKL136W,32.79
YKL137W,32.79
YKL138C,32.79
YKL138C-A,32.78
YKL139W,32.71
YKL140W,32.58
YKL141W,32.51
YKL142W,32.44
YKL143W,32.26
YKL144C,32.15
YKL145W,31.87
YKL145W-A,32.02
YKL146W,31.52
YKL147C,31.52
YKL148C,31.3
YKL149C,30.75
YKL150W,29.57
YKL151C,29.57
YKL152C,28.6
YKL153W,28.6
YKL154W,27.52
YKL155C,26.96
YKL156C-A,25.93
YKL156W,25.93
YKL157W,24.65
YKL158W,
YKL159C,24.5
YKL160W,24.41
YKL161C,24.43
YKL162C,24.75
YKL162C-A,25.83
YKL163W,26.89
YKL164C,27.51
YKL165C,28.76
YKL165C-A,30.3
YKL166C,30.3
YKL167C,30.52
YKL168C,30.6
YKL169C,30.74
YKL170W,30.74
YKL171W,30.95
YKL172W,30.98
YKL173W,31.02
YKL174C,31.02
YKL175W,30.97
YKL176C,30.92
YKL177W,30.36
YKL178C,30.58
YKL179C,30.06
YKL180W,28.13
YKL181W,26.8
YKL182W,24.68
YKL183C-A,25.06
YKL183W,25.06
YKL184W,25.73
YKL185W,26.9
YKL186C,27.28
YKL187C,27.66
YKL188C,28.91
YKL189W,30.45
YKL190W,30.72
YKL191W,30.6
YKL192C,30.6
YKL193C,30.43
YKL194C,30.22
YKL195W,29.57
YKL196C,29.57
YKL197C,29.28
YKL198C,27.99
YKL199C,
YKL200C,
YKL201C,25.84
YKL202W,23.32
YKL203C,22.66
YKL204W,22.9
YKL205W,24.0
YKL206C,24.0
YKL207W,24.34
YKL208W,24.51
YKL209C,24.7
YKL210W,27.43
YKL211C,27.9
YKL212W,29.08
YKL213C,29.36
YKL214C,29.71
YKL215C,29.79
YKL216W,29.91
YKL217W,30.05
YKL218C,30.14
YKL219W,30.03
YKL220C,30.16
YKL221W,30.87
YKL222C,30.87
YKL223W,30.87
YKL224C,30.87
YKL225W,30.87
YKR001C,20.75
YKR002W,20.75
YKR003W,19.58
YKR004C,18.76
YKR005C,18.86
YKR006C,19.08
YKR007W,19.08
YKR008W,19.4
YKR009C,21.96
YKR010C,24.32
YKR011C,25.1
YKR012C,25.38
YKR013W,25.38
YKR014C,25.81
YKR015C,26.41
YKR016W,26.68
YKR017C,27.85
YKR018C,29.25
YKR019C,30.05
YKR020W,30.05
YKR021W,30.36
YKR022C,31.04
YKR023W,31.04
YKR024C,31.19
YKR025W,31.17
YKR026C,31.05
YKR027W,30.93
YKR028W,30.34
YKR029C,28.92
YKR030W,28.92
YKR031C,28.08
YKR032W,27.91
YKR033C,27.91
YKR034W,27.91
YKR035C,27.52
YKR035W-A,27.73
YKR036C,27.01
YKR037C,26.68
YKR038C,26.33
YKR039W,25.81
YKR040C,26.24
YKR041W,25.97
YKR042W,26.56
YKR043C,27.24
YKR044W,27.24
YKR045C,27.7
YKR046C,27.78
YKR047W,27.78
YKR048C,27.58
YKR049C,27.58
YKR050W,27.37
YKR051W,27.17
YKR052C,27.86
YKR053C,28.99
YKR054C,33.57
YKR055W,33.57
YKR056W,33.78
YKR057W,34.39
YKR058W,34.56
YKR059W,34.83
YKR060W,35.0
YKR061W,35.05
YKR062W,35.11
YKR063C,35.11
YKR064W,35.07
YKR065C,34.78
YKR066C,34.61
YKR067W,34.4
YKR068C,33.56
YKR069W,33.22
YKR070W,32.46
YKR071C,31.61
YKR072C,30.76
YKR073C,30.37
YKR074W,30.37
YKR075C,29.79
YKR075W-A,30.04
YKR076W,29.65
YKR077W,29.69
YKR078W,29.85
YKR079C,30.91
YKR080W,31.17
YKR081C,31.55
YKR082W,31.55
YKR083C,31.2
YKR084C,30.87
YKR085C,30.7
YKR086W,30.7
YKR087C,29.96
YKR088C,29.72
YKR089C,28.82
YKR090W,28.52
YKR091W,27.88
YKR092C,27.77
YKR093W,27.95
YKR094C,28.65
YKR095W,28.93
YKR095W-A,30.55
YKR096W,30.74
YKR097W,31.05
YKR098C,30.66
YKR099W,30.44
YKR100C,29.5
YKR101W,29.35
YKR102W,29.58
YKR103W,31.03
YKR104W,31.83
YKR105C,32.43
YKR106W,32.57
YLL001W,24.06
YLL002W,24.03
YLL003W,23.4
YLL004W,22.97
YLL005C,22.97
YLL006W,23.14
YLL006W-A,23.14
YLL007C,23.4
YLL008W,25.03
YLL009C,25.03
YLL010C,25.49
YLL011W,26.83
YLL012W,27.67
YLL013C,28.06
YLL014W,29.01
YLL015W,29.83
YLL016W,
YLL017W,
YLL018C,29.48
YLL018CA,
YLL018C-A,28.93
YLL019C,28.74
YLL019W-A,28.55
YLL020C,28.35
YLL021W,27.17
YLL022C,26.87
YLL023C,26.55
