ID,Noise YEPD
YDR367W,0.9507873908
YDR368W,2.1476710293
YDR369C,
YDR370C,
YDR371C-A,
YDR371W,
YDR372C,-0.4970187116
YDR373W,3.0526768266
YDR374C,
YDR374W-A,
YDR375C,
YDR376W,
YDR377W,7.6883795737
YDR378C,
YDR379C-A,
YDR379W,
YDR380W,
YDR381C-A,
YDR381W,
YDR382W,-2.4281159849
YDR383C,
YDR384C,3.361073002
YDR385W,1.9562965178
YDR386W,
YDR387C,
YDR388W,-0.878479908
YDR389W,-2.8261910673
YDR390C,-2.3694444444
YDR391C,3.7872875746
YDR392W,
YDR393W,
YDR394W,0.7088975012
YDR395W,0.2738384133
YDR396W,
YDR397C,-0.9068905258
YDR398W,-0.8900213456
YDR399W,-0.8170486251
YDR400W,-1.3607296426
YDR401W,
YDR402C,
YDR403W,
YDR404C,
YDR405W,-0.4278707002
YDR406W,
YDR406W-A,
YDR407C,
YDR408C,0.0767668684
YDR409W,
YDR410C,
YDR411C,-0.8300981616
YDR412W,-0.9892051171
YDR413C,
YDR414C,
YDR415C,
YDR416W,
YDR417C,
YDR418W,-2.9960066006
YDR419W,
YDR420W,
YDR421W,
YDR422C,
YDR423C,
YDR424C,
YDR425W,
YDR426C,
YDR427W,-0.825880435
YDR428C,
YDR429C,
YDR430C,0.1638975012
YDR431W,
YDR432W,-0.9764781123
YDR433W,
YDR434W,1.9904239732
YDR435C,
YDR436W,
YDR437W,
YDR438W,
YDR439W,
YDR440W,
YDR441C,0.272771121
YDR442W,
YDR443C,
YDR444W,
YDR445C,
YDR446W,
YDR447C,-0.7357373088
YDR448W,-2.5627124254
YDR449C,-0.3295778221
YDR450W,-0.415085213
YDR451C,
YDR452W,
YDR453C,11.3987543537
YDR454C,-1.1295512076
YDR455C,
YDR456W,-0.5159637567
YDR457W,
YDR458C,
YDR459C,
YDR460W,
YDR461C-A,
YDR461W,13.6799104662
YDR462W,0.5026308075
YDR463W,
YDR464C-A,
YDR464W,
YDR465C,1.8320975809
YDR466W,
YDR467C,
YDR468C,
YDR469W,
YDR470C,
YDR471W,-0.9388373745
YDR472W,0.3899441384
YDR473C,
YDR474C,
YDR475C,
YDR476C,4.1131069032
YDR477W,-1.1391950444
YDR478W,
YDR479C,
YDR480W,
YDR481C,
YDR482C,-1.5901635053
YDR483W,2.2605991914
YDR484W,
YDR485C,
YDR486C,2.1649441384
YDR487C,0.8239604954
YDR488C,
YDR489W,
YDR490C,
YDR491C,
YDR492W,
YDR493W,
YDR494W,
YDR495C,
YDR496C,-0.7668105238
YDR497C,3.2281205739
YDR498C,
YDR499W,
YDR500C,-1.8224219289
YDR501W,
YDR502C,6.9065789474
YDR503C,
YDR504C,
YDR505C,-2.9433197809
YDR506C,
YDR507C,1.1633728985
YDR508C,-1.7156979812
YDR509W,
YDR510C-A,
YDR510W,-2.6728290297
YDR511W,
YDR512C,
YDR513W,-1.2018233698
YDR514C,
YDR515W,0.5632067481
YDR516C,10.2575987128
YDR517W,-1.0515256373
YDR518W,
YDR519W,
YDR520C,
YDR521W,
YDR522C,
YDR523C,
YDR524C,0.6868922198
YDR524C-A,
YDR524C-B,
YDR524W-C,
YDR525W,
YDR525WA,
YDR525W-A,0.1558058622
YDR526C,
YDR527W,0.3052927678
YDR528W,
YDR529C,7.2375381757
YDR530C,
YDR531W,-3.1508367753
YDR532C,
YDR533C,
YDR534C,
YDR535C,
YDR536W,
YDR537C,
YDR538W,
YDR539W,3.6631287653
YDR540C,
YDR541C,
YDR542W,
YDR543C,
YDR544C,
YDR545C-A,
YDR545W,
YEL001C,1.9381026247
YEL002C,-0.5378545235
YEL003W,1.1034546852
YEL004W,
YEL005C,
YEL006W,
YEL007W,0.6690643826
YEL008C-A,
YEL008W,
YEL009C,
YEL009C-A,
YEL010W,
YEL011W,
YEL012W,0.2970426908
YEL013W,-0.0526676368
YEL014C,0.7660676557
YEL015W,1.5117697393
YEL016C,
YEL017CA,
YEL017C-A,-2.0567673387
YEL017W,
YEL018C-A,
YEL018W,
YEL019C,0.1605501504
YEL020C,
YEL020C-B,
YEL020WA,
YEL020W-A,
YEL021W,
YEL022W,-0.7391950444
YEL023C,
YEL024W,5.2773192547
YEL025C,
YEL026W,
YEL027W,-1.1409218731
YEL028W,
YEL029C,
YEL030C-A,
YEL030W,
YEL031W,-3.1744622325
YEL032C-A,
YEL032W,
YEL033W,
YEL034C-A,
YEL034W,
YEL035C,
YEL036C,-1.3446914658
YEL037C,0.658755753
YEL038W,0.413398787
YEL039C,
YEL040W,-1.4638849053
YEL041W,
YEL042W,-3.3049864792
YEL043W,-2.4784252184
YEL044W,
YEL045C,
YEL046C,-1.4471274875
YEL047C,0.5373893821
YEL048C,-0.0208367753
YEL049W,
YEL050C,
YEL050W-A,
YEL051W,-3.0490707072
YEL052W,2.246353596
YEL053C,
YEL053W-A,
YEL054C,-1.6508430889
YEL055C,-0.0590500826
YEL056W,
YEL057C,
YEL058W,12.5348364947
YEL059CA,
YEL059C-A,
YEL059W,
YEL060C,5.3868628483
YEL061C,
YEL062W,
YEL063C,-2.1753058748
YEL064C,
YEL065W,24.9996622712
YEL066W,0.3352037584
YEL067C,
YEL068C,
YEL069C,
YEL070W,
YEL071W,5.3370856952
YEL072W,
YEL073C,
YEL074W,
YEL075C,
YEL075W-A,
YEL076C,
YEL076C-A,
YEL076W-C,
YEL077C,
YEL077W-A,
YER001W,1.6913882483
YER002W,-1.1555955336
YER003C,-0.1807667001
YER004W,1.9115248634
YER005W,
YER006C-A,
YER006W,1.4510938071
YER007CA,
YER007C-A,0.2048726578
YER007W,
YER008C,0.0414581659
YER009W,
YER010C,
YER011W,17.6902927678
YER012W,
YER013W,
YER014C-A,
YER014W,
YER015W,
YER016W,-1.5324292807
YER017C,-0.6663977532
YER018C,
YER019CA,
YER019C-A,-1.5040341246
YER019W,
YER020W,2.7167034399
YER021W,
YER022W,-0.7154432105
YER023C-A,
YER023W,-0.7935480072
YER024W,
YER025W,
YER026C,
YER027C,0.677080473
YER028C,
YER029C,-1.3726581658
YER030W,-1.000224103
YER031C,-2.3891437095
YER032W,
YER033C,
YER034W,-0.0358099722
YER035W,1.0743619095
YER036C,-0.8057024828
YER037W,
YER038C,
YER038W-A,
YER039C,
YER039CA,
YER039C-A,
YER040W,
YER041W,
YER042W,1.8391900278
YER043C,-0.8291941969
YER044C,-1.0968233698
YER044CA,
YER044C-A,
YER045C,
YER046W,
YER046W-A,
YER047C,
YER048C,
YER048WA,
YER048W-A,0.4250351494
YER049W,0.6478462305
YER050C,
YER051W,
YER052C,0.1479841185
YER053C,
YER053C-A,16.1168787229
YER054C,
YER055C,
YER056C,4.2403165657
YER056CA,
YER056C-A,-2.8334508908
YER057C,
YER058W,
YER059W,-2.6268712347
YER060W,
YER060w-A,
YER060W-A,
YER061C,
YER062C,13.2074422158
YER063W,
YER064C,
YER065C,
YER066C-A,
YER066W,
YER067C-A,
YER067W,29.5035475259
YER068C-A,
YER068W,-1.6653531158
YER069W,
YER070W,23.4432643523
YER071C,
YER072W,3.1960114095
YER073W,7.8308562905
YER074W,0.8447431054
YER074W-A,
YER075C,
YER076C,
YER076W-A,
YER077C,
YER078C,
YER078W-A,
YER079C-A,
YER079W,
YER080W,0.554921347
YER081W,
YER082C,
YER083C,-0.5083819051
YER084W,0.4478390664
YER084W-A,
YER085C,
YER086W,7.9531051954
YER087C-A,
YER087C-B,
YER087W,
YER088C,1.6242059552
YER088C-A,
YER088W-B,
YER089C,0.1426389946
YER090C-A,
YER090W,0.081911711
YER091C,14.5811854874
YER091C-A,
YER092W,0.152
YER093C,
YER093CA,
YER093C-A,
YER094C,
YER095W,5.2402705748
YER096W,
YER097W,
YER098W,
YER099C,-1.3932299048
YER100W,
YER101C,
YER102W,-2.4812533003
YER103W,28.7691666667
YER104W,
YER105C,-1.2629024191
YER106W,
YER107C,1.2543528738
YER107W-A,
YER108C,
YER109C,
YER110C,1.9398610668
YER111C,
YER112W,-0.4333933004
YER113C,-0.7759637567
YER114C,-0.7013398509
YER115C,
YER116C,
YER117W,
YER118C,-0.4381629363
YER119C,
YER119CA,
YER119C-A,
YER120W,-0.6038213402
YER121W,
YER122C,-2.912905836
YER123W,-2.5894444444
YER124C,
YER125W,
YER126C,-1.4137678975
YER127W,
YER128W,0.6864107107
YER129W,
YER130C,
YER131W,0.2840181835
YER132C,1.0843441642
YER133W,-2.3291453852
YER133W-A,
YER134C,-0.1365147164
YER135C,
YER136W,-1.4374627934
YER137C,
YER137W-A,
YER138C,
YER138WA,
YER138W-A,
YER139C,
YER140W,
YER141W,1.8844044664
YER142C,
YER143W,5.8275707193
YER144C,
YER145C,3.7406432297
YER145C-A,
YER146W,
YER147C,
YER147C-A,
YER148W,-0.491483441
YER148W-A,
YER149C,-1.9024292807
YER150W,
YER151C,-2.8706228231
YER152C,1.6902037584
YER152W-A,
YER153C,
YER154W,0.3493778234
YER155C,0.1604095523
YER156C,0.8278298132
YER157W,-1.3044637089
YER158C,
YER158W-A,
YER159C,-0.9112142533
YER160C,
YER161C,-0.6422007402
YER162C,
YER163C,
YER164W,0.3897386805
YER165C-A,
YER165W,-2.0368597237
YER166W,-0.4682829504
YER167W,
YER168C,2.2343983628
YER169W,
YER170W,
YER171W,
YER172C,
YER172C-A,
YER173W,
YER174C,
YER175C,
YER175W-A,
YER176W,-0.1756168123
YER177W,-2.5563561876
YER178W,16.8860663564
YER179W,
YER180C,
YER180C-A,
YER181C,
YER182W,
YER183C,
YER184C,
YER185W,
YER186C,
YER187W,
YER188C-A,
YER188W,
YER189W,
YER190C-A,
YER190C-B,
YER190W,
YFL001W,0.6553420586
YFL002C,-0.4956471262
YFL002W-A,
YFL002W-B,
YFL003C,
YFL004W,1.612558476
YFL005W,
YFL006W,4.5380716832
YFL007W,2.3636071177
YFL008W,-1.1528131728
YFL009W,
YFL010C,
YFL010W-A,
YFL011W,
YFL011W-A,
YFL012W,
YFL012W-A,
YFL013C,-1.9064662632
YFL013W-A,
YFL014W,
YFL015C,
YFL015W-A,
YFL016C,7.6707097658
YFL017C,
YFL017WA,
YFL017W-A,-0.5309341044
YFL018C,3.2258266262
YFL018W-A,
YFL019C,
YFL020C,
YFL021C-A,
YFL021W,
YFL022C,
YFL023W,-1.4233728211
YFL024C,
YFL025C,
YFL026W,6.6612911303
YFL027C,
YFL028C,
YFL029C,
YFL030W,
YFL031C-A,
YFL031W,
YFL032W,
YFL033C,
YFL034CA,
YFL034C-A,5.4660690847
YFL034CB,
YFL034C-B,-0.7221609336
YFL034W,
YFL035C,
YFL035C-A,
YFL035C-B,
YFL036W,0.701882925
YFL037W,
YFL038C,
YFL039C,
YFL040W,
YFL041W,-0.0894803201
YFL041W-A,
YFL042C,
YFL043C,
YFL044C,
YFL045C,
YFL046W,
YFL047W,-1.876780284
YFL048C,1.2724254023
YFL049W,
YFL050C,
YFL051C,
YFL052W,
YFL053W,
YFL054C,
YFL055W,
YFL056C,
YFL057C,
YFL058W,
YFL059W,
YFL060C,
YFL061W,
YFL062W,
YFL063W,
YFL064C,
YFL065C,
YFL066C,
YFL067W,
YFL068W,
YFL-TYA,
YFL-TYB,
YFR001W,-0.3283689094
YFR002W,-1.508917694
YFR003C,
YFR004W,-1.6154820792
YFR005C,
YFR006W,4.4246341527
YFR007W,
YFR008W,
YFR009W,-1.1602449099
YFR009W-A,
YFR010W,
YFR010W-A,
YFR011C,-0.0939369519
YFR012W,
YFR012W-A,
YFR013W,-2.2185397565
YFR014C,
YFR015C,4.3119242998
YFR016C,0.0218854755
YFR017C,
YFR018C,
YFR019W,
YFR020W,
YFR021W,-1.9185397565
YFR022W,
YFR023W,
YFR024C,-0.7081249731
YFR024CA,
YFR024C-A,-0.3699328886
YFR025C,
YFR026C,
YFR027W,
YFR028C,0.3463882483
YFR029W,
YFR030W,
YFR031C,
YFR031CA,
YFR031C-A,-1.9657453169
YFR032C,
YFR032CA,
YFR032C-A,
YFR032C-B,
YFR033C,6.8184344792
YFR034C,
YFR034W-A,
YFR035C,
YFR036W,
YFR036W-A,
YFR037C,1.6638925605
YFR038W,
YFR039C,
YFR040W,-1.2830884898
YFR041C,2.6467697393
YFR042W,
YFR043C,
YFR044C,4.642136126
YFR045W,
YFR046C,
YFR047C,
YFR048W,0.3772321876
YFR049W,3.865873909
YFR050C,
YFR051C,-2.8507617673
YFR052C-A,
YFR052W,-1.4446185021
YFR053C,0.2187543537
YFR054C,
YFR055W,
YFR056C,
YFR057W,
YGL001C,3.5059753616
YGL002W,
YGL003C,
YGL004C,
YGL005C,
YGL006W,
YGL006W-A,
YGL007C-A,
YGL007W,
YGL008C,5.0506766648
YGL009C,8.8362433295
YGL010W,
YGL011C,
YGL012W,-0.7975743248
YGL013C,
YGL014C-A,
YGL014W,-1.0583964429
YGL015C,
YGL016W,0.2473418342
YGL017W,
YGL018C,
YGL019W,0.3647848566
YGL020C,-1.1582352878
YGL021W,
YGL022W,-2.7162339649
YGL023C,
YGL024W,
YGL025C,
YGL026C,0.213633084
YGL027C,
YGL028C,-0.1782299048
YGL029W,-0.7860735421
YGL030W,
YGL031C,-1.0068038116
YGL032C,
YGL033W,
YGL034C,
YGL035C,3.2504792061
YGL036W,
YGL037C,10.5796915034
YGL038C,2.3494779915
YGL039W,4.4355025899
YGL040C,0.4048275496
YGL041C,
YGL041C-B,
YGL041W-A,
YGL042C,
YGL043W,-1.0751763879
YGL044C,
YGL045W,
YGL046W,0.4322147133
YGL047W,
YGL048C,-2.8962601671
YGL049C,-0.9286095794
YGL050W,
YGL051W,
YGL052W,
YGL053W,
YGL054C,-2.5162121212
YGL055W,-1.2266724391
YGL056C,-0.5443512249
YGL057C,
YGL058W,1.7321478037
YGL059W,
YGL060W,
YGL061C,
YGL062W,4.2606264522
YGL063C-A,
YGL063W,
YGL064C,
YGL065C,-0.6802431257
YGL066W,
YGL067W,-3.3078739038
YGL068W,1.7841937477
YGL069C,
YGL070C,-2.2659678068
YGL071W,
YGL072C,
YGL073W,
YGL074C,
YGL075C,0.6150619925
YGL076C,
YGL077C,1.7752728129
YGL078C,1.3553274076
YGL079W,
YGL080W,-0.4299380075
YGL081W,
YGL082W,0.7405094808
YGL083W,
YGL084C,0.9816180949
YGL085W,
YGL086W,
YGL087C,0.0867472339
YGL088W,
YGL089C,
YGL090W,
YGL091C,
YGL092W,-1.6768983648
YGL093W,
YGL094C,
YGL095C,
YGL096W,
YGL097W,-1.0397294252
YGL098W,-2.3662046101
YGL099W,-0.7472981869
YGL100W,
YGL101W,-0.4752151434
YGL102C,
YGL103W,
YGL104C,
YGL105W,-1.6633967483
YGL106W,
YGL107C,1.2162844358
YGL108C,
YGL109W,
YGL110C,-1.1015971984
YGL111W,-0.599226614
YGL112C,
YGL113W,
YGL114W,
YGL115W,3.2913028416
YGL116W,
YGL117W,
YGL118C,
YGL119W,-0.6505798773
YGL120C,-0.6543700353
YGL121C,
YGL122C,
YGL123C-A,
YGL123W,
YGL124C,
YGL125W,
YGL126W,1.7759131496
YGL127C,-1.759126091
YGL128C,
YGL129C,0.5847854422
YGL130W,0.7087953899
YGL131C,
YGL132W,
YGL133W,-0.19375
YGL134W,
YGL135W,-2.1919703274
YGL136C,
YGL137W,-2.6838456135
YGL138C,
YGL139W,1.599071711
YGL140C,-1.9645645172
YGL141W,
YGL142C,
YGL143C,
YGL144C,
YGL145W,-1.5380822458
YGL146C,
YGL147C,-2.8457895174
YGL148W,-2.0734901235
YGL149W,
YGL150C,1.3546341527
YGL151W,-0.7730703108
YGL152C,
YGL153W,
YGL154C,
YGL155W,
YGL156W,
YGL157W,2.5040269689
YGL158W,
YGL159W,
YGL160W,
YGL161C,
YGL162W,
YGL163C,
YGL164C,0.0878990684
YGL165C,
YGL166W,
YGL167C,-2.7528954584
YGL168W,
YGL169W,-0.3771009316
YGL170C,
YGL171W,
YGL172W,-0.2540344473
YGL173C,0.5902036874
YGL174W,
YGL175C,
YGL176C,
YGL177W,
YGL178W,0.0037543537
YGL179C,
YGL180W,
YGL181W,-1.4152633467
YGL182C,
YGL183C,
YGL184C,
YGL185C,
YGL186C,
YGL187C,13.0841815175
YGL188C,
YGL188C-A,
YGL189C,-2.2574039217
YGL190C,0.4662397369
YGL191W,
YGL192W,
YGL193C,
YGL194C,2.0678462305
YGL194C-A,
YGL195W,-0.8844281587
YGL196W,
YGL197W,
YGL198W,
YGL199C,
YGL200C,-2.8331512419
YGL201C,1.3107097658
YGL202W,-0.320271674
YGL203C,-0.5550217691
YGL204C,
YGL205W,
YGL206C,1.6588991629
YGL207W,0.0060482146
YGL208W,
YGL209W,
YGL210W,0.059775897
YGL211W,
YGL212W,-1.923
YGL213C,0.8266066996
YGL214W,
YGL215W,
YGL216W,1.5468922198
YGL217C,
YGL218W,
YGL219C,
YGL220W,3.7592703574
YGL221C,-0.2919283168
YGL222C,-0.0690783352
YGL223C,0.9687500538
YGL224C,
YGL225W,-2.0626797735
YGL226CA,
YGL226C-A,
YGL226W,
YGL227W,
YGL228W,
YGL229C,0.3725707193
YGL230C,
YGL231C,0.2497386805
YGL232W,
YGL233W,1.387771121
YGL234W,3.9185400151
YGL235W,
YGL236C,
YGL237C,
YGL238W,
YGL239C,
YGL240W,
YGL241W,
YGL242C,
YGL243W,
YGL244W,0.4139495342
YGL245W,-1.661305309
YGL246C,1.1412397369
YGL247W,
YGL248W,
YGL249W,
YGL250W,
YGL251C,
YGL252C,-1.7863047421
YGL253W,1.0422213
YGL254W,
YGL255W,
YGL256W,
YGL257C,
YGL258W,
YGL258W-A,
YGL259W,
YGL260W,
YGL261C,
YGL262W,
YGL263W,
YGR001C,-0.2698166165
YGR002C,
YGR003W,
YGR004W,
YGR005C,
YGR006W,
YGR007W,
YGR008C,12.2661786598
YGR009C,
YGR010W,
YGR011W,
YGR012W,
YGR013W,
YGR014W,2.2559753616
YGR015C,
YGR016W,
YGR017W,-1.4410516709
YGR018C,
YGR019W,11.8363028416
YGR020C,-2.4399313013
YGR021W,-1.0933197809
YGR022C,
YGR023W,
YGR024C,8.8969177542
YGR025W,
YGR026W,-1.1435963076
YGR027C,0.5037787074
YGR027W-A,
YGR027W-B,
YGR028W,
YGR029W,
YGR030C,-2.3495207939
YGR031C-A,
YGR031W,0.0367848723
YGR032W,
YGR033C,
YGR034W,-3.136220507
YGR035C,
YGR035W-A,
YGR036C,0.3996622712
YGR037C,0.4594684737
YGR038C-A,
YGR038C-B,
YGR038W,0.3533728985
YGR039W,
YGR040W,
YGR041W,
YGR042W,
YGR043C,
YGR044C,
YGR045C,
YGR046W,
YGR047C,
YGR048W,1.6720146554
YGR049W,
YGR050C,
YGR051C,
YGR052W,
YGR053C,
YGR054W,
YGR055W,4.7387556339
YGR056W,
YGR057C,
YGR058W,
YGR059W,
YGR060W,-0.1014477292
YGR061C,4.2119394665
YGR062C,
YGR063C,0.467578663
YGR064W,
YGR065C,2.7605530598
YGR066C,
YGR067C,
YGR068C,
YGR068W-A,
YGR069W,
YGR070W,
YGR071C,
YGR072W,0.439207842
YGR073C,
YGR074W,-2.3122007402
YGR075C,0.0645496949
YGR076C,-0.0750533641
YGR077C,
YGR078C,-2.2879183876
YGR079W,
YGR080W,0.000534555
YGR081C,0.0429019159
YGR082W,5.4499148569
YGR083C,-1.810414749
YGR084C,0.7679230996
YGR085C,-1.3914527527
YGR086C,4.9929708935
YGR087C,
YGR088W,
YGR089W,
YGR090W,0.24128645
YGR091W,
YGR092W,-0.4694905192
YGR093W,
YGR094W,
YGR095C,1.4294028424
YGR096W,
YGR097W,
YGR098C,
YGR099W,
YGR100W,
YGR101W,
YGR102C,
YGR103W,-0.0960038311
YGR104C,
YGR105W,
YGR106C,-0.4462994828
YGR107W,
YGR108W,
YGR109C,
YGR109W-A,
YGR109W-B,
YGR110W,
YGR111W,-0.9351635053
YGR112W,
YGR113W,
YGR114C,
YGR115C,
YGR116W,1.2781282256
YGR117C,-0.7807296426
YGR118W,0.9566945699
YGR119C,-1.2453233244
YGR120C,
YGR121C,
YGR121W-A,
YGR122C-A,
YGR122W,
YGR123C,-1.4423649207
YGR124W,-1.052754391
YGR125W,
YGR126W,
YGR127W,
YGR128C,-1.6369924015
YGR129W,
YGR130C,2.6778974414
YGR131W,
YGR132C,
YGR133W,
YGR134W,
YGR135W,-1.0684029379
YGR136W,-0.6380269695
YGR137W,
YGR138C,9.5205530598
YGR139W,
YGR140W,
YGR141W,
YGR142W,
YGR143W,
YGR144W,
YGR145W,
YGR146C,
YGR146C-A,
YGR147C,-0.0834118224
YGR148C,-1.7252965358
YGR149W,
YGR150C,
YGR151C,
YGR152C,-1.2178123858
YGR153W,
YGR154C,
YGR155W,0.2752945597
YGR156W,-1.8417352005
YGR157W,-0.5105521412
YGR158C,1.8854846059
YGR159C,0.4232737258
YGR160W,
YGR161C,
YGR161C-D,
YGR161W-A,
YGR161W-B,
YGR161W-C,
YGR162W,-1.2849864796
YGR163W,-1.1111910673
YGR164W,
YGR165W,2.2003667669
YGR166W,
YGR167W,1.4266769717
YGR168C,
YGR169C,
YGR169C-A,
YGR170W,
YGR171C,
YGR172C,
YGR173W,-1.9805202984
YGR174C,
YGR174W-A,
YGR175C,-0.6855870822
YGR176W,
YGR177C,1.8031766302
YGR178C,-1.8393512249
YGR179C,
YGR180C,-0.4132901024
YGR181W,
YGR182C,
YGR183C,8.8644478588
YGR184C,
YGR185C,-3.3196750622
YGR186W,-2.4486363636
YGR187C,0.1763154037
YGR188C,
YGR189C,2.9923076923
YGR190C,
YGR191W,-1.4911952808
YGR192C,0.2924417084
YGR193C,
YGR194C,
YGR195W,-0.6244008086
YGR196C,
YGR197C,
YGR198W,
YGR199W,
YGR200C,-0.0152118287
YGR201C,
YGR202C,-0.6833933004
YGR203W,0.5511520556
YGR204C-A,
YGR204W,0.7712719186
YGR205W,-0.3483197809
YGR206W,
YGR207C,1.0312750501
YGR208W,-0.6851072789
YGR209C,4.0460203522
YGR210C,-0.5392902342
YGR211W,-0.0475970731
YGR212W,
YGR213C,
YGR214W,-0.4063562127
YGR215W,3.9875685239
YGR216C,
YGR217W,
YGR218W,9.5361838121
YGR219W,
YGR220C,2.6007111438
YGR221C,
YGR222W,
YGR223C,
YGR224W,
YGR225W,
YGR226C,
YGR227W,
YGR228W,
YGR229C,-1.8139049136
YGR230W,
YGR231C,
YGR232W,
YGR233C,4.6487543537
YGR234W,18.7065885343
YGR235C,1.0696161999
YGR236C,
YGR237C,
YGR238C,
YGR239C,
YGR240C,0.1533709813
YGR240C-A,
YGR241C,-0.6995009656
YGR242W,
YGR243W,
YGR244C,5.3578298132
YGR245C,
YGR246C,
YGR247W,
YGR248W,
YGR249W,
YGR250C,-0.7167932519
YGR251W,-0.2131077802
YGR252W,
YGR253C,-1.3598142667
YGR254W,22.9153596659
YGR255C,
YGR256W,
YGR257C,
YGR258C,
YGR259C,
YGR260W,5.4335475259
YGR261C,-0.4152151434
YGR262C,1.7318456254
YGR263C,
YGR264C,-0.8458235022
YGR265W,
YGR266W,-1.6667353437
YGR267C,
YGR268C,
YGR269W,2.0289483291
YGR270C-A,
YGR270W,
YGR271C-A,-1.1795904477
YGR271W,
YGR272C,
YGR273C,
YGR274C,
YGR275W,-1.4621609336
YGR276C,
YGR277C,
YGR278W,
YGR279C,5.4634997784
YGR280C,2.6947100613
YGR281W,-0.2056163099
YGR282C,
YGR283C,
YGR284C,-1.7038793253
YGR285C,-1.5076228173
YGR286C,
YGR287C,
YGR288W,
YGR289C,
YGR290W,
YGR291C,
YGR292W,
YGR293C,
YGR294W,
YGR295C,4.6518458717
YGR296C-A,
YGR296C-B,
YGR296W,
YHL001W,-1.7301305685
YHL002C-A,
YHL002W,-0.0735397565
YHL003C,
YHL004W,1.2880342284
YHL005C,
YHL006C,
YHL006W-A,
YHL007C,-0.6256023051
YHL008C,
YHL009C,-1.9612046101
YHL009W-A,
YHL009W-B,
YHL010C,
YHL011C,-1.1249793358
YHL012W,
YHL013C,0.1147614106
YHL014C,
YHL015W,
YHL015W-A,
YHL016C,
YHL017W,
YHL018W,
YHL019C,
YHL019W-A,
YHL020C,1.0225755743
YHL021C,6.6393119941
YHL022C,
YHL023C,
YHL024W,
YHL025W,
YHL026C,
YHL027W,
YHL028W,
YHL029C,-1.5955787648
YHL030W,0.5723418342
YHL030W-A,
YHL031C,
YHL032C,
YHL033C,0.5002577332
YHL034C,-1.5980574791
YHL034W-A,
YHL035C,
YHL036W,
YHL037C,
YHL038C,
YHL039W,1.9921876142
YHL040C,
YHL041W,
YHL042W,
YHL043W,
YHL044W,
YHL045W,
YHL046C,
YHL046W-A,
YHL047C,
YHL048C-A,
YHL048W,-1.6249260193
YHL049C,
YHL050C,
YHL050W-A,
YHR001W,
YHR001WA,
YHR001W-A,2.9896577931
YHR002W,
YHR003C,0.5876768266
YHR004C,
YHR005C,-2.0062859892
YHR005CA,
YHR005C-A,
YHR006W,
YHR007C,0.7517114064
YHR007C-A,
YHR008C,7.2188095238
YHR009C,0.3467125811
YHR010W,5.4371478037
YHR011W,
YHR012W,
YHR013C,0.7285696676
YHR014W,
YHR015W,
YHR016C,
YHR017W,
YHR018C,2.8128222879
YHR019C,
YHR020W,
YHR021C,-2.185968612
YHR021WA,
YHR021W-A,
YHR022C,
YHR022C-A,
YHR023W,
YHR024C,1.0484209792
YHR025W,8.2771478037
YHR026W,-2.4525549534
YHR027C,-1.3925426065
YHR028C,
YHR028W-A,
YHR029C,
YHR030C,-0.3246332331
YHR031C,
YHR032C-A,
YHR032W,
YHR032W-A,
YHR033W,
YHR034C,
YHR035W,
YHR036W,
YHR037W,3.8764678421
YHR038W,
YHR039C,2.8313915528
YHR039CA,
YHR039C-A,-1.2101366019
YHR039C-B,
YHR040W,
YHR041C,
YHR042W,-1.5921397639
YHR043C,2.0204354828
YHR044C,
YHR045W,
YHR046C,1.8490638131
YHR047C,11.7307367374
YHR048W,
YHR049CA,
YHR049C-A,
YHR049W,3.2395252819
YHR050W,
YHR050W-A,
YHR051W,5.8823850055
YHR052W,0.3542332999
YHR052W-A,
YHR053C,
YHR054C,
YHR054W-A,
YHR055C,
YHR056C,
YHR056W-A,
YHR057C,
YHR058C,1.3528222879
YHR059W,
YHR060W,
YHR061C,
YHR062C,-1.3609963695
YHR063C,1.9850135208
YHR063W-A,
YHR064C,-0.9072131223
YHR065C,
YHR066W,0.6685756012
YHR067W,
YHR068W,-1.1753089538
YHR069C,-1.2792789924
YHR069C-A,
YHR070C-A,
YHR070W,-0.7476923797
YHR071C-A,
YHR071W,
YHR072W,-0.2015064701
YHR072W-A,0.2028787355
YHR073C-B,
YHR073W,-1.1880097695
YHR073W-A,
YHR074W,
YHR075C,
YHR076W,
YHR077C,-2.2645645172
YHR078W,
YHR079C,
YHR079C-A,
YHR079C-B,
YHR080C,
YHR081W,
YHR082C,-0.7652633467
YHR083W,
YHR084W,
YHR085W,-0.5194637089
YHR086W,-0.8173691925
YHR086W-A,
YHR087W,24.7018079408
YHR088W,
YHR089C,
YHR090C,
YHR091C,
YHR092C,
YHR093W,
YHR094C,
YHR095W,
YHR096C,
YHR097C,-1.4595645172
YHR098C,-2.462113307
YHR099W,
YHR100C,
YHR101C,
YHR102W,
YHR103W,
YHR104W,4.4865230947
YHR105W,
YHR106W,
YHR107C,
YHR108W,0.0430264859
YHR109W,
YHR110W,2.0771988835
YHR111W,0.2089196998
YHR112C,
YHR113W,
YHR114W,-1.8178131728
YHR115C,
YHR116W,-1.6329573092
YHR117W,0.7152660456
YHR118C,
YHR119W,0.1473192547
YHR120W,
YHR121W,
YHR122W,1.313755753
YHR123W,12.9282266804
YHR124W,
YHR125W,
YHR126C,
YHR127W,0.0425987128
YHR128W,
YHR129C,
YHR130C,
YHR131C,
YHR131W-A,
